ID,Name_lang,Description_lang,TypeID,Subtype,Faction,IconTextureFileID,RewardsBgTextureFileID,PopupBgTextureFileID,ExpansionLevel,MapID,DifficultyID,MinGear,Group_ID,Order_index,Required_player_condition_ID,Random_ID,ScenarioID,FinalEncounterID,Count_tank,Count_healer,Count_damage,Min_count_tank,Min_count_healer,Min_count_damage,Max_premade_count_tank,Max_premade_count_healer,Max_premade_count_damage,Bonus_reputation_amount,MentorItemLevel,MentorCharLevel,MaxPremadeGroupSize,ContentTuningID,Flags[0],Flags[1]
1,Cavernes des Lamentations,,1,1,-1,136364,0,340702,0,43,1,0,1,0,0,258,0,481,1,1,3,1,1,3,1,1,3,0,0,0,0,193,67,16
2,Scholomance,,1,1,-1,136355,0,340686,0,1007,1,0,1,0,0,258,0,684,1,1,3,1,1,3,1,1,3,0,0,0,0,212,323,16
4,Gouffre de Ragefeu,,1,1,-1,136350,0,340682,0,389,1,0,1,0,0,258,0,697,1,1,3,1,1,3,1,1,3,0,0,0,0,207,67,16
6,Mortemines,,1,1,-1,136332,0,337488,0,36,1,0,1,0,0,258,0,93,1,1,3,1,1,3,1,1,3,0,0,0,0,202,67,16
8,Donjon d’Ombrecroc,,1,1,-1,136357,0,340687,0,33,1,0,1,0,0,258,0,100,1,1,3,1,1,3,1,1,3,0,0,0,0,213,67,16
10,Profondeurs de Brassenoire,,1,1,-1,136325,0,340655,0,48,1,0,1,0,0,258,0,444,1,1,3,1,1,3,1,1,3,0,0,0,0,200,67,16
12,Prison de Hurlevent,,1,1,-1,136358,0,340688,0,34,1,0,1,0,0,258,0,464,1,1,3,1,1,3,1,1,3,0,0,0,0,215,67,16
14,Gnomeregan,,1,1,-1,136336,0,340665,0,90,1,0,1,0,0,258,0,422,1,1,3,1,1,3,1,1,3,0,0,0,0,204,67,16
16,Kraal de Tranchebauge,,1,1,-1,136353,0,340684,0,47,1,0,1,0,0,258,0,901,1,1,3,1,1,3,1,1,3,0,0,0,0,208,67,16
20,Souilles de Tranchebauge,,1,1,-1,136352,0,340683,0,129,1,0,1,0,0,258,0,1141,1,1,3,1,1,3,1,1,3,0,0,0,0,209,323,16
22,Uldaman,,1,1,-1,136363,0,340697,0,70,1,0,1,0,0,258,0,473,1,1,3,1,1,3,1,1,3,0,0,0,0,217,323,16
24,Zul’Farrak,,1,1,-1,136368,0,340704,0,209,1,0,1,0,0,258,0,489,1,1,3,1,1,3,1,1,3,0,0,0,0,218,323,16
26,Maraudon - Caverne Vilespore,,1,1,-1,136345,0,340677,0,349,1,0,1,0,0,258,0,424,1,1,3,1,1,3,1,1,3,0,0,0,0,206,67,16
28,Temple englouti,,1,1,-1,136360,0,340690,0,109,1,0,1,0,0,258,0,463,1,1,3,1,1,3,1,1,3,0,0,0,0,216,323,16
30,Profondeurs de Rochenoire - Le mitard,,1,1,-1,136326,0,340656,0,230,1,0,1,0,0,258,0,369,1,1,3,1,1,3,1,1,3,0,0,0,0,201,323,16
32,Bas du pic Rochenoire,,1,1,-1,136327,0,340657,0,229,1,0,1,0,0,258,0,396,1,1,3,1,1,3,1,1,3,0,0,0,0,205,323,16
34,Hache-Tripes - Quartier de Crochebois,,1,1,-1,136333,0,340663,0,429,1,0,1,0,0,258,0,405,1,1,3,1,1,3,1,1,3,0,0,0,0,203,323,16
36,Hache-Tripes - Grands jardins,,1,1,-1,136333,0,340663,0,429,1,0,1,0,0,258,0,410,1,1,3,1,1,3,1,1,3,0,0,0,0,279,323,16
38,Hache-Tripes - Communs gordok,,1,1,-1,136333,0,340663,0,429,1,0,1,0,0,258,0,417,1,1,3,1,1,3,1,1,3,0,0,0,0,278,323,16
40,Stratholme - Grande porte,,1,1,-1,136359,0,340689,0,329,1,0,1,0,0,258,0,449,1,1,3,1,1,3,1,1,3,0,0,0,0,214,323,16
46,Repaire d’Onyxia,,2,2,-1,329121,0,0,2,249,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,0,0
48,Cœur du Magma,,2,2,-1,136346,0,340678,0,409,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,256,0
50,Repaire de l’Aile noire,,2,2,-1,136329,0,340659,0,469,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,0,0
58,Forêt d’Elwynn,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0
60,Marche de l’Ouest,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
62,Bois de la Pénombre,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
64,Dun Morogh,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0
66,Loch Modan,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
68,Les Paluns,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
70,Vallée de Strangleronce,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
72,Terres Foudroyées,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
74,Marais des Chagrins,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
76,Les Carmines,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
78,Steppes Ardentes,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
80,Gorge des Vents brûlants,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
82,Terres Ingrates,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
84,Hautes-terres Arathies,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
86,Contreforts de Hautebrande,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
88,Hinterlands,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
90,Maleterres de l’Ouest,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
92,Maleterres de l’Est,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
94,Clairières de Tirisfal,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
96,Forêt des Pins-Argentés,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
98,Montagnes d’Alterac,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
100,Durotar,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0
102,Mulgore,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0
104,Les Tarides,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
106,Les Serres-Rocheuses,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
108,Mille pointes,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
110,Désolace,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
112,Féralas,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
114,Marécage d’Âprefange,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
116,Tanaris,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
118,Cratère d’Un’Goro,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
120,Silithus,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
122,Teldrassil,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0
124,Sombrivage,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
126,Orneval,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
128,Gangrebois,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
130,Azshara,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
132,Berceau-de-l’Hiver,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
136,Remparts des Flammes infernales,,1,1,-1,136338,0,337491,1,543,1,0,2,0,0,259,0,529,1,1,3,1,1,3,1,1,3,0,0,0,0,220,67,16
137,Fournaise du sang,,1,1,-1,136338,0,337491,1,542,1,0,2,0,0,259,0,557,1,1,3,1,1,3,1,1,3,0,0,0,0,228,67,16
138,Salles brisées,,1,1,-1,136338,0,337491,1,540,1,0,2,0,0,259,0,569,1,1,3,1,1,3,1,1,3,0,0,0,0,231,323,16
140,Enclos aux esclaves,,1,1,-1,136331,0,340662,1,547,1,0,2,0,0,259,0,572,1,1,3,1,1,3,1,1,3,0,0,0,0,232,67,16
146,Basse-tourbière,,1,1,-1,136331,0,340662,1,546,1,0,2,0,0,259,0,579,1,1,3,1,1,3,1,1,3,0,0,0,0,234,67,16
147,Le caveau de la Vapeur,,1,1,-1,136331,0,340662,1,545,1,0,2,0,0,259,0,575,1,1,3,1,1,3,1,1,3,0,0,0,0,233,323,16
148,Tombes-mana,,1,1,-1,136323,0,340653,1,557,1,0,2,0,0,259,0,537,1,1,3,1,1,3,1,1,3,0,0,0,0,222,323,16
149,Cryptes Auchenaï,,1,1,-1,136323,0,340653,1,558,1,0,2,0,0,259,0,524,1,1,3,1,1,3,1,1,3,0,0,0,0,219,323,16
150,Les salles des Sethekk,,1,1,-1,136323,0,340653,1,556,1,0,2,0,0,259,0,543,1,1,3,1,1,3,1,1,3,0,0,0,0,224,323,16
151,Labyrinthe des Ombres,,1,1,-1,136323,0,340653,1,555,1,0,2,0,0,259,0,547,1,1,3,1,1,3,1,1,3,0,0,0,0,225,323,16
152,Péninsule des Flammes infernales,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
153,Marécage de Zangar,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
154,Forêt de Terokkar,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
155,Nagrand,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
156,Vallée d’Ombrelune,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
157,Les Tranchantes,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
158,Raz-de-Néant,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
