ID,Name_lang,Quantity,Flags
2,Gemmes de joaillier,3,1
3,Pierre de soins,1,0
4,Gemme de mana,1,0
6,Joyau-tempête,1,1
7,Perle enchantée,1,1
8,Lien de lumière,1,1
9,Lien de pierre,1,1
10,Choix de la mort,1,1
11,Verdict de la mort,1,1
12,Serment d'Eitrigg,1,1
13,Ferveur des Givre-nés,1,1
14,Fétiche du pouvoir volatil,1,1
15,Vitalité du mastodonte,1,1
16,Règne de la mort,1,1
17,Règne des non-vivants,1,1
18,Scarabée d'obstruction de Satrina,1,1
19,Réconfort des vaincus,1,1
20,Réconfort des défunts,1,1
21,Talisman du pouvoir volatil,1,1
22,Vengeance des Réprouvés,1,1
23,Appel de la victoire,1,1
24,Bague de l'agression cruelle,1,0
25,Bague de violence déplorable,1,1
26,Bague du roi traître,1,0
27,Bague des Val'kyrs jumelles,1,1
28,Bague du tempérament violent,1,1
29,Anneau carnivore,1,1
30,Cercle du sombre réparateur,1,1
31,Bague tempête-de-feu,1,1
32,Anneau tempête-de-feu,1,1
33,Bague de Gormok,1,1
34,Jonc des Val'kyrs jumelles,1,1
35,Manifestation horrible,1,1
36,Bague du traqueur des plans,1,1
37,Chevalière du traqueur des plans,1,1
38,Anneau de l'agression cruelle,1,1
39,Anneau de l'agression cruelle,1,1
40,Anneau du sombre réparateur,1,1
41,Anneau du tempérament violent,1,1
42,Chevalière du roi traître,1,1
43,Limite de l'anneau test,1,1
44,Boulier d'Althor,1,1
45,Verroterie du sang véritable,1,1
46,Pièce du passeur,1,1
47,Volonté de porte-mort,1,1
48,Objet étranger déplacé,1,1
49,Phylactère de la liche sans nom,1,1
50,Petite abomination en bouteille,1,1
51,Croc parfait de Sindragosa,1,1
52,Anneau sanglant d'abomination,1,1
53,Chevalière de putréfaction,1,1
54,Anneau torsadé cerise,1,1
55,Anneau de rupture de Trognepus,1,1
56,Anneau de Saurcroc forgé à froid,1,1
57,Sceau de la reine crépusculaire,1,1
58,Chevalière aux trois crocs,1,1
59,Bague du colosse d'os,1,1
60,Anneau éternellement froid de Devium,1,1
61,Sceau des bouches nombreuses,1,1
62,Anneau en saphir couvegivre,1,1
63,Bague de mastodonte,1,1
64,Jonc de labyrinthe sans fin,1,1
65,Œil glacial de Gargamoelle,1,1
66,Mémoire de Malygos,1,1
67,Puissance de chancre,1,1
68,Anneau de murmures exaspérants,1,1
69,Anneau d'ascension rapide,1,1
70,Cercle de seigneur squelette,1,1
71,Autre chevalière de Valanar,1,1
72,Bague de guérison incarnadine,1,1
73,Longue-vue de Muradin,1,1
74,Esquille de glace pure,1,1
75,Organe non identifiable,1,1
76,Crâne à crocs murmurant,1,1
77,Ecaille du Crépuscule,1,1
78,Anneau de régénération phasée,1,1
79,Offrande à Saviana,1,1
80,Chevalière du Crépuscule,1,1
81,Offrande de Zarithrian,1,1
82,Ecaille du Crépuscule aiguisée,1,1
83,Ecaille du Crépuscule pétrifiée,1,1
84,Ecaille du Crépuscule luminescente,1,1
85,Ecaille du Crépuscule carbonisée,1,1
86,Flacon de guilde,1,0
89,Poids écrasant,1,1
90,Essence du cyclone,1,1
91,Baisse de la mortalité,1,1
92,Cœur d'Ignacious,1,1
93,Miroir de Theralion,1,1
94,Fiole de souvenirs volés,1,1
95,Cloche de résonance enragée,1,1
96,Cœur de rage,1,1
97,Pot d'antiques remèdes,1,1
98,Talisman de machination de Prestor,1,1
99,Ver symbiotique,1,1
100,Puissance de l'océan,1,1
101,Crabe en porcelaine,1,1
102,Etoile de mer,1,1
103,Grâce du héraut,1,1
104,Sablier ensorcelant,1,1
105,Clé de la chambre sans fin,1,1
106,Désespoir plombé,1,1
107,Miroir en magnétite,1,1
108,Larme de sang,1,1
109,Vrilles de noirceur fouisseuse,1,1
110,Cœur tonnerre,1,1
111,Chantepluie,1,1
112,Cœur de réconfort,1,1
113,Tristechant,1,1
114,Grâce de Tia,1,1
115,Hymnaire d'Anhuur,1,1
