Name_lang,Description_lang,ID,GarrTalentTreeID,Tier,UiOrder,IconFileDataID,PlayerConditionID,GarrAbilityID,Flags,TalentType,PrerequisiteTalentID,ResearchCostSource,ActiveDurationSecs,GarrTalentSocketPropertiesID
Furie sanguinaire,"Vous permet d’utiliser la technique Furie sanguinaire, qui augmente de ${$a701}% les chances de succès de la première mission du jour.",39,31,0,1,136012,41962,578,0,0,0,0,0,0
Réincarnation,"Vous permet d’utiliser la technique Réincarnation lors de toutes les missions, ce qui confère ${$a772}% de chances de ressusciter un soldat avec $m772 points de vitalité après une mission réussie.",40,31,1,1,451167,41955,646,0,0,0,0,0,0
Don ancestral,Confère à vos champions une chance de revenir des missions réussies avec de l’équipement pour champion ou des armements de champion.,41,31,2,1,237574,41958,788,0,0,0,0,0,0
Légendes ancestrales,Augmente le nombre d’objets légendaires dont vous pouvez vous équiper de ${$a898}.,42,31,5,0,237571,41961,0,0,0,0,0,0,0
Savoir élémentaire,"Les élémentaires inférieurs récemment recrutés deviennent des élémentaires supérieurs, ce qui augmente leurs chances de succès en mission de ${$a638-$a637}%.",43,31,3,0,893777,41959,0,0,0,0,0,0,0
Murmures de la terre,"Les cercles d’implorateurs de la terre récemment recrutés deviennent des géomanciens du Cercle terrestre. Confère :

|TInterface\ICONS\ABILITY_RHYOLITH_MAGMAFLOW_WAVE.BLP:20:20:0:0|t |CffffffffTempête de magma|R
$@garrabdesc583",44,31,3,1,451165,41959,0,0,0,0,0,0,0
Levez-vous !,"Vous permet de recruter des ascendants.

Les ascendants augmentent de ${$a650}% les chances de succès des missions avec des |C00b3ffffdangers|R, des |C00b3ffffsorts|R ou des |C00b3ffffserviteurs|R (sélection aléatoire). Confère également :

|TInterface\ICONS\ABILITY_DUALWIELDSPECIALIZATION.BLP:20:20:0:0|t |CffffffffFureur de l’ascendant|R
$@garrabdesc531",46,31,4,1,132148,41960,0,0,0,0,0,0,0
Marche de l’esprit,Vous permet de passer une commande pour l’un de vos 3 sceaux du destin brisé hebdomadaires en échange de ressources de domaine.,49,31,4,0,636335,41960,0,0,0,0,0,0,0
Terrain d’entraînement,"Augmente de ${$a702} le nombre maximum d’implorateurs de la terre, de géomanciens, et d’élémentaires inférieurs et supérieurs que vous pouvez recruter.",52,31,2,0,135776,41958,579,0,0,0,0,0,0
Lien élémentaire,"Vous donne accès aux seigneurs du feu, de la terre, du vent et de l’eau. Chaque jour apparaît dans votre domaine de classe un seigneur aléatoire qui peut vous conférer un puissant bonus de combat.",53,31,1,0,135988,41955,0,0,0,0,0,0,0
L’appel de l’esprit,Augmente vos chances d’obtenir une amélioration bonus rare ou épique en récompense des quêtes non répétables.,54,31,0,0,136014,41962,0,0,0,0,0,0,0
Chance bienvenue,Augmente vos chances d’obtenir une amélioration bonus rare ou épique en récompense des quêtes non répétables.,248,4,0,0,636335,41962,0,0,0,0,0,0,0
Illumination,"Les troupes récemment recrutées ont une chance d’être promues d’un rang, ce qui augmente leur puissance.

Les initiés peuvent ainsi devenir des adeptes, et les adeptes des maîtres.",249,4,1,1,648628,41955,0,0,0,0,0,0,0
Voie du Buffle,"Les initiés du Buffle récemment recrutés deviennent des adeptes du Buffle, ce qui augmente leurs chances de succès en mission de ${$a897-$a695}%.",250,4,3,0,620829,41959,0,0,0,0,0,0,0
Voie du Tigre,"Les initiés du Tigre récemment recrutés deviennent des adeptes du Tigre. Confère :

|TInterface\ICONS\ABILITY_MONK_CRANEKICK_NEW.BLP:20:20:0:0|t |CffffffffCoup tournoyant de la Grue|R
$@garrabdesc576",251,4,3,1,611420,41959,0,0,0,0,0,0,0
Quartiers personnels,Augmente de ${$a694} le nombre maximum d’initiés et d’adeptes du Buffle et d’initiés et d’adeptes du Tigre que vous pouvez recruter.,252,4,2,0,651489,41958,571,0,0,0,0,0,0
Enveloppe porte-bonheur,"Vous permet d’utiliser la technique Enveloppe porte-bonheur, qui augmente de ${$a693}% les chances de succès de la première mission du jour.",253,4,0,1,134268,41962,570,0,0,0,0,0,0
Brasserie,"Vous donne accès au baril bouillonnant, à l’intérieur de l’auberge Brune d’Orage.

Puiser au baril confère des bonus utiles lors de vos quêtes sur les îles Brisées.",254,4,1,0,651573,41955,0,0,0,0,0,0,0
Pèlerinage,Confère à vos champions une chance de revenir des missions réussies avec de l’équipement pour champion ou des armements de champion.,255,4,2,1,775462,41958,785,0,0,0,0,0,0
Lié au destin,Vous permet de passer une commande pour l’un de vos 3 sceaux du destin brisé hebdomadaires en échange de ressources de domaine.,256,4,4,0,656322,41960,0,0,0,0,0,0,0
Faveur céleste,"Vous permet de recruter des Astres.

Les Astres ont une spécialisation de moine aléatoire et peuvent contrer les |C00b3ffffboss|R. Apporte également :

|TInterface\ICONS\INV_CELESTIALSERPENTMOUNT.BLP:20:20:0:0|t |CffffffffÉcho de l’Astre|R.
$@garrabdesc749",257,4,4,1,656166,41960,0,0,0,0,0,0,0
Poings de légende,Augmente le nombre d’objets légendaires dont vous pouvez vous équiper de ${$a898}.,258,4,5,0,606548,41961,0,0,0,0,0,0,0
