ID,Body_lang
83,Ceci est un test
84,"Merci de m’avoir rendu visite, $n. Il est bon de savoir que nous ne sommes pas oubliés."
85,"Merci de m’avoir rendu visite, $n. Il est bon de savoir que nous ne sommes pas oubliés."
86,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être."
87,"Bonjour, je suis Gubber Blump.

J'espère que vous allez bien et que vous continuez à pêcher. Dans la famille Blump, on adore pêcher. Voici une petite babiole qui vous permettra de pêcher plus efficacement. Bonne chance et merci encore de m'aider à attraper ces mérous.

Bonne pêche !

Gubber Blump"
88,"Merci de m’avoir rendu visite, $n. Il est bon de savoir que nous ne sommes pas oubliés."
89,"Merci de m’avoir rendu visite, $n. Il est bon de savoir que nous ne sommes pas oubliés."
90,"Merci de m’avoir rendu visite, $n. Il est bon de savoir que nous ne sommes pas oubliés."
91,"Cette babiole ne vous apportera aucune réponse, mais elle vous amusera peut-être."
92,"Merci de m’avoir rendu visite, $n. Il est bon de savoir que nous ne sommes pas oubliés."
93,"$gEstimé:Estimée; $n,$B$BJ'ai parcouru la pile de textes que vous m'avez apportés, et j'ai décodé pour vous les articles joints. J'ai soigneusement sélectionné les textes qui, selon moi, vous seront utiles. J'ai éprouvé quelque difficulté à rejoindre une boîte aux lettres sans être repéré, mais les mois passés dans le désert m'ont donné de bonnes bases dans l'art de la discrétion !$B$BJ'espère que vous les apprécierez.$B$B-Ortell"
94,"Salut, $n !$B$BJe deviens assez doué, maintenant, pour m’introduire dans le fort Cénarien et utiliser leur boîte aux lettres. J’ai inclus dans cette missive de nouveaux articles intéressants. J’espère qu’ils vous seront utiles !$B$B-Ortell"
95,"Merci de m’avoir rendu visite, $n. Il est bon de savoir que nous ne sommes pas oubliés."
96,"Merci de m’avoir rendu visite, $n. Il est bon de savoir que nous ne sommes pas oubliés."
97,"Merci de m’avoir rendu visite, $n. Il est bon de savoir que nous ne sommes pas oubliés."
98,"Il m'a fallu beaucoup de temps pour traduire les écrits du grand chef. Ce que j'ai découvert est consternant. Le grand chef tombe-hiver était en pleine crise de paranoïa durant ses derniers jours ; de plus, il était sous l'emprise d'une substance appelée « eau-de-feu ». Il croyait que toutes les créatures étaient ses ennemies. Mais vous allez pouvoir le lire par vous-même : j'ai joint à cette lettre une traduction de ses écrits. Si vous vous trouvez dans le besoin, revenez donc me voir."
99,Merci d'avoir renouvelé votre adhésion à la Guilde des Ingénieurs Gnomes Associés ! Nous sommes ravis de vous compter parmi nos membres actifs. Veuillez accepter ce cadeau en gage de notre gratitude pour les contributions merveilleuses que vous continuez d'apporter au monde de l'ingénierie gnome.
100,Merci d'avoir renouvelé votre adhésion à la Guilde des Ingénieurs Gnomes Associés ! Nous sommes ravis de vous compter parmi nos membres actifs. Veuillez accepter ce cadeau en gage de notre gratitude pour les contributions merveilleuses que vous continuez d'apporter au monde de l'ingénierie gnome.
101,"Mon $gami:amie;, mon bras est las des combats que nous continuons de mener dans les Maleterres, mais il est toujours assez fort pour écrire à $gun héros tel:une héroïne telle; que vous. Je suis heureux de savoir que l’aide que vous nous avez apporté continue de nous servir, et nous essayons tous les jours d’en profiter.

Si vous passez dans les Maleterres de l’Ouest, arrêtez-vous à la Barricade. Votre main expérimentée nous sera fort utile dans nos opérations !

Grand exécuteur Derrington"
102,"Ho ho, bien le bonjour, $n ! J'espère que vous passez une excellente fête du Voile d'hiver. La sympathie que vous m'avez inspirée en m'aidant à combler mon petit creux était telle que je n'ai pu résister à l'envie d'ajouter un petit extra à la récompense. Il s'agit d'un échantillon de délicieuses Gourmandises Fumebois. Si vous ne vous en êtes pas déjà procuré, assurez-vous de le faire avant que la saison ne s'achève !$B$BJoyeuses fêtes...$BGrand-père Hiver"
