ID,Name_lang,Name1_lang,Mask_ID,Flags
1,Soldat %s,Soldat %s,1,0
2,Caporal %s,Caporal %s,2,0
3,Sergent %s,Sergent %s,3,0
4,Sergent-chef %s,Sergent-chef %s,4,0
5,Sergent-major %s,Sergent-major %s,5,0
6,Chevalier %s,Chevalier %s,6,0
7,Chevalier-lieutenant %s,Chevalier-lieutenant %s,7,0
8,Chevalier-capitaine %s,Chevalier-capitaine %s,8,0
9,Chevalier-champion %s,Chevalier-champion %s,9,0
10,Lieutenant-commandant %s,Lieutenant-commandant %s,10,0
11,Commandant %s,Commandant %s,11,0
12,Maréchal %s,Maréchal %s,12,0
13,Grand maréchal %s,Grand maréchal %s,13,0
14,Connétable %s,Connétable %s,14,0
15,Eclaireur %s,Eclaireur %s,15,0
16,Grunt %s,Grunt %s,16,0
17,Sergent %s,Sergent %s,17,0
18,Sergent-chef %s,Sergent-chef %s,18,0
19,Adjudant %s,Adjudant %s,19,0
20,Garde de pierre %s,Garde de pierre %s,20,0
21,Garde de sang %s,Garde de sang %s,21,0
22,Légionnaire %s,Légionnaire %s,22,0
23,Centurion %s,Centurion %s,23,0
24,Champion %s,Championne %s,24,0
25,Lieutenant-général %s,Lieutenant-général %s,25,0
26,Général %s,Général %s,26,0
27,Seigneur de guerre %s,Seigneur de guerre %s,27,0
28,Grand seigneur de guerre %s,Grand seigneur de guerre %s,28,0
42,Gladiateur %s,Gladiateur %s,29,0
43,Duelliste %s,Duelliste %s,30,0
44,Rival %s,Rivale %s,31,0
45,Compétiteur %s,Compétitrice %s,32,0
46,Seigneur scarabée %s,Seigneur scarabée %s,33,0
47,Conquérant %s,Conquérante %s,34,0
48,Justicier %s,Justicière %s,35,0
53,"%s, champion des naaru","%s, championne des naaru",36,0
62,Gladiateur impitoyable %s,Gladiateur impitoyable %s,37,0
63,%s du Soleil brisé,%s du Soleil brisé,38,0
64,"%s, Main d’A’dal","%s, Main d’A’dal",39,0
71,Gladiateur vengeur %s,Gladiateur vengeur %s,40,0
72,Maître de guerre %s,Maître de guerre %s,41,0
74,Ancien %s,Ancienne %s,43,0
75,Gardien des flammes %s,Gardienne des flammes %s,44,0
76,Garde-flammes %s,Garde-flammes %s,45,0
77,%s l’exalté,%s l’exaltée,46,0
78,%s l’explorateur,%s l’exploratrice,47,0
79,%s le diplomate,%s la diplomate,48,0
80,Gladiateur brutal %s,Gladiateur brutal %s,49,0
81,Chercheur %s,Chercheuse %s,42,0
82,Maître de l’arène %s,Maître de l’arène %s,50,0
83,Loup de mer %s,Louve de mer %s,51,0
84,Chef %s,Chef %s,52,0
85,%s le Cogn’Baff,%s la Cogn’Baff,53,0
86,%s des dix tempêtes,%s des dix tempêtes,54,0
87,%s du Rêve d’émeraude,%s du Rêve d’émeraude,55,0
89,Prophète %s,Prophète %s,57,0
90,%s le maléfique,%s la maléfique,58,0
91,Prédateur %s,Prédatrice %s,59,0
92,%s de la Lame d’ébène,%s de la Lame d’ébène,60,0
93,Archimage %s,Archimage %s,61,0
