ID,HordeName_lang,AllianceName_lang,Description_lang,Tooltip_lang,GarrTypeID,BuildingType,HordeGameObjectID,AllianceGameObjectID,GarrSiteID,UpgradeLevel,BuildSeconds,CurrencyTypeID,CurrencyQty,HordeUiTextureKitID,AllianceUiTextureKitID,IconFileDataID,AllianceSceneScriptPackageID,HordeSceneScriptPackageID,MaxAssignments,ShipmentCapacity,GarrAbilityID,BonusGarrAbilityID,GoldCost,Flags
8,Usine de guerre,Fortin nain,Ce bâtiment permet d’entreposer et d’entretenir les armes de votre fief.,Double vos chances d’obtenir une amélioration bonus rare ou épique en récompense de quête et augmente la puissance de l’amélioration. Permet d’utiliser les morceaux d’armures des clans orcs de Draenor pour la transmogrification d’armure.,2,10,230406,224548,0,1,3600,824,150,15,14,975736,1194,1193,0,0,0,0,150,1
9,Usine de guerre,Fortin nain,Ce bâtiment permet d’entreposer et d’entretenir les armes de votre fief.,Passe commande d’armes et d’armures pour les sujets en échange de ressources de fief. Débloque également de nouvelles pièces pour la transmogrification d’armure.,2,10,230407,224549,0,2,3600,824,900,18,16,975736,1196,1195,0,14,0,0,300,1
10,Usine de guerre,Fortin nain,Ce bâtiment permet d’entreposer et d’entretenir les armes de votre fief.,Vous fournit gratuitement l’un de vos 3 sceaux du destin inévitable (jet de butin supplémentaire en raid) chaque semaine.,2,10,230409,224550,0,3,3600,824,1200,19,17,975736,1198,1197,0,21,0,0,500,1
24,Grange,Grange,"La grange abrite les animaux capturés qui fournissent le fief en cuir, viande et fourrure.","Vous permet de capturer des sabots-fourchus, des elekk, des loups et des talbuks dont le cuir et la fourrure sont utilisés pour les patrons de couture et de travail du cuir.",2,3,230410,224795,0,1,3600,824,100,131,3,975737,1220,1219,0,7,0,0,150,1
25,Grange,Grange,"La grange abrite les animaux capturés qui fournissent le fief en cuir, viande et fourrure.",Vous permet de capturer des sangliers et des potamodontes dont la viande rare est utilisée pour préparer les mets les plus puissants.,2,3,230411,224796,0,2,3600,824,300,132,57,975737,1222,1221,0,14,62,0,300,1
26,Caserne,Caserne,La caserne abrite les troupes de votre fief ainsi que vos sujets.,Débloque les missions de patrouille. Les missions de patrouille rapportent plus d’expérience à vos sujets.,2,8,230412,224797,0,1,3600,824,150,142,36,975738,1224,1223,0,1,0,0,10,1
27,Caserne,Caserne,La caserne abrite les troupes de votre fief ainsi que vos sujets.,Permet à un sujet disposant du profil Garde du corps de vous accompagner et de vous protéger dans les zones de Draenor.,2,8,230413,224798,0,2,3600,824,900,143,37,975738,1226,1225,0,3,231,0,300,1
28,Caserne,Caserne,La caserne abrite les troupes de votre fief ainsi que vos sujets.,Augmente votre nombre de sujets maximum de 5 et vous donne accès aux gardes et bannières de race.,2,8,230414,224799,0,3,3600,824,1200,144,38,975738,1228,1227,5,5,231,0,500,1
29,Jardin de simples,Jardin de simples,Un jardin fertile pour cultiver et récolter des herbes de Draenor.,Fait pousser des graines draeniques tous les jours et donne accès à des points de cueillette dans le jardin.,2,2,230415,224800,0,1,3600,824,50,137,59,134221,1230,1229,0,7,0,0,0,0
34,Taverne de Mur-de-Givre,Auberge de Chutelune,"De l’aventure ! Du suspense ! Un héros et ses sujets veulent tout cela, mais aussi un endroit où se reposer ensuite.",Un visiteur proposant une quête de donjon avec une forte récompense à la clé passera chaque jour dans votre fief.,2,5,230416,224805,0,1,3600,824,100,7,6,134414,1234,1233,0,1,0,0,150,1
35,Taverne de Mur-de-Givre,Auberge de Chutelune,"De l’aventure ! Du suspense ! Un héros et ses sujets veulent tout cela, mais aussi un endroit où se reposer ensuite.",Recrute des sujets aléatoires chaque semaine. Vous pouvez sélectionner les profils et les capacités qui vous intéressent le plus.,2,5,230417,224806,0,2,3600,824,300,138,31,134414,1236,1235,0,3,0,0,300,1
36,Taverne de Mur-de-Givre,Auberge de Chutelune,"De l’aventure ! Du suspense ! Un héros et ses sujets veulent tout cela, mais aussi un endroit où se reposer ensuite.","Débloque les missions de ressources de fief, particulièrement lucratives.",2,5,230418,224807,0,3,3600,824,600,139,32,134414,1238,1237,0,5,0,0,500,1
37,Autel des esprits,Tour des mages,Permet de se rendre instantanément sur les lieux stratégiques de Draenor !,"Permet de trouver sur Draenor des pierres d’accès ogres qui peuvent alimenter le portail d’accès ogre de votre choix. En combat, déclenche parfois Runes de puissance.",2,13,230419,224808,0,1,3600,824,150,148,28,975740,1240,1239,0,7,0,0,150,1
38,Autel des esprits,Tour des mages,Permet de se rendre instantanément sur les lieux stratégiques de Draenor !,"Débloque un deuxième portail d’accès ogre, pour un total de 2.",2,13,230420,224809,0,2,3600,824,900,149,29,975740,1242,1241,0,14,0,0,300,1
39,Autel des esprits,Tour des mages,Permet de se rendre instantanément sur les lieux stratégiques de Draenor !,"Débloque un troisième portail d’accès ogre, pour un total de 3.",2,13,230421,224810,0,3,3600,824,1200,150,30,975740,1244,1243,0,21,0,0,500,1
40,Scierie,Scierie,La scierie vous permet d’obtenir différents types de bois sur Draenor.,Vous permet de marquer de petits arbres. Le bois récolté peut être converti en commandes pour ravitailler le fief.,2,4,230422,224811,0,1,3600,0,0,8,9,975739,1246,1245,0,7,0,0,300,1
41,Scierie,Scierie,La scierie vous permet d’obtenir différents types de bois sur Draenor.,Vous permet de marquer des arbres moyens pour récolter plus de bois.,2,4,230423,224812,0,2,3600,0,0,161,62,975739,1248,1247,0,14,0,0,500,1
42,Ménagerie,Ménagerie,La ménagerie vous permet d’agrandir votre élevage de familiers.,Fait venir des mascottes élites que vous pouvez combattre pour obtenir des récompenses. Permet également à 5 de vos mascottes de combat de circuler dans votre fief.,2,7,230426,224813,0,1,3600,824,50,163,100,975741,1250,1249,5,1,0,0,0,0
51,Entrepôt,Entrepôt,L’entrepôt vous permet de stocker vos objets et ceux de tout le fief en toute sécurité.,Donne accès à votre banque personnelle et augmente de 5 le nombre de commandes actives pour tous les bâtiments.,2,15,230437,224854,0,1,3600,824,50,140,71,975745,1200,1199,0,5,0,0,150,1
52,Centre de tri,Centre de tri,Le centre de tri transforme les déchets en précieuses ressources.,Permet de récupérer occasionnellement du matériel pendant les missions.,2,14,230440,224853,0,1,3600,824,50,141,64,975742,1202,1201,0,1,0,0,150,1
60,Forge,Forge,"La forge produit des composants de base pour les forgerons, ainsi que des armures et des armes prêtes à être utilisées.",Permet d’honorer des commandes et de produire des objets de forge.,2,17,230448,225537,0,1,3600,824,50,5,4,4620670,1204,1203,0,7,0,0,150,1
61,Mine de Mur-de-Givre,Excavation de Chutelune,"Autrefois abandonnée, la mine renferme pourtant encore de précieuses richesses.",Permet aux personnages-joueurs d’extraire des pierres draeniques dans des gisements de minerai sur Draenor. Les pierres draeniques peuvent être converties en commandes pour obtenir des minerais de Draenor.,2,1,230466,225538,0,1,3600,824,50,160,33,4620679,1206,1205,0,7,0,0,0,0
62,Mine de Mur-de-Givre,Excavation de Chutelune,"Autrefois abandonnée, la mine renferme pourtant encore de précieuses richesses.","Permet aux sujets disposant du profil Minage de travailler ici, accordant un bonus unique. Ouvre également une galerie qui permet d’accéder à de nouveaux gisements et autorise jusqu’à 14 commandes à la fois.",2,1,230467,225539,0,2,3600,824,50,160,33,4620679,1208,1207,0,14,52,0,300,1
63,Mine de Mur-de-Givre,Excavation de Chutelune,"Autrefois abandonnée, la mine renferme pourtant encore de précieuses richesses.","Une dernière galerie vous permet d’accéder à des gisements riches. De plus, des gardes du fief surveilleront votre mine et la protégeront des gorens hostiles. Permet également d’avoir jusqu’à 21 commandes à la fois.",2,1,230468,225540,0,3,3600,824,100,160,33,4620679,1210,1209,0,21,52,0,500,1
64,Cabane de pêche,Cabane de pêche,La cabane de pêche fournit de l’aide aux amateurs de grosses prises.,Permet de pêcher de petits poissons de Draenor dans les eaux de votre fief. Donne également accès aux quêtes journalières de pêche.,2,24,230984,230985,0,1,3600,824,50,134,85,4620674,1212,1211,0,1,227,0,0,0
65,Écuries,Écuries,Les écuries procurent des avantages significatifs à vos montures.,Permet la capture et l’entraînement de montures spéciales sur Draenor. Vous permet également de rester sur votre monture tout en interagissant avec des objets dans les zones en extérieur de Draenor.,2,11,230469,225577,0,1,3600,824,150,151,68,975744,1214,1213,3,1,0,0,150,1
66,Écuries,Écuries,Les écuries procurent des avantages significatifs à vos montures.,Vous ne pouvez plus vous faire étourdir par les ennemis quand vous êtes sur votre monture dans les zones en extérieur de Draenor.,2,11,230470,225578,0,2,3600,824,900,152,69,975744,1216,1215,5,3,0,0,300,1
67,Écuries,Écuries,Les écuries procurent des avantages significatifs à vos montures.,Augmente de 20% la vitesse des montures en Draenor.,2,11,230471,225579,0,3,3600,824,1200,153,70,975744,1218,1217,7,5,0,0,500,1
76,Laboratoire d’alchimie,Laboratoire d’alchimie,Le laboratoire d’alchimie produit des composants et diverses merveilles alchimiques.,Permet d’honorer des commandes et de produire des objets d’alchimie.,2,16,230443,227179,0,1,3600,824,50,23,20,4620669,1282,1281,0,7,0,0,150,1
90,Tannerie,Tannerie,"La tannerie transforme les peaux brutes en solides objets en cuir travaillé, utiles à tous les types d’aventuriers.",Permet d’honorer des commandes et de produire des objets de travail du cuir.,2,22,230457,227070,0,1,3600,824,50,114,97,133611,1316,1315,0,7,0,0,150,1
91,Pôle d’ingénierie,Pôle d’ingénierie,"En plus de créer de véritables merveilles mécaniques, les ingénieurs produisent tout un tas de gadgets pratiques et de pièces prisées des bricoleurs.",Permet d’honorer des commandes et de produire des objets d’ingénierie.,2,19,230454,227072,0,1,3600,824,50,123,39,136243,1318,1317,0,7,0,0,150,1
93,Cabinet d’enchanteur,Cabinet d’enchanteur,"Le cabinet d’enchanteur fournit les bases magiques nécessaires aux enchantements, ainsi que des enchantements d’objets prêts à l’emploi.","Permet d’honorer des commandes et de produire des objets d’enchantement, et de désenchanter des objets pour ceux qui ne sont pas enchanteurs.",2,18,230451,227073,0,1,3600,824,50,126,80,4620672,1320,1319,0,7,0,0,150,1
94,Atelier de couture,Atelier de couture,L’atelier de couture est incontournable si vous avez besoin d’un article en tissu.,Permet la production de commande et d’objets de couture.,2,23,230463,227180,0,1,3600,824,50,111,91,4620681,1322,1321,0,7,0,0,150,1
95,Étude de scribe,Étude de scribe,"L’étude de scribe produit toutes sortes d’encres, de pigments et de papiers magiques, et peut également créer des glyphes et autres objets magiques.",Permet d’honorer des commandes et de produire des objets de calligraphie.,2,20,230427,227074,0,1,3600,824,50,120,94,4620676,1324,1323,0,7,0,0,150,1
96,Boutique de gemmes,Boutique de gemmes,La boutique de gemmes permet de créer de splendides gemmes et autres objets sertis.,Permet d’honorer des commandes et de produire des objets de joaillerie.,2,21,230460,227075,0,1,3600,824,50,117,77,4620677,1326,1325,0,7,0,0,150,1
111,Comptoir,Comptoir,"Grâce au comptoir, votre fief peut commercer avec les habitants de Draenor.",Un marchand se présente chaque jour pour vendre des fournitures d’artisanat. Permet également d’échanger des composants d’artisanat contre des ressources de fief.,2,6,230472,227673,0,1,3600,0,0,154,72,975746,1252,1251,0,7,0,0,300,1
117,Forge,Forge,"La forge produit des composants de base pour les forgerons, ainsi que des armures et des armes prêtes à être utilisées.",Permet aux sujets possédant le profil Forge de travailler ici. Ces derniers vous confèrent alors un bonus unique. Autorise également jusqu’à 14 commandes simultanément.,2,17,230449,227588,0,2,3600,824,100,129,83,4620670,1284,1283,0,14,55,0,300,1
118,Forge,Forge,"La forge produit des composants de base pour les forgerons, ainsi que des armures et des armes prêtes à être utilisées.",Débloque les missions de forge et permet d’avoir jusqu’à 21 commandes à la fois.,2,17,230450,227589,0,3,3600,824,300,130,84,4620670,1286,1285,0,21,55,0,500,1
119,Laboratoire d’alchimie,Laboratoire d’alchimie,Le laboratoire d’alchimie produit des composants et diverses merveilles alchimiques.,Permet aux sujets possédant le profil Alchimie de travailler ici. Ces derniers vous confèrent alors un bonus unique. Autorise également jusqu’à 14 commandes simultanément.,2,16,230444,227590,0,2,3600,824,100,24,21,4620669,1288,1287,0,14,54,0,300,1
120,Laboratoire d’alchimie,Laboratoire d’alchimie,Le laboratoire d’alchimie produit des composants et diverses merveilles alchimiques.,Débloque les missions d’alchimie et permet d’avoir jusqu’à 21 commandes à la fois.,2,16,230445,227591,0,3,3600,824,300,25,22,4620669,1290,1289,0,21,54,0,500,1
121,Tannerie,Tannerie,"La tannerie transforme les peaux brutes en solides objets en cuir travaillé, utiles à tous les types d’aventuriers.",Permet aux sujets possédant le profil Travail du cuir de travailler ici. Ces derniers vous confèrent alors un bonus unique. Autorise également jusqu’à 14 commandes simultanément.,2,22,230458,227592,0,2,3600,824,100,115,98,133611,1292,1291,0,14,60,0,300,1
122,Tannerie,Tannerie,"La tannerie transforme les peaux brutes en solides objets en cuir travaillé, utiles à tous les types d’aventuriers.",Débloque les missions de travail du cuir et permet d’avoir jusqu’à 21 commandes à la fois.,2,22,230459,227593,0,3,3600,824,300,116,99,133611,1294,1293,0,21,60,0,500,1
123,Pôle d’ingénierie,Pôle d’ingénierie,"En plus de créer de véritables merveilles mécaniques, les ingénieurs produisent tout un tas de gadgets pratiques et de pièces prisées des bricoleurs.",Permet aux sujets possédant le profil Ingénierie de travailler ici. Ces derniers vous confèrent alors un bonus unique. Autorise également jusqu’à 14 commandes simultanément.,2,19,230455,227594,0,2,3600,824,100,124,40,136243,1296,1295,0,14,57,0,300,1
124,Pôle d’ingénierie,Pôle d’ingénierie,"En plus de créer de véritables merveilles mécaniques, les ingénieurs produisent tout un tas de gadgets pratiques et de pièces prisées des bricoleurs.",Débloque les missions d’ingénierie et permet d’avoir jusqu’à 21 commandes à la fois.,2,19,230456,227595,0,3,3600,824,300,125,41,136243,1298,1297,0,21,57,0,500,1
125,Cabinet d’enchanteur,Cabinet d’enchanteur,"Le cabinet d’enchanteur fournit les bases magiques nécessaires aux enchantements, ainsi que des enchantements d’objets prêts à l’emploi.",Permet aux sujets possédant le profil Enchantement de travailler ici. Ces derniers vous confèrent alors un bonus unique. Autorise également jusqu’à 14 commandes simultanément.,2,18,230452,227596,0,2,3600,824,100,127,81,4620672,1300,1299,0,14,56,0,300,1
126,Cabinet d’enchanteur,Cabinet d’enchanteur,"Le cabinet d’enchanteur fournit les bases magiques nécessaires aux enchantements, ainsi que des enchantements d’objets prêts à l’emploi.",Débloque les missions d’enchantement et permet d’avoir jusqu’à 21 commandes à la fois.,2,18,230453,227597,0,3,3600,824,300,128,82,4620672,1302,1301,0,21,56,0,500,1
127,Atelier de couture,Atelier de couture,L’atelier de couture est incontournable si vous avez besoin d’un article en tissu.,"Permet aux sujets disposant du profil Couture de travailler ici, accordant un bonus unique. Autorise également jusqu’à 14 commandes en même temps.",2,23,230464,227598,0,2,3600,824,100,112,92,4620681,1304,1303,0,14,61,0,300,1
128,Atelier de couture,Atelier de couture,L’atelier de couture est incontournable si vous avez besoin d’un article en tissu.,Débloque les missions de couture et permet d’avoir jusqu’à 21 commandes à la fois.,2,23,230465,227599,0,3,3600,824,300,113,93,4620681,1306,1305,0,21,61,0,500,1
129,Étude de scribe,Étude de scribe,"L’étude de scribe produit toutes sortes d’encres, de pigments et de papiers magiques, et peut également créer des glyphes et autres objets magiques.","Permet aux sujets disposant du profil Calligraphie de travailler ici, accordant un bonus unique. Autorise également jusqu’à 14 commandes en même temps.",2,20,230430,227600,0,2,3600,824,100,121,95,4620676,1308,1307,0,14,58,0,300,1
130,Étude de scribe,Étude de scribe,"L’étude de scribe produit toutes sortes d’encres, de pigments et de papiers magiques, et peut également créer des glyphes et autres objets magiques.",Débloque les missions de calligraphie et permet d’avoir jusqu’à 21 commandes à la fois.,2,20,230432,227601,0,3,3600,824,300,122,96,4620676,1310,1309,0,21,58,0,500,1
131,Boutique de gemmes,Boutique de gemmes,La boutique de gemmes permet de créer de splendides gemmes et autres objets sertis.,Permet aux sujets possédant le profil Joaillerie de travailler ici. Ces derniers vous confèrent alors un bonus unique. Autorise également jusqu’à 14 commandes simultanément.,2,21,230461,227602,0,2,3600,824,100,118,78,4620677,1312,1311,0,14,59,0,300,1
132,Boutique de gemmes,Boutique de gemmes,La boutique de gemmes permet de créer de splendides gemmes et autres objets sertis.,Débloque les missions de joaillerie et permet d’avoir jusqu’à 21 commandes à la fois.,2,21,230462,227603,0,3,3600,824,300,119,79,4620677,1314,1313,0,21,59,0,500,1
133,Grange,Grange,"La grange abrite les animaux capturés qui fournissent le fief en cuir, viande et fourrure.",Vous permet de capturer des bêtes élites dont le sang sauvage est utilisé dans la création de toutes les armes et armures épiques.,2,3,233188,233186,0,3,3600,824,600,133,26,975737,1232,1231,0,21,62,0,500,1
