Name_lang,Description_lang,Objective_lang,ID,BattlemasterListID,LFGDungeonsID,RewardsQuestID
Test Brawl,Test brawl description.,,1,0,2041,0
Choc : M.-de-Tarren c. Austrivage,Combat à mort par équipe,"- Tuez des personnages-joueurs ennemis pour gagner des points
- Les victoires honorables augmentent votre rang
- Les victoires contre des adversaires de plus haut rang font gagner plus de points",2,789,0,0
Choc : Temple de Supermogu,Orbes de puissance,"- Hâte augmentée
- Vitesse de déplacement augmentée
- Temps de réapparition réduit",3,858,0,0
Choc : Rupture de gravité,Domination élevée,"- La gravité change à intervalles réguliers
- Le porteur de drapeau est lesté
- Les autres personnages-joueurs sont projetés dans les airs",4,859,0,0
Choc : Blizzard arathi,Domination givrée,"- Capturez les objectifs
- Visibilité réduite
- Terrain gelé",5,847,0,0
Choc : Smash de Vent-Caverneux,Smash,"- Ramassez les ballons dans les mines
- Rapportez les ballons dans la base ennemie
- Tirez ou faites un dunk avec les ballons",6,860,0,0
Choc : L’Œil du cor,Domination caprine,"- Amusez-vous avec votre monture !
- Votre chèvre peut repousser les ennemis
- La distance renforce l’effet de repoussement",7,862,0,0
Choc : Salle comble,Arène 15c15,"- Combat à mort par équipe
- 15 personnages-joueurs par équipe
- La dernière équipe encore debout gagne la partie",8,866,0,0
Choc : Cohue Chanteguerre,Capture des drapeaux,"- Chaque équipe possède plusieurs drapeaux
- La capture ne nécessite qu’un seul drapeau
- Cubes d’améliorations aléatoires",9,861,0,0
Choc : Confrontation pandashan,Arène 5c5,"- Arène 5c5
- Terrassez le boss mogu de l’équipe adverse pour l’emporter
- Emparez-vous du coffre invoqué pour obtenir un bonus",10,853,0,0
Choc : Comme les 6 doigts de la main,Champs de bataille 6c6,"- 6 personnages-joueurs par équipe
- Nouveaux modes de jeu",11,879,0,0
Choc : Comme les 6 doigts de la main - Bataille de Gilnéas,Champs de bataille 6c6,"- 6 personnages-joueurs par équipe
- Nouveaux modes de jeu",12,885,0,0
Choc : Comme les 6 doigts de la main - Goulet des Chanteguerres,Champs de bataille 6c6,"- 6 personnages-joueurs par équipe
- Nouveaux modes de jeu",13,886,0,0
Choc : Comme les 6 doigts de la main - Mines d’Éclargent,Champs de bataille 6c6,"- 6 personnages-joueurs par équipe
- Nouveaux modes de jeu",14,883,0,0
Choc : Comme les 6 doigts de la main - Temple de Kotmogu,Champs de bataille 6c6,"- 6 personnages-joueurs par équipe
- Nouveaux modes de jeu",15,884,0,0
Choc : Comme les 6 doigts de la main - Œil du cyclone,Champs de bataille 6c6,"- 6 personnages-joueurs par équipe
- Nouveaux modes de jeu",16,882,0,0
Choc : Cuisson : impossible,Course aux ingrédients,"- Récupérez des ingrédients autour de la ferme et rapportez-les à votre cuisinier
- Le premier à collecter suffisamment d’ingrédients gagne !
- Battez le tapeur de la faction adverse pour gagner son allégeance",17,887,0,0
Choc : Arène bondée,Combat à mort par équipe,"- Combat à mort par équipe
- 3 personnages-joueurs par équipe
- Résurrection instantanée pour les deux premières morts de chaque équipe",18,0,0,0
Rivage Bouillonnant,Récoltez de l’azérite,"De grandes quantités d’azérite ont été découvertes sur les côtes de Féralas, sur une île inconnue jamais explorée portant désormais le nom de rivage Bouillonnant.",19,894,0,0
Choc : A’shran classique,Champ de bataille épique infini,"- La bataille d’A’shran ne se termine jamais !
- Tuez le chef de la faction adverse et dominez les évènements pour obtenir des récompenses
- Récupérez des fragments d’artéfacts sur les créatures et échangez-les contre des améliorations pour votre faction",120,1021,0,0
Choc : contre l’IA,Domination,"- Capturez les objectifs
- Tuez les ennemis
- Remportez la victoire",121,0,1966,0
Joug-d’Hiver,Défendre ou attaquer Joug-d’Hiver,"- Les défenseurs doivent conserver la forteresse
- Les attaquants doivent détruire le dernier mur de la forteresse",122,1030,0,0
Choc : Île infestée,Île en 10c10,Il va nous falloir un plus grand bateau…,123,0,2025,0
Vengeance de Korrak,Évènement de l’anniversaire de WoW,"– Découvrez la vallée d’Alterac d’antan.
– Terrassez Korrak le Ragesang et repoussez l’invasion trolle !
– Achevez des quêtes et accomplissez des objectifs pour obtenir des récompenses.",124,1033,0,63953
Gorge de Vent-Caverneux,Capturer les objectifs,"- Capturez et tenez les objectifs
- Gagnez 1500 pièces d’or",125,1039,0,0
Choc : Vengeance de Korrak,Vallée d’Alterac classique,"– Découvrez la vallée d’Alterac d’antan.
– Terrassez Korrak le Ragesang et repoussez l’invasion trolle !
– Achevez des quêtes et accomplissez des objectifs pour obtenir des récompenses.",126,1033,0,0
Brassage solo,Matchs d’arène par équipes aléatoires,"- 6 joueurs participent à 6 manches en arène à 3c3
- Les équipes sont mélangées et formées aléatoirement à la fin de chaque manche
- Réservé aux files d’attente pour joueur solo",130,1065,0,0
Brassage solo : arène des Énigmes,Matchs d’arène par équipes aléatoires,"– 6 personnes participent à 6 manches en arène à 3c3.
– Les équipes sont mélangées et formées aléatoirement à la fin de chaque manche.
– Réservé aux files d’attente en solo.",132,0,0,0
Choc : Détonation de Vent-Caverneux,Recherche et élimination,"– Prendre une bombe au marché.
– Escorter la bombe jusqu’à une base.
– Poser la bombe et la protéger.",133,1075,0,0
