ID,Name_lang,PlayerConditionID,VisibleTrackingQuestID,QuestFeedbackEffectID,Flags,MaxHeight,MinHeight,VignetteType,RewardQuestID,UiWidgetSetID,UiMapPinInfoID,ObjectiveType
4,Vignette Test Kill,0,0,89,66,0,0,0,0,0,1,0
5,Test de vignette butin,18071,0,108,0,0,0,0,0,0,0,0
9,Test de vignette évènement,10345,0,90,2,0,0,0,0,0,0,0
10,Roghash le Broyeur d’étoiles,22188,0,89,0,0,0,0,0,0,0,0
11,Trésorier farah,22189,0,88,0,0,0,0,0,0,0,0
12,Draeneï capturé,22190,0,89,0,0,0,0,0,0,0,0
13,Le voyant du Vide,22191,0,89,0,0,0,0,0,0,0,0
14,Uraka,22192,0,89,0,0,0,0,0,0,0,0
15,Synodicus,22193,0,89,0,0,0,0,0,0,0,0
16,Cristal de défense d’Embaari,22194,0,90,0,0,0,0,0,0,0,0
17,Vide mystérieux,22196,0,90,0,0,0,0,0,0,0,0
18,L’Oblitérateur,22197,0,89,0,0,0,0,0,0,0,0
19,Prophétie de Jerrikar,22198,0,89,0,0,0,0,0,0,0,0
20,Prophétie de Kraator,22199,0,89,0,0,0,0,0,0,0,0
21,Prophétie du Guetteur-Dimensionnel,22200,0,89,0,0,0,0,0,0,0,0
22,Construction de l’oblitérateur,22201,0,89,0,0,0,0,0,0,0,0
23,Décrypte-feuille Kurri,22202,0,89,0,0,0,0,0,0,0,0
24,Trésor de chaîne de fer,22203,0,88,0,0,0,0,0,0,0,0
25,Hygrocybe,22205,0,89,0,0,0,0,0,0,0,0
26,Sabot-de-Roche,22206,0,89,0,0,0,0,0,0,0,0
27,Talbie,22213,0,90,0,0,0,0,0,0,0,0
28,Trésor des montagnes de l’ombre,22215,0,88,0,0,0,0,0,0,0,0
29,Bergzoïde,22216,0,89,0,0,0,0,0,0,0,0
30,Yggdrel,22217,33389,89,0,0,0,0,0,0,0,0
33,Pointe-sanglante,19147,0,89,0,0,0,0,0,0,0,0
34,Crachecroc,0,0,89,0,0,0,0,0,0,0,0
35,Mâchevice,0,0,89,0,0,0,0,0,0,0,0
36,Quid,0,0,89,0,0,0,0,0,0,0,0
37,Aetha,0,0,89,0,0,0,0,0,0,0,0
38,Esprit de Lao Fe,0,0,89,0,0,0,0,0,0,0,0
39,Bai Jin le Boucher,0,0,89,0,0,0,0,0,0,0,0
40,Gochao le Poing de Fer,19146,0,89,0,0,0,0,0,0,0,0
41,Gaohun le Sectionneur d’âmes,19147,0,89,0,0,0,0,0,0,0,0
42,Général Temuja,0,0,89,0,0,0,0,0,0,0,0
43,Maître d’ombre Sydow,0,0,89,0,0,0,0,0,0,0,0
44,Wulon,0,0,89,0,0,0,0,0,0,0,0
45,Huo Shuang,19147,0,89,0,0,0,0,0,0,0,0
46,Baolai l’Immolateur,0,0,89,0,0,0,0,0,0,0,0
47,Vyraxxis,0,0,89,0,0,0,0,0,0,0,0
48,Kri’chon,0,0,89,0,0,0,0,0,0,0,0
49,Bière vraiment nauséabonde,0,0,90,0,50,-50,0,0,0,0,0
50,Zesqua,0,0,89,0,50,-50,0,0,0,0,0
51,Trésor englouti,22051,0,88,0,50,-50,0,0,0,0,0
52,Z’avez pas vu Zarhym ?,22056,0,90,0,50,-50,0,0,0,0,0
53,Croque-grue,0,0,89,0,50,-50,0,0,0,0,0
54,Cargaison de la Garde noire,22347,0,88,0,50,0,0,0,0,0,0
55,Kache au trésor de Koukourou,0,0,88,0,50,-50,0,0,0,0,0
56,Coffre au trésor fermé par une corde,0,0,88,8,0,-30,0,0,0,0,0
57,Coffre au trésor resplendissant,0,0,88,8,0,-50,0,0,0,0,0
58,Sacoche au trésor resplendissante,0,0,88,8,50,-50,0,0,0,0,0
59,Chelon,0,0,89,0,50,-50,0,0,0,0,0
60,Karkanos,0,0,89,0,50,-50,0,0,0,0,0
61,Bataille du Bigorneau,0,0,90,0,0,0,0,0,0,0,0
62,Jeremy's Test Vignette,0,0,252,66,0,0,0,0,0,0,0
63,Croc-de-Lune,0,0,89,0,0,0,0,0,0,0,0
64,Éboulement,22415,0,90,0,50,-50,0,0,0,0,0
65,Corne-d’acier ferpoil,0,0,89,0,50,-50,0,0,0,0,0
66,Soigne-Feuille,0,0,89,0,0,-50,0,0,0,0,0
67,Grande tortue Écaille-de-Fureur,0,0,89,0,50,-50,0,0,0,0,0
68,Jars émeraude,0,0,89,0,50,-50,0,0,0,0,0
69,Gu’chi l’Essaimeur,0,0,89,0,50,-50,0,0,0,0,0
70,Esprit de Jadefeu,22604,0,89,0,50,-50,0,0,0,0,0
71,Déglingois,0,0,89,0,50,-50,0,0,0,0,0
72,Siffleur,0,0,90,0,50,-50,0,0,0,0,0
73,Zhu Gon l’Amer,0,0,89,0,50,-50,0,0,0,0,0
74,Souterrant,0,0,89,0,50,-50,0,0,0,0,0
75,Garnia,120653,0,977,66660,0,0,0,0,0,0,0
76,Mousse des rochers,120653,0,977,66660,0,0,0,0,0,0,0
77,Cendrechute,120653,0,977,66660,0,0,0,0,0,0,0
78,Tsavo’ka,120653,0,977,66660,0,0,0,0,0,0,0
79,Huolon,120653,0,977,66660,0,0,0,0,0,0,0
80,Pincépine monstrueux,120653,0,977,66660,0,0,0,0,0,0,0
81,Bufo,120653,0,977,66660,0,0,0,0,0,0,0
82,Bateau de l’effroi Vazuvius,120653,0,977,66660,0,0,0,0,0,0,0
83,Golganarr,120653,0,977,66660,0,0,0,0,0,0,0
84,Python impérial,120653,0,977,66660,0,0,0,0,0,0,0
85,Gueule-Éternelle,120653,0,977,66660,0,0,0,0,0,0,0
86,Archiprêtre de flammes,120653,0,977,66660,0,0,0,0,0,0,0
87,Guetteur Osu,120653,0,977,66660,0,0,0,0,0,0,0
88,Urdur le Cautérisateur,120653,0,977,66660,0,0,0,0,0,0,0
89,Jakur d’Ordos,120653,0,977,66660,0,0,0,0,0,0,0
90,Seigneur des silex Gairan,120653,0,977,66660,0,0,0,0,0,0,0
91,Champion de la flamme noire,120653,0,977,66660,0,0,0,0,0,0,0
92,Statue de grue resplendissante,22067,0,90,8,0,-50,0,0,0,0,0
93,Ancienne tortue gueule-salée,23564,0,89,0,0,0,0,0,0,0,0
94,Noiraud,0,0,90,0,50,50,0,0,0,0,0
95,Fouettnatte,120653,0,977,66660,0,0,0,0,0,0,0
96,Ra’sha,0,0,89,0,0,-50,0,0,0,0,0
97,Willy Wilder,0,0,89,0,0,-50,0,0,0,0,0
98,Éclaireur de guerre zandalari,0,0,89,0,0,-50,0,0,0,0,0
99,Muerta,0,0,89,0,0,-50,0,0,0,0,0
100,Kar le Va-t-en-Guerre,0,0,89,0,0,-50,0,0,0,0,0
101,Ubunti l’Ombre,0,0,89,0,0,-50,0,0,0,0,0
102,Disha Gardepeur,0,0,89,0,0,-50,0,0,0,0,0
103,Dalan Brisenuit,0,0,89,0,0,-50,0,0,0,0,0
104,Mavis Laruine,0,0,89,0,0,-50,0,0,0,0,0
105,Ferdinand,0,0,89,0,0,-50,0,0,0,0,0
106,Sabot d’Encre,0,0,89,0,0,-50,0,0,0,0,0
107,Major Sinok,0,0,89,0,0,-50,0,0,0,0,0
108,Ik-Ik l’Agile,0,0,89,0,0,-50,0,0,0,0,0
109,Le Couineur,0,0,89,0,0,-50,0,0,0,0,0
110,Grattouille,0,0,89,0,0,-50,0,0,0,0,0
111,Spriggin,0,0,89,0,0,-50,0,0,0,0,0
112,Bonobos,0,0,89,0,0,-50,0,0,0,0,0
113,Monsieur Féroce,0,0,89,0,0,-50,0,0,0,0,0
114,Ai Ran le Nuage Fantasque,0,0,89,0,0,-50,0,0,0,0,0
115,Ai Li Moire Ciel,0,0,89,0,0,-50,0,0,0,0,0
116,Yul Patte Folle,0,0,89,0,0,-50,0,0,0,0,0
117,Ahone l’Errante,0,0,89,0,0,-50,0,0,0,0,0
118,Runn Patte Fantôme,0,0,89,0,0,-50,0,0,0,0,0
119,Nasra Poil Ocellé,0,0,89,0,0,-50,0,0,0,0,0
120,Urobi le Marcheur,0,0,89,0,0,-50,0,0,0,0,0
121,Moldo le Borgne,0,0,89,0,0,-50,0,0,0,0,0
122,Omnis Grimalok,0,0,89,0,0,-50,0,0,0,0,0
123,Siltriss l’Affûteur,0,0,89,0,0,-50,0,0,0,0,0
124,Nessos l’Oracle,0,0,89,0,0,-50,0,0,0,0,0
125,Arness l’Écaille,0,0,89,0,0,-50,0,0,0,0,0
126,Éclaireur de guerre salyin,0,0,89,0,0,-50,0,0,0,0,0
127,Sarnak,0,0,89,0,0,-50,0,0,0,0,0
128,Sahn Chasse Marée,0,0,89,0,0,-50,0,0,0,0,0
129,Nalash Verdantis,0,0,89,0,0,-50,0,0,0,0,0
130,Éshelon,0,0,89,0,0,-50,0,0,0,0,0
131,Zaï le Paria,0,0,89,0,0,-50,0,0,0,0,0
132,Cournith Court-sur-l’Eau,0,0,89,0,0,-50,0,0,0,0,0
133,Sele’na,0,0,89,0,0,-50,0,0,0,0,0
134,Aethis,0,0,89,0,0,-50,0,0,0,0,0
135,Kal’tik le Chancre,0,0,89,0,0,-50,0,0,0,0,0
136,Gar’lok,0,0,89,0,0,-50,0,0,0,0,0
137,Lith’ik le Traqueur,0,0,89,0,0,-50,0,0,0,0,0
138,Ski’thik,0,0,89,0,0,-50,0,0,0,0,0
139,Torik-Ethis,0,0,89,0,0,-50,0,0,0,0,0
140,Nal’lak l’Éventreur,0,0,89,0,0,-50,0,0,0,0,0
141,Krax’ik,0,0,89,0,0,-50,0,0,0,0,0
142,Urgolax,0,0,89,0,0,-50,0,0,0,0,0
143,Krol la Lame,0,0,89,0,0,-50,0,0,0,0,0
144,Kah’tir,0,0,89,0,0,-50,0,0,0,0,0
145,Havak,0,0,89,0,0,-50,0,0,0,0,0
146,Qu’nas,0,0,89,0,0,-50,0,0,0,0,0
147,Jonn-Dar,0,0,89,0,0,-50,0,0,0,0,0
148,Morgrinn Casse Crocs,0,0,89,0,0,-50,0,0,0,0,0
149,Kang le Voleur d’âmes,0,0,89,0,0,-50,0,0,0,0,0
150,Karr l’Assombrisseur,0,0,89,0,0,-50,0,0,0,0,0
151,Norlaxx,0,0,89,0,0,-50,0,0,0,0,0
152,Borginn Sombre Poing,0,0,89,0,0,-50,0,0,0,0,0
153,Gaarn le Toxique,0,0,89,0,0,-50,0,0,0,0,0
154,Sulik’shor,0,0,89,0,0,-50,0,0,0,0,0
155,Kor’nas Nuit Sauvage,0,0,89,0,0,-50,0,0,0,0,0
156,Yorik Œil Vif,0,0,89,0,0,-50,0,0,0,0,0
157,Dak le Briseur,0,0,89,0,0,-50,0,0,0,0,0
158,Lon le Buffle,0,0,89,0,0,-50,0,0,0,0,0
159,Korda Torros,0,0,89,0,0,-50,0,0,0,0,0
160,Go Kan,0,0,89,0,0,-50,0,0,0,0,0
161,Docteur Theolen Krastinov,0,0,89,0,0,-50,0,0,0,0,0
162,Mumta,0,0,977,65636,0,0,0,0,0,0,0
163,Porteguerre zandalari,0,0,89,0,0,-50,0,0,0,0,0
164,Dieu-guerrier Dokah,0,0,977,65636,0,0,0,0,0,0,0
165,Progénitus,0,0,977,65636,0,0,0,0,0,0,0
166,"Ku’lai, la Griffe du ciel",0,0,977,65636,0,0,0,0,0,0,0
167,Goda,0,0,977,65636,0,0,0,0,0,0,0
168,Dieu-mastodonte Ramuk,0,0,977,65636,0,0,0,0,0,0,0
169,Al’tabim Qui-Voit-Tout,0,0,977,65636,0,0,0,0,0,0,0
