ID,Reaction_lang,FriendshipRepID,ReactionThreshold,OverrideColor
1,Étranger,2,0,0
2,Connaissance,2,8400,0
3,Camarade,2,16800,0
4,Ami,2,25200,0
5,Bon ami,2,33600,0
6,Meilleur ami,2,42000,0
59,Étranger,16,0,0
60,Connaissance,16,8400,0
61,Camarade,16,16800,0
62,Ami,16,25200,0
63,Bon ami,16,33600,0
64,Meilleur ami,16,42000,0
65,Étranger,17,0,0
66,Connaissance,17,8400,0
67,Camarade,17,16800,0
68,Ami,17,25200,0
69,Bon ami,17,33600,0
70,Meilleur ami,17,42000,0
71,Étranger,18,0,0
72,Connaissance,18,8400,0
73,Camarade,18,16800,0
74,Ami,18,25200,0
75,Bon ami,18,33600,0
76,Meilleur ami,18,42000,0
77,Étranger,19,0,0
78,Connaissance,19,8400,0
79,Camarade,19,16800,0
80,Ami,19,25200,0
81,Bon ami,19,33600,0
82,Meilleur ami,19,42000,0
83,Étranger,20,0,0
84,Connaissance,20,8400,0
85,Camarade,20,16800,0
86,Ami,20,25200,0
87,Bon ami,20,33600,0
88,Meilleur ami,20,42000,0
89,Étranger,21,0,0
90,Connaissance,21,8400,0
91,Camarade,21,16800,0
92,Ami,21,25200,0
93,Bon ami,21,33600,0
94,Meilleur ami,21,42000,0
95,Étranger,22,0,0
96,Connaissance,22,8400,0
97,Camarade,22,16800,0
98,Ami,22,25200,0
99,Bon ami,22,33600,0
100,Meilleur ami,22,42000,0
101,Étranger,23,0,0
102,Connaissance,23,8400,0
103,Camarade,23,16800,0
104,Ami,23,25200,0
105,Bon ami,23,33600,0
106,Meilleur ami,23,42000,0
107,Étranger,24,0,0
108,Connaissance,24,8400,0
109,Camarade,24,16800,0
110,Ami,24,25200,0
111,Bon ami,24,33600,0
112,Meilleur ami,24,42000,0
113,un apprenti,25,0,0
114,un apprenti,25,8400,0
115,un compagnon,25,16800,0
116,un compagnon,25,25200,0
117,un compagnon,25,33600,0
118,un expert,25,42000,0
119,Étranger,26,0,0
120,Pote,26,8400,0
121,Camarade,26,16800,0
122,Ami,26,25200,0
123,Meilleur ami,26,42000,0
124,Bon ami,26,33600,0
127,Rang 1,28,0,0
128,Rang 2,28,1000,0
129,Rang 3,28,2000,0
130,Rang 4,28,3000,0
131,Rang 5,28,4000,0
132,Rang 6,28,5000,0
133,Rang 7,28,6000,0
