Name_lang,ID,ParentUiMapID,Flags,System,Type,BountySetID,BountyDisplayLocation,TempVisibilityPlayerConditionID,VisibilityPlayerConditionID,HelpTextPosition,BkgAtlasID,AlternateUiMapGroup,ContentTuningID,AdventureMapTextureKitID,MapArtZoneTextPosition
Durotar,1,12,6,0,3,0,0,0,0,0,0,0,70,0,0
Convent de la Lame-Ardente,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Donjon de Tiragarde,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Donjon de Tiragarde,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Rocher du Crâne,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Caverne des Terrevent,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Mulgore,7,12,6,0,3,0,0,0,0,0,0,0,71,0,0
Rocher des Crins-pâles,8,7,0,0,5,0,0,0,0,0,0,0,0,0,0
Mine de la KapitalRisk,9,7,0,0,5,0,0,0,0,0,0,0,0,0,0
Tarides du Nord,10,12,6,0,3,0,0,0,0,0,0,0,3,0,0
Cavernes des Lamentations,11,10,0,0,5,0,0,0,0,0,0,0,0,0,0
Kalimdor,12,947,0,0,2,0,0,0,0,0,0,0,2844,0,0
Royaumes de l’Est,13,947,0,0,2,0,0,0,0,0,0,0,2844,0,0
Hautes-terres Arathies,14,13,6,0,3,10,1,0,0,1,0,0,17,0,0
Terres Ingrates,15,13,6,0,3,0,0,0,0,0,0,0,27,0,0
Uldaman,16,15,0,0,5,0,0,0,0,0,0,0,0,0,0
Terres Foudroyées,17,13,6,0,3,0,0,0,0,0,0,0,34,0,0
Clairières de Tirisfal,18,13,6,0,3,0,0,0,0,0,0,0,75,0,0
Entrée du monastère Écarlate,19,18,0,0,5,0,0,0,0,0,0,0,0,0,0
Repos du Vigilant,20,18,0,0,5,0,0,0,0,0,0,0,0,0,0
Forêt des Pins-Argentés,21,13,6,0,3,0,0,0,0,0,0,0,7,0,0
Maleterres de l’Ouest,22,13,6,0,3,0,0,0,0,0,0,0,25,0,0
Maleterres de l’Est,23,13,6,0,3,0,0,0,0,0,0,0,35,0,0
Chapelle de l’Espoir de Lumière,24,23,0,0,5,0,0,0,0,0,0,0,0,0,0
Contreforts de Hautebrande,25,13,6,0,3,0,0,0,0,0,0,0,11,0,0
Hinterlands,26,13,6,0,3,0,0,0,0,0,0,0,20,0,0
Dun Morogh,27,13,6,0,3,0,0,0,0,0,0,0,74,0,0
Passe des Frigères,28,27,0,0,5,0,0,0,0,0,0,0,0,0,0
