ID,Name_lang,MapID,QuestPOIBlobID,AreaPOIIconEnum
9,Excavations de Baguefer,0,54097,177
10,Tombe de Barbe-de-fer,0,54124,177
12,Excavations de Whelgar,0,54126,177
13,Banc de fossiles du Gardien vert,0,54127,177
15,Mur de Thoradin,0,54129,177
18,Site de fouilles de Fanécorce,0,54132,177
19,Viaduc de Thandol,0,54133,177
20,Site de fouilles de Dun Garok,0,54134,177
21,Champ de fossiles d'Austrivage,0,54135,177
22,Site de fouilles de Nid-de-l'Aigle,0,54136,177
23,Site de fouilles de Shadra'Alor,0,54137,177
24,Site de fouilles de l'autel de Zul,0,54138,177
25,Site de fouilles de la ville basse de Jinth'Alor,0,54139,177
26,Site de fouilles de la ville haute de Jinth'Alor,0,54140,177
27,Site de fouilles d'Agol'watha,0,54141,177
140,MODÈLE TROLL,0,54828,177
142,TEMPLATE DWARF,0,54830,177
144,Site de fouilles de Martèlorteil,0,54832,177
146,Site de fouilles du tombeau des Gardiens,0,54834,177
150,Site de fouilles de l'entrée d'Uldaman,0,54838,177
152,Site de fouilles du temple Englouti,0,54862,177
154,Banc de fossiles de Brumejonc,0,54864,177
161,TEMPLATE NIGHT ELF ,0,55348,177
163,Site de fouilles du bosquet Crépusculaire,0,55350,177
165,Banc de fossiles de Vul'Gol,0,55352,177
167,Site de fouilles Nazj'vel,1,55354,177
169,Site de fouilles de la grève de Zoram,1,55356,177
171,Ruines d'Ordil'Aran,1,55398,177
173,Ruines de Chimétoile,1,55400,177
175,Site de fouilles de Chant des forêts,1,55402,177
177,Pic des Serres-Rocheuses,1,55404,177
179,Ruines d'Eldre'Thar,1,55406,177
181,Terres Exhumées,1,55408,177
183,Site de fouilles de Bael Modan,1,55410,177
185,Ruines d'Eldarath,1,55412,177
187,Ruines d'Arkkoran,1,55414,177
189,Banc de fossiles de la grand-route de la crête du Lac,0,55416,177
191,Site de fouilles du rivage des Ondulames,1,55418,177
193,Site de fouilles d'Ethel Rethor,1,55420,177
195,Vallée des Ossements,1,55422,177
197,Site de fouilles du convent de Mannoroc,1,55424,177
199,Cimetière des Kodos,1,55426,177
201,Site de fouilles de Sargeron,1,55428,177
203,Banc de fossiles des confins Rouges,0,55434,177
205,Champ de fossiles Cognepeur,0,55436,177
207,Site de fouilles de Crasseboue,0,55438,177
209,Site de fouilles de la plaine de Pyrox,0,55440,177
211,Ruines de Thaurissan ouest,0,55442,177
213,Ruines est de Thaurissan,0,55444,177
215,Champ de fossiles de l'Aile de la terreur,0,55446,177
217,Site de fouilles de Zul'Mashar,0,55448,177
219,Site de fouilles du gîte de Quel'Lithien,0,55450,177
221,Champ de fossiles de la Balafre infecte,0,55452,177
223,Site de fouilles de Zul'Kunda est,0,55454,177
225,Site de fouilles de Zul'Kunda ouest,0,55456,177
227,Site de fouilles des ruines de Bal'lal,0,55458,177
229,Site de fouilles de Balia'mah,0,55460,177
231,Site de fouilles de Ziata'jai,0,55462,177
233,Site de fouilles de Zul'Mamwe est,0,55464,177
235,Site de fouilles de Zul'Mamwe ouest,0,55466,177
237,Champs de raptors de la côte Sauvage,0,55468,177
239,Ruines d'Aboraz,0,55470,177
241,Ruines de Jubuwal,0,55472,177
243,Site de fouilles de l'arène des Gurubashi,0,55474,177
245,Site de fouilles de la fontaine des Nek'mani,0,55476,177
247,Champ de fossiles de Gangrepierre,0,55478,177
249,Champ de fossiles de la crête du Nord,0,55480,177
251,Banc de fossiles d'Andorhal,0,55482,177
259,Champ de fossiles de Tourbière du Ver,1,55755,177
