ID,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],AllowableRaces[0],AllowableRaces[1]
25,Epée courte usée,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
35,Bâton tordu,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
36,Masse détériorée,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
37,Hache usée,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
38,Chemise de recrue,2,0,0,0,-1,0,0,0,0,1,36864,8192,8388608,0,0,-1,-1
39,Pantalon de recrue,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
40,Bottes de recrue,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
43,Bottes d'écuyer,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
44,Pantalon d'écuyer,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
45,Chemise d'écuyer,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
47,Chaussures de détrousseur,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
48,Pantalon de détrousseur,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
49,Chemise de détrousseur,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
51,Bottes de néophyte,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
52,Pantalon de néophyte,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
53,Chemise de néophyte,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
55,Bottes d'apprenti,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
56,Robe d'apprenti,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
57,Robe d'acolyte,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
59,Chaussures d'acolyte,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
60,Tunique doublée,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
61,Pantalon nain en cuir,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
79,Braies naines en tissu,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
80,Chaussures bordées de fourrure,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
85,Gilet en cuir sale,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
120,Pantalon de nervi,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
121,Bottes de nervi,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
127,Chemise du trappeur,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
129,Bottes robustes de trappeur,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
139,Pantalon de bagarreur,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
140,Bottes de bagarreur,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
147,Pantalon robuste de trappeur,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
148,Chemise robuste de trappeur,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
153,Kilt primitif,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
154,Mantelet primitif,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
193,Gilet en étoffe rapiécée,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
194,Pantalon en étoffe rapiécé,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
195,Bottes en étoffe rapiécées,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
200,Gilet en étoffe épaisse,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
201,Pantalon en étoffe épaisse,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
202,Chaussures en étoffe épaisse,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
203,Gants en étoffe épaisse,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
209,Pantalon en cuir sale,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
210,Bottes en cuir sale,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
236,Armure en cuir traité,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
237,Pantalon en cuir traité,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
238,Bottes en cuir traité,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
239,Gants en cuir traité,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
285,Haubergeon d'écailles,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
286,Pantalon en écailles,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
287,Bottes en écailles,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
647,Destinée,4,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
710,Brassards de la milice du peuple,1,0,0,0,-1,0,0,0,0,7,0,8192,8388608,0,0,-1,-1
711,Gants en étoffe rapiécés,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
714,Gants en cuir sale,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
718,Gants en écailles,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
719,Gants d'éleveur de lapins,1,0,0,0,-1,0,0,0,0,1,0,8192,8388608,0,0,-1,-1
720,Gants de bagarreur,3,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
727,Epée courte ébréchée,2,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
753,Epée courte gueule-de-dragon,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
754,Epée courte de vengeance,3,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
756,Pioche de tunnelier,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
763,Brassards couverts de glace,1,0,0,0,-1,3,0,0,0,6,0,8192,0,0,0,-1,-1
766,Masse à ailettes,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
767,Grand bô,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
768,Hache de bûcheron,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
776,Vendetta,3,0,0,0,-1,13,0,0,0,20,524288,8192,0,0,0,-1,-1
778,Pioche de kobold,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
781,Marteau de Gnoll en pierre,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
789,Marteau d'armes robuste,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
790,Hache de forestier,2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
791,Bâton noueux en frêne,3,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
792,Sandales tricotées,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
793,Gants tricotés,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
794,Pantalon tricoté,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
795,Tunique tricotée,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
796,Bottes en cuir grossier,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
797,Gants en cuir grossier,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
798,Pantalon en cuir grossier,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
799,Gilet en cuir grossier,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
809,Rasoir sanglant,4,0,0,0,-1,20,0,0,0,26,0,8192,0,0,0,-1,-1
810,Marteau du vent du nord,4,0,0,0,-1,21,0,0,0,27,0,8192,0,0,0,-1,-1
811,Hache des bois profonds,4,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
