ID,Directory,MapName_lang,MapDescription0_lang,MapDescription1_lang,PvpShortDescription_lang,PvpLongDescription_lang,Corpse[0],Corpse[1],MapType,InstanceType,ExpansionID,AreaTableID,LoadingScreenID,TimeOfDayOverride,ParentMapID,CosmeticParentMapID,TimeOffset,MinimapIconScale,CorpseMapID,MaxPlayers,WindSettingsID,ZmpFileDataID,WdtFileDataID,NavigationMaxDistance,PreloadFileDataID,Flags[0],Flags[1],Flags[2]
0,Azeroth,Royaumes de l’Est,,,,,0,0,1,0,0,0,4,-1,-1,-1,0,1,-1,0,17,804940,775971,0,0,159399517,134479888,140
1,Kalimdor,Kalimdor,,,,,0,0,1,0,0,0,3,-1,-1,-1,0,1,-1,0,17,804935,782779,0,0,159399517,134479888,140
30,PVPZone01,Vallée d’Alterac,"Cachée dans les montagnes d’Alterac, la vallée d’Alterac est le domaine des Loups-de-givre. Les nains Foudrepiques, à la recherche de richesses et d’indices sur leur passé, y ont établi une tête de pont.

Sur ce champ de bataille à grande échelle, chaque camp tente de détruire les tours fortifiées et de tuer le général ennemi (Vanndar Foudrepique ou Drek’Thar).","Cachée dans les montagnes d’Alterac, la vallée d’Alterac est le domaine des Loups-de-givre. Les nains Foudrepiques, à la recherche de richesses et d’indices sur leur passé, y ont établi une tête de pont.

Sur ce champ de bataille à grande échelle, chaque camp tente de détruire les tours fortifiées et de tuer le général ennemi (Vanndar Foudrepique ou Drek’Thar).",Tuer le chef ennemi,"- Capturez les tours et les fortins ennemis
- Tuez le chef ennemi
- Réduisez les renforts ennemis à 0",0,0,1,3,0,0,104,-1,-1,-1,0,1,-1,0,0,0,790112,0,0,1553,135004168,128
33,Shadowfang,Donjon d’Ombrecroc,,,,,-230.989,1571.57,1,1,0,0,204,-1,-1,-1,0,1,0,10,0,0,790796,0,0,134219293,134512648,0
34,StormwindJail,Prison de Hurlevent,,,,,-8762.379,848.0103,2,1,0,717,194,-1,-1,-1,0,1,0,10,0,0,791060,0,0,1553,134479880,0
36,DeadminesInstance,Mortemines,,,,,-11207.8,1681.15,1,1,0,0,142,-1,-1,-1,0,1,0,10,0,0,780605,0,0,134219281,134512648,0
43,WailingCaverns,Cavernes des Lamentations,,,,,-751.1312,-2209.2405,2,1,0,718,143,-1,-1,-1,0,1,1,10,0,0,791429,0,0,1553,134479880,0
47,RazorfenKraulInstance,Kraal de Tranchebauge,,,,,-4459.449,-1660.2118,1,1,0,0,188,-1,-1,-1,0,1,1,10,0,0,790640,0,0,1553,134479880,0
48,Blackfathom,Profondeurs de Brassenoire,,,,,4249.1206,748.3871,2,1,0,719,196,-1,-1,-1,0,1,1,10,0,0,780169,0,0,1553,134479880,0
70,Uldaman,Uldaman,,,,,-6060.1816,-2954.9973,2,1,0,1337,144,-1,-1,-1,0,1,0,10,0,0,791372,0,0,1553,134479880,0
90,GnomeragonInstance,Gnomeregan,,,,,-5162.6616,931.59875,2,1,0,721,193,-1,-1,-1,0,1,0,10,0,0,782773,0,0,1553,134479880,0
109,SunkenTemple,Temple englouti,,,,,-10291.7,-3987.63,2,1,0,1477,191,-1,-1,-1,0,1,0,10,0,0,791166,0,0,1553,134479880,0
129,RazorfenDowns,Souilles de Tranchebauge,,,,,-4662.883,-2535.8716,1,1,0,0,145,-1,-1,-1,0,1,1,10,0,0,790517,0,0,1553,134479880,0
169,EmeraldDream,Rêve d'émeraude,,,,,0,0,1,2,0,0,0,-1,-1,-1,0,1,-1,40,0,0,780817,0,0,1553,134479880,0
189,MonasteryInstances,Monastère Écarlate d’antan,,,,,2892.2354,-811.2637,1,1,0,0,190,-1,-1,-1,0,1,0,10,0,0,788662,0,0,1553,134479880,0
209,TanarisInstance,Zul’Farrak,,,,,-6790.5767,-2891.278,1,1,0,0,146,-1,-1,-1,0,1,1,10,0,0,791169,0,0,134219281,134512648,0
229,BlackRockSpire,Bas du pic Rochenoire,,,,,-7522.527,-1233.0415,2,1,0,1583,189,-1,-1,-1,0,1,0,10,0,0,780175,0,0,1537,134479880,0
230,BlackrockDepths,Profondeurs de Rochenoire,,,,,-7178.0947,-928.63947,2,1,0,1584,103,-1,-1,-1,0,1,0,5,0,0,780172,0,0,1553,134479880,0
249,OnyxiaLairInstance,Repaire d’Onyxia,,,,,-4753.3125,-3752.4211,2,2,0,2159,61,-1,-1,-1,0,1,1,40,0,0,789922,0,0,34305,134479880,0
269,CavernsOfTime,Ouverture de la Porte des ténèbres,,,,,-8750.827,-4193.513,1,1,1,0,212,-1,-1,-1,0,1,1,5,0,0,829736,0,0,1553,134479880,0
289,SchoolofNecromancy,Scholomance,,,,,1274.7812,-2552.564,1,1,0,0,102,-1,-1,-1,0,1,0,5,0,0,790713,0,0,1553,134479880,0
309,Zul'gurub,L’antique Zul'Gurub,,,,,-11916.06,-1224.5771,1,1,0,1977,161,-1,-1,-1,0,1,0,20,0,0,791432,0,0,525841,134479880,0
329,Stratholme,Stratholme,,,,,3392.317,-3378.4832,1,1,0,0,101,-1,-1,-1,0,1,0,5,0,0,791063,0,0,134219281,134512648,0
