ID,Name_lang,Location_lang,Description_lang,MapPos[0],MapPos[1],WorldPos[0],WorldPos[1],GarrTypeID,GarrMissionTypeID,GarrFollowerTypeID,MaxFollowers,MissionCost,MissionCostCurrencyTypesID,OfferedGarrMissionTextureID,UiTextureKitID,EnvGarrMechanicID,EnvGarrMechanicTypeID,PlayerConditionID,GarrMissionSetID,TargetLevel,TargetItemLevel,MissionDuration,TravelDuration,OfferDuration,BaseCompletionChance,BaseFollowerXP,OvermaxRewardPackID,FollowerDeathChance,AreaID,Flags,AutoMissionScalar,AutoMissionScalarCurveID,AutoCombatantEnvCasterID
2,Une pléthore de Gronnlins,Marche de Mur-de-Givre,"Les Gronnlins sont une menace pour toute la région. Nous devrions nous associer au clan Loup-de-Givre pour réduire leur nombre. Qui sait, l’un d’eux pourrait même embrasser notre cause…",0,0,0,0,2,3,1,1,0,824,0,101,0,23,26253,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
3,Récupération sur site,Glacier Ardent,Il serait utile de tenter de retrouver le vaisseau qui nous a permis de nous échapper de la jungle de Tanaan. On devrait pouvoir en tirer quelque chose !,0,0,0,0,2,3,1,1,5,824,0,101,0,23,26251,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
5,Du Gronnlin en poudre,Cavernes du fief,Nous avons trouvé des os de Gronnlins dans la grotte derrière le fief. Vos alchimistes souhaiteraient les extraire du sol pour les étudier.,0,0,0,0,2,18,1,1,10,824,0,0,0,24,26539,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
6,Les casseurs de loups de Triste-Givre,Colline de Triste-Givre,"Les Ogres de Triste-Givre, à l’est des congères de Glacevent, maltraitent les loups de givre de façon éhontée. C’est inadmissible !",0,0,0,0,2,3,1,1,10,824,0,101,0,12,26320,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
7,Sauvetage à Fureur-de-Pierre,Falaises Fureur-de-Pierre,Nous avons reçu plusieurs rapports d’un massacre sanglant aux falaises Fureur-de-Pierre ! Éloignez les charognards givrebec et sauvez nos alliés blessés !,0,0,0,0,2,3,1,1,10,824,0,101,0,15,28567,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
36,Des potions gelées,Congères de Glacevent,Un de nos éclaireurs a repéré une cache de potions sire-tonnerre recouverte de neige. Récupérez-les pour que nos alchimistes en apprennent davantage sur les ingrédients de Draenor.,0,0,0,0,2,18,1,1,10,824,0,0,0,23,26539,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
42,Donnez-moi les butins,Hôtel des ventes,Récupérez tous les butins.,0,0,0,0,2,4,1,1,0,824,0,0,0,23,26539,26,90,400,7,0,999999999,50,5,0,0,0,1,1,0,0
43,Patrouille de Givrefeu,Plaines de Glacevent,This is Matt's test mission *bugles and horns blair a triumphant tune*,0,0,0,0,3,13,1,3,0,824,0,101,0,29,26539,26,90,0,10,0,9999999,0,100,0,0,0,0,1,0,0
44,Menace aérienne,Marche de Mur-de-Givre,Les rylaks du glacier Ardent attaquent nos caravanes de ravitaillement. Les matériaux doivent continuer à arriver !,0,0,0,0,2,3,1,1,0,824,0,101,0,15,26252,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
45,Les remèdes des Ogres,Glacier Ardent,Les Ogres de Flèchelame transportent souvent des paquets de fournitures lorsqu’ils s’aventurent dans les dunes de Givrefeu. Ils contiennent peut-être des potions d’un nouveau genre.,0,0,0,0,2,18,1,1,10,824,0,0,0,23,5703,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
54,Pas de butin pour vous,Maison sinistre,Fuyez !,0,0,0,0,2,4,1,1,0,824,0,0,0,23,26539,26,90,400,7,0,60,0,5,0,0,0,0,1,0,0
55,Des Orcs dans les montagnes !,Mont orc,Tuez les Orcs dans les montagnes.,0,0,0,0,2,13,1,3,0,824,0,101,0,21,26539,18,90,0,8,0,9999999,0,100,0,0,0,0,1,0,0
56,Des Ogres dans le désert !,Désert ogre,Tuez les Ogres dans le désert.,0,0,0,0,2,25,1,3,0,824,0,103,0,22,26539,18,90,0,8,0,9999999,0,100,0,0,0,0,1,0,0
57,Des morts-vivants dans la neige,Neige des Morts-vivants,Tuez les Morts-vivants dans la neige.,0,0,0,0,2,24,1,3,0,824,0,104,0,23,26539,18,90,0,8,0,9999999,0,100,0,0,0,0,1,0,0
