ID,Text_lang
2,"Frêles et stupides individuellement, les goules servent de chair à canon à la Lame d’ébène, qui compte sur leur nombre pour submerger l’ennemi."
3,"Fragiles mais lestes, les geists sont capables d’escalader les parois verticales et de gravir les surfaces accidentées pour frapper leurs victimes sans prévenir."
4,"Ramenés à la vie par le roi-liche, les chevaliers d’ébène n’ont qu’un seul but : tuer ou être tués."
5,"Vétérans endurcis, les ravageurs d’ébène ont survécu à bien des guerres et tué bon nombre d’ennemis. Ce sont les soldats les plus farouches de la Lame d’ébène."
6,"Exposés à des énergies gangrenées qui les ont fait dégénérer, les Roués cendrelangues ont appris à se cacher et à survivre vaille que vaille, et sont prêts à combattre depuis les ombres comme à découvert."
7,"Autrefois fidèles à dame Vashj et Kael’thas, les Nagas de Glissentaille ont formé leurs myrmidons pour en faire des guerriers aussi redoutables que résistants."
8,"Les chasseurs de démons illidari puisent dans le pouvoir des démons, sacrifiant leur nature elfique afin de tuer plus efficacement les troupes de la Légion ardente."
9,"Les Illidari les plus avancés adoptent entièrement la forme et la puissance des démons, se transformant en de sombres créatures ailées capables d’anéantir leurs ennemis."
10,"Lorsque la forêt est menacée, les arbres eux-mêmes s’animent pour défendre leur demeure."
11,"Douces et joueuses en temps de paix, les dryades, filles mi-Elfes et mi-faons de Cénarius, traquent inlassablement ceux qui nuiraient à la nature."
12,"Maîtres changeformes, les druides de la Griffe invoquent le pouvoir de l’ours pour en prendre les traits puis utilisent sa force et sa résistance pour massacrer leurs ennemis."
13,"Mi-Elfes, mi-cerfs, les gardiens du Bosquet sont dotés d’une main griffue rappelant les branches d’un arbre. Ils sont les descendants directs de Cénarius et détiennent un pouvoir immense sur la nature."
14,"Doués à l’arc et souvent utilisés pour soutenir l’infanterie en restant à bonne distance de la mêlée, les archers sont efficaces en groupe lorsqu’ils concentrent leurs tirs sur une cible unique ou un groupe d’ennemis."
15,Les maîtres tireurs du Sentier invisible développent leurs capacités au point de pouvoir toucher un ennemi presque sans visibilité.
