ID,Name_lang,OrderIndex
1,Siège d’Orgrimmar,1
2,Royaumes de l’Est,0
3,Kalimdor,0
5,Mortemines,0
6,Mine de la Masse-Sanglante,0
7,Quais de Fer,0
8,Auchindoun,0
9,Orée-du-Ciel,0
10,Dépôt de Tristerail,1
11,La Flore éternelle,0
12,Terres sacrées d’Ombrelune,10
13,Sommet du pic Rochenoire,0
14,Cognefort,0
15,Fonderie des Rochenoires,0
16,Naxxramas,0
17,Citadelle de la Couronne de glace,0
18,Scholomance,0
19,Donjon d’Ombrecroc,0
20,Remparts des Flammes infernales,0
21,Fournaise du sang,0
22,Les Salles brisées,0
23,Enclos aux esclaves,0
24,Basse-tourbière,0
25,Le caveau de la Vapeur,0
26,Tombes-mana,0
27,Cryptes Auchenaï,0
28,Les salles des Sethekk,0
29,Labyrinthe des Ombres,0
30,Salles Écarlates,0
31,Monastère Écarlate,0
32,L’évasion de Fort-de-Durn,0
33,Ouverture de la Porte des ténèbres,0
34,Le Méchanar,0
35,La Botanica,0
36,L’Arcatraz,0
37,La terrasse des Magistères,0
38,Donjon d’Utgarde,0
39,Cime d’Utgarde,0
40,Azjol-Nérub,0
41,L’Oculus,0
42,Les salles de Foudre,0
43,Les salles de Pierre,0
44,L’Épuration de Stratholme,0
45,Donjon de Drak’Tharon,0
46,Gundrak,0
47,Ahn’kahet : l’Ancien royaume,0
48,Le fort Pourpre,0
49,Le Nexus,0
50,L’épreuve du champion,0
51,La Forge des Âmes,0
52,Fosse de Saron,0
53,Salles des Reflets,0
54,Trône des marées,0
55,Cavernes de Rochenoire,0
56,Grim Batol,0
57,Salles de l’Origine,0
58,Le Cœur-de-Pierre,0
59,La cime du Vortex,0
60,Cité perdue des Tol’vir,0
61,Temple du Serpent de jade,10
62,Brasserie Brune d’Orage,0
63,Monastère des Pandashan,0
64,Palais Mogu’shan,0
65,Siège du temple de Niuzao,0
66,Porte du Soleil couchant,0
67,La Flore éternelle,0
68,Draenor,0
69,Outreterre,0
70,Norfendre,0
71,Pandarie,0
73,L’épreuve du croisé,0
74,Le sanctum Rubis,0
75,Descente de l’Aile noire,0
76,Le bastion du Crépuscule,0
77,Trône des quatre vents,0
78,Terres de Feu,0
79,L’Âme des dragons,0
80,Caveaux Mogu’shan,5
81,Cœur de la peur,4
82,Terrasse Printanière,3
83,Trône du tonnerre,2
84,Donjon aléatoire de Pandarie,0
86,La chute de Theramore,0
102,Une bière foudroyante,0
103,Bataille en haute mer,0
104,Du sang dans la neige,0
105,Crypte des Rois oubliés,0
106,Le sombre cœur de la Pandarie,0
107,Scénario aléatoire de Pandaria,0
108,Les secrets de Ragefeu,0
109,Donjon aléatoire de Draenor,0
110,Citadelle des Flammes infernales,0
111,Donjon aléatoire de Legion,0
112,L’Œil d’Azshara,9
113,Le fourré Sombrecœur,12
114,Les salles des Valeureux,10
115,Le repaire de Neltharion,10
116,L’assaut sur le fort Pourpre,40
117,Le caveau des Gardiennes,13
118,Bastion du Freux,17
119,La Gueule des âmes,40
120,La cour des Étoiles,10
121,L’Arcavia,40
122,Le Cauchemar d’émeraude,40
123,Palais Sacrenuit,3
124,Îles Brisées,0
125,Retour à Karazhan,41
126,Le Jugement des Valeureux,2
127,Karazhan : bas,5
128,Karazhan : sommet,6
129,Cathédrale de la Nuit éternelle,41
130,Faille de Scareffroi,0
131,Tombe de Sargeras,4
132,"Antorus, le Trône ardent",5
133,Siège du triumvirat,41
