ID,Title_lang,GarrTypeID,ClassID,MaxTiers,UiOrder,Flags,UiTextureKitID,GarrTalentTreeType,PlayerConditionID,FeatureTypeIndex,FeatureSubtypeIndex,CurrencyID
4,,3,10,7,0,0,0,0,0,0,0,0
31,,3,7,7,0,0,0,0,0,0,0,0
107,,3,11,7,0,0,0,0,0,0,0,0
110,,3,9,7,0,0,0,0,0,0,0,0
113,,3,3,7,0,0,0,0,0,0,0,0
116,,3,8,7,0,0,0,0,0,0,0,0
119,,3,2,7,0,0,0,0,0,0,0,0
122,,3,1,7,0,0,0,0,0,0,0,0
125,,3,12,7,0,0,0,0,0,0,0,0
128,,3,6,7,0,0,0,0,0,0,0,0
131,,3,4,7,0,0,0,0,0,0,0,0
134,,3,5,7,0,0,0,0,0,0,0,0
150,,111,0,8,0,0,0,1,0,0,0,0
151,,3,0,7,0,0,253,0,0,0,0,0
152,Recherche de guerre,9,0,6,0,1,0,0,0,0,0,0
153,Recherche de guerre,9,0,6,0,1,0,0,0,0,0,0
260,Visions Research [NYI],9,0,6,0,0,253,0,0,0,0,0
263,Recherches de D.A.M.E. - solo,9,0,4,0,0,253,0,0,0,0,0
264,Recherches de D.A.M.E. - groupe,9,0,4,0,0,253,0,0,0,0,0
265,Recherches de D.A.M.E. - joueur,9,0,2,0,0,253,0,0,0,0,0
266,Recherches de D.A.M.E. - record de vitesse,9,0,2,0,0,253,0,0,0,0,0
267,Recherches de D.A.M.E. - explorateur,9,0,3,0,0,253,0,0,0,0,0
268,Recherches de D.A.M.E. - jalons,9,0,2,0,0,253,1,0,0,0,0
271,Recherches de D.A.M.E.,9,0,6,0,0,5273,1,0,0,0,1719
272,Nadjia la Lame fantôme,111,0,5,0,0,253,1,0,6,0,0
275,Tisse-Rêves,111,0,12,0,16,0,0,79281,6,3,0
276,Niya,111,0,12,0,16,0,0,79279,6,3,0
304,Général Draven,111,0,12,0,16,0,0,79288,6,2,0
307,Réseau de transport,111,0,3,0,16,0,0,0,2,3,0
308,Réseau de transport,111,0,3,0,16,5283,0,0,2,1,0
309,Réseau de transport,111,0,3,0,16,0,0,0,2,2,0
310,Réseau de transport,111,0,3,0,16,0,0,0,2,4,0
311,Conducteur d’anima,111,0,3,0,16,0,0,0,1,3,0
312,Conducteur d’anima,111,0,3,0,16,5283,0,0,1,1,0
313,Conducteur d’anima,111,0,3,0,16,0,0,0,1,4,0
314,Conducteur d’anima,111,0,3,0,16,0,0,0,1,2,0
315,Table de commandement,111,0,3,0,16,0,0,0,3,3,0
316,Table de commandement,111,0,3,0,16,5283,0,0,3,1,0
317,Table de commandement,111,0,3,0,16,0,0,0,3,2,0
318,Table de commandement,111,0,3,0,16,0,0,0,3,4,0
319,Jardin d’hiver de la Reine,111,0,5,0,16,0,0,0,5,3,0
320,Voie de l’Ascension,111,0,5,0,16,5283,0,0,5,1,0
321,Fabrique à Abominations,111,0,5,0,16,0,0,0,5,4,0
324,Cour des Braises,111,0,5,0,0,0,1,0,5,2,0
325,"Marileth, catalyseur de peste",111,0,12,0,16,0,0,79284,6,4,0
326,Revendreth - Améliorations du réservoir,111,0,3,0,16,5285,0,0,4,2,0
327,Bastion - Améliorations du réservoir,111,0,3,0,16,5283,0,0,4,1,0
328,Sylvarden - Améliorations du réservoir,111,0,3,0,16,5305,0,0,4,3,0
329,Maldraxxus - Améliorations du réservoir,111,0,3,0,16,5287,0,0,4,4,0
330,Éméni,111,0,12,0,16,0,0,79285,6,4,0
334,Korayn,111,0,12,0,16,0,0,79283,6,3,0
335,Chris Test Tree Set,3,0,2,0,0,0,0,0,0,0,0
345,Canalisation d’anima,111,0,1,0,0,5283,1,0,7,1,0
346,Canalisation d’anima,111,0,1,0,0,5305,1,0,7,3,0
347,Canalisation d’anima,111,0,1,0,0,5287,1,0,7,4,0
348,Canalisation d’anima,111,0,1,0,0,5285,1,0,7,2,0
349,Forge-os Heirmir,111,0,12,0,16,0,0,81502,6,4,0
357,Pélagos,111,0,12,0,16,0,0,81504,6,1,0
360,Kléia,111,0,12,0,16,0,0,81505,6,1,0
365,Mikanikos,111,0,12,0,16,0,0,81506,6,1,0
368,Nadjia la Lame fantôme,111,0,12,0,16,0,0,81503,6,2,0
392,Théotar le duc fou,111,0,12,0,16,0,0,83261,6,2,0
393,Bastion - Techniques de congrégation,111,0,2,0,0,5283,1,0,0,1,0
395,Maldraxxus - Techniques de congrégation,111,0,2,0,0,5287,1,0,0,4,0
396,Revendreth - Techniques de congrégation,111,0,2,0,0,5279,1,0,0,2,0
397,Sylvarden - Techniques de congrégation,111,0,2,0,0,5301,1,0,0,3,0
461,La boîte aux mille tours,111,0,6,0,4,5400,1,0,0,0,1904
463,Progression dans la maîtrise des drakes,111,0,9,0,0,0,0,0,0,0,42
465,Console d’amélioration mécanique,111,0,3,0,0,253,1,0,0,0,1979
466,Noyau des Progéniteurs,111,0,4,0,0,5273,1,0,0,0,1979
467,Progression dans la maîtrise des drakes,111,0,3,0,0,0,1,0,0,0,0
468,Noyau des Progéniteurs JZB,9,0,7,0,0,5273,0,0,0,0,1979
474,Console de recherche cryptique,111,0,7,0,12,5415,1,0,8,0,1979
476,Personnalisation de Pocopoc,111,0,6,0,0,5419,0,0,0,0,0
479,Effigie de lézard-tonnerre,111,0,3,0,0,5166,1,0,0,0,2011
482,Compétences de vol à dos de Dragon,111,0,9,0,0,5273,1,0,0,0,0
483,Établi d’équipement de chasse aux monstres,111,0,5,0,0,5419,0,0,0,0,0
484,Vol à dos de Dragon avancé,111,0,9,0,0,0,1,0,0,0,2045
485,Techniques de chasse shikaars,111,0,4,0,0,5415,1,0,0,0,2003
486,Choisir votre compagnon,111,0,2,0,0,5487,0,0,0,0,2003
