ID,Name_lang,Description_lang,CategoryID,InventoryIconFileID,SpellWeight,SpellCategory,MaxQty,MaxEarnablePerWeek,Quality,FactionID,ItemGroupSoundsID,XpQuestDifficulty,AwardConditionID,MaxQtyWorldStateID,RechargingAmountPerCycle,RechargingCycleDurationMS,WarbondTransferPercentage,Field_11_1_0_58221_017,Flags[0],Flags[1]
42,Ecusson de justice,,1,135884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,Marque de joaillerie de Dalaran,"La boutique de Tiffany Kartier, à Dalaran, accepte avec joie ces marques contre des dessins de joaillerie uniques.",21,134138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,Récompense de l’épicurien,"Rendez visite aux marchands de fournitures de cuisine des capitales et de Dalaran, en Norfendre, pour acheter des recettes de cuisine spéciales, des épices, et même une superbe toque !",1,134411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101,Emblème d'héroïsme,,22,135947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,Emblème de vaillance,,22,237547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,Points d'arène,,2,135884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,Marque d'honneur de la vallée d'Alterac,,2,133308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,Marque d'honneur du bassin Arathi,,2,133282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,Marque d'honneur de l'Oeil du cyclone,,2,136032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,Marque d'honneur du rivage des Anciens,,2,133276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,Marque d'honneur du goulet des Chanteguerres,,2,134420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126,Marque d'honneur de Joug-d'hiver,,2,133408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161,Éclat du gardien des pierres,,2,134375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
201,Pièce de la KapitalRisk,,2,133799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
221,Emblème de conquête,,22,135885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241,Sceau de champion,Obtenu en récompense d’actes de bravoure au colisée des Croisés.,21,236246,0,0,0,0,1,0,0,0,0,0,0,0,100,0,2,0
301,Emblème de triomphe,,22,135979,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,Marque d'honneur de l'île des Conquérants,,2,133314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
341,Emblème de givre,,22,334365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,Marque de l'illustre joaillier,"Accordées aux joailliers qui montrent un certain talent, ces récompenses peuvent être utilisées pour acheter des dessins de joaillerie uniques et le fabuleux œil de la chimère.",81,134501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,Fragment archéologique nain,,82,441144,1,5,200,0,1,0,0,0,0,0,0,0,0,0,34,0
385,Fragment archéologique troll,,82,441149,1,4,200,0,1,0,0,0,0,0,0,0,0,0,34,0
391,Recommandation de Tol Barad,Obtenue en récompense d’actes de bravoure à Tol Barad.,2,409548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
393,Fragment archéologique fossile,,82,442734,1,8,200,0,1,0,0,0,0,0,0,0,0,0,34,0
394,Fragment archéologique elfe de la nuit,,82,441146,1,9,200,0,1,0,0,0,0,0,0,0,0,0,34,0
395,Points de justice,Utilisés pour acheter des armures et armes moyennement puissantes.,142,463446,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8280,0
396,Points de vaillance,Utilisés pour acheter des armures et armes de JcE puissantes.,142,463447,0,0,300099,100000,4,0,0,0,0,0,0,0,0,0,8264,0
397,Fragment archéologique orc,,82,442738,1,10,200,0,1,0,0,0,0,0,0,0,0,0,34,0
398,Fragment archéologique draeneï,,82,442731,1,11,200,0,1,0,0,0,0,0,0,0,0,0,34,0
399,Fragment archéologique vrykul,,82,442742,1,12,200,0,1,0,0,0,0,0,0,0,0,0,34,0
400,Fragment archéologique nérubien,,82,442736,1,13,200,0,1,0,0,0,0,0,0,0,0,0,34,0
401,Fragment archéologique tol'vir,,82,442739,1,14,200,0,1,0,0,0,0,0,0,0,0,0,34,0
402,Marque de Patte de Fer,"Représente votre mérite auprès de la communauté de la famille de cuisiniers, les Patte de Fer. Peut être utilisé pour acheter des ingrédients de cuisine et autres auprès du maître des provisions sur le marché de Micolline.",1,134912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
416,Marque de l'Arbre-Monde,Obtenue auprès des gardiens d'Hyjal. Peut être utilisée pour acheter des renforts pour l'invasion des terres de Feu.,81,513195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1026,0
483,Pts de conquête (méta) d'arène,,89,463449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1484,0
484,Pts de conquête (méta) de CdB coté,,89,463449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1484,0
515,Bon(s) pour un prix de Sombrelune,Obtenu en récompense de jeux ou de services rendus à la foire de Sombrelune.,1,134481,0,0,0,0,1,0,0,0,0,0,0,0,100,0,2,0
614,Granule de ténèbres,"Extraite des troupes d’Aile de mort, cette énergie sombre peut être utilisée pour générer de puissantes magies.",81,136192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1026,0
615,Essence d’Aile de mort corrompu,"Extraite d’Aile de mort lui-même, cette énergie sombre alimente les plus effrayantes des incantations.",81,132851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1026,0
676,Fragment archéologique pandaren,,82,442742,1,39,200,0,1,0,0,0,0,0,0,0,0,0,34,0
