ID,Name_lang,GarrClassSpecID,PlayerConditionID,IconFileDataID,FlavorGarrStringID,OrderIndex
9,Essaim de diablotins,102,42846,1396680,47,0
10,Essaim de diablotins sauvages,102,40902,1396698,48,1
11,Acolytes de la Moisson noire,103,41214,1396691,49,0
16,Adjurateurs de la Moisson noire,103,41213,1452660,50,1
17,Apprentis de la Tirisgarde,72,41574,1396696,20,0
18,Adjurateurs du Kirin Tor,72,41575,1396699,21,1
19,Élémentaires d’eau,73,42839,1396675,18,0
20,Golems arcaniques,73,41573,1401852,19,1
21,Initiés du Buffle,67,42840,1396688,22,0
22,Adeptes du Buffle,67,40092,1396705,23,1
23,Initiés du Tigre,66,40012,1396706,25,0
24,Adeptes du Tigre,66,40138,1396707,26,1
25,Élémentaires inférieurs,97,42847,1396645,40,0
26,Élémentaires supérieurs,97,41422,1396658,41,1
27,Cercle d’implorateurs de la terre,98,40260,1396708,42,0
28,Géomanciens du Cercle terrestre,98,41421,1401884,43,1
29,Ascendants,139,41525,1396660,44,0
30,Escouade d’archers,86,42842,1401885,14,0
31,Tireurs d’élite invisibles,86,41557,1401886,15,1
32,Bande de pisteurs,85,41559,1401887,16,0
33,Guides,85,41560,1401888,17,1
34,Tréants de la Sylverêve,81,42843,1396694,10,0
35,Filles de Cénarius,81,41580,1396686,11,1
36,Druides de la Griffe,82,41581,1396668,12,0
37,Gardiens du Bosquet,82,41582,1396684,13,1
38,Escouade d’écuyers,87,42841,1396701,28,0
39,Phalangistes porte-boucliers,87,41588,1396702,29,1
40,Chevaliers de la Main d’argent,88,41589,1396703,30,0
41,Templier de la Main d’argent,88,41590,1396704,31,1
42,Aspirants valarjar,99,42845,1401869,51,0
43,Valarjar forge-foudre,99,41592,1401871,52,1
44,Bande armée de vierges guerrières,100,41593,1401854,53,0
45,Vierges guerrières valkyras,100,41594,1401874,54,1
46,Guerriers cendrelangues,79,42844,1401873,6,0
47,Myrmidons nagas,79,41635,1401889,7,1
48,Adeptes illidari,80,41636,1401865,8,0
49,Adeptes illidari transformés,80,41637,1401883,9,1
50,Meute de goules,75,42837,1401858,2,0
51,Meute de geists,75,42838,1401859,3,1
52,Chevaliers d’ébène,76,41676,1401866,4,0
53,Ravageurs d’ébène,76,41677,1401855,5,1
54,Gang de bandits,93,42848,1401891,36,0
55,Voleurs défias,93,41707,1401892,37,1
56,Duellistes sans-couronne,94,41705,1401893,38,0
57,Équipage de pirates,94,41704,1401894,39,1
58,Astre,105,40060,1401861,59,0
59,Groupe d’acolytes,91,42849,1086381,32,0
60,Parangons de Halo-du-Néant,91,41906,1066217,33,1
61,Bande de zélotes,92,41907,1066169,34,0
62,Zélotes sombres,92,41908,1066121,35,1
63,Ancien de la guerre,96,42818,1452563,58,0
64,Abomination,77,43780,1401851,0,0
65,Brute glissentaille,144,47107,1551349,0,0
66,Guerriers du Totem-Sinistre,145,47112,1551342,80,0
67,Gardiens du Kirin Tor,147,48413,1604890,68,0
68,Chevaliers d’ébène saccage-givre,148,48417,1605028,64,0
69,Troupe de choc,149,49177,1605040,75,0
70,Gardiens de la Sylverêve,150,48415,1589538,66,0
71,Shivarra,151,48416,1589536,65,0
72,Protecteurs du Cercle terrestre,152,48408,1589546,73,0
73,Maîtres de la sérénité,153,48412,1605031,69,0
74,Brutes gangregardes,154,48407,1589549,74,0
75,Prêtres capuchonnés,155,48410,1589544,71,0
76,Croisés de la Main d’argent,156,48411,1605020,70,0
77,Assassins de Ravenholdt,157,48409,1605036,72,0
78,Chasseresses sacrenuit,158,48414,1551348,67,0
80,Troupe de choc,149,49178,1605021,75,1
81,Rôdeur des crêtes krokul,160,50765,1712229,77,0
82,Krokul purifié par le Vide,161,51511,1712228,78,0
83,Rempart sancteforge,162,51512,1694048,76,0
