ID,Name_lang,HordeName_lang,ParentTradeSkillCategoryID,SkillLineID,OrderIndex,Flags
58,Cuisine de fête,,72,185,4,0
59,Voile d’Hiver,,58,185,0,0
63,Cuisine quotidienne,,90,185,7,0
64,Voie du grill,,90,975,1,1
65,Voie du wok,,90,976,2,1
66,Voie de la marmite,,90,977,3,1
67,Voie du cuit-vapeur,,90,978,4,1
68,Voie du four,,90,979,5,1
69,Voie du brassage,,90,980,6,1
70,Délices inhabituels,,72,185,5,0
72,Recettes du vieux monde,,1016,2548,999,1
73,Plats d’Outreterre,,1017,2547,990,1
74,Recettes du Grand Nord,,1018,2546,980,1
75,Recettes de Cataclysm,,1019,2545,970,1
76,Basiques,,379,165,0,0
84,Autres,,362,197,10,0
90,Cuisine pandarène,,1015,2544,960,1
91,Glyphes,,450,773,140,0
92,Glyphe - Mage,,415,773,170,0
93,Glyphe - Prêtre,,415,773,200,0
94,Glyphe - Démoniste,,415,773,230,0
95,Glyphe - Druide,,415,773,150,0
96,Glyphe - Moine,,415,773,180,0
97,Glyphe - Voleur,,415,773,210,0
98,Glyphe - Chasseur,,415,773,160,0
99,Glyphe - Chaman,,415,773,220,0
100,Glyphe - Paladin,,415,773,190,0
101,Glyphe - Guerrier,,415,773,240,0
102,Bâtons et baguettes,,415,773,70,0
103,Main gauche,,415,773,80,0
104,Encres,,415,773,20,0
105,Esprit ouvert,,415,773,110,0
106,Cartes,,415,773,50,0
107,Parchemins,,415,773,100,0
108,Recherche,,415,773,10,0
113,Glyphe,,415,773,0,0
114,Autres,,415,773,250,0
115,Quête,,415,773,60,0
116,Artisanat,,415,773,90,0
117,Téléportation,,415,773,120,0
118,Matériel,,415,773,0,0
119,Calligraphie d’épaule,,763,773,60,0
127,Personnel,,415,773,30,0
128,Lié quand équipé,,415,773,20,0
130,Lié à l’utilisation,,415,773,20,0
131,Lié quand ramassé,,415,773,10,0
150,Bandages,,397,129,100,0
151,Antidotes,,397,129,200,0
164,Gemmes bleues,,372,755,15,0
165,Armes de pugilat,,372,755,90,0
166,Gemmes vertes,,372,755,30,0
167,Couronnes et accessoires,,372,755,80,0
168,Matériaux,,372,755,65,0
169,Méta-gemmes,,372,755,40,0
170,Montures,,372,755,60,0
171,Colliers,,372,755,55,0
172,Gemmes orange,,372,755,25,0
173,Gemmes prismatiques,,372,755,45,0
174,Gemmes violettes,,372,755,35,0
175,Gemmes rouges,,372,755,10,0
176,Anneaux,,372,755,50,0
177,Prismes,,372,755,70,0
178,Statues,,372,755,95,0
179,Mascottes et projets,,372,755,75,0
180,Bijoux,,372,755,85,0
181,Gemmes jaunes,,372,755,20,0
182,Bricoleurs,,419,202,1025,0
183,Pièces,,419,202,1020,0
184,Explosifs,,419,202,1030,0
185,Lunettes,,419,202,1040,0
186,"Armure, mettable",,419,202,1050,0
187,"Armure, bijoux",,419,202,1060,0
188,Appareils,,419,202,1070,0
189,Carabines et arcs,,419,202,1080,0
190,Lunettes de visée,,419,202,1090,0
191,Outils,,419,202,1100,0
192,Montures,,419,202,1110,0
193,Roues dentées,,419,202,1100,0
194,Feux d’artifices,,419,202,1100,0
195,Pêche,,419,202,1100,0
196,Robots,,419,202,1100,0
197,Voyages,,419,202,1100,0
198,Ceintures,,419,202,1100,0
199,Gants,,419,202,1100,0
200,Cape,,419,202,1100,0
201,Mortel,,419,202,1100,0
202,Consommables,,419,202,1100,0
203,Outillage,,419,202,1100,0
204,Armure automatisée,,419,202,1000,0
210,Runes,,0,960,0,0
214,Recherche,,372,755,-1,0
215,Matériaux,,590,164,10,0
216,Modifications d’arme,,590,164,20,0
217,Modifications d’armure,,590,164,30,0
218,Heaumes,,590,164,40,0
219,Épaules,,590,164,50,0
220,Torse,,590,164,60,0
221,Gantelets,,590,164,70,0
222,Brassards,,590,164,80,0
223,Ceintures,,590,164,90,0
224,Jambes,,590,164,100,0
225,Bottes,,590,164,110,0
226,Boucliers,,590,164,120,0
227,Armes,,590,164,130,0
228,Passe-partout,,590,164,140,0
229,Châsse,,590,164,150,0
230,Matériaux,,362,197,10,0
231,Broderie,,362,197,20,0
232,Fils ensorcelés,,362,197,30,0
233,Sacs,,362,197,40,0
234,Chapeaux et Chaperons,,362,197,50,0
235,Épaules,,362,197,60,0
236,Robes et tuniques,,362,197,70,0
237,Brassards,,362,197,80,0
238,Ceintures,,362,197,90,0
239,Gants,,362,197,100,0
240,Pantalons,,362,197,110,0
241,Bottes,,362,197,120,0
242,Capes,,362,197,130,0
243,Chemises,,362,197,140,0
244,Montures,,362,197,150,0
245,Filets,,362,197,160,0
246,Spécial,,362,197,170,0
247,Matériaux,,379,165,10,0
248,Estampage,,379,165,20,0
249,Renforts d’armure,,379,165,30,0
250,Sacs,,379,165,40,0
251,Heaumes,,379,165,50,0
252,Épaules,,379,165,60,0
253,Torse,,379,165,70,0
254,Brassards,,379,165,80,0
255,Gants,,379,165,90,0
256,Ceintures,,379,165,100,0
257,Pantalons,,379,165,110,0
258,Bottes,,379,165,120,0
259,Capes,,379,165,130,0
260,Spécial,,379,165,140,0
261,Tambours,,379,165,35,0
264,Fontes,,1078,186,0,0
265,Élémentaire,,1076,186,1,0
296,Recherche,,379,165,1,0
297,Ouvrages,,590,164,160,0
332,Alchimie de Draenor,,594,2480,950,1
333,Composants et recherche,,332,171,100,0
334,Flacons,,332,171,200,0
335,Potions et élixirs,,332,171,300,0
336,Bijoux et améliorations de bijoux,,332,171,400,0
342,Nourriture de Draenor,,1013,2543,950,1
343,Plats de viande,,342,185,20,0
344,Plats de poisson,,342,185,30,0
345,Festins,,342,185,0,0
346,Spécialités culinaires,,342,185,10,0
347,Ingénierie de Draenor,,711,2501,950,1
348,Enchantement de Draenor,,648,2488,950,1
349,Cape,,348,333,200,0
350,Cou,,348,333,300,0
351,Anneau,,348,333,400,0
352,Arme,,348,333,100,0
354,Autres,,348,333,500,0
361,Améliorations d’objet,,410,773,200,0
362,Patrons de couture,,957,2540,999,1
363,Armure,,369,197,40,0
364,Teintures et fil,,369,197,30,0
365,Sacs,,369,197,20,0
366,Composants et recherche,,369,197,10,0
367,Autres,,369,197,50,0
368,Capes,,369,197,45,0
369,Patrons de Draenor,,948,2535,950,1
372,Dessins de joaillerie,,816,2524,999,1
373,Dessins de Draenor,,807,2519,950,1
374,Composants et recherche,,373,755,10,0
375,Améliorations de joaillerie,,373,755,20,0
376,Joaillerie,,373,755,30,0
377,Gemmes,,373,755,40,0
378,Autres,,373,755,50,0
379,Patrons de travail du cuir,,874,2532,999,1
380,Patrons de Draenor,,873,2527,950,1
381,Composants et recherche,,380,165,10,0
382,Armures de cuir,,380,165,40,0
383,Cottes de mailles,,380,165,50,0
384,Améliorations d’armure,,380,165,30,0
385,Capes,,380,165,60,0
386,Sacs,,380,165,20,0
388,Autres,,380,165,70,0
389,Plans de Draenor,,551,2472,950,1
390,Composants et recherche,,389,164,10,0
391,Améliorations d’objet,,389,164,30,0
392,Armure,,389,164,40,0
393,Armes et boucliers,,389,164,50,0
394,Autres,,389,164,60,0
396,Remèdes de Draenor,,0,129,10,0
397,Remèdes traditionnels,,0,129,100,0
399,Illusions,,348,333,0,0
400,Étendards de bataille,,369,197,10,0
401,Autres,,369,197,10,0
402,Tentes,,380,165,50,0
403,Commandes de marchand,,410,773,20,0
407,Composants et recherche,,347,202,0,0
408,Bidules consommables,,347,202,100,0
409,Composants et recherche,,348,333,0,0
410,Calligraphie de Draenor,,761,2509,950,1
411,Bâtons et baguettes,,410,773,500,0
412,Cartes,,410,773,400,0
413,Main gauche,,410,773,600,0
414,Composants et recherche,,410,773,100,0
415,Calligraphie classique,,770,2514,999,1
416,Lunettes,,347,202,100,0
417,Robots,,347,202,300,0
418,Appareils,,347,202,200,0
419,Ingénierie,,720,2506,999,1
420,Outils,,410,773,100,0
423,Transmutation,,332,171,200,0
424,Entraînement,,426,164,0,0
425,Minage de Legion,,1066,2566,940,1
426,Plans de Legion,,545,2454,940,1
427,Armure,,426,164,40,0
428,Autres,,426,164,60,0
429,Composants,,426,164,10,0
430,Patrons de Legion,,947,2534,940,1
431,Capes,,430,197,30,0
432,Entraînement,,430,197,0,0
433,Alchimie des îles Brisées,,593,2479,940,1
434,Potions de combat,,433,171,1,0
435,Flacons,,433,171,1,0
436,Transmutation,,433,171,1,0
437,Potions utilitaires,,433,171,1,0
438,Bijoux,,433,171,1,0
439,Chaudrons,,433,171,1,0
440,Broyage de masse,,410,773,101,0
443,Enchantement de Legion,,649,2487,940,1
444,Enchantements de collier,,443,333,30,0
445,Enchantements d’anneaux,,443,333,10,0
446,Enchantements de cape,,443,333,20,0
447,Enchantements d’épaule,,443,333,40,0
448,Enchantements de gants,,443,333,50,0
449,"Jouets, mascottes et montures",,443,333,60,0
450,Calligraphie de Legion,,760,2508,940,1
451,Cartes,,450,773,100,0
453,Runes de Vantus,,450,773,200,0
454,Livres et parchemins,,450,773,400,0
455,Glyphe - Chasseur de démons,,415,773,140,0
456,Herboristerie de Legion,,1031,2550,940,1
459,Dépeçage de Legion,,1047,2558,940,1
460,Patrons de Legion,,872,2526,940,1
461,Armures de cuir,,460,165,40,0
462,Cottes de mailles,,460,165,40,0
463,Autres,,460,165,40,0
464,Dessins de Legion,,806,2518,940,1
465,Anneaux,,464,755,30,0
466,Gemmes,,464,755,40,0
467,Autres,,464,755,50,0
468,Formation de base,,460,165,0,0
469,Ingénierie de Legion,,710,2500,940,1
470,Lunettes,,469,202,10,0
471,Outils de combat,,469,202,20,0
472,Appareils,,469,202,30,0
473,"Jouets, mascottes et bidules",,469,202,40,0
474,Robots,,469,202,50,0
475,Nourriture des îles Brisées,,1014,2542,940,1
476,Casse-croûtes,,475,185,10,0
477,Repas légers,,475,185,20,0
478,Gros repas,,475,185,30,0
479,Spécialités culinaires,,475,185,40,0
480,Festins,,475,185,50,0
481,Remèdes des îles Brisées,,0,129,5,0
484,Formation : préparation des matériaux,,460,165,1,0
485,Formation : tannage,,460,165,2,0
486,Formation : façonnage,,460,165,3,0
487,Formation : couture,,460,165,4,0
488,Reliques,,426,164,30,0
489,Reliques,,469,202,30,0
490,Reliques,,443,333,60,0
491,Reliques,,450,773,400,0
492,Broyage de masse,,450,773,101,0
495,Veste en tissu,,430,197,20,0
496,Composants,,430,197,10,0
497,Autres,,430,197,40,0
505,Prospection de masse,,464,755,1000,0
506,Désenchantement,,443,333,0,0
507,Colliers,,464,755,35,0
509,Mascottes,,415,773,90,0
535,Couronnes,,464,755,50,0
536,Entraînement,,464,755,0,0
541,Forge de Kul Tiras - Titre,Forge de Zandalar - Titre,0,164,930,0
542,Plans de Kul Tiras,Plans de Zandalar,541,2437,930,1
545,Plans de Legion - Titre,,0,164,940,0
547,Armure,,542,164,10,0
548,Armes,,542,164,20,0
549,Autres,,542,164,30,0
550,Outil de travail,,542,164,999,0
551,Plans de Draenor - Titre,,0,164,950,0
552,Plans de Pandarie - Titre,,0,164,960,0
553,Plans de Pandarie,,552,2473,960,1
554,Heaumes,,553,164,30,0
555,Épaules,,553,164,40,0
556,Matériaux,,553,164,10,0
557,Modifications d’équipement,,553,164,20,0
559,Torse,,553,164,50,0
560,Gantelets,,553,164,60,0
561,Brassards,,553,164,70,0
562,Ceintures,,553,164,80,0
563,Jambes,,553,164,90,0
564,Bottes,,553,164,100,0
565,Boucliers,,553,164,110,0
566,Armes,,553,164,120,0
567,Passe-partout,,553,164,130,0
568,Plans de Cataclysm - Titre,,0,164,970,0
569,Plans de Cataclysm,,568,2474,970,1
570,Armure,,569,164,30,0
571,Armes,,569,164,50,0
572,Matériaux,,569,164,10,0
573,Boucliers,,569,164,40,0
574,Modifications d’équipement,,569,164,20,0
575,Passe-partout,,569,164,60,0
576,Plans du Norfendre - Titre,,0,164,980,0
577,Plans du Norfendre,,576,2475,980,1
578,Modifications d’équipement,,577,164,10,0
579,Armure,,577,164,20,0
580,Boucliers,,577,164,30,0
581,Armes,,577,164,40,0
582,Passe-partout,,577,164,50,0
583,Plans de l’Outreterre - Titre,,0,164,990,0
584,Plans de l’Outreterre,,583,2476,990,1
585,Modifications d’équipement,,584,164,10,0
586,Armure,,584,164,20,0
588,Armes,,584,164,30,0
589,Plans classiques - Titre,,0,164,999,0
590,Plans de forge,,589,2477,999,1
591,Alchimie de Kul Tiras - Titre,Alchimie de Zandalar - Titre,0,171,930,0
592,Alchimie de Kul Tiras,Alchimie de Zandalar,591,2478,930,1
593,Alchimie des îles Brisées - Titre,,0,171,940,0
594,Alchimie de Draenor - Titre,,0,171,950,0
595,Alchimie de Pandarie - Titre,,0,171,960,0
596,Alchimie de Pandarie,,595,2481,960,1
597,Alchimie de Cataclysm - Titre,,0,171,970,0
598,Alchimie de Cataclysm,,597,2482,970,1
599,Alchimie du Norfendre - Titre,,0,171,980,0
600,Alchimie du Norfendre,,599,2483,980,1
601,Alchimie d’Outreterre - Titre,,0,171,990,0
602,Alchimie de l’Outreterre,,601,2484,990,1
603,Alchimie classique - Titre,,0,171,999,0
604,Alchimie,,603,2485,999,1
605,Potions de combat,,592,171,10,0
606,Potions utilitaires,,592,171,20,0
607,Flacons,,592,171,30,0
608,Transmutation,,592,171,40,0
609,Bijoux,,592,171,50,0
610,Outil de travail,,592,171,999,0
611,Potions,,596,171,10,0
612,Élixirs,,596,171,20,0
613,Flacons,,596,171,30,0
614,Transmutation,,596,171,40,0
615,Bijoux,,596,171,50,0
616,Huiles,,596,171,60,0
617,Chaudrons,,598,171,5,0
618,Potions,,598,171,10,0
619,Élixirs,,598,171,20,0
620,Flacons,,598,171,30,0
621,Transmutation,,598,171,40,0
622,Bijoux,,598,171,50,0
623,Huiles,,598,171,60,0
624,Montures,,598,171,70,0
625,Recherche,,600,171,5,0
626,Potions,,600,171,10,0
627,Élixirs,,600,171,20,0
628,Flacons,,600,171,30,0
629,Transmutation,,600,171,40,0
630,Bijoux,,600,171,50,0
631,Huiles,,600,171,60,0
632,Chaudrons,,602,171,5,0
633,Potions,,602,171,10,0
634,Élixirs,,602,171,20,0
635,Flacons,,602,171,30,0
636,Transmutation,,602,171,40,0
637,Bijoux,,602,171,50,0
638,Potions,,604,171,10,0
639,Élixirs,,604,171,20,0
640,Flacons,,604,171,30,0
641,Transmutation,,604,171,40,0
