Field_11_0_0_54935_000_lang,ID,Field_11_0_0_54935_002,GossipXUIDisplayInfoID
|cnWHITE_FONT_COLOR:Souvenirs perdus|r|nRécupérez les souvenirs volés pendant l’invasion kobold !,3,122390,51
"|cnWHITE_FONT_COLOR:Déferlement de Kobolds|r|nLes Kobolds se sont emparés du Repos de Kriegval, il faut les déloger !",4,122392,51
|cnWHITE_FONT_COLOR:Sortie de Dagran|r|nDagran Thaurissan II cherche de l’aide pour aller s’entraîner sur le terrain.,5,122393,51
|cnWHITE_FONT_COLOR:Bougies amusantes|r|nSquick a entendu dire que les troupes imprégnées de ténèbres avaient laissé des bougies amusantes. Il est venu les chercher… mais il est tombé sur le Vide !,6,122394,51
|cnWHITE_FONT_COLOR:Rituel des ténèbres|r|nL’Ordre de la nuit mène un rituel profane pour corrompre la zone !,7,122376,59
|cnWHITE_FONT_COLOR:Assaut de Kyron|r|nKyron le Grand lance un assaut contre le sanctuaire Noctechute et a besoin de votre aide !,8,122377,59
|cnWHITE_FONT_COLOR:Parasites|r|nFinissez la mission où les falotiers et falotières se sont fait tuer pour sauver les otages de l’Ordre de la nuit.,9,122378,59
|cnWHITE_FONT_COLOR:NYI|r|n,10,122379,59
|cnWHITE_FONT_COLOR:Victimes de tortures|r|nLes Nérubiens évolués torturent des prisonniers dans le donjon de l’Abîme.,11,122380,60
|cnWHITE_FONT_COLOR:Sauvetage de la Tisserande|r|nTrois agents de la Tisserande se trouvent dans le donjon de l’Abîme. Il faut les libérer !,12,122382,60
|cnWHITE_FONT_COLOR:Recherche évoluée|r|nUn chercheur nérubien évolué mène des expériences perverses.,13,122384,60
|cnWHITE_FONT_COLOR:Évolution incontrôlable|r|nUne expérience dans le donjon de l’Abîme a dégénéré et le sujet menace de s’évader.,14,122385,60
|cnWHITE_FONT_COLOR:Mineurs perdus|r|nSauvez des ouvriers et ouvrières de la mine terrestre des mains des Fongiciens.,15,122386,50
|cnWHITE_FONT_COLOR:Putréfaction galopante|r|nUn mage du Kirin Tor tente de repousser la putréfaction répandue par les Fongiciens.,16,122387,50
|cnWHITE_FONT_COLOR:Explorations concurrentes|r|nDes membres de la Ligue des explorateurs ont commencé une compétition amicale dans les profondeurs de la grotte.,17,122388,50
|cnWHITE_FONT_COLOR:Tremblements de téléportation|r|nAidez un ingénieur loquace à réparer son réseau de téléportation.,18,122389,50
"|cnWHITE_FONT_COLOR:Porcs perdus|r|nLes porcs d’une ferme ont disparu dans les grottes, il faut les récupérer.",19,122332,58
|cnWHITE_FONT_COLOR:La grande chasse au trésor|r|nLe chef Dinaire organise une chasse au trésor.,20,122333,58
|cnWHITE_FONT_COLOR:NYI|r|n,21,122334,58
|cnWHITE_FONT_COLOR:Morceau de champignon|r|nAliya Heaume-Colline a besoin d’aide pour reprendre un champignon à un monstre particulièrement retors.,22,122335,58
|cnWHITE_FONT_COLOR:Génie en cage|r|nLes Kobolds ont envahi le moulin à eau et kidnappé le personnel technique qui assure son fonctionnement.,23,122395,52
|cnWHITE_FONT_COLOR:Problèmes de confiance|r|nAidez une Kobold et un mandataire des machines à récupérer des trésors dans le moulin à eau.,24,122396,52
|cnWHITE_FONT_COLOR:Dérouillée d’éveil|r|nLes mandataires des machines ont besoin d’aide pour tester un nouvel appareil qui permettrait de récupérer des composants volés.,25,122397,52
|cnWHITE_FONT_COLOR:NYI|r|n,26,122399,52
|cnWHITE_FONT_COLOR:Sauvetage illusoire|r|nSauvez des Arathors des mains des Kobyss.,27,122400,53
|cnWHITE_FONT_COLOR:NYI|r|n,28,122401,53
|cnWHITE_FONT_COLOR:Le pari de Raen|r|nRaen Aubecavalyr cherche de l’aide pour récupérer les reliques volées par les Kobyss.,29,122402,53
|cnWHITE_FONT_COLOR:Terreur rampante|r|nLes Kobyss tentent de contrôler une chose venue des entrailles du monde.,30,122403,53
|cnWHITE_FONT_COLOR:Manigances gobelines|r|nEnquêtez sur la présence gobeline dans l’abysse de Tak-Rethan.,31,122404,54
|cnWHITE_FONT_COLOR:Kidnapping de Flairan|r|nLes Kobyss ont capturé plusieurs Flairans et Flairanes !,32,122406,54
|cnWHITE_FONT_COLOR:Fureur de phéromones|r|nLes Kobyss ont dérobé plusieurs caisses de phéromones pour tendre une embuscade aux soutiens de la Tisserande.,33,122407,54
|cnWHITE_FONT_COLOR:NYI|r|n,34,122408,54
|cnWHITE_FONT_COLOR:Terrestres otages|r|nLes Nérubiens ont pris en otage les mineurs et mineuses de Landefrey !,35,122341,56
|cnWHITE_FONT_COLOR:Minerais précieux|r|nRendez des forces aux Terrestres trop faibles pour résister aux Nérubiens.,36,122372,56
|cnWHITE_FONT_COLOR:Sol enflammé|r|nDéjouez la menace nérubienne avec l’aide d’un membre égaré des falotiers.,37,122373,56
|cnWHITE_FONT_COLOR:Recherche de trésor|r|nLes Sombrefer ne reculent devant rien pour trouver des trésors.,38,122374,56
|cnWHITE_FONT_COLOR:Gemmes perdues|r|nLes Nérubiens ont dérobé une réserve de gemmes mémorielles !,39,122409,63
|cnWHITE_FONT_COLOR:Fracassement de Skardyn|r|nLes Nérubiens utilisent des Skardyns pour enlever des mandataires des machines !,40,122410,63
|cnWHITE_FONT_COLOR:Kidnapping de Kobold|r|nDeux Kobolds pacifiques ont besoin d’aide pour sauver leurs proches des Nérubiens.,41,122411,63
|cnWHITE_FONT_COLOR:NYI|r|n,42,122412,63
|cnWHITE_FONT_COLOR:Anciens rituels|r|nPrêtez main-forte aux falotiers et falotières pour déjouer un rituel nérubien dans les profondeurs du temple.,43,122413,64
"|cnWHITE_FONT_COLOR:Renilash appelle|r|nL’Ordre de la Nuit a envahi la brèche Grouillante, convaincu qu’elle jouera un rôle clé dans l’avènement de Renilash.",44,122414,64
|cnWHITE_FONT_COLOR:NYI|r|n,45,122415,64
"|cnWHITE_FONT_COLOR:Royaume des ombres|r|nLa brèche Grouillante est étonnamment calme, hormis un portail étrange qui y flotte.",46,122416,64
|cnWHITE_FONT_COLOR:Otages victimes de tortures|r|nOn a rassemblé à la Trame spiralée des victimes venues de tout Azeroth pour les torturer.,47,122417,57
|cnWHITE_FONT_COLOR:Avec les compliments de la Tisserande|r|nLa Tisserande a un plan pour perturber les opérations à l’intérieur de la Trame spiralée.,48,122418,57
|cnWHITE_FONT_COLOR:Étranges perturbations|r|nLes Nérubiens de la Trame spiralée semblent se comporter de manière étrange.,49,122419,57
|cnWHITE_FONT_COLOR:NYI|r|n,50,122420,57
"|cnWHITE_FONT_COLOR:Le pouvoir de Zekvir|r|nZekvir, Main de la messagère, a établi ici son infâme demeure. Seuls les plus forts pourront le défier.",52,34450,61
|cnWHITE_FONT_COLOR:Excavation en perdition|r|nUne équipe gobeline qui creusait dans la zone ne donne plus de nouvelles.,53,129109,65
|cnWHITE_FONT_COLOR:Bénéfices du Sang noir|r|nUn Gobelin cherche à faire des bénéfices avec le Sang noir de la région.,54,129110,65
|cnWHITE_FONT_COLOR:Failles bagarreuses|r|nDes déchirures étranges se sont ouvertes un peu partout dans le site d’excavation 9.,55,129111,65
"|cnWHITE_FONT_COLOR:Tout ce qui brille|r|nLe groupe imprégné de ténèbres a volé de l’or à la population, et s’en sert pour animer un élémentaire !",60,130367,66
|cnWHITE_FONT_COLOR:M. ARCHÉO|r|nPlusieurs membres d’une équipe mécanique gobeline ont disparu dans le chenal de ruelle.,61,130368,66
|cnWHITE_FONT_COLOR:Tests de téléportation|r|nDes téléporteurs expérimentaux sont utilisés pour faciliter les opérations imprégnées de ténèbres dans la région.,62,130369,66
"|cnWHITE_FONT_COLOR:Prototype de labyrinthe|r|nExplorez une immense grotte grouillant de Nérubiens, de fongiciens et la Lumière sait quelles autres créatures.",63,34450,67
|cnWHITE_FONT_COLOR:Un spectacle mémorable|r|nLe Père Foreur broie parfois ses adversaires dans des matchs à guichets fermés sous le dôme de la Démolition.,64,34450,68
|cnWHITE_FONT_COLOR:Bougies corrompues|r|nLes troupes gobelines imprégnés de ténèbres mettent le Repos de Kriegval à sac. Aidez les Kobolds à rétablir l’ordre.,65,133756,51
"|cnWHITE_FONT_COLOR:Opération Suprétincelante|r|nUne opération de forage gnome s’est installée là, mais la concurrence imprégnée de ténèbres vient y semer la pagaille.",67,133769,50
|cnWHITE_FONT_COLOR:Larves et insectes|r|nAidez l’équipe d’extermination à gérer une infestation d’envergure.,68,133773,56
|cnWHITE_FONT_COLOR:La clé du problème !|r|nTous les anciens problèmes ont été réglés… en créant d’autres problèmes !,69,133774,52
|cnWHITE_FONT_COLOR:Perturbations imprégnées de ténèbres|r|nUn nouveau camp gobelin imprégné de ténèbres est en cours d’installation. Mettez-y un terme !,70,133778,63
"|cnWHITE_FONT_COLOR:Reliques des Dieux très anciens |r|nLes brutes de Gallywix ont touché à des reliques des Dieux très anciens, alors gérez la situation avant qu’elle n’empire !",71,133782,64
|cnWHITE_FONT_COLOR:Un compte à régler|r|nAidez Nimsi à régler ses comptes avec l’Ordre de la nuit.,73,133783,59
|cnWHITE_FONT_COLOR:Vacances orphelines|r|nAidez Alyza Flambarc à poursuivre sa vengeance sanguinaire contre les Kobyss.,75,133786,53
