ID,Name_lang,Description_lang,GarrAbilityCategoryID,GarrFollowerTypeID,IconFileDataID,FactionChangeGarrAbilityID,Flags
4,Tueur d’Orcs,Augmente les chances de succès lorsque le sujet combat des Orcs.,1,1,897144,0,1
5,Blizzard,Permet à un mage d’infliger des dégâts à de nombreux ennemis.,0,1,135857,0,0
6,Pavois,Permet à un guerrier de réduire fortement les dégâts.,0,1,132362,0,0
7,Montagnard,Augmente les chances de succès lorsque le sujet combat en montagne.,6,1,236848,0,1
8,Sang froid,Augmente les chances de succès lorsque le sujet combat dans la neige.,6,1,236833,0,1
9,Habitué du désert,Augmente les chances de succès lorsque le sujet combat dans le désert.,6,1,236846,0,1
10,Saut de foi,Permet à un prêtre d’aider la cible à échapper au danger (ou juste l’embêter).,0,1,463835,0,0
11,Prière de soins,Permet à un prêtre de soigner un groupe d’alliés.,0,1,135943,0,0
29,Bon élève,Augmente de 50 % la quantité d’expérience accumulée par ce sujet pendant les missions.,7,1,236225,0,33
30,Meneur naturel,Augmente l’expérience gagnée par les sujets pendant les missions.,0,1,236362,0,3
36,Tueur de démons,Augmente les chances de succès lorsque le sujet combat des démons.,1,1,254651,0,1
37,Tueur de bêtes,Augmente les chances de succès lorsque le sujet combat des bêtes.,1,1,298659,0,1
38,Tueur d’ogres,Augmente les chances de succès lorsque le sujet combat des Ogres.,1,1,236695,0,1
39,Tueur de primordiaux,Augmente les chances de succès lorsque le sujet combat des ennemis primordiaux et leurs sbires.,1,1,254105,0,1
40,Tueur de Gronns,Augmente les chances de succès lorsque le sujet combat des briseurs et leurs sbires.,1,1,236412,0,1
41,Tueur de furies,Augmente les chances de succès lorsque le sujet combat des fureurs élémentaires.,1,1,254652,0,1
42,Tueur du Vide,Augmente les chances de succès lorsque le sujet combat des aberrations et des Morts-vivants.,1,1,298680,0,1
43,Tueur d’arakkoa,Augmente les chances de succès lorsque le sujet combat des arakkoa et leurs sbires.,1,1,952507,0,1
44,Naturaliste,Augmente les chances de succès lorsque le sujet combat dans la forêt.,6,1,236830,0,1
45,Troglodyte,Augmente les chances de succès lorsque le sujet combat sous terre.,6,1,409595,0,1
46,Guérillero,Augmente les chances de succès lorsque le sujet combat dans la jungle.,6,1,236850,0,1
47,Maître assassin,Octroie un bonus très important aux chances de succès des missions.,11,1,458726,0,19
48,Marcheur des marais,Augmente les chances de succès lorsque le sujet combat dans un marais.,6,1,236819,0,1
49,Coureur des plaines,Augmente les chances de succès lorsque le sujet combat dans les plaines.,6,1,236712,0,1
52,Minage,Améliore la production des commandes lors de son assignation à la mine.,5,1,4620679,0,33
53,Herboristerie,Apporte des améliorations en herboristerie et améliore la production des commandes lors de son assignation au jardin de simples.,5,1,4620675,0,33
54,Alchimie,Propose diverses améliorations en alchimie lors de son assignation au laboratoire d’alchimie et augmente les chances de réussite des missions d’alchimie.,5,1,4620669,0,33
55,Forge,Permet de réduire la perte de durabilité de vos objets et améliore la production des commandes lors de son assignation à la forge et augmente les chances de réussite des missions de forge.,5,1,4620670,0,33
56,Enchantement,Propose diverses améliorations en enchantement lors de son assignation au cabinet d’enchanteur et augmente les chances de réussite des missions d’enchantement.,5,1,4620672,0,33
57,Ingénierie,"Vend des gadgets d’ingénierie, améliore la production des commandes lors de son assignation au pôle d’ingénierie et augmente les chances de réussite des missions d’ingénierie.",5,1,136243,0,33
58,Calligraphie,"Permet de créer des documents spéciaux et améliore la production des commandes lors de son assignation à l’étude de scribe, et augmente les chances de réussite des missions de calligraphie.",5,1,4620676,0,33
59,Joaillerie,Propose diverses améliorations en joaillerie lors de son assignation à la boutique de gemmes et augmente les chances de réussite des missions de joaillerie.,5,1,4620677,0,33
60,Travail du cuir,"Vous permet de créer des tentes, améliore la production des commandes lors de son assignation à la tannerie et augmente les chances de réussites des missions de travail du cuir.",5,1,4620678,0,33
61,Couture,Propose diverses améliorations en couture lors de son assignation à l’atelier de couture et augmente les chances de réussite des missions de couture.,5,1,4620681,0,33
62,Dépeçage,Améliore la production des commandes suivant le niveau du sujet si vous l’affectez à la grange.,5,1,4620680,0,33
63,Ami des Gnomes,Augmente les chances de succès lors des missions avec un Gnome.,4,1,236446,73,9
64,Humaniste,Augmente les chances de succès lors des missions avec un Humain.,4,1,236447,71,9
65,Barbophile,Augmente les chances de succès lors des missions avec un Nain.,4,1,236443,70,9
66,Enfant d’Élune,Augmente les chances de succès lors des missions avec un Elfe de la nuit.,4,1,236450,74,9
67,Allié d’Argus,Augmente les chances de succès lors des missions avec un Draeneï.,4,1,236442,72,9
68,Cynophile,Augmente les chances de succès lors des missions avec un Worgen.,4,1,528692,75,9
69,Boit-sans-soif,Augmente les chances de succès lors des missions avec un Pandaren.,4,1,626190,0,1
70,Rejeton de Draenor,Augmente les chances de succès lors des missions avec un Orc.,4,1,236451,65,5
71,Fascination morbide,Augmente les chances de succès lors des missions avec un Mort-vivant.,4,1,236457,64,5
72,Totémiste,Augmente les chances de succès lors des missions avec un Tauren.,4,1,236454,67,5
73,Zélote vaudou,Augmente les chances de succès lors des missions avec un Troll.,4,1,236456,63,5
74,Elficacité,Augmente les chances de succès lors des missions avec un Elfe de sang.,4,1,236440,66,5
75,Économiste,Augmente les chances de succès lors des missions avec un Gobelin.,4,1,632354,68,5
76,Bonne endurance,Augmente les chances de succès lors des missions dont la durée est supérieure à 7 heures.,8,1,135987,0,1
77,Sursaut de puissance,Augmente les chances de succès lors des missions dont la durée est inférieure à 7 heures.,8,1,136088,0,1
78,Loup solitaire,Augmente les chances de succès lors des missions en solo.,9,1,538568,0,3
79,Ferrailleur,Augmente de 100% la quantité de ressources de fief obtenues pendant les missions.,7,1,413571,0,1
80,Entraînement additionnel,Augmente de 30% l’expérience gagnée par tous les sujets pendant les missions.,7,1,975743,0,1
100,Provocation,Force un ennemi à attaquer le guerrier.,0,1,136080,0,0
101,Flèches multiples,Permet à un chasseur de blesser de nombreux ennemis.,0,1,132330,0,0
102,Bond héroïque,Permet à un guerrier d’échapper rapidement au danger.,0,1,236171,0,0
103,Tir rapide,Augmente considérablement les dégâts en rafale du chasseur.,0,1,132208,0,0
104,Assommer,Permet à un voleur de neutraliser un ennemi dangereux (ou juste vous ennuyer).,0,1,132310,0,0
105,Coup de pied,Permet à un voleur d’interrompre un sort (super frustrant).,0,1,132219,0,0
106,Salve de guérison,Permet à un chaman de soigner un groupe d’alliés.,0,1,136042,0,0
107,Purifier l’esprit,Permet à un chaman d’annuler un effet magique néfaste.,0,1,236288,0,0
108,Grondement,Force la cible à attaquer le druide.,0,1,132270,0,0
114,Sombre ordre,Force la cible à attaquer le chevalier de la mort.,0,1,136088,0,0
115,Bouclier d’os,Protège le chevalier de la mort avec un bouclier d’os.,0,1,458717,0,0
116,Mort et décomposition,Permet à un chevalier de la mort de blesser de nombreux ennemis.,0,1,136144,0,0
117,Gel de l’esprit,Gèle le cerveau de l’adversaire pour interrompre un sort.,0,1,237527,0,0
118,Renforcer l’arme runique,Augmente considérablement les dégâts en rafale du chevalier de la mort.,0,1,135372,0,0
119,Carapace anti-magie,Protège le chevalier de la mort des effets magiques néfastes.,0,1,136120,0,0
120,Enchaînement,Permet à un guerrier de blesser plusieurs ennemis. Sert également à décrire toutes les équipes d’arène.,0,1,132338,0,0
121,Volée de coups,Permet à un guerrier d’interrompre un sort.,0,1,132938,0,0
122,Témérité,Permet à un guerrier d’augmenter fortement les dégâts en rafale.,0,1,603532,0,0
123,Rétribution,Force la cible à attaquer le paladin.,0,1,135984,0,0
124,Bouclier divin,Permet à un paladin d’éviter de subir des dégâts. Sert aussi à s’échapper comme un lâche (honteux).,0,1,524354,0,0
125,Epuration,Permet à un paladin d’annuler un effet magique néfaste.,0,1,135949,0,0
126,Réprimandes,Permet à un paladin d’interrompre un sort.,0,1,523893,0,0
127,Repentir,Permet à un paladin de neutraliser un ennemi dangereux.,0,1,135942,0,0
