ID,FailureReason_lang,PlayerConditionID,OrderIndex,Flags,CampaignID
15,Les éclaireurs cherchent à établir une autre tête de pont en Zandalar.|n|nAtteindre le niveau 118 pour continuer.,62175,2,0,1
16,Le haut-commandant Verroctone prépare une attaque directe sur Zandalar.|n|nAtteindre le niveau 120 pour continuer.,62523,3,0,1
17,Terminer les quêtes « L’offensive du Loup » et « L’envoi de la flotte » pour vous rendre à Nazjatar.,72028,4,0,1
23,Les éclaireurs cherchent à établir une autre tête de pont en Kul Tiras.|n|nAtteindre le niveau 118 pour continuer.,62186,2,0,2
24,Nathanos prépare une attaque directe sur Kul Tiras.|n|nAtteindre le niveau 120 pour continuer.,62524,3,0,2
25,Terminer la suite de quêtes « Honneur perdu » pour continuer la campagne militaire.,69018,4,0,2
30,Terminer les quêtes « L’ordre du chef de guerre » et « L’envoi de la flotte » pour vous rendre à Nazjatar.,72029,5,0,2
156,Terminer « Désolé pour la poussière » pour continuer.,77905,0,0,114
161,,90281,0,0,126
167,,0,1,0,111
168,Finir le chapitre « Trompe-l’œil » des Chaînes de domination pour poursuivre cette campagne.,92548,2,0,113
170,Atteindre le niveau de renom 5 pour poursuivre la campagne.,88564,3,0,113
171,Atteindre le niveau de renom 8 pour poursuivre la campagne.,88568,4,0,113
172,Atteindre le niveau de renom 11 pour poursuivre la campagne.,86974,5,0,113
174,Atteindre le niveau de renom 13 pour poursuivre la campagne.,86977,6,0,113
175,Atteindre le niveau de renom 17 pour poursuivre la campagne.,86981,7,0,113
176,Atteindre le niveau de renom 22 pour poursuivre la campagne.,86990,9,0,113
177,Atteindre le niveau $pcMinLevel pour continuer.,87254,3,0,114
178,Atteindre le niveau $pcMinLevel pour continuer.,87384,1,0,124
186,Terminer la quête « Un appel du Bastion » pour continuer la campagne.,88058,0,0,119
187,Terminer la quête « Un appel de Maldraxxus » pour continuer la campagne.,88059,0,0,115
188,Terminer la quête « Un appel de Sylvarden » pour continuer la campagne.,88060,0,0,117
189,Terminer la quête « Un appel de Revendreth » pour continuer la campagne.,88061,0,0,113
190,Terminer le chapitre « Trompe-l’œil » des Chaînes de domination pour poursuivre cette campagne.,92548,2,0,119
191,Atteindre le niveau de renom 5 pour poursuivre la campagne.,88561,3,0,119
192,Atteindre le niveau de renom 8 pour poursuivre la campagne.,88565,4,0,119
193,Atteindre le niveau de renom 11 pour poursuivre la campagne.,86212,5,0,119
194,Atteindre le niveau de renom 13 pour poursuivre la campagne.,86213,6,0,119
195,Atteindre le niveau de renom 17 pour poursuivre la campagne.,86214,7,0,119
196,Atteindre le niveau de renom 20 pour poursuivre la campagne.,86215,8,0,119
