ID,Name_lang,NameAlt_lang,Title_lang,TitleAlt_lang,Classification,CreatureType,CreatureFamily,StartAnimState,DisplayID[0],DisplayID[1],DisplayID[2],DisplayID[3],DisplayProbability[0],DisplayProbability[1],DisplayProbability[2],DisplayProbability[3],AlwaysItem[0],AlwaysItem[1],AlwaysItem[2]
3,Dévoreur,,,,0,6,0,0,987,0,0,0,1,1,1,1,0,0,0
89,Infernal,,,,0,3,108,0,87778,0,0,0,1,1,1,1,0,0,0
304,Palefroi corrompu,,,,0,3,0,0,2346,0,0,0,1,1,1,1,0,0,0
305,Etalon blanc,,,,0,1,0,0,2410,0,0,0,1,1,1,1,0,0,0
416,Diablotin,,,,0,3,23,0,64799,0,0,0,1,1,1,1,0,0,0
417,Chasseur corrompu,,,,0,3,15,0,113609,0,0,0,1,1,1,1,0,0,0
444,Seigneur Porcinet,,,,0,14,0,0,22938,0,0,0,1,1,1,1,0,0,0
721,Lapin,,,,0,8,0,0,328,4626,0,0,1,1,1,1,0,0,0
1748,Généralissime Bolvar Fordragon,,,,1,7,0,0,5566,0,0,0,1,1,1,1,2178,143,0
1860,Marcheur du Vide,,,,0,3,16,0,113621,0,0,0,1,1,1,1,0,0,0
1863,Succube,,,,0,3,17,0,77396,0,0,0,1,1,1,1,0,0,0
2671,Ecureuil mécanique,,,,0,12,0,0,7937,0,0,0,1,1,1,1,0,0,0
2748,Archaedas,,Ancien gardien des pierres,,1,5,0,0,5988,0,0,0,1,1,1,1,2557,0,0
3524,Esprit du loup,,,,0,1,0,0,1236,0,0,0,1,1,1,1,0,0,0
3771,Implorateur de l’enfer mornecœur,,,,0,3,0,0,2013,0,0,0,0,0,0,0,0,0,0
3823,Coureur Patte-fantôme,,,,0,1,1,0,802,0,0,0,0,0,0,0,0,0,0
3956,Harklan Bosquelune,,Fournitures d'alchimie,,0,7,0,0,4183,0,0,0,0,0,0,0,0,0,0
4075,Rat,,,,0,8,0,0,1141,1418,2176,0,2,2,1,1,0,0,0
4274,Fenrus le Dévoreur,,,,1,1,0,0,20180,0,0,0,0,1,1,1,0,0,0
4275,Archimage Arugal,,,,1,7,0,0,2353,0,0,0,0,1,1,1,6322,0,0
4780,Bélier noir,,,,0,1,0,0,2784,0,0,0,1,1,1,1,0,0,0
5198,Loup arctique,,,,0,1,0,0,1166,0,0,0,1,1,1,1,0,0,0
7109,Gangrelige jadefeu,,,,0,3,0,0,11334,0,0,0,0,0,0,0,0,0,0
7380,Chat siamois,,,,0,12,0,0,5585,0,0,0,1,1,1,1,0,0,0
7381,Chat tigré argenté,,,,0,12,0,0,5555,0,0,0,1,1,1,1,0,0,0
7382,Chat tigré roux,,,,0,12,0,0,5554,0,0,0,1,1,1,1,0,0,0
7383,Chat tigré noir,,,,0,12,0,0,5448,0,0,0,1,1,1,1,0,0,0
7384,Rex de Cornouailles,,,,0,12,0,0,5586,0,0,0,1,1,1,1,0,0,0
7385,Chat bombay,,,,0,12,0,0,5556,0,0,0,1,1,1,1,0,0,0
7386,Chaton blanc,,,,0,12,0,0,9990,0,0,0,1,1,1,1,0,0,0
7387,Ara aile verte,,,,0,12,0,3,5207,0,0,0,1,1,1,1,0,0,0
7388,Cacatoès,,,,0,12,0,3,6189,0,0,0,1,1,1,1,0,0,0
7389,Sénégal,,,,0,12,0,3,6190,0,0,0,1,1,1,1,0,0,0
7390,Cockatiel,,,,0,12,0,3,6191,0,0,0,1,1,1,1,0,0,0
7391,Ara jacinthe,,,,0,12,0,3,6192,0,0,0,1,1,1,1,0,0,0
7392,Poulet des prairies,,,,0,12,0,0,304,0,0,0,1,1,1,1,0,0,0
7393,Poulet Chantecler blanc,,,,0,12,0,0,304,0,0,0,1,1,1,1,0,0,0
7394,Poulet d'Ancône,,,,0,12,0,0,5369,0,0,0,1,1,1,1,0,0,0
7395,Cafard de Fossoyeuse,,,,0,12,0,0,2177,0,0,0,1,1,1,1,0,0,0
7543,Jeune dragonnet sombre,,,,0,12,0,3,6288,0,0,0,1,1,1,1,0,0,0
7544,Jeune dragonnet cramoisi,,,,0,12,0,3,6290,0,0,0,1,1,1,1,0,0,0
7545,Jeune dragonnet émeraude,,,,0,12,0,3,6291,0,0,0,1,1,1,1,0,0,0
7546,Jeune dragonnet de bronze,,,,0,12,0,3,6292,0,0,0,1,1,1,1,0,0,0
7547,Jeune dragonnet azur,,,,0,12,0,3,6293,0,0,0,1,1,1,1,0,0,0
7548,Faeling,,,,0,12,303,0,6294,0,0,0,1,1,1,1,0,0,0
7549,Grenouille arboricole,,,,0,12,0,0,6295,0,0,0,1,1,1,1,0,0,0
7550,Grenouille forestière,,,,0,12,0,0,901,0,0,0,1,1,1,1,0,0,0
7551,Grenouille cracheuse,,,,0,12,0,0,6296,0,0,0,1,1,1,1,0,0,0
7552,Grenouille insulaire,,,,0,12,0,0,6297,0,0,0,1,1,1,1,0,0,0
7553,Grande chouette cornue,,,,0,12,0,3,4615,0,0,0,1,1,1,1,0,0,0
7554,Chouette blanche,,,,0,14,0,3,6298,0,0,0,1,1,1,1,0,0,0
7555,Chouette-faucon,,,,0,12,0,3,6299,0,0,0,1,1,1,1,0,0,0
7556,Grand-duc,,,,0,12,0,3,6300,0,0,0,1,1,1,1,0,0,0
7560,Lapin patte-blanche,,,,0,12,0,0,328,0,0,0,1,1,1,1,0,0,0
7561,Serpent albinos,,,,0,12,0,0,2955,0,0,0,1,1,1,1,0,0,0
7562,Serpent brun,,,,0,12,0,0,2957,0,0,0,1,1,1,1,0,0,0
7563,Flèche bleue,,,,0,12,0,0,2956,0,0,0,1,1,1,1,0,0,0
7565,Cobra noir,,,,0,12,0,0,1206,0,0,0,1,1,1,1,0,0,0
7566,Serpent écarlate,,,,0,12,0,0,2954,0,0,0,1,1,1,1,0,0,0
7567,Serpent cramoisi,,,,0,12,0,0,6303,0,0,0,1,1,1,1,0,0,0
7568,Jeune serpent,,,,0,12,0,0,2954,0,0,0,1,1,1,1,0,0,0
7569,Mocassin d'eau,,,,0,12,0,0,1986,0,0,0,1,1,1,1,0,0,0
7570,Feu follet elfique,,,,0,12,0,0,1824,0,0,0,1,1,1,1,0,0,0
7952,Zjolnir,,Dresseur de raptors,,0,7,0,0,7037,0,0,0,100,0,0,0,6680,0,0
8376,Poulet mécanique,,,,0,12,0,0,7920,0,0,0,1,1,1,1,0,0,0
9656,Bombinette,,,,0,12,0,0,8909,0,0,0,1,1,1,1,0,0,0
9657,Petit fumant,,,,0,12,0,0,8910,0,0,0,1,1,1,1,0,0,0
9662,Jeune fée fléchetteuse,,,,0,12,303,3,6294,0,0,0,1,1,1,1,0,0,0
9936,Chaton corrompu,,,,0,12,0,0,9209,0,0,0,1,1,1,1,0,0,0
10259,Jeune worg,,,,0,12,0,0,9563,9572,0,0,1,0,0,0,0,0,0
10261,Gangrechien ardent,,,,0,3,0,0,1913,0,0,0,0,0,0,0,0,0,0
10414,Horreur régénérée,,,,1,6,0,0,1693,0,0,0,0,1,1,1,0,0,0
10578,Bom'bay,,Apprenti féticheur,,0,7,0,0,9911,0,0,0,100,0,0,0,4993,0,0
10598,Jeune couveuse,,,,0,12,0,0,27718,0,0,0,1,1,0,0,0,0,0
11236,Perroquet de sang,,,,0,12,0,3,9554,0,0,0,1,1,1,1,0,0,0
11325,Bébé panda,,,,0,12,0,0,10990,0,0,0,1,1,1,1,0,0,0
11326,Mini Diablo,,Seigneur de la Terreur,,0,12,0,0,10992,0,0,0,1,1,1,1,0,0,0
11327,Zergling,,,,0,12,0,0,10993,0,0,0,1,1,1,1,0,0,0
11502,Ragnaros,,,,1,4,0,0,11121,0,0,0,0,1,1,1,0,0,0
11822,Gardien de Reflet-de-Lune,Gardienne de Reflet-de-Lune,,,0,7,0,0,11774,11775,11776,11777,25,25,25,25,14475,0,12523
11859,Garde funeste,,,,0,3,19,0,64965,0,0,0,0,1,1,1,0,0,0
12222,Vase rampante,,,,1,15,0,0,14350,0,0,0,0,0,0,0,0,0,0
12350,Raptor violet de monte,,,,0,1,0,0,6473,0,0,0,1,1,1,1,0,0,0
12419,Crapaud mécanique,,,,0,12,0,0,901,0,0,0,1,1,1,1,0,0,0
14042,Rytama,,Lieur de Moro'gai,,0,7,0,0,14193,0,0,0,0,0,0,0,0,0,0
14143,Ar'lia,,Les Moro'gai,,0,12,0,0,14192,0,0,0,0,0,0,0,0,0,0
14305,Orphelin humain,,,,0,12,0,0,338,0,0,0,0,1,1,1,0,0,0
14421,Chien de prairie brun,,,,0,12,0,0,1072,0,0,0,1,1,1,1,0,0,0
14444,Orphelin orc,,,,0,12,0,0,14589,0,0,0,0,1,1,1,0,0,0
14505,Destrier de l'effroi,,,,0,3,0,0,14554,0,0,0,1,1,1,1,0,0,0
14629,Gueule d'acier caouanne,,,,0,12,0,0,14657,0,0,0,1,1,1,1,0,0,0
14630,Gueule d'acier luth,,,,0,12,0,0,14658,0,0,0,1,1,1,1,0,0,0
14631,Gueule d'acier olivâtre,,,,0,12,0,0,14659,0,0,0,1,1,1,1,0,0,0
14632,Gueule d'acier imbriquée,,,,0,12,0,0,14660,0,0,0,1,1,1,1,0,0,0
14633,Gueule d'acier albinos,,,,0,12,0,0,14661,0,0,0,1,1,1,1,0,0,0
14744,Hurleur de givre,,,,0,1,0,0,92901,0,0,0,1,1,1,1,0,0,0
14755,Minuscule dragon vert,,,,0,12,0,3,14778,0,0,0,1,1,1,1,0,0,0
14756,Minuscule dragon rouge,,,,0,12,0,3,14779,0,0,0,1,1,1,1,0,0,0
14878,Jubelin,,,,0,12,0,0,14938,0,0,0,1,1,1,1,0,0,0
15186,Bourbie,,,,0,12,0,0,15369,0,0,0,1,1,1,1,0,0,0
15356,Bébé murloc bleu,,,,0,12,0,0,15393,0,0,0,1,1,1,1,0,0,0
15357,Bébé murloc violet,,,,0,12,0,0,15397,0,0,0,1,1,1,1,0,0,0
15358,Albie,,,,0,12,0,0,15398,0,0,0,1,1,1,1,0,0,0
15359,Bébé murloc rose,,,,0,12,0,0,15396,0,0,0,1,1,1,1,0,0,0
15360,Bébé murloc vert,,,,0,12,0,0,15394,0,0,0,1,1,1,1,0,0,0
15361,Murki,,,,0,12,0,0,15395,0,0,0,1,1,1,1,0,0,0
15429,Suinteux dégoûtant,,,,0,12,0,0,15436,0,0,0,1,1,1,1,0,0,0
15548,Etalon spectral,,,,1,6,0,0,16408,0,0,0,0,0,0,0,0,0,0
15661,Bébé requin,,,,0,12,0,0,15595,0,0,0,1,1,1,1,0,0,0
15698,Assistant du Père Hiver,,,,0,12,0,0,15660,0,0,0,1,1,1,1,0,0,0
15699,Yéti mécanique paisible,,,,0,12,0,0,10269,0,0,0,1,1,1,1,0,0,0
15705,Petite assistante de l'Hiver,,,,0,12,0,0,15663,0,0,0,1,1,1,1,0,0,0
15706,Renne de l’hiver,,,,0,12,0,0,15904,0,0,0,1,0,0,0,0,0,0
15710,Mini-bonhomme de neige,,,,0,12,0,0,13610,0,0,0,0,0,0,0,0,0,0
