ID,EffectDescription_lang,AuraDescription_lang,SpellEffectType,AuraEffectType,PointsSign,TargetType,SchoolMask,EffectOrderIndex,AuraOrderIndex
1,Inflige $s@effectindex points de dégâts physiques à un ennemi.,,2,0,1,3,1,50,50
2,Inflige $s@effectindex points de dégâts du Sacré à un ennemi.,,2,0,1,3,2,50,50
3,Inflige $s@effectindex points de dégâts de Feu à un ennemi.,,2,0,1,3,4,50,50
4,Inflige $s@effectindex points de dégâts de Nature à un ennemi.,,2,0,1,3,8,50,50
5,Inflige $s@effectindex points de dégâts de Givre à un ennemi.,,2,0,1,3,16,50,50
6,Inflige $s@effectindex points de dégâts d’Ombre à un ennemi.,,2,0,1,3,32,50,50
7,Inflige $s@effectindex points de dégâts des Arcanes à un ennemi.,,2,0,1,3,64,50,50
8,Inflige $s@effectindex points de dégâts du Chaos à un ennemi.,,2,0,1,3,127,50,50
9,Inflige $s@effectindex points de dégâts physiques aux ennemis à moins de $A@effectindex mètres de l’impact.,,2,0,1,5,1,50,50
10,Inflige $s@effectindex points de dégâts du Sacré aux ennemis à moins de $A@effectindex mètres de l’impact.,,2,0,1,5,2,50,50
11,Inflige $s@effectindex points de dégâts de Feu aux ennemis à moins de $A@effectindex mètres de l’impact.,,2,0,1,5,4,50,50
12,Inflige $s@effectindex points de dégâts de Nature aux ennemis à moins de $A@effectindex mètres de l’impact.,,2,0,1,5,8,50,50
13,Inflige $s@effectindex points de dégâts de Givre aux ennemis à moins de $A@effectindex mètres de l’impact.,,2,0,1,5,16,50,50
14,Inflige $s@effectindex points de dégâts d’Ombre aux ennemis à moins de $A@effectindex mètres de l’impact.,,2,0,1,5,32,50,50
15,Inflige $s@effectindex points de dégâts des Arcanes aux ennemis à moins de $A@effectindex mètres de l’impact.,,2,0,1,5,64,50,50
16,Inflige $s@effectindex points de dégâts du Chaos aux ennemis à moins de $A@effectindex mètres de l’impact.,,2,0,1,5,127,50,50
17,Inflige $s@effectindex points de dégâts physiques aux ennemis à moins de $A@effectindex mètres.,,2,0,1,7,1,50,50
18,Inflige $s@effectindex points de dégâts du Sacré aux ennemis à moins de $A@effectindex mètres.,,2,0,1,7,2,50,50
19,Inflige $s@effectindex points de dégâts de Feu aux ennemis à moins de $A@effectindex mètres.,,2,0,1,7,4,50,50
20,Inflige $s@effectindex points de dégâts de Nature aux ennemis à moins de $A@effectindex mètres.,,2,0,1,7,8,50,50
21,Inflige $s@effectindex points de dégâts de Givre aux ennemis à moins de $A@effectindex mètres.,,2,0,1,7,16,50,50
22,Inflige $s@effectindex points de dégâts d’Ombre aux ennemis à moins de $A@effectindex mètres.,,2,0,1,7,32,50,50
23,Inflige $s@effectindex points de dégâts des Arcanes aux ennemis à moins de $A@effectindex mètres.,,2,0,1,7,64,50,50
24,Inflige $s@effectindex points de dégâts du Chaos aux ennemis à moins de $A@effectindex mètres.,,2,0,1,7,127,50,50
25,Inflige $s@effectindex points de dégâts physiques à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts physiques infligés toutes les $t@effectindex s.,6,3,1,3,1,50,50
26,Inflige $s@effectindex points de dégâts du Sacré à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts du Sacré infligés toutes les $t@effectindex s.,6,3,1,3,2,50,50
27,Inflige $s@effectindex points de dégâts de Feu à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts de Feu infligés toutes les $t@effectindex s.,6,3,1,3,4,50,50
28,Inflige $s@effectindex points de dégâts de Nature à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts de Nature infligés toutes les $t@effectindex s.,6,3,1,3,8,50,50
29,Inflige $s@effectindex points de dégâts de Givre à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts de Givre infligés toutes les $t@effectindex s.,6,3,1,3,16,50,50
30,Inflige $s@effectindex points de dégâts d’Ombre à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts d’Ombre infligés toutes les $t@effectindex s.,6,3,1,3,32,50,50
31,Inflige $s@effectindex points de dégâts des Arcanes à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts des Arcanes infligés toutes les $t@effectindex s.,6,3,1,3,64,50,50
32,Inflige $s@effectindex points de dégâts du Chaos à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts du Chaos infligés toutes les $t@effectindex s.,6,3,1,3,127,50,50
33,Étourdit un ennemi. Il est incapable de se déplacer et d’attaquer pendant $d.,Étourdi.,6,12,0,3,0,0,0
34,Augmente les vitesses d’attaque et d’incantation des personnages alliés à moins de $A@effectindex m de l’impact de $s@effectindex % pendant $d.,Vitesses d’attaque et d’incantation augmentées de $s@effectindex %.,6,193,1,6,0,0,0
35,Étourdit les ennemis à moins de $A@effectindex mètres. Ils sont incapables de se déplacer et d’attaquer pendant $d.,Étourdi.,6,12,0,7,0,0,0
36,Étourdit les ennemis à moins de $A@effectindex mètres de l’impact. Ils sont incapables de se déplacer et d’attaquer pendant $d.,Étourdi.,6,12,0,5,0,0,0
37,Soigne un allié pour $s@effectindex% de son maximum de points de vie.,,136,0,1,2,0,0,0
38,Immobilise un ennemi pendant $d au maximum.,Immobilisé.,6,26,0,3,0,20,0
42,Inflige des dégâts d’Ombre à un ennemi toutes les $t@effectindex s pendant $d.,Dégâts d’Ombre infligés toutes les $t@effectindex s.,6,70,1,3,32,50,50
43,Inflige des dégâts physiques à un ennemi.,,31,0,1,3,1,50,50
44,Inflige des dégâts du Sacré à un ennemi.,,31,0,1,3,2,50,50
45,Inflige des dégâts de Feu à un ennemi.,,31,0,1,3,4,50,50
46,Inflige des dégâts de Nature à un ennemi.,,31,0,1,3,8,50,50
47,Inflige des dégâts de Givre à un ennemi.,,31,0,1,3,16,50,50
48,Inflige des dégâts d’Ombre à un ennemi.,,31,0,1,3,32,50,50
49,Inflige des dégâts des Arcanes à un ennemi.,,31,0,1,3,64,50,50
50,Inflige des dégâts du Chaos à un ennemi.,,31,0,1,3,127,50,50
51,Inflige des dégâts physiques à un ennemi toutes les $t@effectindex s pendant $d.,Dégâts physiques infligés toutes les $t@effectindex s.,6,70,1,3,1,50,50
52,Inflige des dégâts du Sacré à un ennemi toutes les $t@effectindex s pendant $d.,Dégâts du Sacré infligés toutes les $t@effectindex s.,6,70,1,3,2,50,50
53,Inflige des dégâts de Feu à un ennemi toutes les $t@effectindex s pendant $d.,Dégâts de Feu infligés toutes les $t@effectindex s.,6,70,1,3,4,50,50
54,Inflige des dégâts de Nature à un ennemi toutes les $t@effectindex s pendant $d.,Dégâts de Nature infligés toutes les $t@effectindex s.,6,70,1,3,8,50,50
55,Inflige des dégâts de Givre à un ennemi toutes les $t@effectindex s pendant $d.,Dégâts de Givre infligés toutes les $t@effectindex s.,6,70,1,3,16,50,50
56,Inflige des dégâts des Arcanes à un ennemi toutes les $t@effectindex s pendant $d.,Dégâts des Arcanes infligés toutes les $t@effectindex s.,6,70,1,3,64,50,50
57,Inflige des dégâts du Chaos à un ennemi toutes les $t@effectindex s pendant $d.,Dégâts du Chaos infligés toutes les $t@effectindex s.,6,70,1,3,127,50,50
58,Inflige $s@effectindex points de dégâts physiques à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts physiques infligés toutes les $t@effectindex s.,6,3,1,1,1,50,50
59,Inflige $s@effectindex points de dégâts du Sacré à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts du Sacré infligés toutes les $t@effectindex s.,6,3,1,1,2,50,50
60,Inflige $s@effectindex points de dégâts de Feu à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts de Feu infligés toutes les $t@effectindex s.,6,3,1,1,4,50,50
61,Inflige $s@effectindex points de dégâts de Nature à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts de Nature infligés toutes les $t@effectindex s.,6,3,1,1,8,50,50
62,Inflige $s@effectindex points de dégâts de Givre à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts de Givre infligés toutes les $t@effectindex s.,6,3,1,1,16,50,50
63,Inflige $s@effectindex points de dégâts d’Ombre à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts d’Ombre infligés toutes les $t@effectindex s.,6,3,1,1,32,50,50
64,Inflige $s@effectindex points de dégâts des Arcanes à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts des Arcanes infligés toutes les $t@effectindex s.,6,3,1,1,64,50,50
65,Inflige $s@effectindex points de dégâts du Chaos à un ennemi toutes les $t@effectindex s pendant $d.,$s@effectindex points de dégâts du Chaos infligés toutes les $t@effectindex s.,6,3,1,1,127,50,50
66,Inflige des dégâts physiques à un ennemi toutes les $t@effectindex s pendant $d.,Dégâts physiques infligés toutes les $t@effectindex s.,6,70,1,1,1,50,50
