ID,Title_lang,GarrTypeID,ClassID,MaxTiers,UiOrder,Flags,UiTextureKitID,GarrTalentTreeType,PlayerConditionID,FeatureTypeIndex,FeatureSubtypeIndex,CurrencyID
4,,3,10,7,0,0,0,0,0,0,0,0
31,,3,7,7,0,0,0,0,0,0,0,0
107,,3,11,7,0,0,0,0,0,0,0,0
110,,3,9,7,0,0,0,0,0,0,0,0
113,,3,3,7,0,0,0,0,0,0,0,0
116,,3,8,7,0,0,0,0,0,0,0,0
119,,3,2,7,0,0,0,0,0,0,0,0
122,,3,1,7,0,0,0,0,0,0,0,0
125,,3,12,7,0,0,0,0,0,0,0,0
128,,3,6,7,0,0,0,0,0,0,0,0
131,,3,4,7,0,0,0,0,0,0,0,0
134,,3,5,7,0,0,0,0,0,0,0,0
150,,111,0,8,0,0,0,1,0,0,0,0
151,,3,0,7,0,0,253,0,0,0,0,0
152,Kriegsforschung,9,0,6,0,1,0,0,0,0,0,0
153,Kriegsforschung,9,0,6,0,1,0,0,0,0,0,0
260,Visions Research [NYI],9,0,6,0,0,253,0,0,0,0,0
263,MUTTERs Forschung - Solo,9,0,4,0,0,253,0,0,0,0,0
264,MUTTERs Forschung - Gruppe,9,0,4,0,0,253,0,0,0,0,0
265,MUTTERs Forschung - Glücksspieler,9,0,2,0,0,253,0,0,0,0,0
266,MUTTERs Forschung - Sprinter,9,0,2,0,0,253,0,0,0,0,0
267,MUTTERs Forschung - Erkundung,9,0,3,0,0,253,0,0,0,0,0
268,MUTTERs Forschung - Meilensteine,9,0,2,0,0,253,1,0,0,0,0
271,MUTTERs Forschung,9,0,6,0,0,5273,1,0,0,0,1719
272,Nadjia Nebelklinge,111,0,5,0,0,253,1,0,6,0,0
275,Traumweber,111,0,12,0,16,0,0,79281,6,3,0
276,Niya,111,0,12,0,16,0,0,79279,6,3,0
304,General Draven,111,0,12,0,16,0,0,79288,6,2,0
307,Reisenetzwerk,111,0,3,0,16,0,0,0,2,3,0
308,Reisenetzwerk,111,0,3,0,16,5283,0,0,2,1,0
309,Reisenetzwerk,111,0,3,0,16,0,0,0,2,2,0
310,Reisenetzwerk,111,0,3,0,16,0,0,0,2,4,0
311,Animaleiter,111,0,3,0,16,0,0,0,1,3,0
312,Animaleiter,111,0,3,0,16,5283,0,0,1,1,0
313,Animaleiter,111,0,3,0,16,0,0,0,1,4,0
314,Animaleiter,111,0,3,0,16,0,0,0,1,2,0
315,Befehlstisch,111,0,3,0,16,0,0,0,3,3,0
316,Befehlstisch,111,0,3,0,16,5283,0,0,3,1,0
317,Befehlstisch,111,0,3,0,16,0,0,0,3,2,0
318,Befehlstisch,111,0,3,0,16,0,0,0,3,4,0
319,Das Konservatorium der Königin,111,0,5,0,16,0,0,0,5,3,0
320,Pfad des Aufstiegs,111,0,5,0,16,5283,0,0,5,1,0
321,Monstrositätenfabrik,111,0,5,0,16,0,0,0,5,4,0
324,Der Gluthof,111,0,5,0,0,0,1,0,5,2,0
325,Seuchenerfinder Marileth,111,0,12,0,16,0,0,79284,6,4,0
326,Revendreth - Reservoiraufwertungen,111,0,3,0,16,5285,0,0,4,2,0
327,Bastion - Reservoiraufwertungen,111,0,3,0,16,5283,0,0,4,1,0
328,Ardenwald - Reservoiraufwertungen,111,0,3,0,16,5305,0,0,4,3,0
329,Maldraxxus - Reservoiraufwertungen,111,0,3,0,16,5287,0,0,4,4,0
330,Emeni,111,0,12,0,16,0,0,79285,6,4,0
334,Korayn,111,0,12,0,16,0,0,79283,6,3,0
335,Chris Test Tree Set,3,0,2,0,0,0,0,0,0,0,0
345,Anima kanalisieren,111,0,1,0,0,5283,1,0,7,1,0
346,Anima kanalisieren,111,0,1,0,0,5305,1,0,7,3,0
347,Anima kanalisieren,111,0,1,0,0,5287,1,0,7,4,0
348,Anima kanalisieren,111,0,1,0,0,5285,1,0,7,2,0
349,Knochenschmiedin Heirmir,111,0,12,0,16,0,0,81502,6,4,0
357,Pelagos,111,0,12,0,16,0,0,81504,6,1,0
360,Kleia,111,0,12,0,16,0,0,81505,6,1,0
365,Mikanikos,111,0,12,0,16,0,0,81506,6,1,0
368,Nadjia Nebelklinge,111,0,12,0,16,0,0,81503,6,2,0
392,"Theotar, der Wahnsinnige Herzog",111,0,12,0,16,0,0,83261,6,2,0
393,Bastion - Paktfähigkeiten,111,0,2,0,0,5283,1,0,0,1,0
395,Maldraxxus - Paktfähigkeiten,111,0,2,0,0,5287,1,0,0,4,0
396,Revendreth - Paktfähigkeiten,111,0,2,0,0,5279,1,0,0,2,0
397,Ardenwald - Paktfähigkeiten,111,0,2,0,0,5301,1,0,0,3,0
461,Kiste der Zahllosen Dinge,111,0,6,0,4,5400,1,0,0,0,1904
463,Drachenmeisterschaftsfortschritt,111,0,9,0,0,0,0,0,0,0,42
465,Geräteaufwertungskonsole,111,0,3,0,0,253,1,0,0,0,1979
466,Progenitorkern,111,0,4,0,0,5273,1,0,0,0,1979
467,Drachenmeisterschaftsfortschritt,111,0,3,0,0,0,1,0,0,0,0
468,Progenitorkern JZB,9,0,7,0,0,5273,0,0,0,0,1979
474,Chiffrenforschungskonsole,111,0,7,0,12,5415,1,0,8,0,1979
476,Pocopocanpassung,111,0,6,0,0,5419,0,0,0,0,0
479,Donnerechsenabbild,111,0,3,0,0,5166,1,0,0,0,2011
482,Drachenreiterfertigkeiten,111,0,9,0,0,5273,1,0,0,0,0
483,Ausrüstungsständer des Monsterjägers,111,0,5,0,0,5419,0,0,0,0,0
484,Drachenreiten für Fortgeschrittene,111,0,9,0,0,0,1,0,0,0,2045
485,Jagdtaktiken der Shikaar,111,0,4,0,0,5415,1,0,0,0,2003
