ID,Name_lang,Description_lang,CompletionPlayerConditionID,Flags,QuestID,PlayerConditionID,Field_10_2_7_54171_005
1,Fuß fassen in einem wilden Land,,0,8,0,0,0
18,Die Belagerung der Speerspießerfestung,,0,8,0,0,0
19,Die Verteidigung von Wor'gol,,0,8,0,0,0
20,Ga'nars Rache,,0,8,0,0,0
21,Sturz des Donners,,0,8,0,0,0
22,Die Schlacht am Donnerpass,,0,8,0,0,0
23,Bau eines Außenpostens,,0,8,0,0,0
24,Die Schlacht um Shattrath,,0,8,0,0,0
25,Das Leid der Arakkoa,,0,8,0,0,0
26,In den Schatten von Auchindoun,,0,8,0,0,0
27,Gegen den Kriegshymnenklan,,0,8,0,0,0
28,Gegen den Kriegshymnenklan,,0,8,0,0,0
29,Der Thron der Elemente,,0,8,0,0,0
30,Der Thron der Elemente,,0,8,0,0,0
31,In den Schatten von Auchindoun,,0,8,0,0,0
32,Die Schlacht um Shattrath,,0,8,0,0,0
33,Bau eines Außenpostens,,0,8,0,0,0
34,Der Schatten wächst,,0,8,0,0,0
35,Admiral Taylors Garnison,,0,8,0,0,0
36,Admiral Taylors Garnison,,0,8,0,0,0
37,Die Geheimnisse der Krallenpriester,,0,8,0,0,0
38,Die Götter von Arak,,0,8,0,0,0
39,Fuß fassen in einem wilden Land,,0,8,0,0,0
40,Schatten erwachen,,0,8,0,0,0
41,Der Exarchenrat,,0,8,0,0,0
42,Botani in voller Blüte,,0,8,0,0,0
43,Die dunkle Seite des Mondes,,0,8,0,0,0
44,Das Licht von Karabor,,0,8,0,0,0
45,Das Ende des Dunkels,,0,8,0,0,0
46,Das Erbe der Apexis,,0,8,0,0,0
47,Legende von Terokk,,0,8,0,0,0
48,Aufbau von Axtfall,,0,8,0,0,0
49,Sicherung von Südhafen,,0,8,0,0,0
50,Werkstatt Quetschpfeif,,0,8,0,0,0
51,Wenn der Rabe den Tag verschlingt,,0,8,0,0,0
52,Wir brauchen einen Außenposten,,0,8,0,0,0
53,Unterstützt Eure Garnison,,0,8,0,0,0
54,Unterstützt Eure Garnison,,0,8,0,0,0
55,Im Land der Riesen,,0,8,0,0,0
56,Im Land der Riesen,,0,8,0,0,0
57,Errichtet einen Brückenkopf,,0,8,0,0,0
58,Die Fährte der Schatten,,0,8,0,0,0
59,Die Fährte der Schatten,,0,8,0,0,0
60,Das Dunkle Portal,,0,8,0,0,0
61,Das Blutende Auge,,0,8,0,0,0
62,Die Zerschmetterte Hand,,0,8,0,0,0
63,Der Schattenmondklan,,0,8,0,0,0
64,Der Schwarzfels,,0,8,0,0,0
65,Flucht aus Tanaan,,0,8,0,0,0
68,Der Eiserne Vorstoß,,0,8,0,0,0
69,Der Eiserne Vorstoß,,0,8,0,0,0
70,Garnisonskampagne,,0,8,0,0,0
71,Garnisonskampagne,,0,8,0,0,0
82,Auf der Jagd nach dem Gezeitenstein,,0,8,0,0,0
84,Das Blutende Auge,,0,8,0,0,0
85,Das Blutende Auge,,0,8,0,0,0
86,Die Silberne Hand,,0,8,0,0,0
87,Der Aschenbringer,,0,8,0,0,0
89,Die Flusswindung,,0,8,0,0,0
90,Der Schlüssel zum Sieg über die Legion,,0,8,0,0,0
93,Stamm der Himmelshörner,,0,8,0,0,0
94,Schmiedekunst der Verheerten Inseln,,0,8,0,0,0
95,Bergbau der Verheerten Inseln,,0,8,0,0,0
96,Schneiderei der Verheerten Inseln,,0,8,0,0,0
97,Alchemie der Verheerten Inseln,,0,8,0,0,0
99,Garnisonskampagne,,0,8,0,0,0
100,Garnisonskampagne,,0,8,0,0,0
101,Garnisonskampagne,,0,8,0,0,0
102,Garnisonskampagne,,0,8,0,0,0
103,Garnisonskampagne,,0,8,0,0,0
104,Garnisonskampagne,,0,8,0,0,0
105,Garnisonskampagne,,0,8,0,0,0
106,Garnisonskampagne,,0,8,0,0,0
107,Garnisonskampagne,,0,8,0,0,0
108,Garnisonskampagne,,0,8,0,0,0
109,Garnisonskampagne,,0,8,0,0,0
110,Garnisonskampagne,,0,8,0,0,0
111,Garnisonskampagne,,0,8,0,0,0
112,Garnisonskampagne,,0,8,0,0,0
113,Garnisonskampagne,,0,8,0,0,0
114,Garnisonskampagne,,0,8,0,0,0
115,Garnisonskampagne,,0,8,0,0,0
116,Garnisonskampagne,,0,8,0,0,0
117,Garnisonskampagne,,0,8,0,0,0
118,Garnisonskampagne,,0,8,0,0,0
119,Garnisonskampagne,,0,8,0,0,0
120,Garnisonskampagne,,0,8,0,0,0
121,Blutschatten,,0,8,0,0,0
122,Blutschatten,,0,8,0,0,0
123,Die Suche nach Iskar,,0,8,0,0,0
124,Gul'dan Finale,,0,8,0,0,0
125,Die Suche nach Iskar,,0,8,0,0,0
126,Gul'dan Finale,,0,8,0,0,0
127,Flotte der Verlassenen,,0,8,0,0,0
128,Wrack der Himmelsfeuer,,0,8,0,0,0
129,Die Prüfung der Macht,,0,8,0,0,0
130,Graumähnes Schachzug,,0,8,0,0,0
131,Graumähnes Schachzug,,0,8,0,0,0
132,Die Prüfung des Willens,,0,8,0,0,0
133,Die Prüfung des Willens,,0,8,0,0,0
134,Die Prüfung der Tapferkeit,,0,8,0,0,0
135,Nach Helheim und zurück,,0,8,0,0,0
136,Das Geheimnis der Schildmaiden,,0,8,0,0,0
137,Das Geheimnis der Schildmaiden,,0,8,0,0,0
138,Der Champion von Sturmheim,,0,8,0,0,0
139,Docks Intro and Shipyard Tutorial - Horde,,0,8,0,0,0
140,Docks Intro and Shipyard Tutorial - Alliance,,0,8,0,0,0
141,Tanaaninvasion - Horde,,0,8,0,0,0
142,Tanaaninvasion - Allianz,,0,8,0,0,0
143,Die Schneeblinde Hochebene,,0,8,0,0,0
144,Flussmähnenstamm,,0,8,0,0,0
145,Der Stamm der Bluttotems,,0,8,0,0,0
146,Hulns Krieg,,0,8,0,0,0
148,Geheimnisse des Hochbergs,,0,8,0,0,0
149,Die Ungekrönten,,0,8,0,0,0
150,Das Verlies der Wächterinnen,,0,8,0,0,0
152,Einbruch der Nacht,,0,8,0,0,0
153,Kel'danaths Vermächtnis,,0,8,0,0,0
154,Der Telemant,,0,8,0,0,0
155,Shal'Aran versorgen,,0,8,0,0,0
156,Maskerade,,0,8,0,0,0
158,Ein uraltes Geschenk,,0,8,0,0,0
159,Die Zwillingsklingen des Betrügers,,0,8,0,0,0
