ID,Name_lang,AreaTableID,Type,Flags,UiTextureKitID
15,Unga Ingu,0,0,0,0
39,Gruft der Vergessenen Könige,0,0,0,0
40,Grünstein,0,0,0,0
44,Tempel der Jadeschlange,0,1,18,0
45,Brauerei Sturmbräu,0,1,1,0
46,Shado-Pan-Kloster,0,1,1,0
48,Tor der Untergehenden Sonne,0,1,1,0
49,Belagerung des Niuzaotempels,0,1,1,0
50,Mogu'shanpalast,0,1,1,0
51,Scholomance,0,1,1,0
52,Scharlachrote Hallen,0,1,1,0
53,Scharlachrotes Kloster,0,1,1,0
58,Arena der Auslöschung,0,0,0,0
63,Das Braumondfest,0,0,0,0
65,Ein Sturm braut sich zusammen,0,0,0,0
68,Tempel von Katmogu,0,0,0,0
70,Theramores Sturz,0,0,0,0
71,Theramores Sturz,0,0,0,0
72,Theramores Sturz,0,0,0,0
179,Ein Dolch im Dunkel,0,0,0,0
180,Diamantinsel,0,0,0,0
181,Angriff auf Zan'vess,0,0,0,0
182,Schlacht auf hoher See,0,0,0,0
183,Ein wenig Geduld,0,0,0,0
184,Löwenlandung,0,0,0,0
187,Herrschaftsfeste,0,0,0,0
200,Jagd auf die Schwarze Ernte,0,0,0,0
201,Herrschaftsfeste,0,0,0,0
203,Angriff auf Zan'vess,0,0,0,0
204,Die Mauer muss weg!,0,0,0,0
205,Der Sturmgepeitschte Hafen,0,0,0,0
206,Angriff auf Zeb'tula,0,0,0,0
207,In die Lüfte!,0,0,0,0
208,Der Sturz von Shan'Bu,0,0,0,0
209,Die Mauer muss weg!,0,0,0,0
210,Blutroter Schnee,0,0,0,0
211,Die Donnerschmiede,0,0,0,0
212,Angriff auf Shaol'mara,0,0,0,0
215,Schatzkammer des Donnerkönigs,0,0,0,0
216,Das dunkle Herz Pandarias,0,0,0,0
219,Geheimnisse des Flammenschlunds,0,0,0,0
237,Feuerprobe: Wählt eine Prüfung,0,0,2,0
239,Schlacht auf hoher See,0,0,0,0
247,Scenario Template,0,0,0,0
248,Feuerprobe,0,0,2,0
254,Prototypszenario,0,0,2,0
256,Tod des Ochsen,0,0,0,0
257,Turnier der Erhabenen,0,0,0,0
269,Die Geheimzutat,0,0,0,0
275,Die Säuberung Grommars,0,0,0,0
278,Nudelzeit,0,0,0,0
294,Kral der Klingenhauer,0,0,0,0
318,Die Minen von Draenor,0,0,0,0
320,Gorgrondfinale,0,0,0,0
322,Dawsons Bach,0,0,0,0
323,Szenario: Knochenstadt,0,0,0,0
324,Die Schlacht am Donnerpass,0,0,0,0
329,Obere Schwarzfelsspitze,0,3,26,0
331,Die Schlacht um Shattrath,0,0,0,0
333,Die Tiefschwarze Grotte,0,3,10,0
423,Himmelsnadel,0,1,1,0
425,Blutschlägermine,0,1,1,0
426,Eisendocks,0,1,18,0
427,Auchindoun,0,1,1,0
428,Schattenmondgrabstätte,0,1,18,0
429,Grimmgleisdepot,0,1,19,0
430,Der Immergrüne Flor,0,1,18,0
432,Obere Schwarzfelsspitze,0,1,1,0
449,Verteidigung von Karabor,0,0,0,0
450,Schicksal von Karabor,0,0,0,0
499,Es braut sich etwas zusammen,0,0,0,0
508,Die Macht der Allianz,0,0,0,0
509,Die Macht der Horde,0,0,0,0
510,Das Verlies,0,3,10,0
511,Der Flammenschlund,0,3,10,0
515,Höhlen des Wehklagens,0,3,10,0
516,Burg Schattenfang,0,3,10,0
523,Burg Schattenfang,0,3,10,0
524,Belagerung des Niuzaotempels,0,3,10,0
525,Belagerung des Niuzaotempels,0,3,10,0
526,Tor der Untergehenden Sonne,0,3,10,0
527,Tor der Untergehenden Sonne,0,3,10,0
528,Mogu'shanpalast,0,3,10,0
531,Shado-Pan-Kloster,0,3,10,0
535,Shado-Pan-Kloster,0,3,10,0
536,Mogu'shanpalast,0,3,10,0
537,Brauerei Sturmbräu,0,3,10,0
538,Brauerei Sturmbräu,0,3,10,0
539,Tempel der Jadeschlange,0,3,10,0
540,Tempel der Jadeschlange,0,3,10,0
542,Die Schwarzfelshöhlen,0,3,10,0
545,Die Schwarzfelshöhlen,0,3,10,0
547,Endzeit,0,3,10,0
548,Thron der Gezeiten,0,3,10,0
550,Thron der Gezeiten,0,3,10,0
551,Der Vortexgipfel,0,3,10,0
552,Der Vortexgipfel,0,3,10,0
553,Grim Batol,0,3,10,0
554,Grim Batol,0,3,10,0
555,Die Verlorene Stadt der Tol'vir,0,3,10,0
