ID,Name_lang,OrderIndex
1,Schlacht um Orgrimmar,1
2,Östliche Königreiche,0
3,Kalimdor,0
5,Todesminen,0
6,Blutschlägermine,0
7,Eisendocks,0
8,Auchindoun,0
9,Himmelsnadel,0
10,Grimmgleisdepot,1
11,Der Immergrüne Flor,0
12,Schattenmondgrabstätte,10
13,Obere Schwarzfelsspitze,0
14,Hochfels,0
15,Schwarzfelsgießerei,0
16,Naxxramas,0
17,Eiskronenzitadelle,0
18,Scholomance,0
19,Burg Schattenfang,0
20,Höllenfeuerbollwerk,0
21,Blutkessel,0
22,Die Zerschmetterten Hallen,0
23,Sklavenunterkünfte,0
24,Tiefensumpf,0
25,Dampfkammer,0
26,Managruft,0
27,Auchenaikrypta,0
28,Sethekkhallen,0
29,Schattenlabyrinth,0
30,Die Scharlachroten Hallen,0
31,Das Scharlachrote Kloster,0
32,Die Flucht aus Durnholde,0
33,Öffnung des Dunklen Portals,0
34,Die Mechanar,0
35,Die Botanika,0
36,Die Arkatraz,0
37,Terrasse der Magister,0
38,Burg Utgarde,0
39,Turm Utgarde,0
40,Azjol-Nerub,0
41,Das Oculus,0
42,Die Hallen der Blitze,0
43,Die Hallen des Steins,0
44,Das Ausmerzen von Stratholme,0
45,Feste Drak'Tharon,0
46,Gundrak,0
47,Ahn'kahet: Das Alte Königreich,0
48,Die Violette Festung,0
49,Der Nexus,0
50,Prüfung des Champions,0
51,Die Seelenschmiede,0
52,Grube von Saron,0
53,Hallen der Reflexion,0
54,Thron der Gezeiten,0
55,Die Schwarzfelshöhlen,0
56,Grim Batol,0
57,Hallen des Ursprungs,0
58,Der Steinerne Kern,0
59,Der Vortexgipfel,0
60,Die Verlorene Stadt der Tol'vir,0
61,Tempel der Jadeschlange,10
62,Brauerei Sturmbräu,0
63,Shado-Pan-Kloster,0
64,Mogu'shanpalast,0
65,Belagerung des Niuzaotempels,0
66,Tor der Untergehenden Sonne,0
67,Der Immergrüne Flor,0
68,Draenor,0
69,Scherbenwelt,0
70,Nordend,0
71,Pandaria,0
73,Prüfung des Kreuzfahrers,0
74,Das Rubinsanktum,0
75,Pechschwingenabstieg,0
76,Die Bastion des Zwielichts,0
77,Thron der Vier Winde,0
78,Feuerlande,0
79,Drachenseele,0
80,Mogu'shangewölbe,5
81,Herz der Angst,4
82,Terrasse des Endlosen Frühlings,3
83,Thron des Donners,2
84,Zufälliger Dungeon (Pandaria),0
86,Theramores Sturz,0
102,Ein Sturm braut sich zusammen,0
103,Schlacht auf hoher See,0
104,Blutroter Schnee,0
105,Gruft der Vergessenen Könige,0
106,Das dunkle Herz Pandarias,0
107,Zufälliges Szenario (Pandaria),0
108,Geheimnisse des Flammenschlunds,0
109,Zufälliger Dungeon (Draenor),0
110,Höllenfeuerzitadelle,0
111,Zufälliger Dungeon (Legion),0
112,Das Auge Azsharas,9
113,Das Finsterherzdickicht,12
114,Die Hallen der Tapferkeit,10
115,Neltharions Hort,10
116,Sturm auf die Violette Festung,40
117,Das Verlies der Wächterinnen,13
118,Die Rabenwehr,17
119,Der Seelenschlund,40
120,Der Hof der Sterne,10
121,Der Arkus,40
122,Der Smaragdgrüne Alptraum,40
123,Die Nachtfestung,3
124,Die Verheerten Inseln,0
125,Rückkehr nach Karazhan,41
126,Die Prüfung der Tapferkeit,2
127,Unteres Karazhan,5
128,Oberes Karazhan,6
129,Kathedrale der Ewigen Nacht,41
130,Schreckensnarbe,0
131,Grabmal des Sargeras,4
132,"Antorus, der Brennende Thron",5
133,Sitz des Triumvirats,41
134,Argus,0
135,Uldir,0
136,Zufälliger Dungeon (Battle for Azeroth),0
137,Atal'Dazar,30
138,Der Tiefenpfuhl,10
139,Tempel von Sethraliss,30
140,Das RIESENFLÖZ!!,30
141,Königsruh,30
142,Freihafen,10
143,Der Schrein des Sturms,30
144,Tol Dagor,30
145,Kronsteiganwesen,30
146,Belagerung von Boralus,30
247,Kul Tiras,0
248,Zandalar,0
249,Inselexpeditionen,0
251,Schlacht von Dazar'alor,0
252,Tiegel der Stürme,0
253,Operation: Mechagon,30
254,Der Ewige Palast,0
255,Die Schlacht um Stromgarde,0
256,Operation: Mechagon - Schrottplatz,30
257,Operation: Mechagon - Werkstatt,30
258,"Ny'alotha, die Erwachte Stadt",0
259,Seuchensturz,20
260,Die Andre Seite,20
261,Hallen der Sühne,20
262,Nebel von Tirna Scithe,20
263,Die Blutigen Tiefen,20
264,Spitzen des Aufstiegs,20
265,Die Nekrotische Schneise,20
266,Theater der Schmerzen,20
267,Schloss Nathria,0
269,Weltbosse,0
270,Shadowlands,0
271,Sanktum der Herrschaft,0
272,"Tazavesh, der Verhüllte Markt",20
273,Die Gewundenen Korridore,0
274,Skoldushalle,1
275,Die Oberen Ebenen,1
276,Seelenschmieden,0
277,Mort'regar,0
278,Frakturkammern,0
279,Kaltherzinterstitia,0
280,Tazavesh: Wundersame Straßen,20
281,Tazavesh: So'leahs Schachzug,20
282,Mausoleum der Ersten,0
283,Spießrutenlauf des Kerkermeisters,0
284,Dracheninseln,0
302,Akademie von Algeth'ar,10
303,Brackenfellhöhle,10
304,Hallen der Infusion,10
305,Neltharus,10
306,Rubinlebensbecken,10
307,Azurblaues Gewölbe,10
308,Angriff der Nokhud,10
309,Uldaman: Vermächtnis von Tyr,10
310,Gewölbe der Inkarnationen,0
313,"Aberrus, Schmelztiegel der Schatten",0
315,Dämmerung des Ewigen,20
316,Galakronds Sturz - Dämmerung des Ewigen,20
