ID,Name_lang,NameAlt_lang,Title_lang,TitleAlt_lang,Classification,CreatureType,CreatureFamily,StartAnimState,DisplayID[0],DisplayID[1],DisplayID[2],DisplayID[3],DisplayProbability[0],DisplayProbability[1],DisplayProbability[2],DisplayProbability[3],AlwaysItem[0],AlwaysItem[1],AlwaysItem[2]
3,Fleischfresser,,,,0,6,0,0,987,0,0,0,1,1,1,1,0,0,0
89,Höllenbestie,,,,0,3,108,0,87778,0,0,0,1,1,1,1,0,0,0
304,Teufelsross,,,,0,3,0,0,2346,0,0,0,1,1,1,1,0,0,0
305,Schimmel,,,,0,1,0,0,2410,0,0,0,1,1,1,1,0,0,0
416,Wichtel,,,,0,3,23,0,64799,0,0,0,1,1,1,1,0,0,0
417,Teufelsjäger,,,,0,3,15,0,113609,0,0,0,1,1,1,1,0,0,0
444,Graf Ferkel,,,,0,14,0,0,22938,0,0,0,1,1,1,1,0,0,0
620,Huhn,,,,0,8,0,0,304,0,0,0,1,1,1,1,0,0,0
721,Kaninchen,,,,0,8,0,0,328,4626,0,0,1,1,1,1,0,0,0
1748,Hochlord Bolvar Fordragon,,,,1,7,0,0,5566,0,0,0,1,1,1,1,2178,143,0
1860,Leerwandler,,,,0,3,16,0,113621,0,0,0,1,1,1,1,0,0,0
1863,Sukkubus,,,,0,3,17,0,77396,0,0,0,1,1,1,1,0,0,0
2671,Mechanisches Eichhörnchen,,,,0,12,0,0,7937,0,0,0,1,1,1,1,0,0,0
2748,Archaedas,,Alter Steinbehüter,,1,5,0,0,5988,0,0,0,1,1,1,1,2557,0,0
3524,Geisterwolf,,,,0,1,0,0,1236,0,0,0,1,1,1,1,0,0,0
3771,Höllenrufer der Herzschinder,,,,0,3,0,0,2013,0,0,0,0,0,0,0,0,0,0
3823,Geisterpfotenläufer,,,,0,1,1,0,802,0,0,0,0,0,0,0,0,0,0
3956,Harklan Mondhain,,Alchemiebedarf,,0,7,0,0,4183,0,0,0,0,0,0,0,0,0,0
4075,Ratte,,,,0,8,0,0,1141,1418,2176,0,2,2,1,1,0,0,0
4274,Fenrus der Verschlinger,,,,1,1,0,0,20180,0,0,0,0,1,1,1,0,0,0
4275,Erzmagier Arugal,,,,1,7,0,0,2353,0,0,0,0,1,1,1,6322,0,0
4780,Schwarzer Widder,,,,0,1,0,0,2784,0,0,0,1,1,1,1,0,0,0
5198,Arktischer Wolf,,,,0,1,0,0,1166,0,0,0,1,1,1,1,0,0,0
7109,Jadefeuerteufelsanbeter,,,,0,3,0,0,11334,0,0,0,0,0,0,0,0,0,0
7380,Siamkatze,,,,0,12,0,0,5585,0,0,0,1,1,1,1,0,0,0
7381,Silberne Tigerkatze,,,,0,12,0,0,5555,0,0,0,1,1,1,1,0,0,0
7382,Orangefarbene Tigerkatze,,,,0,12,0,0,5554,0,0,0,1,1,1,1,0,0,0
7383,Schwarze Tigerkatze,,,,0,12,0,0,5448,0,0,0,1,1,1,1,0,0,0
7384,Cornish Rex,,,,0,12,0,0,5586,0,0,0,1,1,1,1,0,0,0
7385,Bombaykatze,,,,0,12,0,0,5556,0,0,0,1,1,1,1,0,0,0
7386,Weißes Kätzchen,,,,0,12,0,0,9990,0,0,0,1,1,1,1,0,0,0
7387,Grünflügelara,,,,0,12,0,3,5207,0,0,0,1,1,1,1,0,0,0
7388,Kakadu,,,,0,12,0,3,6189,0,0,0,1,1,1,1,0,0,0
7389,Senegal,,,,0,12,0,3,6190,0,0,0,1,1,1,1,0,0,0
7390,Nymphensittich,,,,0,12,0,3,6191,0,0,0,1,1,1,1,0,0,0
7391,Hyazinthara,,,,0,12,0,3,6192,0,0,0,1,1,1,1,0,0,0
7392,Präriehuhn,,,,0,12,0,0,304,0,0,0,1,1,1,1,0,0,0
7393,Weißes Leghorn,,,,0,12,0,0,304,0,0,0,1,1,1,1,0,0,0
7394,Anconahuhn,,,,0,12,0,0,5369,0,0,0,1,1,1,1,0,0,0
7395,Kakerlake von Unterstadt,,,,0,12,0,0,2177,0,0,0,1,1,1,1,0,0,0
7543,Dunkelwelpling,,,,0,12,0,3,6288,0,0,0,1,1,1,1,0,0,0
7544,Purpurroter Welpling,,,,0,12,0,3,6290,0,0,0,1,1,1,1,0,0,0
7545,Smaragdgrüner Welpling,,,,0,12,0,3,6291,0,0,0,1,1,1,1,0,0,0
7546,Bronzewelpling,,,,0,12,0,3,6292,0,0,0,1,1,1,1,0,0,0
7547,Azurblauer Welpling,,,,0,12,0,3,6293,0,0,0,1,1,1,1,0,0,0
7548,Feenling,,,,0,12,303,0,6294,0,0,0,1,1,1,1,0,0,0
