Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID,CovenantID
,,2,61892,0,132332,4,49,-1,6,7,0
Die interne Logik des mechanischen Eichhörnchens ist eine wirklich harte Nuss.,|cFFFFD200Beruf: |rIngenieurskunst,39,2671,4055,656559,9,2,3,6,7,0
"Donni Anthania hat vor, diese Bombaykatze mit sich begraben zu lassen, wenn sie stirbt. Ein weiser Abenteurer könnte ihre Talente jedoch weitaus klüger nutzen.",|cFFFFD200Verkäufer: |rDonni Anthania|n|cFFFFD200Zone: |rWald von Elwynn|n|cFFFFD200Kosten: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,40,7385,10673,656575,7,2,2,6,7,0
"Donni Anthania lädt diese Katzen zu ihren Teeparties ein. Aber sie serviert ihnen dort nie das, was sie am liebsten trinken: Die Tränen ihrer Feinde.",|cFFFFD200Verkäufer: |rDonni Anthania|n|cFFFFD200Zone: |rWald von Elwynn|n|cFFFFD200Kosten: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,41,7384,10674,656577,7,2,2,6,7,0
"Altes Alteracer Sprichwort: 'Eine Katze hat neun Leben, aber sie braucht nur eines.'",|cFFFFD200Beute von: |rWeltbeute|n|cFFFFD200Zone: |rVorgebirge des Hügellands,42,7383,10675,656574,7,2,0,6,7,0
"Die letzte Person, die versucht hat, diese Katze stubenrein zu bekommen, hat schnell gelernt, dass ein verschmutzter Teppich besser ist als ein zerfetztes alles andere.","|cFFFFD200Verkäufer: |rDonni Anthania, Steven Lisbane|n|cFFFFD200Zone: |rWald von Elwynn|n|cFFFFD200Kosten: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",43,7382,10676,656578,7,2,2,6,7,0
Für seine blauen Augen bekannt. Außerdem eine Delikatesse unter Riesenmurlocs.,|cFFFFD200Verkäufer: |rHändler Rashaad|n|cFFFFD200Zone: |rNethersturm|n|cFFFFD200Kosten: |r60|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,44,7380,10677,656579,7,2,2,6,7,0
"Die zweitliebste Aktivität dieser Katze ist es, zu schlafen. Gähnen ist ihre liebste.",|cFFFFD200Verkäufer: |rDonni Anthania|n|cFFFFD200Zone: |rWald von Elwynn|n|cFFFFD200Kosten: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,45,7381,10678,656580,7,2,2,6,7,0
"'Die Königin hatte drei Kätzchen. Das erste brachte ihr eine saftige Ratte. Das zweite einen schmackhaften Hasen. Und das weiße, ihr Liebling, präsentierte ihr den Kopf ihrer Rivalin.'",|cFFFFD200Verkäufer: |rKlein Timmy|n|cFFFFD200Zone: |rSturmwind|n|cFFFFD200Kosten: |r60|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,46,7386,10679,656581,7,2,2,6,7,0
"Man sagt, dass dieser gelehrige Vogel das Sprechen lernen kann – aber auch, dass er klug genug ist, den Schnabel zu halten.","|cFFFFD200Verkäufer: |rHarry Ohnehaken, Narkk|n|cFFFFD200Zone: |rSchlingendornkap|n|cFFFFD200Kosten: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",47,7390,10680,132921,2,2,2,6,7,0
"Die Dschungeltrolle bringen diesen Vögeln bei, Hilferufe zu imitieren, um so arglose Reisende in die Falle zu locken.","|cFFFFD200Beute von: |rWeltbeute|n|cFFFFD200Zone: |rNördliches Schlingendorntal, Schlingendornkap",49,7391,10682,132921,2,2,0,6,7,0
"Dies ist das Lieblingshaustier der Defiaspiraten. Der farbenfrohe Vogel ist praktisch zur Erinnerung an Passwörter, Einkaufslisten und Kräckerrezepte.",|cFFFFD200Beute von: |rPirat der Defias|n|cFFFFD200Zone: |rDie Todesminen,50,7387,10683,132925,2,2,0,6,7,0
"Dieses Lieblingstier der Goblins von Beutebucht ist bekannt für seine Fähigkeit, Münzen zu zählen, Budgets zu kalkulieren und über Verträge zu lügen.","|cFFFFD200Verkäufer: |rNarkk, Harry Ohnehaken|n|cFFFFD200Zone: |rSchlingendornkap|n|cFFFFD200Kosten: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Verkäufer: |rHändler Rashaad|n|cFFFFD200Zone: |rNethersturm|n|cFFFFD200Kosten: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",51,7389,10684,132924,2,2,2,6,7,0
"Findet, dass Ihr auch nach Hühnchen schmeckt.","|cFFFFD200Verkäufer: |r""Hahnentritt"" Johnson|n|cFFFFD200Zone: |rTausend Nadeln|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",52,7394,10685,135996,2,2,2,6,7,0
"Die Schabe ist gewöhnlich ein Spontankauf. Ihre Besitzer haben Schwierigkeiten, sich von ihr zu trennen, so sehr sie es auch versuchen.",|cFFFFD200Verkäufer: |rHändler Rashaad|n|cFFFFD200Zone: |rNethersturm|n|cFFFFD200Kosten: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Verkäufer: |rJeremiah Payson|n|cFFFFD200Zone: |rTirisfal|n|cFFFFD200Kosten: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,55,7395,10688,294474,4,2,2,6,7,0
"Hofft, dass es eines Tages groß und stark wird und Dörfer zerstören kann, ganz wie die Mama.","|cFFFFD200Beute von: |rWelplinge|n|cFFFFD200Zone: |rSumpfland, Düstermarschen, Ödland, Brennende Steppe",56,7543,10695,134154,1,2,0,6,7,0
Wie die anderen Mitglieder des blauen Drachenschwarms neigen diese putzigen kleinen Tierchen zur Arkanmagie.,|cFFFFD200Beute von: |rWeltbeute|n|cFFFFD200Zone: |rWinterquell,57,7547,10696,134155,1,2,0,6,7,0
"Dieser junge Drache aus dem Sumpfland lernt gerade erst, wie man jagt, Feuer speit und niedliche kleine Schneisen moderater Zerstörung hinterlässt.",|cFFFFD200Beute von: |rWeltbeute|n|cFFFFD200Zone: |rSumpfland,58,7544,10697,134158,1,2,0,6,7,0
Diese einzigartige Spezies wurde einst vom grünen Drachen Itharius gezüchtet und großgezogen und hat sich nun in den Wäldern von Feralas niedergelassen.,|cFFFFD200Beute von: |rGiftiger Welpe|n|cFFFFD200Zone: |rFeralas,59,7545,10698,134157,1,2,0,6,7,0
Die Verkäufer des Dunkelmond-Jahrmarkts bieten seltsame und exotische Wunder feil. Sie verkaufen auch Waldfrösche.,|cFFFFD200Verkäufer: |rFlik|n|cFFFFD200Zone: |rDunkelmond-Insel|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,64,7550,10703,237579,8,2,2,6,7,0
Für ihre kräftigen Beine und scharfen Augen bekannt.,|cFFFFD200Verkäufer: |rFlik|n|cFFFFD200Zone: |rDunkelmond-Insel|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,65,7549,10704,237579,8,2,2,6,7,0
Dieser dunkel gefiederte Raubvogel wird unter den Druiden von Teldrassil oft als Unheilsbote betrachtet.,|cFFFFD200Verkäufer: |rShylenai|n|cFFFFD200Zone: |rTeldrassil|n|cFFFFD200Kosten: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,67,7555,10706,132150,2,2,2,6,7,0
