ID,Name_lang,Description_lang,IconFileDataID,PetTypeEnum,Cooldown,BattlePetVisualID,Flags
7,Alexander's Hand,Rushes at the enemy to inflict damage.,132109,2,0,0,0
70,Heal Back Line Test,"Heal's back line 50, but has a 2-round cooldown",135915,0,2,0,0
71,Damage Test,,135807,6,0,0,0
72,MultiEffect Test,,135817,0,0,0,0
73,Multi Turn Test,"Beißt das Ziel, fügt ihm umgehend [StandardDamage(1,1)] Schaden und in der nächsten Runde [StandardDamage(2,1)] Schaden zu.

Hält [numTurns()] |4Runde:Runden; lang an.",0,1,0,0,0
74,MultiEffect and Multi Turn Test,,0,1,0,0,0
77,Starke Falle,"Versucht ein Haustier mit weniger als 35% Gesundheit einzufangen. Die Chance, ein Tier erfolgreich einzufangen, wird mit jedem gescheiterten Versuch um 25% erhöht.",646380,0,0,0,6
78,Apply Timed Dot Test,,0,0,5,0,0
79,Aura Damage10 Test,,0,-1,0,0,0
80,Apply Aura Test,,237179,0,0,0,0
81,Aura Bomb 75 Test,,0,0,0,0,0
82,Apply Dot until cancel test,,0,6,0,0,0
83,Apply Pad Aura Test,,460858,2,0,0,0
84,PadAuraTest,,132325,-1,0,104,0
85,Apply Stun test,,135891,1,0,0,0
86,Stun Aura Test,asdfasdfasdf,135906,-1,0,103,0
87,Apply Swap Lock,,460694,9,0,0,0
88,Swap Lock Aura,,132089,-1,0,0,0
97,Stun Shot,,0,6,0,0,0
110,Biss,"|cffffffffTrefferchance:|r [StandardAccuracy(1,1)]

Beißt den Gegner und fügt ihm [StandardDamage(1,1)] [School()]schaden zu.",132127,7,0,0,0
111,Fausthieb,"|cffffffffTrefferchance:|r [StandardAccuracy(1,1)]

Prügelt mit den Fäusten auf den Gegner ein und fügt ihm [StandardDamage(1,1)] [School()]schaden zu.",132298,0,0,0,0
112,Picken,"|cffffffffTrefferchance:|r [StandardAccuracy(1,1)]

Pickt den Gegner mit einem scharfen Schnabel und fügt ihm [StandardDamage(1,1)] [School()]schaden zu.",133707,2,0,0,0
113,Brand,"|cffffffffTrefferchance:|r [StandardAccuracy(1,1)]

Verbrennt den Gegner mit einem Feuerstrahl und fügt ihm [StandardDamage(1, 1)] [School()]schaden zu.",132839,6,0,0,0
114,Strahl,"|cffffffffTrefferchance:|r [StandardAccuracy(1,1)]

Feuert einen Strahl arkaner Energie auf den Gegner ab und fügt ihm [StandardDamage(1,1)] [petTypeName(abilityPetType())]schaden zu.",135189,5,0,0,0
115,Atem,"|cffffffffTrefferchance:|r [StandardAccuracy(1,1)]

Überwältigt den Gegner mit Drachenatem und fügt ihm [StandardDamage(1, 1)] [School()]schaden zu.",135807,1,0,0,0
116,Elektrischer Funke,"|cffffffffTrefferchance:|r [StandardAccuracy(1,1)]

Schießt einen elektrischen Blitz auf den Gegner ab und fügt ihm [StandardDamage(1,1)] [School()]schaden zu.",136099,9,0,0,0
117,Infizierte Klaue,"|cffffffffTrefferchance:|r [StandardAccuracy(1,1)]

Schlägt mit verseuchten Krallen auf den Gegner ein und fügt ihm [StandardDamage(1, 1)] [School()]schaden zu.",237390,3,0,0,0
118,Wasserjet,"|cffffffffTrefferchance:|r [StandardAccuracy(1,1)]

Trifft den Gegner mit einem Wasserstrahl und fügt ihm [StandardDamage(1,1)] [petTypeName(abilityPetType())]schaden zu.",463570,8,0,0,0
119,Kratzen,"|cffffffffTrefferchance:|r [StandardAccuracy(1,1)]

Kratzt den Gegner und fügt ihm [StandardDamage(1,1)] [School()]schaden zu.",611425,4,0,0,0
120,Heulende Böe,"|cffffffffTrefferchance:|r [StandardAccuracy(1,1)]

Fügt dem Gegner [StandardDamage(1,1)] [School()]schaden zu.

Fügt dem gegnerischen Team [StandardDamage(1,4)] zusätzlichen Schaden zu, wenn das Ziel |cFF0070DDunterkühlt|r ist.",135833,6,3,0,0
121,Todesmantel,"|cffffffffTrefferchance:|r [StandardAccuracy(1,1)]

Verursacht [StandardDamage(1,1)] Untodschaden und heilt den Benutzer um [points(1,3)]% des verursachten Schadens.",136145,3,0,0,0
