ID,Name,Message_lang
1,MSG_TITLE_WOW,World of Warcraft
2,MSG_GX_INIT_FAILED_D3D,"World of Warcraft konnte die 3D-Beschleunigung nicht starten. Vergewissern Sie sich bitte, dass DirectX 9.0c installiert ist und Ihre Grafiktreiber auf dem neuesten Stand sind."
3,MSG_GX_INIT_FAILED,World of Warcraft konnte die 3D-Beschleunigung nicht starten.
4,MSG_HW_UNSUPPORTED,Ihre 3D-Beschleunigerkarte wird von World of Warcraft nicht unterstützt. Weitere Informationen finden Sie auf https://eu.battle.net/support/de/article/mindestanforderungen-wow
5,MSG_HW_CHANGED,Hardware wurde verändert. Standardeinstellungen wieder laden?
9,MSG_GLUEXML_UI_CORRUPT,Die Dateien der Login-Benutzeroberfläche sind beschädigt. Bitte installieren Sie das Spiel neu.
10,MSG_FRAMEXML_UI_CORRUPT,Die Dateien der Spiel-Benutzeroberfläche sind beschädigt. Bitte entfernen Sie den Dateiordner 'Interface\FrameXML'
11,MSG_GX_NO_DEVICE,Es wurde kein geeignetes Anzeigegerät gefunden. Programm wird beendet.
12,MSG_REMOTE_DESKTOP,World of Warcraft kann nicht über eine Remotedesktopverbindung ausgeführt werden. Programm wird beendet.
14,MSG_CLIENT_INIT,World of Warcraft führt das Setup benötigter Dateien aus. Dieser Vorgang kann einige Minuten in Anspruch nehmen. Bei Bedarf können Sie diesen Vorgang auch abbrechen und stattdessen die Installation über den Launcher abschließen.
15,MSG_DOWNLOAD_FAILED,Wichtige Spieldaten konnten nicht heruntergeladen werden. Bitte überprüfen Sie Ihre Internetverbindung.
16,MSG_DISK_FULL,Der Datenträger ist voll. Bitte machen Sie etwas Platz auf dem Laufwerk frei.
17,MSG_GX_FAIL_API_VERSION,World of Warcraft benötigt die neueste Version von DirectX Runtime. Weitere Informationen erhalten Sie unter: http://eu.battle.net/support/de/article/driver-update-information
18,MSG_GX_FAIL_NO_DRIVER,World of Warcraft konnte keine geeignete Grafikkarte finden. Bitte installieren Sie den neuesten Grafiktreiber und starten Sie den Computer im normalen Modus. Mehr Informationen unter: http://eu.battle.net/support/de/article/driver-update-information
27,MSG_COMPATIBILITY_ERROR,"World of Warcraft konnte aufgrund von Kompatibilitätseinstellungen nicht starten. Bitte deaktivieren Sie den Kompatibilitätsmodus für WoW.exe und Launcher.exe und versuchen Sie erneut, das Spiel zu starten. Eine Anleitung zum Deaktivieren des Kompatibilitätsmodus finden Sie hier: https://eu.battle.net/support/de/article/kompatibilittsmodus-deaktivieren"
134,MSG_GX_SLOW_SHADER_BUILDING_WARNING,"Es gibt ein bekanntes Problem mit einem GPU-Treiber, das dazu führen kann, dass das Spiel beim ersten Mal sehr langsam startet, während die Shader zum ersten Mal erstellt werden. Dieser Prozess kann ein paar Minuten dauern."
135,MSG_INTEL_13TH_OR_14TH_GEN_MICROCODE_WARNING,"World of Warcraft hat festgestellt, dass dieser Computer einen Intel-Prozessor der 13. oder 14. Generation verwendet, der nicht die benötigten Updates installiert hat, um potenzielle Stabilitätsprobleme mit dem Prozessor zu beheben. Es wird stark empfohlen, das BIOS des Motherboards auf die aktuellste Version mit Intels Microcode 0x12B oder neuer upzudaten."
136,MSG_MOTHERBOARD_BIOS_UPDATE,Weitere Information zur Aktualisierung des Motherboard-BIOS gibt es unter %s.
137,MSG_MOTHERBOARD_INFO,"CPU-Name: %s
Motherboard-Name: %s
Veröffentlichungsdatum des BIOS: %s
Microcode-Version: 0x%llX"
