ID,Name_lang,UiMapGroupID,UiMapID,FloorIndex,RelativeHeightIndex
485,Tiefenschachtmine,139,38,1,0
486,Untere Minen,139,39,2,0
487,Schwarzfelsspitze,140,33,14,0
488,Schwarzfelshöhlen,140,34,15,0
489,Schwarzfelstiefen,140,35,16,0
490,Der Keller des Meisters,141,44,23,0
491,Unterer Keller,141,45,24,0
492,Orgrimmar,142,85,0,0
493,Kluft der Schatten,142,86,1,0
496,Die Tückische Grotte,144,67,21,0
497,Faulsporenhöhle,144,68,22,0
498,Burg Tiragarde,145,3,10,0
499,Haupthaus,145,4,11,0
500,Vorderer Höhlenteil,146,60,4,0
501,Hinterer Höhlenteil,146,61,5,0
502,Der Hof,147,310,1,0
503,Speisesaal,147,311,2,0
504,Die Verwaiste Höhle,147,312,3,0
505,Tieferes Observatorium,147,313,4,0
506,Oberes Observatorium,147,314,5,0
507,Lord Godfreys Kammer,147,315,6,0
508,Der Wehrgang,147,316,7,0
509,Die Todesminen,148,291,1,0
510,Eiserne Bucht,148,292,2,0
511,Der Teich von Ask'Ar,149,221,1,0
512,Mondschreinsanktum,149,222,2,0
513,Der Vergessene Teich,149,223,3,0
514,Halle der Bewahrer,150,230,1,0
515,Khaz'goroths Sitz,150,231,2,0
516,Die Halle der Zahnräder,151,226,1,0
517,Der Schlafsaal,151,227,2,0
518,Startrampe,151,228,3,0
519,Tüftlerhof,151,229,4,0
520,Friedhof,152,302,0,0
521,Bibliothek,152,303,1,0
522,Arsenal,152,304,2,0
523,Kathedrale,152,305,3,0
524,Tazz'Alor,153,250,1,0
525,Listspinnertunnel,153,251,2,0
526,Hordemar,153,252,3,0
527,Schwarzfausthalle,153,253,4,0
528,Halycons Hort,153,254,5,0
529,Kammer der Schlachten,153,255,6,0
530,Gefängnisblock,154,242,1,0
531,Schattenschmiede,154,243,2,0
532,Das Reliquiarium,155,306,1,0
533,Kammer der Beschwörung,155,307,2,0
534,Oberes Arbeitszimmer,155,308,3,0
535,Arbeitszimmer des Direktors,155,309,4,0
536,Kreuzzüglerplatz,156,317,1,0
537,Der Spießrutenlauf,156,318,2,0
538,Höhlen von Maraudon,157,280,1,0
539,Zaetars Grab,157,281,2,0
540,Tiefenbahn,158,499,1,0
541,Bizmos Boxbar,158,500,2,0
542,Gordokhallen,159,235,1,0
543,Hauptstadtgärten,159,236,2,0
544,Hof der Hochgeborenen,159,237,3,0
545,Gefängnis von Immol'thar,159,238,4,0
546,Wucherborkenviertel,159,239,5,0
547,Schrein von Eldretharr,159,240,6,0
548,Garnison des Drachenmals,160,287,1,0
549,Hallen des Zwists,160,288,2,0
550,Blutrote Labore,160,289,3,0
551,Nefarians Unterschlupf,160,290,4,0
552,Untergrund des Schwarmbaus,161,319,1,0
553,Die Tempeltore,161,320,2,0
554,Höhle von C'Thun,161,321,3,0
555,Bedienstetenunterkünfte,162,350,1,0
556,Obere Nobelställe,162,351,2,0
557,Der Bankettsaal,162,352,3,0
558,Die Gästezimmer,162,353,4,0
559,Balkon des Opernsaals,162,354,5,0
560,Terrasse des Meisters,162,355,6,0
561,Untere Eingestürzte Treppe,162,356,7,0
562,Obere Eingestürzte Treppe,162,357,8,0
563,Menagerie,162,358,9,0
564,Bibliothek des Wächters,162,359,10,0
565,Das Warenlager,162,360,11,0
566,Obere Bibliothek,162,361,12,0
567,Die Himmelswacht,162,362,13,0
568,Halle der Spiele,162,363,14,0
569,Medivhs Gemächer,162,364,15,0
570,Die Energiekammer,162,365,16,0
571,Netherraum,162,366,17,0
572,Das Konstruktviertel,163,162,1,0
573,Das Arachnidenviertel,163,163,2,0
574,Das Militärviertel,163,164,3,0
575,Das Seuchenviertel,163,165,4,0
576,Die Untere Nekropole,163,166,5,0
577,Die Obere Nekropole,163,167,6,0
578,Die Dampfkammer,164,263,1,0
579,Die Kühlteiche,164,264,2,0
580,Stasisblock: Trion,165,269,1,0
581,Stasisblock: Maximus,165,270,2,0
582,Eindämmungskern,165,271,3,0
583,Die Mechanar,166,267,1,0
584,Berechnungskammer,166,268,2,0
585,Sethekkversteck,167,258,1,0
586,Hallen der Trauer,167,259,2,0
587,Hallen des Jenseits,168,256,1,0
588,Brücke der Seelen,168,257,2,0
589,Kanäle von Karabor,169,340,0,0
590,Der Schwarze Tempel,169,339,1,0
591,Zuflucht der Schatten,169,341,2,0
592,Hallen der Pein,169,342,3,0
593,Blutschattens Wacht,169,343,4,0
594,Hof der Irdischen Gelüste,169,344,5,0
595,Kommandoraum,169,345,6,0
596,Tempelspitze,169,346,7,0
597,Dalaran,170,125,1,0
598,Die Schattenseite,170,126,2,0
599,Vorbereitung der Njorndir,171,133,1,0
600,Aufstieg der Drachenschinder,171,134,2,0
601,Tyrs Terrasse,171,135,3,0
602,Untere Spitze,172,136,1,0
603,Obere Spitze,172,137,2,0
604,Ring der Varianz,173,143,1,0
605,Ring der Akzeleration,173,144,2,0
606,Ring der Transmutation,173,145,3,0
607,Ring der Abgleichung,173,146,4,0
608,Sonnenbrunnenplateau,174,335,0,0
609,Schrein der Finsternis,174,336,1,0
610,Zuflucht des Großmagisters,175,348,1,0
611,Beobachtungsplatz,175,349,2,0
612,Das Ausmerzen von Stratholme,176,130,0,0
613,Stratholme,176,131,1,0
614,Die Vorhallen von Drak'Tharon,177,160,1,0
615,Aussichtspunkt von Drak'Tharon,177,161,2,0
616,Die Brutgrube,178,157,1,0
617,Hadronox' Hort,178,158,2,0
618,Das Vergoldete Tor,178,159,3,0
619,Unnachgiebige Garnison,179,138,1,0
620,Straße der Schöpfer,179,139,2,0
621,Ulduar,180,147,0,0
622,Die Vorkammer von Ulduar,180,148,1,0
623,Das Innere Sanktum von Ulduar,180,149,2,0
624,Das Gefängnis von Yogg-Saron,180,150,3,0
625,Der Funke der Imagination,180,151,4,0
626,Das Gedankenauge,180,152,5,0
627,Die Untere Zitadelle,181,186,1,0
628,Das Schädelbollwerk,181,187,2,0
629,Dom des Todesbringers,181,188,3,0
630,Der Hort der Frostkönigin,181,189,4,0
631,Der Obere Bereich,181,190,5,0
632,Königliche Quartiere,181,191,6,0
633,Der Frostthron,181,192,7,0
634,Frostgram,181,193,8,0
635,Abyssalhallen,182,322,1,0
636,Thron von Neptulon,182,323,2,0
637,Die Halle des Lichts,183,297,1,0
638,Grab des Erdwüters,183,298,2,0
639,Die Vier Sitze,183,299,3,0
640,Kammer der Einäscherung,184,283,1,0
641,Zwielichtschmiede,184,284,2,0
