ID,Name_lang,Cost_lang,OutOfError_lang,ToolTip_lang,MinPower,MaxPower,StartPower,CenterPower,RegenerationPeace,RegenerationCombat,BarType,Flags,StartInset,EndInset,FileDataID[0],FileDataID[1],FileDataID[2],FileDataID[3],FileDataID[4],FileDataID[5],Color[0],Color[1],Color[2],Color[3],Color[4],Color[5]
9,Testkraft,%d Testkraft,Nicht genügend Testkraft,,0,1000,1000,0,-12.5,-5,0,0,0,0,0,0,0,0,0,0,-16777216,-16777216,-16777216,-16777216,-16777216,0
10,Testkraft,%d Testkraft,Nicht genügend Testkraft,,0,2000,0,0,20,10,0,1,0,0,0,0,0,0,0,0,-16777216,-16777216,-16777216,-16777216,-16777216,0
18,Tödlichkeitsmesser,,,,0,10,0,0,0,0,0,7,0,0,457299,457296,457297,457300,457298,0,-1,-1,-1,-1,-1,0
23,Lautstärkenanzeige,Lautstärke,Ihr seid unentdeckt,Wie laut Ihr seid!,0,100,0,0,0,0,2,2,0,0,457566,457564,449443,0,457565,0,-401539,-16777216,-7678738,-16777216,-598016,0
24,Seuchenprobe,,,,0,250,0,0,0,0,0,23,0.1328,0.1367,457299,457296,457297,457300,457298,0,-1,-1,-1,-1,-1,0
26,Verdauungssäuren,,,"Ihr werdet von Iso'raths Magensäure verdaut!|n|nDie Stärke der Magensäure wächst mit der Zeit - findet bei einem nahen Schamanen des Irdenen Rings Schutz, um Euch zu heilen!",0,300,0,0,0,0,0,23,0.1328,0.1367,459000,449447,457302,0,462656,0,-1,-1,-13902018,-1,-1,0
29,Volksfortschritt,Was bedeutet das?,,,0,34,0,0,0,0,0,6,0.1328,0.1367,457310,457307,457308,0,457309,0,-1,-1,-1,-1,-1,0
30,Wellenfortschritt,Was bedeutet das?,,,0,5,0,0,0,0,0,6,0.1328,0.1367,457310,457307,457308,0,457309,0,-1,-1,-1,-1,-1,0
32,Wellenfortschritt,Was bedeutet das?,,,0,4,0,0,0,0,0,6,0.1328,0.1367,457310,457307,457308,0,457309,0,-1,-1,-1,-1,-1,0
33,Wellenfortschritt,Was bedeutet das?,,,0,7,0,0,0,0,0,6,0.1328,0.1367,457310,457307,457308,0,457309,0,-1,-1,-1,-1,-1,0
34,Alexstraszas Macht,,,,0,5,5,0,0,0,3,2,0,0.5,457617,449452,457583,457576,457575,0,-406016,-16777216,-837632,-16777216,-16777216,0
35,Wellenfortschritt,Was bedeutet das?,,,0,7,0,0,0,0,0,6,0.1328,0.1367,457310,457307,457308,0,457309,0,-1,-1,-1,-1,-1,0
36,Aufseher Stillwasser,Was bedeutet das?,,"Die verbleibenden Lebenspunkte, bis Aufseher Stillwasser besiegt sein wird.",0,35000,0,0,0,0,0,6,0.1328,0.1367,459012,449447,449448,0,449449,0,-1,-1,-65536,-1,-1,0
37,Verderbtes Blut,Verderbtes Blut,Euer Blut ist rein!,Ruft hervor:|n 'Verderbnis: Verstärkt' bei 25%.|n 'Verderbnis: Krankheit' bei 50%.|n 'Verderbnis: Missbildung' bei 75%.|n 'Verderbnis: Vollkommen' bei 100%.,0,100,0,0,0,0,0,2,0.28,0.22,462333,462330,462331,462334,462332,0,-1,-1,-1,-1,-1,0
39,Elektrische Ladung,Elektrizität,,"Onyxias derzeitige Stufe elektrischer Aufladung. Sie wird explodieren, wenn sie vollständig aufgeladen ist.",0,100,0,0,0,0,0,2,0.15,0.15,457319,449467,457317,457320,457318,0,-1,-1,-1,-1,-1,0
