ID,HordeName_lang,AllianceName_lang,Description_lang,Tooltip_lang,GarrTypeID,BuildingType,HordeGameObjectID,AllianceGameObjectID,GarrSiteID,UpgradeLevel,BuildSeconds,CurrencyTypeID,CurrencyQty,HordeUiTextureKitID,AllianceUiTextureKitID,IconFileDataID,AllianceSceneScriptPackageID,HordeSceneScriptPackageID,MaxAssignments,ShipmentCapacity,GarrAbilityID,BonusGarrAbilityID,GoldCost,Flags
8,Kriegswerkstatt,Zwergenbunker,In diesem Gebäude werden die Waffen der Garnison gelagert und gewartet.,Verdoppelt die Chance auf seltene oder epische Bonusaufwertungen durch Quests und erhöht die Stärke der Aufwertung. Lässt Euch außerdem Rüstungsfetzen von den Orcklans Draenors zur Rüstungstransmogrifikation sammeln.,2,10,230406,224548,0,1,3600,824,150,15,14,975736,1194,1193,0,0,0,0,150,1
9,Kriegswerkstatt,Zwergenbunker,In diesem Gebäude werden die Waffen der Garnison gelagert und gewartet.,Ermöglicht Arbeitsaufträge für Waffen und Rüstung von Anhängern im Tausch gegen Garnisonsressourcen. Schaltet außerdem zusätzliche Vorlagen für die Rüstungstransmogrifikation frei.,2,10,230407,224549,0,2,3600,824,900,18,16,975736,1196,1195,0,14,0,0,300,1
10,Kriegswerkstatt,Zwergenbunker,In diesem Gebäude werden die Waffen der Garnison gelagert und gewartet.,Gewährt jede Woche kostenlos eines Eurer drei Siegel des unausweichlichen Schicksals (Bonuswurfmarken).,2,10,230409,224550,0,3,3600,824,1200,19,17,975736,1198,1197,0,21,0,0,500,1
24,Scheune,Scheune,"In der Scheune sind die Tiere untergebracht, die die Garnison mit Leder, Fleisch und Pelzen versorgen.","Ermöglicht es Euch Grollhufe, Elekks, Wölfe und Talbuks zu fangen, um Leder und Pelze zu gewinnen. die in Rezepten für Lederverarbeitung und Schneiderei benötigt werden.",2,3,230410,224795,0,1,3600,824,100,131,3,975737,1220,1219,0,7,0,0,150,1
25,Scheune,Scheune,"In der Scheune sind die Tiere untergebracht, die die Garnison mit Leder, Fleisch und Pelzen versorgen.","Erlaubt es Euch, Eber und Flussbestien fangen, deren seltenes Fleisch zur stärksten Nahrung verarbeitet werden kann.",2,3,230411,224796,0,2,3600,824,300,132,57,975737,1222,1221,0,14,62,0,300,1
26,Kaserne,Kaserne,In der Kaserne sind die Streitkräfte Eurer Garnison sowie Eure Anhänger untergebracht.,Schaltet Patrouillenmissionen frei. Patrouillenmissionen erzielen einen erhöhten Erfahrungsbonus für Anhänger.,2,8,230412,224797,0,1,3600,824,150,142,36,975738,1224,1223,0,1,0,0,10,1
27,Kaserne,Kaserne,In der Kaserne sind die Streitkräfte Eurer Garnison sowie Eure Anhänger untergebracht.,"Gestattet es einem Eurer Anhänger mit der Eigenschaft 'Leibwächter', Euch in Gebieten auf Draenor zu begleitet.",2,8,230413,224798,0,2,3600,824,900,143,37,975738,1226,1225,0,3,231,0,300,1
28,Kaserne,Kaserne,In der Kaserne sind die Streitkräfte Eurer Garnison sowie Eure Anhänger untergebracht.,Erhöht die maximale Anzahl an Anhängern um 5 und gewährt Zugriff auf Wachen und Banner spezifischer Völker.,2,8,230414,224799,0,3,3600,824,1200,144,38,975738,1228,1227,5,5,231,0,500,1
29,Kräutergarten,Kräutergarten,"Ein ergiebiger Garten, in dem Draenors Kräuter angebaut werden.",Lässt täglich aus draenischen Samen Kräuter heranwachsen und macht Kräuter im Garten verfügbar.,2,2,230415,224800,0,1,3600,824,50,137,59,134221,1230,1229,0,7,0,0,0,0
34,Frostwallschenke,Mondsturzgasthaus,"Abenteuer! Nervenkitzel! Das sind die Dinge, die ein Held und seine Anhänger brauchen. Nicht zu vergessen ein Plätzchen, um sich danach auszuruhen.","Quartiert jeden Tag einen Abenteurer in Eurem Gasthaus ein, der eine Dungeonquest mit großzügigen Belohnungen anbietet.",2,5,230416,224805,0,1,3600,824,100,7,6,134414,1234,1233,0,1,0,0,150,1
35,Frostwallschenke,Mondsturzgasthaus,"Abenteuer! Nervenkitzel! Das sind die Dinge, die ein Held und seine Anhänger brauchen. Nicht zu vergessen ein Plätzchen, um sich danach auszuruhen.","Heuert jede Woche zufällige Anhänger an. Ihr könnt bestimmte Eigenschaften und Fähigkeiten angeben, an denen Ihr besonders interessiert seid.",2,5,230417,224806,0,2,3600,824,300,138,31,134414,1236,1235,0,3,0,0,300,1
36,Frostwallschenke,Mondsturzgasthaus,"Abenteuer! Nervenkitzel! Das sind die Dinge, die ein Held und seine Anhänger brauchen. Nicht zu vergessen ein Plätzchen, um sich danach auszuruhen.",Schaltet die besonders lukrativen Missionen für Garnisonsressourcen frei.,2,5,230418,224807,0,3,3600,824,600,139,32,134414,1238,1237,0,5,0,0,500,1
37,Geisterhaus,Magierturm,Ermöglicht die sofortige Reise zu strategischen Orten in Draenor!,"Ermöglicht das Sammeln von Ogerportalsteinen auf Draenor. Diese Ogerportalsteine erlauben es Euch, ein Ogerportal Eurer Wahl in Draenor mit Energie zu versorgen. Erzeugt außerdem während des Kampfes gelegentlich Runen der Kraft.",2,13,230419,224808,0,1,3600,824,150,148,28,975740,1240,1239,0,7,0,0,150,1
38,Geisterhaus,Magierturm,Ermöglicht die sofortige Reise zu strategischen Orten in Draenor!,Gewährt Euch Zugriff auf ein weiteres Ogerportal. (Insgesamt 2),2,13,230420,224809,0,2,3600,824,900,149,29,975740,1242,1241,0,14,0,0,300,1
39,Geisterhaus,Magierturm,Ermöglicht die sofortige Reise zu strategischen Orten in Draenor!,Gewährt Euch Zugriff auf ein weiteres Ogerportal. (Insgesamt 3),2,13,230421,224810,0,3,3600,824,1200,150,30,975740,1244,1243,0,21,0,0,500,1
40,Sägewerk,Sägewerk,Das Sägewerk ermöglicht den Zugriff auf verschiedene Holzarten in Draenor.,"Ermöglicht Euch, kleine Bäume in Draenor zu markieren, die gefällt werden sollen. Das so gewonnene Holz kann in Arbeitsaufträge für Garnisonsvorräte umgewandelt werden.",2,4,230422,224811,0,1,3600,0,0,8,9,975739,1246,1245,0,7,0,0,300,1
41,Sägewerk,Sägewerk,Das Sägewerk ermöglicht den Zugriff auf verschiedene Holzarten in Draenor.,"Ermöglicht, mittelgroße Bäume zu markieren, um zusätzliches Holz zu gewinnen.",2,4,230423,224812,0,2,3600,0,0,161,62,975739,1248,1247,0,14,0,0,500,1
42,Menagerie,Menagerie,"Die Menagerie bietet Euch neue Möglichkeiten, Eure Haustiere weiterzuentwickeln und zu verstärken.","Lockt Elitehaustiere an, mit denen Ihr kämpfen könnt, um Belohnungen zu erhalten. Ermöglicht es Euch, 5 Eurer Kampfhaustiere in Eurer Garnison unterzubringen.",2,7,230426,224813,0,1,3600,824,50,163,100,975741,1250,1249,5,1,0,0,0,0
