Name_lang,ID,ParentUiMapID,Flags,System,Type,BountySetID,BountyDisplayLocation,TempVisibilityPlayerConditionID,VisibilityPlayerConditionID,HelpTextPosition,BkgAtlasID,AlternateUiMapGroup,ContentTuningID,AdventureMapTextureKitID,MapArtZoneTextPosition
Durotar,1,12,6,0,3,0,0,0,0,0,0,0,70,0,0
Koven der Brennenden Klinge,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Burg Tiragarde,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Burg Tiragarde,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Knochenhöhle,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Staubwindhöhle,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Mulgore,7,12,6,0,3,0,0,0,0,0,0,0,71,0,0
Bleichmähnenfels,8,7,0,0,5,0,0,0,0,0,0,0,0,0,0
Die Mine der Venture Co.,9,7,0,0,5,0,0,0,0,0,0,0,0,0,0
Nördliches Brachland,10,12,6,0,3,0,0,0,0,0,0,0,3,0,0
Höhlen des Wehklagens,11,10,0,0,5,0,0,0,0,0,0,0,0,0,0
Kalimdor,12,947,0,0,2,0,0,0,0,0,0,0,2844,0,0
Die Östlichen Königreiche,13,947,0,0,2,0,0,0,0,0,0,0,2844,0,0
Arathihochland,14,13,6,0,3,10,1,0,0,1,0,0,17,0,0
Ödland,15,13,6,0,3,0,0,0,0,0,0,0,27,0,0
Uldaman,16,15,0,0,5,0,0,0,0,0,0,0,0,0,0
Verwüstete Lande,17,13,6,0,3,0,0,0,0,0,0,0,34,0,0
Tirisfal,18,13,6,0,3,0,0,0,0,0,0,0,75,0,0
Eingang zum Scharlachroten Kloster,19,18,0,0,5,0,0,0,0,0,0,0,0,0,0
Rast des Hüters,20,18,0,0,5,0,0,0,0,0,0,0,0,0,0
Silberwald,21,13,6,0,3,0,0,0,0,0,0,0,7,0,0
Westliche Pestländer,22,13,6,0,3,0,0,0,0,0,0,0,25,0,0
Östliche Pestländer,23,13,6,0,3,0,0,0,0,0,0,0,35,0,0
Kapelle des Hoffnungsvollen Lichts,24,23,0,0,5,0,0,0,0,0,0,0,0,0,0
Vorgebirge des Hügellands,25,13,6,0,3,0,0,0,0,0,0,0,11,0,0
Hinterland,26,13,6,0,3,0,0,0,0,0,0,0,20,0,0
Dun Morogh,27,13,6,0,3,0,0,0,0,0,0,0,74,0,0
Eisklamm,28,27,0,0,5,0,0,0,0,0,0,0,0,0,0
Der Graufelsbau,29,27,0,0,5,0,0,0,0,0,0,0,0,0,0
Neu-Tüftlerstadt,30,27,0,0,5,0,0,0,0,0,0,0,0,0,0
Steinbruch Gol'Bolar,31,27,0,0,5,0,0,0,0,0,0,0,0,0,0
Sengende Schlucht,32,13,6,0,3,0,0,0,0,0,0,0,29,0,0
Der Schwarzfels,33,36,0,0,5,0,0,0,0,0,0,0,0,0,0
Der Schwarzfels,34,36,0,0,5,0,0,0,0,0,0,0,0,0,0
Der Schwarzfels,35,32,0,0,5,0,0,0,0,0,0,0,0,0,0
Brennende Steppe,36,13,6,0,3,0,0,0,0,0,0,0,30,0,0
Wald von Elwynn,37,13,6,0,3,0,0,0,0,0,0,0,73,0,0
Tiefenschachtmine,38,37,0,0,5,0,0,0,0,0,0,0,0,0,0
Tiefenschachtmine,39,37,0,0,5,0,0,0,0,0,0,0,0,0,0
Jaspismine,40,37,0,0,5,0,0,0,0,0,0,0,0,0,0
Dalaran,41,42,0,0,5,0,0,0,0,0,0,0,0,0,0
Gebirgspass der Totenwinde,42,13,6,0,3,0,0,0,0,0,0,0,775,0,0
Der Keller des Meisters,43,42,0,0,5,0,0,0,0,0,0,0,0,0,0
Der Keller des Meisters,44,42,0,0,5,0,0,0,0,0,0,0,0,0,0
Der Keller des Meisters,45,42,0,0,5,0,0,0,0,0,0,0,0,0,0
Katakomben von Karazhan,46,42,0,0,5,0,0,0,0,0,0,0,0,0,0
Dämmerwald,47,13,6,0,3,0,0,0,0,0,0,0,13,0,0
Loch Modan,48,13,6,0,3,0,0,0,0,0,0,0,9,0,0
Rotkammgebirge,49,13,6,0,3,0,0,0,0,0,0,0,10,0,0
Nördliches Schlingendorntal,50,224,6,0,3,0,0,0,0,0,0,0,18,0,0
Sümpfe des Elends,51,13,6,0,3,0,0,0,0,0,0,0,31,0,0
Westfall,52,13,6,0,3,0,0,0,0,0,0,0,6,0,0
Goldküstensteinbruch,53,52,0,0,5,0,0,0,0,0,0,0,0,0,0
Jangoschacht,54,52,0,0,5,0,0,0,0,0,0,0,0,0,0
Todesminen,55,52,0,0,5,0,0,0,0,0,0,0,0,0,0
Sumpfland,56,13,6,0,3,0,0,0,0,0,0,0,15,0,0
Teldrassil,57,12,6,0,3,0,0,0,68088,0,0,0,72,0,0
Schattenweberhöhle,58,57,0,0,5,0,0,0,0,0,0,0,0,0,0
Teufelsfels,59,57,0,0,5,0,0,0,0,0,0,0,0,0,0
Grabhügel von Ban'ethil,60,57,0,0,5,0,0,0,0,0,0,0,0,0,0
Grabhügel von Ban'ethil,61,57,0,0,5,0,0,0,0,0,0,0,0,0,0
Dunkelküste,62,12,6,0,3,10,1,0,0,1,0,0,5,0,0
Eschental,63,12,6,0,3,0,0,0,0,0,0,0,12,0,0
Tausend Nadeln,64,12,6,0,3,0,0,0,0,0,0,0,21,0,0
Steinkrallengebirge,65,12,6,0,3,0,0,0,0,0,0,0,14,0,0
Desolace,66,12,6,0,3,0,0,0,0,0,0,0,19,0,0
Maraudon,67,66,0,0,5,0,0,0,0,0,0,0,0,0,0
Maraudon,68,66,0,0,5,0,0,0,0,0,0,0,0,0,0
Feralas,69,12,6,0,3,0,0,0,0,0,0,0,22,0,0
Düstermarschen,70,12,6,0,3,0,0,0,0,0,0,0,23,0,0
Tanaris,71,12,6,0,3,0,0,0,0,0,0,0,28,0,0
Der Giftige Unterschlupf,72,71,0,0,5,0,0,0,0,0,0,0,0,0,0
Die Klaffende Schlucht,73,71,0,0,5,0,0,0,0,0,0,0,0,0,0
Höhlen der Zeit,74,71,0,0,5,0,0,0,0,0,0,0,0,0,0
Höhlen der Zeit,75,71,0,0,5,0,0,0,0,0,0,0,0,0,0
Azshara,76,12,6,0,3,0,0,0,0,0,0,0,2,0,0
Teufelswald,77,12,6,0,3,0,0,0,0,0,0,0,26,0,0
Krater von Un'Goro,78,12,6,0,3,0,0,0,0,0,0,0,32,0,0
Die Wuchernde Narbe,79,78,0,0,5,0,0,0,0,0,0,0,0,0,0
Mondlichtung,80,12,6,0,3,0,0,0,0,0,0,0,884,0,0
Silithus,81,12,6,0,3,0,0,0,0,0,0,0,36,0,0
Kavernen des Schattenhammers,82,81,0,0,5,0,0,0,0,0,0,0,0,0,0
Winterquell,83,12,6,0,3,0,0,0,0,0,0,0,33,0,0
Sturmwind,84,13,7,0,3,0,0,0,0,0,0,0,0,0,0
Orgrimmar,85,12,7,0,3,0,0,0,0,0,0,0,0,0,0
Orgrimmar,86,85,512,0,6,0,0,0,0,0,0,0,0,0,0
Eisenschmiede,87,13,6,0,3,0,0,0,0,0,0,0,0,0,0
Donnerfels,88,12,6,0,3,0,0,0,0,0,0,0,0,0,0
Darnassus,89,12,7,0,3,0,0,0,68088,0,0,0,0,0,0
Unterstadt,90,13,6,0,3,0,0,0,62731,0,0,0,0,0,0
Alteractal,91,25,0,0,6,0,0,0,0,0,0,0,0,0,0
Kriegshymnenschlucht,92,10,0,0,6,0,0,0,0,0,0,0,0,0,0
Arathibecken,93,14,0,0,6,0,0,0,0,0,0,0,0,0,0
Immersangwald,94,13,6,0,3,0,0,0,0,0,0,0,77,0,0
Geisterlande,95,13,6,0,3,0,0,0,0,0,0,0,8,0,0
Amanikatakomben,96,95,0,0,5,0,0,0,0,0,0,0,0,0,0
Azurmythosinsel,97,12,6,0,3,0,0,0,0,0,0,0,76,0,0
Gezeitenhöhle,98,97,0,0,5,0,0,0,0,0,0,0,0,0,0
Tannenruhfeste,99,97,0,0,5,0,0,0,0,0,0,0,0,0,0
Höllenfeuerhalbinsel,100,101,6,0,3,0,0,0,0,0,0,0,37,0,0
Scherbenwelt,101,946,0,0,2,0,0,0,0,0,0,0,777,0,0
Zangarmarschen,102,101,6,0,3,0,0,0,0,0,0,0,38,0,0
Die Exodar,103,12,6,0,3,0,0,0,0,0,0,0,0,0,0
Schattenmondtal,104,101,6,0,3,0,0,0,0,0,0,0,43,0,0
Schergrat,105,101,6,0,3,0,0,0,0,0,0,0,41,0,0
Die Blutmythosinsel,106,12,6,0,3,0,0,0,0,0,0,0,4,0,0
Nagrand,107,101,6,0,3,0,0,0,0,0,0,0,40,0,0
Wälder von Terokkar,108,101,6,0,3,0,0,0,0,0,0,0,39,0,0
Nethersturm,109,101,6,0,3,0,0,0,0,0,0,0,42,0,0
Silbermond,110,13,6,0,3,0,0,0,0,0,0,0,0,0,0
Shattrath,111,101,6,0,3,0,0,0,0,0,0,0,0,0,0
Auge des Sturms,112,109,0,0,6,0,0,0,0,0,0,0,0,0,0
Nordend,113,947,0,0,2,0,0,0,0,0,0,0,826,0,0
Boreanische Tundra,114,113,6,0,3,0,0,0,0,0,0,0,44,0,0
Drachenöde,115,113,6,0,3,0,0,0,0,0,0,0,46,0,0
Grizzlyhügel,116,113,6,0,3,0,0,0,0,0,0,0,47,0,0
Heulender Fjord,117,113,6,0,3,0,0,0,0,0,0,0,45,0,0
Eiskrone,118,113,6,0,3,0,0,0,0,0,0,0,51,0,0
Sholazarbecken,119,113,6,0,3,0,0,0,0,0,0,0,49,0,0
Die Sturmgipfel,120,113,6,0,3,0,0,0,0,0,0,0,50,0,0
Zul'Drak,121,113,6,0,3,0,0,0,0,0,0,0,48,0,0
Insel von Quel'Danas,122,13,6,0,3,0,0,0,0,0,0,0,161,0,0
Tausendwinter,123,113,6,0,3,0,0,0,0,0,0,0,1200,0,0
Pestländer: Die Scharlachrote Enklave,124,23,0,0,6,0,0,0,0,0,0,0,0,0,0
Dalaran,125,127,0,0,4,0,0,0,0,0,0,0,0,0,0
Dalaran,126,127,0,0,4,0,0,0,0,0,0,0,0,0,0
Kristallsangwald,127,113,6,0,3,0,0,0,0,0,0,0,163,0,0
Strand der Uralten,128,115,0,0,6,0,0,0,0,0,0,0,0,0,0
Der Nexus,129,114,0,0,4,0,0,0,0,0,0,0,0,0,0
Das Ausmerzen von Stratholme,130,71,0,0,4,0,0,0,0,0,0,0,0,0,0
Das Ausmerzen von Stratholme,131,130,0,0,4,0,0,0,0,0,0,0,0,0,0
Ahn'kahet: Das Alte Königreich,132,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Burg Utgarde,133,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Burg Utgarde,134,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Burg Utgarde,135,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Turm Utgarde,136,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Turm Utgarde,137,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Hallen der Blitze,138,120,0,0,4,0,0,0,0,0,0,0,0,0,0
Hallen der Blitze,139,120,0,0,4,0,0,0,0,0,0,0,0,0,0
Hallen des Steins,140,120,0,0,4,0,0,0,0,0,0,0,0,0,0
Das Auge der Ewigkeit,141,114,0,0,4,0,0,0,0,0,0,0,0,0,0
Das Oculus,142,114,0,0,6,0,0,0,0,0,0,0,0,0,0
Das Oculus,143,114,0,0,4,0,0,0,0,0,0,0,0,0,0
Das Oculus,144,114,0,0,4,0,0,0,0,0,0,0,0,0,0
Das Oculus,145,114,0,0,4,0,0,0,0,0,0,0,0,0,0
Das Oculus,146,114,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,147,120,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,148,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,149,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,150,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,151,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,152,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Gundrak,153,121,0,0,6,0,0,0,0,0,0,0,0,0,0
Gundrak,154,121,0,0,4,0,0,0,0,0,0,0,0,0,0
Das Obsidiansanktum,155,115,0,0,6,0,0,0,0,0,0,0,0,0,0
Archavons Kammer,156,123,0,0,4,0,0,0,0,0,0,0,0,0,0
Azjol-Nerub,157,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Azjol-Nerub,158,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Azjol-Nerub,159,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Feste Drak'Tharon,160,121,0,0,4,0,0,0,0,0,0,0,0,0,0
Feste Drak'Tharon,161,121,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,162,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,163,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,164,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,165,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,166,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,167,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Violette Festung,168,125,0,0,4,0,0,0,0,0,0,0,0,0,0
Insel der Eroberung,169,118,0,0,6,0,0,0,0,0,0,0,0,0,0
Hrothgars Landestelle,170,113,6,0,3,0,0,0,0,0,0,0,988,0,0
Prüfung des Champions,171,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Prüfung des Kreuzfahrers,172,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Prüfung des Kreuzfahrers,173,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Die Verlorenen Inseln,174,948,6,0,3,0,0,0,0,0,0,0,159,0,0
Kaja'mithöhle,175,174,0,0,5,0,0,0,0,0,0,0,0,0,0
Volcanoths Hort,176,174,0,0,5,0,0,0,0,0,0,0,0,0,0
Gallywix' Fronmine,177,174,0,0,5,0,0,0,0,0,0,0,0,0,0
Gallywix' Fronmine,178,174,0,0,5,0,0,0,0,0,0,0,0,0,0
Gilneas,179,13,6,0,6,0,0,0,0,0,0,0,78,0,0
Glutsteinmine,180,179,0,0,5,0,0,0,0,0,0,0,0,0,0
Graumähnenanwesen,181,179,0,0,5,0,0,0,0,0,0,0,0,0,0
Graumähnenanwesen,182,179,0,0,5,0,0,0,0,0,0,0,0,0,0
Die Seelenschmiede,183,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Grube von Saron,184,118,0,0,6,0,0,0,0,0,0,0,0,0,0
Hallen der Reflexion,185,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Eiskronenzitadelle,186,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Eiskronenzitadelle,187,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Eiskronenzitadelle,188,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Eiskronenzitadelle,189,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Eiskronenzitadelle,190,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Eiskronenzitadelle,191,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Eiskronenzitadelle,192,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Eiskronenzitadelle,193,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Kezan,194,948,6,0,3,0,0,0,0,0,0,0,79,0,0
Kaja'mine,195,194,0,0,5,0,0,0,0,0,0,0,0,0,0
Kaja'mine,196,194,0,0,5,0,0,0,0,0,0,0,0,0,0
Kaja'mine,197,194,0,0,5,0,0,0,0,0,0,0,0,0,0
Der Hyjal,198,12,6,0,3,0,0,0,0,0,0,0,52,0,0
Südliches Brachland,199,12,6,0,3,0,0,0,0,0,0,0,16,0,0
Rubinsanktum,200,115,0,0,6,0,0,0,0,0,0,0,0,0,0
Tang'tharwald,201,203,6,0,3,0,0,0,0,0,0,0,0,0,0
Gilneas (Stadt),202,179,6,0,3,0,0,0,0,0,0,0,0,0,0
Vashj'ir,203,13,6,0,3,0,0,0,0,0,0,0,53,0,0
Abyssische Tiefen,204,203,6,0,3,0,0,0,0,0,0,0,0,0,0
Schimmernde Weiten,205,203,6,0,3,0,0,0,0,0,0,0,0,0,0
Zwillingsgipfel,206,241,0,0,6,0,0,0,0,0,0,0,0,0,0
