ID,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],AllowableRaces[0],AllowableRaces[1]
25,Abgenutztes Kurzschwert,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
35,Gebogener Stab,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
36,Abgenutzter Streitkolben,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
37,Abgenutzte Axt,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
38,Rekrutenhemd,2,0,0,0,-1,0,0,0,0,1,36864,8192,8388608,0,0,-1,-1
39,Rekrutenhose,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
40,Rekrutenstiefel,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
43,Knappenstiefel,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
44,Knappenhose,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
45,Knappenhemd,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
47,Straßenräuberschuhe,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
48,Straßenräuberhose,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
49,Straßenräuberhemd,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
51,Neophytenstiefel,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
52,Neophytenhose,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
53,Neophytenhemd,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
55,Lehrlingsstiefel,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
56,Lehrlingsrobe,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
57,Akolythenrobe,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
59,Akolythenschuhe,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
60,Mehrlagige Tunika,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
61,Zwergische Lederhose,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
79,Zwergische Stoffkniehose,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
80,Weiche fellgefütterte Schuhe,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
85,Schmutzige Lederweste,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
120,Rohlingshose,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
121,Rohlingsstiefel,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
127,Fallenstellerhemd,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
129,Unverwüstliche Fallenstellerstiefel,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
139,Muskelprotzhose,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
140,Muskelprotzstiefel,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
147,Unverwüstliche Fallenstellerhose,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
148,Unverwüstliches Fallenstellerhemd,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
153,Primitiver Kilt,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
154,Primitiver Mantel,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
