ID,ContainerName_lang,ContainerDescription_lang,MinAmount,MaxAmount,ContainerIconID,ContainerQuality,OnLootSpellVisualKitID,CurrencyTypeID
12,Winziger Azeritspan,Gewährt Eurem Herzen von Azeroth %d Artefaktmacht.,1,49,2065629,2,101693,1553
13,Kleines Azeritfragment,Gewährt Eurem Herzen von Azeroth %d Artefaktmacht.,50,99,2065623,2,101693,1553
14,Kleiner Azeritsplitter,Gewährt Eurem Herzen von Azeroth %d Artefaktmacht.,100,149,2065624,2,101693,1553
15,Kleine Azeritformation,Gewährt Eurem Herzen von Azeroth %d Artefaktmacht.,150,199,2065622,2,101693,1553
16,Leuchtender Azeritkristall,Gewährt Eurem Herzen von Azeroth %d Artefaktmacht.,200,299,2065586,3,101692,1553
17,Leuchtendes Azerit,Gewährt Eurem Herzen von Azeroth %d Artefaktmacht.,300,399,2065611,3,101692,1553
18,Leuchtende Azeritgeode,Gewährt Eurem Herzen von Azeroth %d Artefaktmacht.,400,499,2065610,3,101692,1553
19,Strahlendes Azeritfragment,Gewährt Eurem Herzen von Azeroth %d Artefaktmacht.,500,749,2065617,4,101486,1553
20,Strahlender Azeritkern,Gewährt Eurem Herzen von Azeroth %d Artefaktmacht.,750,999,2065616,4,101486,1553
21,Strahlende Azeritmatrix,Gewährt Eurem Herzen von Azeroth %d Artefaktmacht.,1000,1999,2065619,4,101486,1553
31,Summendes Azeritherz,Gewährt Eurem Herzen von Azeroth %d Artefaktmacht.,2000,30000000,2065618,4,101486,1553
132,Belobigungsabzeichen der 7. Legion,Gewährt %d Ruf bei der 7. Legion.,1,199,2065569,2,0,1599
133,Belobigungsabzeichen der Champions von Azeroth,Gewährt %d Ruf bei den Champions von Azeroth.,1,299,2065570,2,0,1579
134,Belobigungsabzeichen der Eidgebundenen,Gewährt %d Ruf bei den Eidgebundenen.,1,199,2065571,2,0,1600
135,Belobigungsabzeichen des Glutordens,Gewährt %d Ruf beim Glutorden.,1,199,2065572,2,0,1592
136,Belobigungsabzeichen der Prachtmeeradmiralität,Gewährt %d Ruf bei der Prachtmeeradmiralität.,1,199,2065573,2,0,1593
137,Belobigungsabzeichen der Sturmwacht,Gewährt %d Ruf bei der Sturmwacht.,1,199,2065574,2,0,1594
138,Belobigungsabzeichen der tortollanischen Sucher,Gewährt %d Ruf bei den tortollanischen Suchern.,1,299,2065576,2,0,1598
139,Belobigungsabzeichen des Zandalariimperiums,Gewährt %d Ruf beim Zandalariimperium.,1,199,2065579,2,0,1597
140,Belobigungsabzeichen von Talanjis Expedition,Gewährt %d Ruf bei Talanjis Expedition.,1,199,2065575,2,0,1595
141,Belobigungsabzeichen der Voldunai,Gewährt %d Ruf bei den Voldunai.,1,199,2065577,2,0,1596
142,Belobigungsabzeichen der 7. Legion,Gewährt %d Ruf bei der 7. Legion.,200,1000000,2065569,3,0,1599
143,Belobigungsabzeichen der Champions von Azeroth,Gewährt %d Ruf bei den Champions von Azeroth.,300,1000000,2065570,3,0,1579
144,Belobigungsabzeichen der Eidgebundenen,Gewährt %d Ruf bei den Eidgebundenen.,200,1000000,2065571,3,0,1600
145,Belobigungsabzeichen des Glutordens,Gewährt %d Ruf beim Glutorden.,200,1000000,2065572,3,0,1592
146,Belobigungsabzeichen des Glutordens,Gewährt %d Ruf beim Glutorden.,200,1000000,2065572,3,0,1592
147,Belobigungsabzeichen der Prachtmeeradmiralität,Gewährt %d Ruf bei der Prachtmeeradmiralität.,200,1000000,2065573,3,0,1593
148,Belobigungsabzeichen der Sturmwacht,Gewährt %d Ruf bei der Sturmwacht.,200,1000000,2065574,3,0,1594
149,Belobigungsabzeichen der tortollanischen Sucher,Gewährt %d Ruf bei den tortollanischen Suchern.,300,1000000,2065576,3,0,1598
150,Belobigungsabzeichen des Zandalariimperiums,Gewährt %d Ruf beim Zandalariimperium.,200,1000000,2065579,3,0,1597
151,Belobigungsabzeichen von Talanjis Expedition,Gewährt %d Ruf bei Talanjis Expedition.,200,1000000,2065575,3,0,1595
152,Belobigungsabzeichen der Voldunai,Gewährt %d Ruf bei den Voldunai.,200,1000000,2065577,3,0,1596
155,Belobigung der Aufgestiegen,Gewährt %d Ruf bei den Aufgestiegenen.,1,1000000,3257748,3,0,1804
156,Belobigung der Unvergänglichen Armee,Gewährt %d Ruf bei der Unvergänglichen Armee.,1,1000000,3492310,3,0,1805
157,Belobigung der Wilden Jagd,Gewährt %d Ruf bei der Wilden Jagd.,1,1000000,3575389,3,0,1806
158,Belobigung des Hofs der Ernter,Gewährt %d Ruf beim Hof der Ernter.,1,1000000,3514227,3,0,1807
159,Emblem des Ruhms,Erhöht Euren Ruhm bei Eurem Pakt um %d.,0,0,3726261,5,0,1822
160,Gluthofprestige,Erhöht den Ruf des Gluthofs um %d.,1,1000000,3641397,3,0,1837
161,Parfümierter Dankesbrief der Gräfin,Verbessert Eure Freundschaft mit der Gräfin um %d.,1,1000000,1505932,3,0,1838
162,Rendels hastig hingekritzeltes Dankesschreiben,Verbessert Eure Freundschaft mit Rendel und Knüppelfratze um %d.,1,1000000,1505955,3,0,1839
163,Pergament mit großem Daumenabdruck der Anerkennung,Verbessert Eure Freundschaft mit Steinkopf um %d.,1,1000000,1505957,3,0,1840
164,Kassirs 10 Thesen für vergnügliches Feiern,Verbessert Eure Freundschaft mit Grufthüter Kassir um %d.,1,1000000,134331,3,0,1841
165,Offizielle Dankeskarte von Baronin Vashj,Verbessert Eure Freundschaft mit Baronin Vashj um %d.,1,1000000,133472,3,0,1842
