ID,Title_lang,BodyText_lang,JournalEncounterID,OrderIndex,ParentSectionID,FirstChildSectionID,NextSiblingSectionID,Type,IconCreatureDisplayInfoID,UiModelSceneID,SpellID,IconFileDataID,Flags,IconFlags,DifficultyMask
816,Mächtiges Stampfen,"Throngus stampft mit dem Fuß auf und bringt so die Mauern von Grim Batol zum Einsturz. Throngus wird 'Mächtiges Stampfen' nicht verwenden, wenn er seinen Schild angelegt hat.",132,1,0,0,817,2,0,0,0,132368,0,0,-1
817,Einsturz,"Nachdem Grim Batols Mauern durch Throngus' 'Mächtiges Stampfen' geschwächt wurden, beginnen Steinstücke in einem Radius von $74986A1 Metern auf einen Spielercharakter herabzufallen. Spielercharaktere, die weiterhin in diesem Bereich stehen, erleiden pro Sekunde $74986s1 körperlichen Schaden.",132,2,0,0,818,2,0,0,0,132153,0,0,-1
818,Waffe aussuchen,"Throngus stehen viele furchterregende Waffen zur Verfügung. Während der Begegnung wird er von Zeit zu Zeit einen riesigen Schild, zwei Schwerter oder einen schrecklichen Streitkolben auswählen. Die jeweiligen Waffen gewähren ihm während einer gewissen Dauer neue Fähigkeiten.",132,3,0,0,819,1,0,0,0,134400,0,0,-1
819,Schildfähigkeiten,,132,4,0,820,823,0,0,0,0,0,1,0,-1
820,Persönliche Phalanx,"Throngus richtet seinen Schild alle 10 Sek. auf ein neues, zufällig ausgewähltes Ziel. Der von Spielercharakteren verursachte Schaden, die sich vor Throngus' Schild befinden, ist um $74909s1% verringert.",132,5,819,0,821,2,0,0,0,331053,0,2,-1
821,Flammenpfeil,"Während Throngus einen Schild angelegt hat, schießen Bogenschützen aus Fenstern über der Schmiede Flammenpfeile auf zufällig ausgewählte Spielercharaktere. Jeder Flammenpfeiltreffer verursacht $74944s1 Feuerschaden.",132,6,819,0,822,2,0,0,0,132312,0,0,-1
822,Flammender Schild,"Ein Flammenkegel (60°) geht von Throngus' Schild aus und fügt jedem feindlichen Ziel, das in Flammen gehüllt wird, pro Sekunde $90830s1 Feuerschaden zu.",132,7,819,0,0,2,0,0,0,134982,2,8,14
823,Schwertfähigkeiten,,132,8,0,824,828,0,0,0,0,0,1,0,-1
824,Dualklingen,"Throngus führt ein flammendes Schwert in jeder Hand, wodurch er die Fähigkeit erlangt, mit beiden Waffen gleichzeitig zuschlagen zu können. Sein Nahkampfschaden ist währenddessen um $74981s3% verringert.",132,9,823,0,825,2,0,0,0,132147,0,0,-1
825,Hauen,"Hin und wieder greift Throngus weitere zwei Mal an, wenn er seine Schwerter schwingt.",132,10,823,0,826,2,0,0,0,132152,0,0,-1
826,Desorientierendes Gebrüll,"Throngus stößt ein mächtiges Gebrüll aus, wodurch das Angriffs- und Zaubertempo der Spielercharaktere um $74976s1% verringert wird. Dieser Effekt kann durch das Wirken eines Zaubers oder einer Fähigkeit beendet werden.$[!2,4

[Heroisch] Das desorientierende Gebrüll verringert das Angriffs- und Zaubertempo der Spielercharaktere um 150%. Jedes Wirken eines Zaubers oder einer Fähigkeit mindert diese Verringerung um $74976s1%.$]",132,11,823,0,827,2,0,0,0,132352,0,0,-1
827,Sengende Flammen,"Die feurigen Klingen verbrennen das Ziel von Throngus' Nahkampfangriffen und verursachen so $90764d lang alle $90764t1 Sek. $90764s1 Feuerschaden. Dieser Effekt ist stapelbar, allerdings können alle Stapel mit einem einzigen Bannzauber entfernt werden.",132,12,823,0,0,2,0,0,0,135822,2,140,14
828,Streitkolbenfähigkeiten,,132,13,0,829,0,0,0,0,0,0,1,0,-1
829,Beeinträchtigt,"Das riesige Gewicht von Throngus' Streitkolben verringert seine Bewegungsgeschwindigkeit um $75007s2%, erhöht jedoch seinen Nahkampfschaden um $75007s1%.",132,14,828,0,830,2,0,0,0,133490,0,1,-1
830,Pfählendes Schmettern,Throngus springt zu einem zufällig ausgewählten Ziel und spießt es auf seinem Streitkolben auf. Das Ziel erleidet dadurch $75056d lang alle $75056t3 Sek. $75056s3 körperlichen Schaden.,132,15,828,0,831,2,0,0,0,133490,0,0,-1
831,Lavapfütze,"Während Throngus sich mit seinem flammenden Streitkolben bewegt, hinterlässt er auf dem Boden Pfützen aus Lava. Diese Pfützen fügen Spielercharakteren, die in ihnen stehen, pro Sekunde $90754s1 Feuerschaden zu.",132,16,828,0,0,2,0,0,0,135822,2,8,14
2010,Phase 1: Flammen- und Frostfäuste,,89,1,0,2011,2014,0,0,0,0,0,1,0,-1
2011,Flammenfäuste,"Glubtok hüllt seine Fäuste in Flammen und verursacht mit jedem seiner erfolgreichen Nahkampfangriffe $87874s1 Feuerschaden.

Außerdem verursachen manche seiner erfolgreichen Nahkampfangriffe $87896s1 Feuerschaden und stoßen Feinde im Umkreis von $87896A1 Metern in die Luft.",89,2,2010,0,2012,2,0,0,0,135817,0,0,-1
2012,Frostfäuste,"Glubtok überzieht seine Fäuste mit Frost und verursacht mit jedem seiner erfolgreichen Nahkampfangriffe $87899s1 Frostschaden.

Außerdem fügen manche seiner erfolgreichen Nahkampfangriffe Feinden im Umkreis von $87901A1 Metern $87901s1 Frostschaden zu. Zudem wird die Bewegungsgeschwindigkeit betroffener Ziele um $87901s2% sowie die Häufigkeit ihrer Distanz- und Nahkampfangriffe um $87901s3% verringert und ihre Zauberzeit um $87901s3% erhöht. Dieser Effekt hält $87901d lang an.",89,3,2010,0,2013,2,0,0,0,135785,0,0,-1
2013,Blinzeln,"Nachdem der Effekt 'Flammenfäuste' oder 'Frostfäuste' vorüber ist, wird Glubtok sich in die Nähe eines zufällig ausgewählten Spielercharakters teleportieren.$[!2,4

[Heroisch] Wenn Glubtok 'Blinzeln' wirkt, setzt er dadurch die Bedrohung aller Feinde auf null zurück.$]",89,4,2010,0,0,2,0,0,0,135736,0,0,-1
2014,Phase 2: Arkane Macht!,"Sobald seine verbleibende Gesundheit 50% beträgt, teleportiert sich Glubtok zur Mitte des Raums und schwebt dort auf der Stelle. Dann beginnt er, im gesamten Raum willkürlich die Zauber 'Feuerblüte' und 'Frostblüte' zu wirken.",89,5,0,2015,0,0,0,0,0,0,1,0,-1
2015,Feuerblüte,"Glubtok wirft eine Feuerblüte auf eine zufällige Position im Raum, die 2 Sek. später landet. Wenn die Feuerblüte landet, fügt sie Feinden im Umkreis von $88173A1 Metern $88173s1 Feuerschaden zu und schleudert sie in die Luft.$[!2,4

[Heroisch] Dort, wo dieser Zauber landet, erhebt sich eine Feuerblütenkreatur aus den Flammen, die sofort zum Angriff übergeht.$]",89,6,2014,2018,2016,2,0,0,0,135817,0,0,-1
2016,Frostblüte,"Glubtok wirft eine Frostblüte auf eine zufällige Position im Raum, die 2 Sek. später landet. Wenn die Frostblüte landet, fügt sie Feinden im Umkreis von $88177A1 Metern $88177s1 Frostschaden zu. Zudem wird $88177d lang die Bewegungsgeschwindigkeit von Zielen um $88177s2% sowie die Häufigkeit ihrer Distanz- und Nahkampfangriffe um $88177s3% verringert und ihre Zauberzeit um $88177s3% erhöht.$[!2,4

[Heroisch] Dort, wo dieser Zauber landet, formt sich eine Frostblütenkreatur aus dem Eis, die sofort zum Angriff übergeht.$]",89,8,2014,2019,2017,2,0,0,0,135785,0,0,-1
2017,Feuerwand,"Nachdem er 'Arkane Macht' gewirkt hat, erschafft Glubtok eine Feuerwand, die sich langsam um ihn herum bewegt. Spielercharaktere, die der Feuerwand nicht ausweichen, erleiden pro Sekunde $91397s1 Feuerschaden.",89,10,2014,0,0,2,0,0,0,135926,2,8,14
2018,Feuerblüte,Dieser Elementar verfügt über eine sehr geringe Gesundheit.,89,7,2015,0,0,1,4607,0,0,0,2,8,14
2019,Frostblüte,Dieser Elementar verfügt über eine sehr geringe Gesundheit.,89,9,2016,0,0,1,30160,0,0,0,2,8,14
2020,Phase 1: Bomben los!,"Helix Ritzelbrecher springt auf den Rücken des Trampels und beginnt, den Trampel herumzukommandieren, während er mit Haftbomben wirft.",90,1,0,2021,2026,0,0,0,0,0,1,0,-1
2021,Haftbombe,"Helix wirft von Zeit zu Zeit Haftbomben auf den Boden in der Nähe eines zufälligen Spielercharakters. Nach 6 Sek. explodiert die Bombe, sofern sie im Umkreis von einem Meter einen Spielercharakter ausfindig macht. Haftbomben werden sich nach weiteren 18 Sek. selbst zerstören und detonieren, wenn sie nicht vorher ausgelöst wurden. Wenn eine Haftbombe explodiert, fügt sie Spielercharakteren im Umkreis von $88321A1 Metern $88321s1 Schaden zu und schleudert sie in die Luft.",90,2,2020,0,2022,2,0,0,0,136173,0,0,-1
2022,Trampel zerquetscht,"Der Trampel packt sich von Zeit zu Zeit einen Spielercharakter und rennt mit ihm zur am weitesten vom Eingang entfernten Seite des Raumes. Anschließend stürmt der Trampel zur anderen Seite des Raumes und kollidiert dort mit einem Baumstamm. Beim Aufprall werden umstehende Spielercharaktere zurückgeworfen und der gepackte Spielercharakter erleidet 100 körperlichen Schaden.$[!2,4

[Heroisch] Der Einschlag von 'Trampel zerquetscht' verursacht stattdessen Schaden in Höhe von $88300s2% Gesundheit des Spielercharakters als körperlichen Schaden.$]",90,3,2020,0,2023,2,0,0,0,132318,0,0,-1
2023,Helix werfen,"Der Trampel nimmt Helix von seinem Rücken und schleudert den Goblin einem zufälligen Spielercharakter ins Gesicht, wo er sich 10 Sek. lang festkrallt. Während Helix sich an den Spielercharakter klammert, schlägt er ihn mit seinem normalen Nahkampfangriff.",90,4,2020,0,2024,2,0,0,0,370769,0,0,-1
2024,Bombengürtel,"Wenn sich Helix erneut auf seinen Trampel schwingt, nachdem er sich an einen Spielercharakter geklammert hatte, hat er in der Zwischenzeit einen Bombengürtel an diesem Ziel festgezurrt. Nach 10 Sek. explodiert der Bombengürtel. Die Explosion schleudert dieses Ziel sehr hoch in die Luft, während alle seine Verbündeten im Umkreis von $88250A1 Metern $88250s1 Feuerschaden erleiden.",90,5,2020,0,2025,2,0,0,0,133712,2,8,14
2025,Helix' Trupp,"Vier Mitglieder von Helix' Trupp erscheinen auf einem Baumstamm, der über den Spielercharakteren hängt. Jeder dieser Goblins wirft in regelmäßigen Abständen eine Haftbombe auf den Boden in der Nähe eines zufälligen Spielercharakters.",90,6,2020,0,0,1,36379,0,0,0,2,8,14
2026,Phase 2: Den brauch ich eh nicht!,"Nachdem der Trampel stirbt, fällt Helix Ritzelbrecher zu Boden. Anschließend verwendet Helix seine Fähigkeit 'Haftbombe' öfter.",90,7,0,2027,0,0,0,0,0,0,1,0,-1
2027,Sprung,"Helix springt und klammert sich 10 Sek. lang an das Gesicht des Spielercharakters. Anschließend wählt Helix sofort einen neuen Spielercharakter aus und klammert sich an ihn. Während Helix sich an den Spielercharakter klammert, schlägt er ihn mit seinem normalen Nahkampfangriff.",90,8,2026,0,2028,2,0,0,0,370769,0,0,-1
2028,Bombengürtel,"Wenn Helix einen Spielercharakter loslässt, hat er in der Zwischenzeit einen Bombengürtel an diesem Ziel festgezurrt. Nach 10 Sek. explodiert der Bombengürtel. Die Explosion schleudert dieses Ziel sehr hoch in die Luft, während alle seine Verbündeten im Umkreis von $88250A1 Metern $88250s1 Feuerschaden erleiden.",90,9,2026,0,2029,2,0,0,0,133712,2,8,14
2029,Helix' Trupp,Vier weitere Mitglieder von Helix' Trupp erscheinen auf dem Baumstamm über den Spielercharakteren.,90,10,2026,0,0,1,36380,0,0,0,2,8,14
2031,Schnitterstoß,"Der Feindschnitter 5000 hat keinen normalen Nahkampfangriff. Stattdessen verwendet der Feindschnitter 5000 'Schnitterstoß', ein Angriff, der allen Zielen innerhalb eines frontalen Kegels (60°, $88490A1 Meter Reichweite) körperlichen Schaden zufügt.",91,2,0,0,2032,2,0,0,0,236303,0,0,-1
2032,Turbogang,"Der Feindschnitter 5000 schaltet in den Turbogang und fügt nahen Gegnern $88481d lang pro Sekunde $88484s1 körperlichen Schaden zu. Nach 2 Sek. beginnt der Feindschnitter 5000 außerdem, mit doppelter Bewegungsgeschwindigkeit wild den Raum zu durchkreuzen.",91,3,0,0,2033,2,0,0,0,132369,0,0,-1
2033,Ernten,"Der Feindschnitter 5000 zielt auf den Ort, an dem sich ein zufälliger Spielercharakter aufhält und bewegt sich dorthin. Während sich der Feindschnitter 5000 bewegt, fügt er wiederholt allen Zielen in einem frontalen Kegel (60°, $88501A1 Meter Reichweite) $88501s1 körperlichen Schaden zu. Sobald der Feindschnitter 5000 sein Ziel erreicht, führt er den Fegeangriff 'Ernten' aus. Dieser Angriff stößt alle Ziele im Umkreis von $88521A1 Metern zurück und fügt ihnen $88521s1 körperlichen Schaden zu.",91,4,0,0,2034,2,0,0,0,132338,0,0,-1
2034,Sicherheitsbeschränkungen deaktiviert,"Wenn die Gesundheit des Feindschnitters 5000 unter 30% sinkt, wird er seine internen Sicherheitsbeschränkungen deaktivieren. Dadurch wird der verursachte körperliche Schaden des Feindschnitters 5000 für den Rest des Kampfes um $88522s1% erhöht.",91,5,0,0,2035,2,0,0,0,135829,0,0,-1
2035,Geschmolzene Schlacke,"Die Aktivierung des Feindschnitters 5000 verursacht eine Überladung der Schlackegrube, wodurch regelmäßig geschmolzene Schlacken erscheinen.",91,6,0,2036,2038,1,36419,0,0,0,2,8,14
2036,Fixieren,Eine geschmolzene Schlacke wird sich regelmäßig auf ein zufälliges feindliches Ziel fixieren und $91830d lang ausschließlich dieses Ziel angreifen.,91,7,2035,0,2037,2,0,0,0,136088,2,0,14
