ID,QuestTitle_lang,BulletText_lang,UniqueBitFlag,ConditionID,FiltActiveQuest,FiltClasses,FiltCompletedQuestLogic,FiltMaxFactionID,FiltMaxFactionValue,FiltMinFactionID,FiltMinFactionValue,FiltMinSkillID,FiltMinSkillValue,FiltNonActiveQuest,BreadCrumbID,StartItem,WorldStateExpressionID,QuestInfoID,ContentTuningID,CovenantID,Field_9_0_2_36206_022,Flags[0],Flags[1],Flags[2],FiltCompletedQuest[0],FiltCompletedQuest[1],FiltCompletedQuest[2],FiltRaceMasks[0],FiltRaceMasks[1]
11354,GESUCHT: Nazans Reitgerte,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4824,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11362,GESUCHT: Keli'dans gefiederter Stab,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4825,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11363,GESUCHT: Messerfausts Siegel,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4826,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11368,GESUCHT: Das Herz von Quagmirran,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4827,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11369,GESUCHT: Ei der Schattenmutter,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4828,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11370,GESUCHT: Die Aufzeichnungen des Kriegsherrn,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4829,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11371,GESUCHT: Myrmidonen des Echsenkessels,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4817,81,233,0,2,4104,0,268435968,0,0,0,-1,-1
11372,GESUCHT: Die Kopfschmuckfedern von Ikiss,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4830,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11373,GESUCHT: Shaffars wundersames Amulett,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4831,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11374,GESUCHT: Der Seelenedelstein des Exarchen,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4832,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11375,GESUCHT: Murmurs Flüstern,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4833,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11376,GESUCHT: Bösartige Ausbilderinnen,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4818,81,225,0,2,4104,0,268435968,0,0,0,-1,-1
11378,GESUCHT: Der Kopf des Epochenjägers,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4834,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11382,GESUCHT: Aeonus' Stundenglas,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4835,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11383,GESUCHT: Fürsten der Zeitenrisse,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4819,81,227,0,2,4104,0,268435968,0,0,0,-1,-1
11384,GESUCHT: Warpzweigsplitter,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4836,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11385,GESUCHT: Kanalisierer der Sonnensucher,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4820,81,229,0,2,4104,0,268435968,0,0,0,-1,-1
11386,GESUCHT: Pathaleons Projektionsgerät,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4837,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11387,GESUCHT: Zerstörer der Sturmschmiede,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4821,81,230,0,2,4104,0,268435968,0,0,0,-1,-1
11388,GESUCHT: Horizontiss' Schriftrolle,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4838,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11389,GESUCHT: Schildwachen der Arkatraz,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4822,81,226,0,2,4104,0,268435968,0,0,0,-1,-1
11499,GESUCHT: Der Siegelring von Prinz Kael'thas,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,5046,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11500,GESUCHT: Schwestern der Qual,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,5047,81,221,0,2,4104,0,268435968,0,0,0,-1,-1
11580,Entweiht dieses Feuer!,,5513,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,-1321907123,1427461461
11581,Entweiht dieses Feuer!,,5514,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11583,Ehrt die Flamme,,5516,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,-1321907123,1427461461
11584,Ehrt die Flamme,,5517,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11732,Entweiht dieses Feuer!,,5660,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11734,Entweiht dieses Feuer!,,5661,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11735,Entweiht dieses Feuer!,,5662,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11736,Entweiht dieses Feuer!,,5663,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11737,Entweiht dieses Feuer!,,5664,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11738,Entweiht dieses Feuer!,,5665,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11739,Entweiht dieses Feuer!,,5666,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
