ID,Name_lang,Description_lang,Rarity,SpellID,ResearchBranchID,NumSockets,TextureFileID,RequiredWeight
9,Zinntrinkbecher,"Die Zwerge von Eisenschmiede unterteilten sich einst in drei Klans: die Bronzebarts, die Wildhämmer und die Dunkeleisenzwerge. Als Resultat eines Bürgerkrieges wurde den Bronzebarts die Kontrolle über Eisenschmiede überlassen, während sich die Wildhämmer in das Hinterland und das Schattenhochland zurückzogen. Die Dunkeleisenzwerge siedelten sich zwischen dem Rotkammgebirge und der Brennenden Steppe an, im Schatten des Schwarzfels.",0,86857,1,1,461832,35
13,"Test: Seltenes Zwergenprojekt, Test 1",,1,84796,0,5,0,50
40,Tönerne Urne,"Die Zwerge von Eisenschmiede unterteilten sich einst in drei Klans: die Bronzebarts, die Wildhämmer und die Dunkeleisenzwerge. Als Resultat eines Bürgerkrieges wurde den Bronzebarts die Kontrolle über Eisenschmiede überlassen, während sich die Wildhämmer in das Hinterland und das Schattenhochland zurückzogen. Die Dunkeleisenzwerge siedelten sich zwischen dem Rotkammgebirge und der Brennenden Steppe an, im Schatten des Schwarzfels.",0,86864,1,1,461832,35
42,Abgenutztes Jagdmesser,"Die Zwerge von Eisenschmiede unterteilten sich einst in drei Klans: die Bronzebarts, die Wildhämmer und die Dunkeleisenzwerge. Als Resultat eines Bürgerkrieges wurde den Bronzebarts die Kontrolle über Eisenschmiede überlassen, während sich die Wildhämmer in das Hinterland und das Schattenhochland zurückzogen. Die Dunkeleisenzwerge siedelten sich zwischen dem Rotkammgebirge und der Brennenden Steppe an, im Schatten des Schwarzfels.",0,86865,1,0,461832,30
44,Knöcherne Würfel,"Die Zwerge von Eisenschmiede unterteilten sich einst in drei Klans: die Bronzebarts, die Wildhämmer und die Dunkeleisenzwerge. Als Resultat eines Bürgerkrieges wurde den Bronzebarts die Kontrolle über Eisenschmiede überlassen, während sich die Wildhämmer in das Hinterland und das Schattenhochland zurückzogen. Die Dunkeleisenzwerge siedelten sich zwischen dem Rotkammgebirge und der Brennenden Steppe an, im Schatten des Schwarzfels.",0,86866,1,0,461832,32
70,Steinerner Greif,"Die Zwerge von Eisenschmiede unterteilten sich einst in drei Klans: die Bronzebarts, die Wildhämmer und die Dunkeleisenzwerge. Als Resultat eines Bürgerkrieges wurde den Bronzebarts die Kontrolle über Eisenschmiede überlassen, während sich die Wildhämmer in das Hinterland und das Schattenhochland zurückzogen. Die Dunkeleisenzwerge siedelten sich zwischen dem Rotkammgebirge und der Brennenden Steppe an, im Schatten des Schwarzfels.",0,88180,1,1,461832,35
72,Silberhalsring,"Die Zwerge von Eisenschmiede unterteilten sich einst in drei Klans: die Bronzebarts, die Wildhämmer und die Dunkeleisenzwerge. Als Resultat eines Bürgerkrieges wurde den Bronzebarts die Kontrolle über Eisenschmiede überlassen, während sich die Wildhämmer in das Hinterland und das Schattenhochland zurückzogen. Die Dunkeleisenzwerge siedelten sich zwischen dem Rotkammgebirge und der Brennenden Steppe an, im Schatten des Schwarzfels.",0,88181,1,1,461832,34
77,Voodoopuppe der Zandalari,"Die ersten bekannten Trolle gehörten zum Stamm der Zandalari, von denen alle anderen Trolle abstammen. Die Zandalari wurden als überspannende Priesterkaste aller Trolle angesehen und arbeiteten unermüdlich daran, die Gesellschaft und Traditionen der Trolle aufzuzeichnen und zu bewahren. Unter den vielen Stämmen, die sich von den Zandalari abspalteten, zählten die Gurubashi und die Amani zu den dominierendsten.",0,88262,8,0,461842,27
87,Fetisch von Hir'eek,"Die ersten bekannten Trolle gehörten zum Stamm der Zandalari, von denen alle anderen Trolle abstammen. Die Zandalari wurden als überspannende Priesterkaste aller Trolle angesehen und arbeiteten unermüdlich daran, die Gesellschaft und Traditionen der Trolle aufzuzeichnen und zu bewahren. Unter den vielen Stämmen, die sich von den Zandalari abspalteten, zählten die Gurubashi und die Amani zu den dominierendsten.",0,88907,8,0,461842,30
89,Echsenkrallenglücksbringer,"Die ersten bekannten Trolle gehörten zum Stamm der Zandalari, von denen alle anderen Trolle abstammen. Die Zandalari wurden als überspannende Priesterkaste aller Trolle angesehen und arbeiteten unermüdlich daran, die Gesellschaft und Traditionen der Trolle aufzuzeichnen und zu bewahren. Unter den vielen Stämmen, die sich von den Zandalari abspalteten, zählten die Gurubashi und die Amani zu den dominierendsten.",0,88908,8,0,461842,32
