ID,Name_lang,Name1_lang,Mask_ID,Flags
1,Gefreiter %s,Gefreite %s,1,0
2,Fußknecht %s,Fußknecht %s,2,0
3,Landsknecht %s,Landsknecht %s,3,0
4,Feldwebel %s,Feldwebel %s,4,0
5,Fähnrich %s,Fähnrich %s,5,0
6,Leutnant %s,Leutnant %s,6,0
7,Hauptmann %s,Hauptmann %s,7,0
8,Kürassier %s,Kürassier %s,8,0
9,Ritter der Allianz %s,Ritter der Allianz %s,9,0
10,Feldkommandant %s,Feldkommandantin %s,10,0
11,Rittmeister %s,Rittmeisterin %s,11,0
12,Marschall %s,Marschall %s,12,0
13,Feldmarschall %s,Feldmarschall %s,13,0
14,Großmarschall %s,Großmarschall %s,14,0
15,Späher %s,Späherin %s,15,0
16,Grunzer %s,Grunzerin %s,16,0
17,Waffenträger %s,Waffenträgerin %s,17,0
18,Schlachtrufer %s,Schlachtruferin %s,18,0
19,Rottenmeister %s,Rottenmeisterin %s,19,0
20,Steingardist %s,Steingardistin %s,20,0
21,Blutgardist %s,Blutgardistin %s,21,0
22,Zornbringer %s,Zornbringerin %s,22,0
23,Klinge der Horde %s,Klinge der Horde %s,23,0
24,Feldherr %s,Feldherrin %s,24,0
25,Sturmreiter %s,Sturmreiterin %s,25,0
26,Kriegsherr %s,Kriegsherrin %s,26,0
27,Kriegsfürst %s,Kriegsfürstin %s,27,0
28,Oberster Kriegsfürst %s,Oberste Kriegsfürstin %s,28,0
42,Gladiator %s,Gladiatorin %s,29,0
43,Duellant %s,Duellantin %s,30,0
44,Rivale %s,Rivalin %s,31,0
45,Herausforderer %s,Herausforderin %s,32,0
46,Skarabäusfürst %s,Skarabäusfürstin %s,33,0
47,Eroberer %s,Eroberin %s,34,0
48,Vollstrecker %s,Vollstreckerin %s,35,0
53,"%s, Champion der Naaru","%s, Champion der Naaru",36,0
62,Erbarmungsloser Gladiator %s,Erbarmungslose Gladiatorin %s,37,0
63,%s von der Zerschmetterten Sonne,%s von der Zerschmetterten Sonne,38,0
64,"%s, Hand von A'dal","%s, Hand von A'dal",39,0
71,Rachsüchtiger Gladiator %s,Rachsüchtige Gladiatorin %s,40,0
72,Kampfmeister %s,Kampfmeisterin %s,41,0
74,Ältester %s,Älteste %s,43,0
75,Flammenwächter %s,Flammenwächterin %s,44,0
76,Flammenbewahrer %s,Flammenbewahrerin %s,45,0
77,%s der Ehrfurchtgebietende,%s die Ehrfurchtgebietende,46,0
78,%s der Entdecker,%s die Entdeckerin,47,0
79,Diplomat %s,Diplomatin %s,48,0
80,Brutaler Gladiator %s,Brutale Gladiatorin %s,49,0
81,%s der Unermüdliche,%s die Unermüdliche,42,0
82,Arenameister %s,Arenameisterin %s,50,0
83,"%s, Schrecken der Meere","%s, Schrecken der Meere",51,0
84,Chefkoch %s,Chefköchin %s,52,0
85,Krachbumm-%s,Krachbumm-%s,53,0
86,%s von den zehn Stürmen,%s von den zehn Stürmen,54,0
87,%s vom Smaragdgrünen Traum,%s vom Smaragdgrünen Traum,55,0
89,Prophet %s,Prophetin %s,57,0
90,%s der Bösartige,%s die Bösartige,58,0
91,Prädator %s,Prädator %s,59,0
92,%s von der Schwarzen Klinge,%s von der Schwarzen Klinge,60,0
93,Erzmagier %s,Erzmagierin %s,61,0
94,Schlachtenfürst %s,Schlachtenfürstin %s,62,0
95,Assassine %s,Assassine %s,63,0
96,"%s, Großmeister der Alchemie","%s, Großmeisterin der Alchemie",64,0
97,"%s, Großmeister der Schmiedekunst","%s, Großmeisterin der Schmiedekunst",65,0
98,Eiserner Chefkoch %s,Eiserne Chefköchin %s,66,0
99,"%s, Großmeister der Verzauberkunst","%s, Großmeisterin der Verzauberkunst",67,0
100,"%s, Ingenieursgroßmeister","%s, Ingenieursgroßmeisterin",68,0
101,Doktor %s,Doktor %s,69,0
102,"%s, Großmeister des Angelns","%s, Großmeisterin des Angelns",70,0
103,"%s, Großmeister der Kräuterkunde","%s, Großmeisterin der Kräuterkunde",71,0
104,"%s, Großmeister der Inschriftenkunde","%s, Großmeisterin der Inschriftenkunde",72,0
105,"%s, Großmeister der Juwelierskunst","%s, Großmeisterin der Juwelierskunst",73,0
106,"%s, Großmeister der Lederverarbeitung","%s, Großmeisterin der Lederverarbeitung",74,0
107,"%s, Großmeister des Bergbaus","%s, Großmeisterin des Bergbaus",75,0
108,"%s, Großmeister der Kürschnerei","%s, Großmeisterin der Kürschnerei",76,0
109,"%s, Großmeister der Schneiderei","%s, Großmeisterin der Schneiderei",77,0
110,Kämpfer %s,Kämpferin %s,78,0
111,Gefürchteter Gladiator %s,Gefürchtete Gladiatorin %s,79,0
112,Düsterer Gladiator %s,Düstere Gladiatorin %s,80,0
113,%s von Gnomeregan,%s von Gnomeregan,81,0
114,%s Löwenherz,%s Löwenherz,82,0
115,"%s, Elunes Champion","%s, Elunes Champion",83,0
116,"%s, Held von Orgrimmar","%s, Heldin von Orgrimmar",84,0
117,Ebenenläufer %s,Ebenenläuferin %s,85,0
118,%s von den Dunkelspeeren,%s von den Dunkelspeeren,86,0
119,%s von den Verlassenen,%s von den Verlassenen,87,0
120,%s der Magiesuchende,%s die Magiesuchende,88,0
121,Zwielichtbezwinger %s,Zwielichtbezwingerin %s,89,0
122,"%s, Bezwinger von Naxxramas","%s, Bezwingerin von Naxxramas",90,0
123,"%s, Held Nordends","%s, Heldin Nordends",91,0
124,Nachtschrecken %s,Nachtschrecken %s,92,0
125,Meister der Lehren %s,Meisterin der Lehren %s,93,0
126,%s von der Allianz,%s von der Allianz,94,0
127,%s von der Horde,%s von der Horde,95,0
128,Triumphator %s,Triumphator %s,96,0
129,"%s, Held der eisigen Weiten","%s, Heldin der eisigen Weiten",97,0
130,Botschafter %s,Botschafterin %s,98,0
131,%s der Argentumchampion,%s der Argentumchampion,99,0
132,"%s, Wächter des Cenarius","%s, Wächterin des Cenarius",100,0
133,Braumeister %s,Braumeisterin %s,101,0
