ID,DisplayName_lang,Description_lang,Field_9_0_1_33978_001,MatQualityWeight,Field_10_0_0_44649_004
1,Tempoausrichtung,Muster aus Shadowlands für seltene und legendäre Rüstung und Zubehör.,0,0,0
3,TEST ONLY,,1,0,0
5,Meisterschaftsausrichtung,Muster aus Shadowlands für seltene und legendäre Rüstung und Zubehör.,0,0,0
6,Kritische Ausrichtung,Muster aus Shadowlands für seltene und legendäre Rüstung und Zubehör.,0,0,0
7,Vielseitigkeitsausrichtung,Muster aus Shadowlands für seltene und legendäre Rüstung und Zubehör.,0,0,0
8,Gegenstandsstufenerhöhung,,0,0,0
11,Gelockerter Gürtel,,0,0,0
15,Kartenart festlegen,,0,0,0
17,Aktivierung,,1,0,0
18,Gegenstandsstufenerhöhung,Viele Ausrüstungsrezepte von vor der aktuellen Erweiterung.,0,0,0
25,Verschiedenes,,0,0,0
29,Gegenstandsstufe festlegen,Die meisten Muster aus Shadowlands für Ausrüstung.,0,0,0
30,Gegenstandsstufenerhöhung,Viele Ausrüstungsrezepte von vor der aktuellen Erweiterung.,0,0,0
31,Gegenstandsstufenerhöhung,Viele Ausrüstungsrezepte von vor der aktuellen Erweiterung.,0,0,0
32,Gegenstandsstufenerhöhung,Viele Ausrüstungsrezepte von vor der aktuellen Erweiterung.,0,0,0
33,Gegenstandsstufenerhöhung,Viele Ausrüstungsrezepte von vor der aktuellen Erweiterung.,0,0,0
35,Elethiumfassung,,0,0,0
36,Hier Text anzeigen.,,1,0,0
37,Nekrostatischer Mikrokondensator,,0,0,0
38,Verstärkte Gürtung,,0,0,0
39,Beutel des Handwerkers,,0,0,0
40,Hydrodynamische Beschleuniger,,0,0,0
41,Luxuriöse Feder,,0,0,0
42,Schattenhafte Hasenpfote,,0,0,0
44,Beutel des Alchemisten,,0,0,0
45,Gegenstandsstufe festlegen,Die meisten Muster aus Shadowlands für Rüstung und Zubehör.,0,0,0
46,Gegenstandsstufenerhöhung,Muster aus Shadowlands für seltene (blaue) Rüstung und Zubehör.,0,0,0
50,Gegenstandsstufe festlegen,"Muster aus Shadowlands für Rüstung und Zubehör, die schon fast legendär sind.",0,0,0
51,Gegenstandsstufenerhöhung,Muster aus Shadowlands für seltene (blaue) Rüstung und Zubehör.,0,0,0
52,Gegenstandsstufenerhöhung,Muster aus Shadowlands für seltene (blaue) Rüstung und Zubehör.,0,0,0
53,Gegenstandsstufenerhöhung,Muster aus Shadowlands für seltene (blaue) Rüstung und Zubehör.,0,0,0
54,Gegenstandsstufenerhöhung,Muster aus Shadowlands für seltene (blaue) Rüstung und Zubehör.,0,0,0
55,Gegenstandsstufe festlegen,"Muster aus Shadowlands für Rüstung und Zubehör, die schon fast legendär sind.",0,0,0
56,Progenitorkern hinzufügen,Muster aus Shadowlands für seltene (blaue) Rüstung und Zubehör.,0,0,0
57,Test Ore,,1,20,1
59,Drakoniumerz,,0,10,1
60,Khaz'goriterz,,0,14,1
61,Sereviterz,,0,3,1
