ID,Directory,MapName_lang,MapDescription0_lang,MapDescription1_lang,PvpShortDescription_lang,PvpLongDescription_lang,Corpse[0],Corpse[1],MapType,InstanceType,ExpansionID,AreaTableID,LoadingScreenID,TimeOfDayOverride,ParentMapID,CosmeticParentMapID,TimeOffset,MinimapIconScale,CorpseMapID,MaxPlayers,WindSettingsID,ZmpFileDataID,WdtFileDataID,NavigationMaxDistance,PreloadFileDataID,Flags[0],Flags[1],Flags[2]
0,Azeroth,Die Östlichen Königreiche,,,,,0,0,1,0,0,0,4,-1,-1,-1,0,1,-1,0,17,804940,775971,0,0,159399517,134479888,140
1,Kalimdor,Kalimdor,,,,,0,0,1,0,0,0,3,-1,-1,-1,0,1,-1,0,17,804935,782779,0,0,159399517,134479888,140
30,PVPZone01,Alteractal,"Verborgen im Alteracgebirge liegt das Alteractal, das Zuhause des Frostwolfklans. Die Zwerge des Sturmlanzenklans haben einen Stützpunkt im Tal errichtet und dringen auf der Suche nach Reichtümern und Hinweisen auf die Vergangenheit ihrer Vorfahren in die Tiefen des Tals vor.

Jede Seite trachtet auf diesem groß angelegten Schlachtfeld danach, die Verteidigungsstellungen des Feindes zu zerstören und den gegnerischen General zu eliminieren (Vanndar Sturmlanze oder Drek'Thar).","Verborgen im Alteracgebirge liegt das Alteractal, das Zuhause des Frostwolfklans. Die Zwerge des Sturmlanzenklans haben einen Stützpunkt im Tal errichtet und dringen auf der Suche nach Reichtümern und Hinweisen auf die Vergangenheit ihrer Vorfahren in die Tiefen des Tals vor.

Jede Seite trachtet auf diesem groß angelegten Schlachtfeld danach, die Verteidigungsstellungen des Feindes zu zerstören und den gegnerischen General zu eliminieren (Vanndar Sturmlanze oder Drek'Thar).",Tötet den gegnerischen Anführer,"- Erobert gegnerische Türme und Bunker
- Tötet den gegnerischen Anführer
- Reduziert die gegnerische Verstärkung auf 0",0,0,1,3,0,0,104,-1,-1,-1,0,1,-1,0,0,0,790112,0,0,1553,135004168,128
33,Shadowfang,Burg Schattenfang,,,,,-230.989,1571.57,1,1,0,0,204,-1,-1,-1,0,1,0,10,0,0,790796,0,0,134219293,134512648,0
34,StormwindJail,Verlies von Sturmwind,,,,,-8762.379,848.0103,2,1,0,717,194,-1,-1,-1,0,1,0,10,0,0,791060,0,0,1553,134479880,0
36,DeadminesInstance,Todesminen,,,,,-11207.8,1681.15,1,1,0,0,142,-1,-1,-1,0,1,0,10,0,0,780605,0,0,134219281,134512648,0
43,WailingCaverns,Höhlen des Wehklagens,,,,,-751.1312,-2209.2405,2,1,0,718,143,-1,-1,-1,0,1,1,10,0,0,791429,0,0,1553,134479880,0
47,RazorfenKraulInstance,Kral der Klingenhauer,,,,,-4459.449,-1660.2118,1,1,0,0,188,-1,-1,-1,0,1,1,10,0,0,790640,0,0,1553,134479880,0
48,Blackfathom,Tiefschwarze Grotte,,,,,4249.1206,748.3871,2,1,0,719,196,-1,-1,-1,0,1,1,10,0,0,780169,0,0,1553,134479880,0
70,Uldaman,Uldaman,,,,,-6060.1816,-2954.9973,2,1,0,1337,144,-1,-1,-1,0,1,0,10,0,0,791372,0,0,1553,134479880,0
90,GnomeragonInstance,Gnomeregan,,,,,-5162.6616,931.59875,2,1,0,721,193,-1,-1,-1,0,1,0,10,0,0,782773,0,0,1553,134479880,0
109,SunkenTemple,Der Versunkene Tempel,,,,,-10291.7,-3987.63,2,1,0,1477,191,-1,-1,-1,0,1,0,10,0,0,791166,0,0,1553,134479880,0
129,RazorfenDowns,Hügel der Klingenhauer,,,,,-4662.883,-2535.8716,1,1,0,0,145,-1,-1,-1,0,1,1,10,0,0,790517,0,0,1553,134479880,0
169,EmeraldDream,Smaragdgrüner Traum,,,,,0,0,1,2,0,0,0,-1,-1,-1,0,1,-1,40,0,0,780817,0,0,1553,134479880,0
189,MonasteryInstances,Das alte Scharlachrote Kloster,,,,,2892.2354,-811.2637,1,1,0,0,190,-1,-1,-1,0,1,0,10,0,0,788662,0,0,1553,134479880,0
209,TanarisInstance,Zul'Farrak,,,,,-6790.5767,-2891.278,1,1,0,0,146,-1,-1,-1,0,1,1,10,0,0,791169,0,0,134219281,134512648,0
229,BlackRockSpire,Untere Schwarzfelsspitze,,,,,-7522.527,-1233.0415,2,1,0,1583,189,-1,-1,-1,0,1,0,10,0,0,780175,0,0,1537,134479880,0
230,BlackrockDepths,Schwarzfelstiefen,,,,,-7178.0947,-928.63947,2,1,0,1584,103,-1,-1,-1,0,1,0,5,0,0,780172,0,0,1553,134479880,0
249,OnyxiaLairInstance,Onyxias Hort,,,,,-4753.3125,-3752.4211,2,2,0,2159,61,-1,-1,-1,0,1,1,40,0,0,789922,0,0,34305,134479880,0
269,CavernsOfTime,Öffnung des Dunklen Portals,,,,,-8750.827,-4193.513,1,1,1,0,212,-1,-1,-1,0,1,1,5,0,0,829736,0,0,1553,134479880,0
289,SchoolofNecromancy,Scholomance,,,,,1274.7812,-2552.564,1,1,0,0,102,-1,-1,-1,0,1,0,5,0,0,790713,0,0,1553,134479880,0
309,Zul'gurub,Altes Zul'Gurub,,,,,-11916.06,-1224.5771,1,1,0,1977,161,-1,-1,-1,0,1,0,20,0,0,791432,0,0,525841,134479880,0
329,Stratholme,Stratholme,,,,,3392.317,-3378.4832,1,1,0,0,101,-1,-1,-1,0,1,0,5,0,0,791063,0,0,134219281,134512648,0
349,Mauradon,Maraudon,,,,,-1432.6971,2924.9775,2,1,0,2100,81,-1,-1,-1,0,1,1,10,0,0,788656,0,0,1553,134479880,0
369,DeeprunTram,Tiefenbahn,,,,,-8349.224,517.34796,2,0,0,2257,205,-1,-1,-1,0,1,0,0,0,0,780788,0,0,268437009,134480384,128
389,OrgrimmarInstance,Flammenschlund,,,,,1816.7559,-4423.3716,2,1,0,2437,195,-1,-1,-1,0,1,1,10,0,0,789981,0,0,1553,134479880,0
409,MoltenCore,Geschmolzener Kern,,,,,-7510.565,-1036.6981,2,2,0,2717,192,-1,-1,-1,0,1,0,40,0,0,788659,0,0,1553,134479880,0
429,DireMaul,Düsterbruch,,,,,-3908.03,1130,2,1,0,2557,82,-1,-1,-1,0,1,1,5,0,0,780814,0,0,134219265,134512648,128
449,AlliancePVPBarracks,Allianz PvP Kaserne,,,,,0,0,2,0,0,2918,181,-1,-1,-1,0,1,-1,0,0,0,775968,0,0,1553,134479880,0
450,HordePVPBarracks,Horde PvP Kaserne,,,,,0,0,2,0,0,2917,182,-1,-1,-1,0,1,-1,0,0,0,782776,0,0,1553,134479880,0
469,BlackwingLair,Pechschwingenhort,,,,,-7663.4126,-1218.6665,1,2,0,2677,141,-1,-1,-1,0,1,0,40,0,0,780178,0,0,1553,134479880,0
489,PVPZone03,Klassische Kriegshymnenschlucht,"Zwischen dem Eschental und dem Brachland liegt die Kriegshymnenschlucht, in der Horde und Allianz fortwährend aufeinander prallen. 

Auf diesem 10-gegen-10-Schlachtfeld gewinnt die Seite, die zuerst drei Flaggen des Gegners erobert hat.

Bereit, ihren Verbündeten zu helfen, eilen Mitglieder aller Völker Azeroths in die Schlucht, um den Konflikt mit Schwert oder Zauber auszutragen.","Zwischen dem Eschental und dem Brachland liegt die Kriegshymnenschlucht, in der Horde und Allianz fortwährend aufeinander prallen. 

Auf diesem 10-gegen-10-Schlachtfeld gewinnt die Seite, die zuerst drei Flaggen des Gegners erobert hat.

Bereit, ihren Verbündeten zu helfen, eilen Mitglieder aller Völker Azeroths in die Schlucht, um den Konflikt mit Schwert oder Zauber auszutragen.",Erobert die gegnerische Flagge,"- Verteidigt Eure Flagge
- Erobert die gegnerische Flagge
- Die letzte Eroberung entscheidet",0,0,1,3,0,3277,122,-1,-1,-1,0,1,-1,0,0,0,790291,0,0,1553,135004160,128
509,AhnQiraj,Ruinen von Ahn'Qiraj,,,,,-8114.4644,1526.3657,1,2,0,3429,184,-1,-1,-1,0,1,1,20,0,0,775637,0,0,1553,134479880,0
529,PVPZone04,Klassisches Arathibecken,"Das Arathibecken ist einer der wichtigsten Schauplätze im Kampf zwischen den Menschen und den Verlassenen Azeroths.

Es ist ein 15-gegen-15-Schlachtfeld, auf dem es gilt, die Ställe, die Schmiede, die Mine, das Sägewerk und den Hof so lange wie möglich zu kontrollieren.

Die Truppen der Entweihten wollen die Verbindung zwischen den Menschen und ihren zwergischen Verbündeten im Süden abschneiden.

Gleichzeitig versucht der Bund von Arathor für seine Wohltäter in Sturmwind Gebiete zurückzuerobern.","Das Arathibecken ist einer der wichtigsten Schauplätze im Kampf zwischen den Menschen und den Verlassenen Azeroths.

Es ist ein 15-gegen-15-Schlachtfeld, auf dem es gilt, die Ställe, die Schmiede, die Mine, das Sägewerk und den Hof so lange wie möglich zu kontrollieren.

Der Bund von Arathor versucht Gebiete für seine Wohltäter in Sturmwind zurückzuerobern.

Gleichzeitig wollen die Entweihten die Verbindung zwischen den Menschen und ihren zwergischen Verbündeten im Süden abschneiden.",Erobert die Ziele,"- Erobert und haltet die Ziele
- Verdient 1500 Ressourcen",0,0,1,3,0,3358,183,-1,-1,-1,0,1.25,-1,0,0,0,790377,0,0,1553,135004160,128
530,Expansion01,Scherbenwelt,,,,,0,0,1,0,1,0,198,-1,-1,-1,0,1,-1,0,0,804943,828395,0,0,1553,134479880,128
531,AhnQirajTemple,Tempel von Ahn'Qiraj,,,,,-8111.724,1526.7858,1,2,0,3428,185,-1,-1,-1,0,1,1,40,0,0,775840,0,0,1553,134479880,0
532,Karazahn,Karazhan,,,,,-11110.407,-2004.0653,1,2,1,3457,200,-1,-1,-1,0,1,0,10,0,0,834192,0,0,1553,134479880,0
533,Stratholme Raid,Naxxramas,,,,,0,0,1,2,2,3456,197,-1,-1,-1,0,1,-1,25,0,0,827115,0,0,34321,134479880,0
534,HyjalPast,Die Schlacht um den Hyjal,,,,,-8178.508,-4182.0503,1,2,1,616,212,-1,-1,-1,0,1,1,25,0,0,831824,0,0,1553,134479880,0
540,HellfireMilitary,Höllenfeuerzitadelle: Die Zerschmetterten Hallen,,,,,-306.75818,3064.4355,2,1,1,3714,199,-1,-1,-1,0,1,530,5,0,0,831277,0,0,134219281,134512648,0
542,HellfireDemon,Höllenfeuerzitadelle: Blutkessel,,,,,-295.41934,3151.9927,2,1,1,3713,199,-1,-1,-1,0,1,530,5,0,0,830642,0,0,134219281,134512648,0
543,HellfireRampart,Höllenfeuerzitadelle: Bollwerk,,,,,-360.04987,3067.8955,1,1,1,3562,199,-1,-1,-1,0,1,530,5,0,0,832154,0,0,67089,134479880,0
544,HellfireRaid,Magtheridons Kammer,,,,,-330.23386,3106.636,2,2,1,3836,208,-1,-1,-1,0,1,530,25,0,0,833183,0,0,1553,134479880,0
545,CoilfangPumping,Echsenkessel: Dampfkammer,,,,,764.21906,6915.0796,2,1,1,3715,207,-1,-1,-1,0,1,530,5,0,0,828422,0,0,1553,134479880,0
546,CoilfangMarsh,Echsenkessel: Tiefensumpf,,,,,764.62823,6768.0728,2,1,1,3716,207,-1,-1,-1,0,1,530,5,0,0,831262,0,0,134219281,134512648,0
547,CoilfangDraenei,Echsenkessel: Sklavenunterkünfte,,,,,742.1582,7011.3267,2,1,1,3717,207,-1,-1,-1,0,1,530,5,0,0,830731,0,0,1553,134479880,0
548,CoilfangRaid,Echsenkessel: Höhle des Schlangenschreins,,,,,775.7864,6865.2427,2,2,1,3607,207,-1,-1,-1,0,1,530,25,0,0,829900,0,0,1553,134479880,0
550,TempestKeepRaid,Festung der Stürme,,,,,0,0,2,2,1,3845,206,-1,-1,-1,0,1,-1,25,0,0,832484,0,0,1553,134479880,0
552,TempestKeepArcane,Festung der Stürme: Die Arkatraz,,,,,0,0,2,1,1,3848,206,-1,-1,-1,0,1,-1,5,0,0,832070,0,0,1553,134479880,0
