ID,Text_lang,SortIndex,Min_level,Max_level,ContentTuningID
201,"|cffffd100Tipp:|r Das Wirken von Zaubern kann durch Bewegen, Springen oder Drücken der ESC-Taste unterbrochen werden.",2,20,250,0
222,"|cffffd100Tipp:|r Klickt bei gedrückter Strg-Taste auf einen Ausrüstungsgegenstand im Spiel, um zu sehen, wie dieser an Eurem Charakter aussehen würde.",4,20,250,0
223,"|cffffd100Tipp:|r Ein Gegenstand, dessen Name in Grau angezeigt wird, ist von minderer Qualität und sollte im Allgemeinen verkauft werden.",5,6,250,0
224,"|cffffd100Tipp:|r Ein Gegenstand, dessen Name in weiß angezeigt wird, erweist sich meistens auf irgendeine Weise als nützlich und kann entweder verwendet oder im Auktionshaus verkauft werden.",6,20,250,0
225,|cffffd100Tipp:|r Über die Briefkästen im Spiel könnt Ihr anderen Spielern und Euren Zweitcharakteren auf dem gleichen Realm Post zusenden.,7,20,250,0
226,"|cffffd100Tipp:|r Umschalt+Linksklick auf einen Gegenstand, um diesen in einer Chatnachricht zu verlinken.",8,30,250,0
227,|cffffd100Tipp:|r Die Tastaturkürzel für alle Aktionsleisten können über das Interfacemenü (ESC) unter 'Tastaturbelegung' neu festgelegt werden.,11,15,250,0
229,"|cffffd100Tipp:|r Wenn ein Ziel auf Eurer Minikarte grau ist, befindet es sich in einer Höhle oder einem Innenraum, in dem Ihr Euch gerade nicht befindet.",12,11,49,0
230,"|cffffd100Tipp:|r Emotes bieten Euch viele lustige Ausdrucksmöglichkeiten, z. B. kann Euer Charakter mit /tanzen einen peppigen Tanz hinlegen.",17,25,250,0
231,|cffffd100Tipp:|r Öffnet das Interfacemenü mit ESC. Dort findet Ihr zahlreiche Möglichkeiten zur Anpassung Eurer Spieloptionen.,20,10,49,0
234,"|cffffd100Tipp:|r Wenn neben Eurer Minikarte ein Briefsymbol erscheint, bedeutet das, dass Ihr Post bekommen habt! Holt Eure Post am nächsten Briefkasten ab.",21,10,250,0
235,|cffffd100Tipp:|r Ihr könnt über das Interfacemenü (ESC) zusätzliche Aktionsleisten im Benutzerinterface einblenden.,22,250,250,0
236,"|cffffd100Tipp:|r Rechtsklickt bei gedrückter Umschalttaste auf ein Ziel, das Ihr plündern wollt, damit Ihr automatisch alle Gegenstände plündert.",23,10,49,0
237,"|cffffd100Tipp:|r Wenn es Euch Spaß gemacht hat, mit jemand Bestimmtem zusammen zu spielen, fügt ihn Eurer Kontaktliste hinzu!",27,20,250,0
240,"|cffffd100Tipp:|r Wenn Ihr von einem anderen Spieler nie wieder etwas hören möchtet, dann klickt mit der rechten Maustaste auf seinen Namen und wählt 'Ignorieren' aus. Ihr könnt Eure Meinung später auch wieder ändern.",159,10,250,0
241,"|cffffd100Tipp:|r Mit den Funktionstasten könnt Ihr einzelne Mitglieder Eurer Gruppe auswählen. F1 wählt Euch aus, F2 das zweite Gruppenmitglied und so weiter.",31,40,250,0
242,"|cffffd100Tipp:|r Seid nett zu den anderen Gruppenmitgliedern, dann werdet Ihr auch wieder eingeladen.",30,0,0,0
243,"|cffffd100Tipp:|r Ihr könnt im Ruffenster auf eine Fraktion klicken, um zusätzliche Informationen und Optionen für diese Fraktion aufzurufen.",32,0,0,0
244,"|cffffd100Tipp:|r Gegner mit einem Stern unter ihrem Porträt sind einzigartige Monster, die in der Regel höherwertige Beute bei sich tragen.",33,15,250,0
