ID,Name_lang,Location_lang,Description_lang,MapPos[0],MapPos[1],WorldPos[0],WorldPos[1],GarrTypeID,GarrMissionTypeID,GarrFollowerTypeID,MaxFollowers,MissionCost,MissionCostCurrencyTypesID,OfferedGarrMissionTextureID,UiTextureKitID,EnvGarrMechanicID,EnvGarrMechanicTypeID,PlayerConditionID,GarrMissionSetID,TargetLevel,TargetItemLevel,MissionDuration,TravelDuration,OfferDuration,BaseCompletionChance,BaseFollowerXP,OvermaxRewardPackID,FollowerDeathChance,AreaID,Flags,AutoMissionScalar,AutoMissionScalarCurveID,AutoCombatantEnvCasterID
2,Gronnlinge im Überfluss,Frostwallaufgang,Gronnlinge stellen eine Gefahr für das Umland dar. Wir sollten uns zur Ausdünnung des Bestandes mit den Frostwölfen zusammentun. Vielleicht schließt sich einer von ihnen uns sogar an...,0,0,0,0,2,3,1,1,0,824,0,101,0,23,26253,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
3,Bergung am Landungsort,Der Brennende Gletscher,"Es würde sich lohnen das Schiff, mit dem wir aus dem Tanaandschungel entkamen, zu durchsuchen. Es muss sich darin etwas Nützliches finden lassen!",0,0,0,0,2,3,1,1,5,824,0,101,0,23,26251,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
5,Pulverisierter Gronnling,Garnisonshöhlen,"In den Höhlen hinter der Garnison wurden Gronnlingknochen entdeckt. Eure Alchemisten sind sehr daran interessiert, sie zu Forschungszwecken auszugraben.",0,0,0,0,2,18,1,1,10,824,0,0,0,24,26539,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
6,Wolfsquälende Grimmfrostoger,Grimmfrostberg,Die Grimmfrostoger östlich der Eishauchwehen misshandeln offensichtlich Frostwölfe. Das ist inakzeptabel!,0,0,0,0,2,3,1,1,10,824,0,101,0,12,26320,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
7,Steinzornrettung,Steinzornklippen,Es gibt Berichte über ein blutiges Massaker auf den Steinzornklippen! Vertreibt die Eisschnabelaasfresser und rettet verwundete Verbündete!,0,0,0,0,2,3,1,1,10,824,0,101,0,15,28567,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
36,Tiefgekühlte Tränke,Eishauchwehen,"Ein Späher hat einen Vorrat gefrorener Donnerfürstentränke im Schnee entdeckt. Wenn wir sie bergen, können Eure Alchemisten mehr über die Zutaten auf Draenor erfahren.",0,0,0,0,2,18,1,1,10,824,0,0,0,23,26539,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
42,Her mit dem Zeug,Auktionshaus,Schnappt die gesamte Beute,0,0,0,0,2,4,1,1,0,824,0,0,0,23,26539,26,90,400,7,0,999999999,50,5,0,0,0,1,1,0,0
43,Frostfeuerpatrouille,Eishauchebene,This is Matt's test mission *bugles and horns blair a triumphant tune*,0,0,0,0,3,13,1,3,0,824,0,101,0,29,26539,26,90,0,10,0,9999999,0,100,0,0,0,0,1,0,0
44,Gefahr von oben,Frostwallaufgang,Rylaks vom Brennenden Gletscher haben unsere Versorgungskarawanen angegriffen. Der Nachschub an Material muss fließen!,0,0,0,0,2,3,1,1,0,824,0,101,0,15,26252,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
45,Heilmittel der Oger,Brennender Gletscher,"Die Oger der Speerspießer auf dem Brennenden Gletscher tragen große Vorratsbeutel mit sich, wenn sie sich in die Dünen des Frostfeuergrats hinauswagen. Diese können neue Tränke beinhalten.",0,0,0,0,2,18,1,1,10,824,0,0,0,23,5703,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
