ID,ZoneName,AreaName_lang,ContinentID,ParentAreaID,AreaBit,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,UwAmbience,ZoneMusic,UwZoneMusic,IntroSound,UwIntroSound,FactionGroupMask,Ambient_multiplier,MountFlags,PvpCombatWorldStateID,WildBattlePetLevelMin,WildBattlePetLevelMax,WindSettingsID,ContentTuningID,Flags[0],Flags[1],LiquidTypeID[0],LiquidTypeID[1],LiquidTypeID[2],LiquidTypeID[3]
1,DunMorogh,Dun Morogh,0,0,119,0,11,598,675,759,0,0,0,2,0.3,15,-1,1,2,0,74,16449,0,0,0,0,0
2,Longshore,Praia Grande,0,40,120,0,11,567,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,0,0,0,0,0
3,Badlands,Ermos,0,0,121,0,11,606,675,738,0,0,0,0,0.15,15,-1,13,14,0,27,16448,0,0,0,0,0
4,BlastedLands,Barreira do Inferno,0,0,122,0,11,210,675,7,0,0,0,0,0.15,15,-1,16,17,0,34,16448,0,0,0,0,0
5,GLOBAL,- QA and DVD GLOBAL -,606,0,6800,0,0,0,0,0,0,0,0,0,0.15,15,-1,0,0,0,984,64,0,0,0,0,0
7,DarkwaterCove,Angra Aguanegra,0,5287,123,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,24,1073758272,0,0,0,0,0
8,SwampofSorrows,Pântano das Mágoas,0,0,124,0,11,33,675,223,0,0,0,0,0.3,15,-1,14,15,0,31,16448,0,0,0,0,0
9,NorthshireValley,Vale de Vila Norte,0,6170,125,0,11,35,675,1,0,674,0,0,0.15,15,-1,0,0,0,73,1076903936,0,0,0,0,0
10,Duskwood,Floresta do Crepúsculo,0,0,617,0,11,572,675,2,0,0,0,0,0.3,15,-1,5,7,0,13,16448,0,0,0,0,0
11,Wetlands,Pantanal,0,0,618,0,11,603,675,637,0,0,0,0,0.3,15,-1,6,7,0,15,16448,0,0,0,0,0
12,ElwynnForest,Floresta de Elwynn,0,0,126,0,11,604,675,1,0,670,0,2,0.15,15,-1,1,2,0,73,16448,0,0,0,0,0
13,TheWorldTree,A Árvore do Mundo,0,10,555,0,11,48,675,11,0,0,0,0,0.15,15,-1,0,0,0,13,1073758272,0,0,0,0,0
14,Durotar,Durotar,1,0,127,0,11,569,675,890,0,0,0,4,0.4,15,-1,1,2,0,70,16448,0,0,0,0,0
15,Dustwallow,Pântano Vadeoso,1,0,128,0,11,586,675,590,0,0,0,0,0.4,15,-1,12,13,0,23,16448,0,0,0,0,0
16,Azshara,Azshara,1,0,129,82,11,570,675,858,0,756,0,4,0.3,15,-1,3,6,0,2,16448,0,0,0,0,0
17,TheBarrens,Sertões Setentrionais,1,0,130,0,11,629,675,800,0,0,0,4,0.3,15,-1,3,4,0,3,16448,0,0,0,0,0
18,CrystalLake,Lago de Cristal,0,12,131,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
19,ZulGurub,Zul'Gurub,0,33,574,0,11,32,675,713,0,0,0,0,0.15,15,-1,0,0,0,18,1073762368,8192,0,0,0,0
20,Moonbrook,Arroio da Lua,0,40,132,0,11,0,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
21,KulTiras,Kul Tiraz,0,0,133,0,11,0,675,8,0,0,0,0,0.15,15,-1,0,0,0,830,16448,0,0,0,0,0
22,ProgrammerIsle,Ilha dos Programadores,451,0,547,0,11,38,675,2,0,0,0,0,0.15,14,3499,0,0,0,798,16448,0,1,0,0,0
23,NorthshireRiver,Rio Vila Norte,0,12,134,0,11,35,675,0,0,0,0,0,0.15,15,-1,0,0,0,73,1074806848,0,0,0,0,0
24,Northshireabbey,Abadia de Vila Norte,0,6170,135,73,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1076904000,0,0,0,0,0
25,BlackrockMountain,Montanha Rocha Negra,0,0,136,0,11,2636,675,10,0,0,0,0,0.15,15,-1,15,17,0,1203,16448,0,0,0,0,0
26,Lighthouse,Farol,0,40,602,0,11,0,675,7,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,0,0,0,0,0
28,WesternPlaguelands,Terras Pestilentas Ocidentais,0,0,137,0,11,634,675,635,0,0,0,0,0.3,15,-1,10,11,0,25,16448,0,0,0,0,0
30,Nine,Nove,0,0,138,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,339,16448,0,0,0,0,0
32,TheCemetary,O Cemitério,0,10,139,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,13,1073758272,0,0,0,0,0
33,StranglethornJungle,Selva do Espinhaço Setentrional,0,5339,140,0,11,600,675,3,0,0,0,0,0.3,15,-1,7,9,0,18,16448,0,0,0,0,0
34,EchoRidgeMine,Mina da Serra do Eco,0,6170,141,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758208,0,0,0,0,0
35,BootyBay,Angra do Butim,0,5287,142,0,11,567,675,3,0,638,0,0,0.15,15,-1,0,0,0,24,1075855424,8192,0,0,0,0
36,AlteracMountains,Montanhas de Alterac,0,267,143,0,11,594,675,743,0,0,0,0,0.5,15,-1,0,0,0,11,1073758272,0,0,0,0,0
37,LakeNazferiti,Lago Nazferiti,0,33,144,0,11,32,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
38,LochModan,Loch Modan,0,0,145,0,11,616,675,792,0,0,0,2,0.15,15,-1,3,6,0,9,16448,0,0,0,0,0
40,Westfall,Cerro Oeste,0,0,146,0,11,602,675,9,0,0,0,2,0.15,15,-1,3,4,0,6,16448,0,0,0,0,0
41,DeadwindPass,Trilha do Vento Morto,0,0,556,0,11,597,675,2,0,0,0,0,0.3,15,-1,17,18,0,775,16448,0,0,0,0,0
42,Darkshire,Vila Sombria,0,10,147,0,11,0,675,770,0,0,0,0,0.15,15,-1,0,0,0,13,1075855424,8192,0,0,0,0
43,WildShore,Praia Selvagem,0,5287,148,0,11,567,675,3,0,0,0,0,0.15,15,-1,0,0,0,24,1073758272,8192,0,0,0,0
44,RedridgeMountains,Montanhas Cristarrubra,0,0,149,0,11,31,675,747,0,0,0,0,0.2,15,-1,4,6,0,10,16448,0,0,0,0,0
45,ArathiHighlands,Planalto Arathi,0,0,150,0,11,615,675,609,0,0,0,0,0.2,15,-1,7,8,0,17,16448,0,0,0,0,0
46,BurningSteppes,Estepes Ardentes,0,0,151,0,11,596,675,725,0,0,0,0,0.1,15,-1,15,16,0,30,16448,0,0,0,0,0
47,TheHinterlands,Terras Agrestes,0,0,152,0,11,605,675,1,0,0,0,0,0.4,15,-1,11,12,0,20,16448,0,0,0,0,0
49,DeadMansHole,Antro do Morto,451,22,153,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
51,SearingGorge,Garganta Abrasadora,0,0,154,0,11,2636,675,10,0,0,0,0,0.15,15,-1,13,14,0,29,16448,0,0,0,0,0
53,ThievesCamp,Acampamento dos Ladrões,0,12,155,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
54,JasperlodeMine,Mina de Jaspe,0,12,550,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
55,ValleyofHeroesUNUSED,Valley of Heroes UNUSED,0,12,156,0,11,35,675,13,0,61,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
56,Heroes'Vigil,Vigia dos Heróis,0,12,157,0,11,35,675,1,0,673,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
57,FargodeepMine,Mina Vailafundo,0,12,158,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
59,NorthshireVineyards,Vinhedos de Vila Norte,0,6170,159,0,11,582,675,785,0,0,0,0,0.15,15,-1,0,0,0,73,1074806784,0,0,0,0,0
60,Forest'sEdge,Boca da Mata,0,12,606,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
61,ThunderFalls,Cachoeira do Trovão,0,12,160,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
62,PumpkinPatch,Plantação de Abóboras dos Braga,0,12,161,0,11,35,675,1,0,671,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
63,TheStonefieldFarm,Fazenda dos Campedra,0,12,162,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
64,TheMaclureVineyards,Vinhedos dos Madruga,0,12,163,0,11,35,675,1,0,676,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
65,Dragonblight,Ermo das Serpes,571,0,164,0,11,439,675,412,0,545,0,0,0.15,15,-1,22,23,0,46,16452,0,0,0,0,0
66,ZulDrak,Zul'Drak,571,0,165,0,11,441,675,423,0,544,0,0,0.15,15,-1,22,23,0,48,16452,8192,0,0,0,0
67,TheStormPeaks,Picos Tempestuosos,571,0,166,0,11,465,675,420,0,0,0,0,0.6,15,-1,22,23,0,50,16449,8192,0,0,0,0
68,LakeEverstill,Lago Plácido,0,44,557,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
69,Lakeshire,Vila Plácida,0,44,167,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1075855424,8192,0,0,0,0
70,Stonewatch,Mirante de Pedra,0,44,168,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
71,StonewatchFalls,Cachoeira do Mirante de Pedra,0,44,627,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
72,TheDarkPortal,Portal Negro,0,4,169,0,11,210,675,7,0,649,0,0,0.15,15,-1,0,0,0,34,1073758272,8192,0,0,0,0
73,TheTaintedScar,Rasgo Infecto,0,4,170,0,11,0,675,731,0,0,0,0,0.15,15,-1,0,0,0,34,1073758272,8192,0,0,0,0
74,PoolofTears,Poço de Lágrimas,0,8,171,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
75,Stonard,Pedregal,0,8,172,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,31,1075855424,8192,0,0,0,0
76,FallowSanctuary,Retiro Alqueivado,0,8,173,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
77,Anvilmar,Sidermar,0,6176,174,0,11,42,675,8,0,0,0,0,0.15,15,-1,0,0,0,1477,1076903936,0,0,0,0,0
80,StormwindMountains,Montanhas de Ventobravo,0,12,175,0,11,35,675,17,0,0,0,2,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
81,JeffNEQuadrantChanged,Quadrante NE Alterado do Jeff,451,22,575,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
82,JeffNWQuadrant,Quadrante NW do Jeff,451,22,176,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
83,JeffSEQuadrant,Quadrante SE do Jeff,451,22,177,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
84,JeffSWQuadrant,Quadrante SW do Jeff,451,22,178,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
85,TirisfalGlades,Clareiras de Tirisfal,0,0,179,0,11,601,675,2,0,0,0,4,0.3,15,-1,1,2,0,75,16448,0,0,0,0,0
