ID,Text_lang
2,"Apesar de individualmente serem frágeis e estúpidos, os carniçais servem à Lâmina de Ébano como bucha de canhão, vencendo pela quantidade."
3,"Frágeis, porém flexíveis, os geists são capazes de escalar paredes verticais e de passar por cima de superfícies desniveladas para pegar suas vítimas desavisadas."
4,"Reanimados de seus túmulos pelo Lich Rei, os Cavaleiros de Ébano são feitos para um só propósito: matar ou morrer."
5,"Veteranos experientes, os Assoladores de Ébano sobreviveram a muitas guerras, mataram muitos inimigos e são a epítome dos maiores soldados da Lâmina de Ébano."
6,"Transformados após exposição a energias vis, os Degradados Grislíngua aprenderam a se esconder e a sobreviver de qualquer maneira, e lutam nas sombras ou em campo aberto."
7,"Outrora leais a Lady Vashj e Kael'thas, a tribo de nagas Serpentálias treinaram seus mirmidões para que se tornassem guerreiros durões e temíveis."
8,"Os Caçadores de Demônios Illidari adotam o poder dos demônios, sacrificando suas feições élficas no processo, para destruírem a Legião Ardente com mais eficiência."
9,"Os Illidari mais avançados abraçam completamente a forma e o poder dos demônios, transformando-se em criaturas aladas sombrias capazes de obliterar seus inimigos."
10,"Quando a floresta é ameaçada, as próprias árvores ganham vida para defender o lar."
11,"Gentis e brincalhonas em tempos de paz, as dríades, filhas de Cenarius que são metade elfas e metade corças, caçarão implacavelmente aqueles que desejarem fazer mal à natureza."
12,"Transmorfos talentosos, os Druidas da Garra invocam o poder do urso, tomando a forma da fera e utilizando sua força e resiliência para assolar os inimigos."
13,"Meio elfos e meio cervos em aparência, com apenas uma das mãos com garras trançadas como galhos de árvores, os Guardiões do Bosque são descendentes do próprio Cenarius e exercem imenso poder sobre a natureza."
14,"Habilidosos com arcos, e geralmente usados para fornecer suporte para infantarias de longe, os arqueiros são eficientes em grupo, quando concentram seus tiros em um único alvo ou contra um aglomerado de inimigos."
15,Os Atiradores Peritos do Caminho Oculto desenvolvem suas habilidades tão completamente que são capazes de acertar um inimigo com quase nenhuma visibilidade.
16,Não importa se as condições são severas ou se o rastro está fraco: os Rastreadores Ocultos são capazes de seguir e eliminar com precisão a presa.
17,"Os caçadores podem ter alguma perícia em campo aberto, mas os Desbravadores abraçam completamente esse estilo de vida, pois além de viverem na natureza por escolha, são também inigualáveis em usar o terreno contra os oponentes."
18,"Apesar de a maioria dos magos verem os elementais como imprevisíveis, magos gélidos adotaram os elementais da água como seus familiares mágicos favoritos há muitos séculos."
19,"Animados por feitiçaria poderosa, os Golens Arcanos são forjados por pedreiros e ferreiros experientes, e potencializados para defender os magos através de força bruta."
20,"O Tirisgarde recruta apenas os feiticeiros mais talentosos como aprendizes, e até mesmo recém-chegados são mais poderosos que os mestres de ordens inferiores."
21,"Praticantes de elite do arcano e dos elementos, os Invocadores do Kirin Tor podem gabar-se de um legado que inclui Nielas Aran, o pai de Medivh, e são inigualáveis nas artes mágicas."
22,"""A força física é desenvolvida por fora, mas a fortitude vem de dentro."" - Wrathion"
23,"Treinados em um estilo de luta que lhes permite resistir por mais tempo que a maioria dos oponentes, os Adeptos do Boi juraram proteger os fracos com todo o seu poder."
24,"Determinados e resistentes, apenas os mais ferrenhos monges do Boi ascendem ao ponto de serem chamados de mestres, geralmente após enfrentarem um teste contra seus maiores medos e superarem todos."
25,"""Força e poder são tão diferentes quanto o sol e a lua."" — Xuen, o Tigre Branco"
26,"Treinados para que seus golpes sejam rápidos como um raio, os Adeptos do Tigre sabem que o autocontrole e o conhecimento do instante perfeito para golpear são mais importantes que a força com que golpeiam."
27,"Rápidos e calmos, os mestres do Caminho do Tigre dominam tanto a paciência quanto o poder sem igual, dominando sua força interior a serviço dos outros."
28,"Apesar de muitos escudeiros do Punho de Prata aspirarem a um dia tornarem-se eles mesmos cavaleiros, muitos consideram uma honra servir alguém que se entregou completamente para a Luz."
29,"Enquanto a maioria dos paladinos do Punho de Prata avançam para a batalha em cavalos de guerra, Porta-escudos especializam-se em combate defensivo, formando uma parede de proteção impenetrável."
30,"Cavaleiros do Punho de Prata devotam-se com a mesma dedicação ao treinamento de combate quanto às suas preces diárias, aperfeiçoando suas habilidades em combate para melhor defender os fracos e os inocentes."
31,"Templários do Punho de Prata não apenas são os mais habilidosos em batalha, como são os mais íntegros em seu comportamento. Força bruta e pureza da mente são requerimentos rigorosos, e apenas aqueles que possuem ambos são nomeados campeões."
32,"Acólitos do Conclave, que geralmente estão no começo de seu caminho espiritual, sentem um desejo profundo de aprender e abraçam a tutela e as tarefas com entusiasmo."
33,"Paragões do Conclave empunham a Luz com meticulosa aptidão, e ao longo dos anos, se tornaram conhecidos pelo estudo rigoroso e a interpretação de textos."
34,"Zelotes do Conclave são clérigos devotos que passam por coerção física rigorosa, incluindo autoflagelo doloroso, e suportam o tormento de bom grado para alcançar a iluminação espiritual."
35,Os ritos sombrios e secretos dos Zelotes das Trevas levam os leais praticantes para além de seus limites. Aqueles que sobrevivem são capazes de ocultarem-se completamente nas sombras.
36,"Geralmente chamados de criminosos comuns, Bandoleiros são muitas vezes usados pelos Destronados para obter informações e mercadorias através de furtividade ou de táticas violentas."
37,"Os experientes foras da lei da Irmandade Défias, que se opõe contra a corrupção da nobreza, usam bandanas vermelhas para simbolizar o sangue derramado pelos oprimidos."
38,"""Um ringue de duelos, aqui? Acho que se eles vão ser apostadores degenerados de qualquer forma, pelo menos eles podem se manter em forma para lutar."" - Jorach Corvoforte"
39,"Bucaneiros da Vela Sangrenta podem lutar na terra e no mar, sóbrios ou não. A visão de suas velas rubras no horizonte é o bastante para convencer seus inimigos a render-se antes que um único tiro canhão tenha sido disparado."
40,"Membros de baixa patente entre a hierarquia elemental, elementais menores sobrepujam seus inimigos com seus números sem-fim."
41,"Apenas os xamãs mais poderosos podem evocar e comandar um elemental maior, senão o elemental maior pode voltar-se contra eles e puni-los pela sua soberba."
42,"""Você não precisa de ouvidos para escutar a terra sob você pois ela não precisa de palavras para falar."" - Arauto da Terra Yevaa"
43,"""Prova-se difícil para seus inimigos derrotar você quando você comanda o próprio solo onde eles pisam."" - Geomante Jakara"
44,"Competentes xamãs do ar agem como um condutor vivo para os elementos, envolvendo-se na fúria das tempestades ao tornarem-se Ascendentes do Ar."
45,"Infundindo seus corpos com chamas, Ascendentes do Fogo tornam-se um só com o inferno, queimando seus inimigos até os ossos."
46,"Transcendendo a carne e abraçando o elemento da água, Ascendentes de Água dominam o poder versátil e purificador dos mares, com uma força tão profunda quanto o próprio oceano."
47,"Desprezados entre os demônios, diabretes muitas vezes são subestimados devido à sua falta de resistência singular. No entanto, quando em grupo, eles substituem rapidamente aqueles que caem, e sua real ameaça vive na dificuldade em matar cada um deles."
48,"""Não faço ideia de onde eles vieram. Numa hora eu estava lá fazendo chover fogo do inferno nos meus inimigos, e aí, do nada, esses pequenos demônios estavam me rondando, lançando setas vis pra todo lado."" Guadalupe Crepistala"
49,"Os Acólitos da Colheita Negra estão prontos para sacrificar tudo pelo conhecimento proibido que eles buscam, inclusive um ao outro. Muitos dos acólitos mais novos são encontrados mortos após rituais experimentais."
50,"É raro um acólito da Colheita Negra chegar ao ranque de Evocador, visto que muitas vezes eles são consumidos pelas energias sombrias que eles invocam como parte de sua ascendência."
51,"""Os prisioneiros vraikalen que levamos olharam para seus companheiros caídos com uma estranha tristeza. Parecia que eles invejavam os mortos."" - Rei Varian Wrynn"
52,Valarjares que provam-se no além-vida são recompensados com corpos forjados de metais puros e vestidos com os raios dos céus.
53,"Diretos em suas atitudes e táticas, as Damas Escudeiras buscam provar seu valor em batalha para que seus nomes sejam lembrados para sempre nos Salões da Bravura de Odyn."
54,"As damas escudeiras mais poderosas são escolhidas pelas Valkiras para servir Eyir, um guardião titânico. Se ela morre bravamente, uma Dama Escudeira Valkira pode ser escolhida para tornar-se uma lendária Val'kyr."
55,"O eco de Niuzao é forte e obstinado, capaz de aguentar até os inimigos mais durões."
56,"O eco de Chi-Ji restaura o espírito dos aliados com sua bela canção, revigorando-os com energia e propósito."
57,"O eco de Xuen é a materialização da ferocidade e astúcia do tigre celestial, causando um dano imenso no campo de batalha."
58,"Evocando energias há muito esquecidas de conflitos de eras passadas, este guardião concede uma ligação ao lado brutal da natureza e do ciclo da vida e morte que governa toda a criação."
59,"Poderosos ecos dos Celestiais energizam seus aliados escolhidos com força, restauração e ferocidade."
61,"Costuradas a partir de diversos corpos diferentes, abominações são brutamontes mortos-vivos grandes e resistentes, armados com cutelos e ganchos, prontos para despedaçar seus inimigos com um único golpe."
64,"Nas asas gélidas de seus corcéis, eles se abatem sobre suas vítimas movidas pela fúria e pela vingança. Aqueles que se deparam com os Friarrasas aprendem rapidamente a temer o céu que os cobre."
65,"Erguendo-se acima do campo de batalha, as sacerdotisas demoníacas rasgam as linhas inimigas em meio à fúria das lâminas que portam com seus seis braços. Quando o inimigo são monstruosidades assim, qualquer noção de combate justo deve ser prontamente esquecida."
66,"Os Guardiões do Bosque Onírico são recrutados e treinados desde uma tenra idade. Separados de suas famílias, os laços que criam com o próprio bosque são tão profundos que, se algum mal o acomete, eles chegam a sentir dor física."
67,"Raramente vista entre Filhos da Noite, a classe dos caçadores é formada por peritos em atacar de posições ocultas. Com frequência, eles aproveitam os próprios caminhos do Arcâneo para atacar, desaparecendo antes que o inimigo se dê conta de sua presença."
68,"Devotados à proteção do Kirin Tor, estes Guardiões altamente treinados são uma terrível adição a qualquer batalha. Com precisão afiada feito uma navalha, eles desferem ataques coordenados brutais contra as linhas inimigas."
69,"Apesar de muitos pupilos dos caminhos monásticos se concentrarem e especializarem em um Celestial específico, os Mestres da Serenidade creem que uma abordagem mais equilibrada os deixará mais perto da iluminação."
70,"Presentes apenas nos mais atrozes campos de batalha, os Cruzados são a resposta do Punho de Prata a barreiras intransponíveis."
71,"Se uma Sacerdotisa Encapuzada estiver vindo na sua direção, dê as costas e caia fora. Sem olhar para trás."
72,"A guarda pessoal de Corvoforte. Enviada de sua propriedade sempre que uma ocasião ""especial"" requisita."
73,"Apesar de ainda atordoada pela grande cisão, a Harmonia Telúrica atendeu ao chamado das Ilhas Partidas. Pela grande ameaça que representa, a presença Legião requer a presença de todos."
74,"Imensos brutamontes que se deleitam com a destruição. Muitos creem se tratar de um bando de descerebrados. Mas, para demônios, eles até que são inteligentinhos."
75,"Somente a elite, os soldados mais calejados em batalha, chegam às Tropas de Choque."
76,"Os Forjados a Luz são soldados implacáveis que travam uma guerra que não pode ser vencida. Banhados pela Luz e armados do fogo sagrado, eles são capazes de dizimar fileiras de demônios inferiores."
77,Os Krokul escaparam da extinção e perduraram na geografia infernal de Argus. Eles são sobreviventes.
78,"Os Degradados de Eredath foram poupados da Vileza, porém sucumbiram ao Caos. Alguns dos Tocado pelo Caos tiveram a mente desanuviada, mas eles permanecem inextricavelmente vinculados à Sombra."
79,"Os guerreiros do clã Temível Totem estão dentre os mais agressivos integrantes da poderosa tribo tauren. Cruéis, capazes de atacar sem provocação, esses guerreiros compõem uma força formidável ao lado de Magatha."
80,"Guerreiros do Temível Totem lutam para eliminar inimigos dos Taurens. Para os Temível Totem, quase todas as raças são inimigas dos Taurens. No entanto, enquanto Magatha permanecer na Voragem, os Temível Totem ajudarão a Harmonia Telúrica."
181,Tropa veterana contratada.
182,"Tacarrochas gosta muito, muito mesmo de atirar sua Pedra de Pecado. As maçarocas de carne e o estalar de ossos o matam de rir, quando seus inimigos são esmagados pelo peso dos crimes do passado dele."
