ID,Name_lang,Description_lang,IconFileDataID,PetTypeEnum,Cooldown,BattlePetVisualID,Flags
7,Mão de Alexandre,Avança contra o inimigo para causar dano.,132109,2,0,0,0
70,Teste da Linha de Restaurar,"Restaura a linha 50, mas tem uma recarga de 2 rodadas",135915,0,2,0,0
71,Teste de Dano,,135807,6,0,0,0
72,Teste Multiefeito,,135817,0,0,0,0
73,Teste Multiturno,"Morde o alvo, causando [StandardDamage(1,1)] de dano imediatamente, e depois [StandardDamage(2,1)] de dano na rodada seguinte.

Dura [numTurns()] |4rodada:rodadas;.",0,1,0,0,0
74,Teste Multiefeito e Multiturno,,0,1,0,0,0
77,Armadilha Potente,Tenta capturar uma mascote com menos de 35% dos pontos de vida. A chance de captura aumenta em 25% cada vez que você falha.,646380,0,0,0,6
78,Aplicar Teste do Ponto Cronometrado,,0,0,5,0,0
79,Teste de Aura de Dano10,,0,-1,0,0,0
80,Teste de Aplicação de Aura,,237179,0,0,0,0
81,Teste da Bomba de Aura 75,,0,0,0,0,0
82,Aplicar Ponto até Cancelamento do Teste,,0,6,0,0,0
83,Aplicar Teste de Aura de Bloco,,460858,2,0,0,0
84,PadAuraTest,,132325,-1,0,104,0
85,Aplicar Teste de Atordoamento,,135891,1,0,0,0
86,Teste de Aura de Atordoamento,asdfasdfasdf,135906,-1,0,103,0
87,Aplicar Trava de Troca,,460694,9,0,0,0
88,Aura de Trava de Troca,,132089,-1,0,0,0
97,Tiro Atordoante,,0,6,0,0,0
110,Morder,"[StandardAccuracy(1,1)] |cffffffffde chance de acerto|r

Morde o inimigo, causando [StandardDamage(1,1)] de dano tipo [School()].",132127,7,0,0,0
111,Soco,"[StandardAccuracy(1,1)] |cffffffffde chance de acerto|r

Golpeia o inimigo, causando [StandardDamage(1,1)] de dano tipo [School()].",132298,0,0,0,0
112,Bicada,"[StandardAccuracy(1,1)] |cffffffffde chance de acerto|r

Ataca o inimigo com o bico afiado, causando [StandardDamage(1,1)] de dano tipo [School()].",133707,2,0,0,0
113,Queimar,"[StandardAccuracy(1,1)] |cffffffffde chance de acerto|r

Atinge o inimigo com fogo, causando [StandardDamage(1, 1)] de dano tipo [School()].",132839,6,0,0,0
114,Feixe,"[StandardAccuracy(1,1)] |cffffffffde chance de acerto|r

Atinge o inimigo com um feixe de energia arcana, causando [StandardDamage(1,1)] de dano tipo [petTypeName(abilityPetType())].",135189,5,0,0,0
115,Sopro,"[StandardAccuracy(1,1)] |cffffffffde chance de acerto|r

Cobre o inimigo com um sopro dracônico, causando [StandardDamage(1, 1)] de dano tipo [School()].",135807,1,0,0,0
116,Fulminar,"[StandardAccuracy(1,1)] |cffffffffde chance de acerto|r

Dispara um raio de eletricidade no alvo, causando [StandardDamage(1,1)] de dano tipo [School()].",136099,9,0,0,0
117,Garra Infectada,"[StandardAccuracy(1,1)] |cffffffffde chance de acerto|r

Rasga o inimigo com garras infectadas, causando [StandardDamage(1, 1)] de dano tipo [School()].",237390,3,0,0,0
118,Jato d'Água,"[StandardAccuracy(1,1)] |cffffffffde chance de acerto|r

Atinge o inimigo com um jato d'água, causando [StandardDamage(1,1)] de dano tipo [petTypeName(abilityPetType())].",463570,8,0,0,0
119,Arranhão,"[StandardAccuracy(1,1)] |cffffffffde chance de acerto|r

Arranha o inimigo, causando [StandardDamage(1,1)] de dano tipo [School()].",611425,4,0,0,0
120,Impacto Uivante,"[StandardAccuracy(1,1)] |cffffffffde chance de acerto|r

Causa [StandardDamage(1,1)] de dano tipo [School()] ao inimigo. 

Causa [StandardDamage(1,4)] de dano adicional à equipe inimiga se o alvo estiver |cFF0070DDCongelado|r.",135833,6,3,0,0
121,Espiral da Morte,"[StandardAccuracy(1,1)] |cffffffffde chance de acerto|r

Causa [StandardDamage(1,1)] de dano Morto-vivo e cura o usuário em [points(1,3)]% do dano causado.",136145,3,0,0,0
122,Golpe com a Cauda,"[StandardAccuracy(1,1)] |cffffffffde chance de acerto|r

Causa [StandardDamage(1,2)] de dano tipo [School()] ou [StandardDamage(1,1)] de dano tipo [School()] se o usuário golpear por último.",237407,1,0,0,0
123,Onda Curativa,"Restaura [StandardDamage(1,1)] pontos de vida do lançador.",136042,8,3,0,2
124,Alvoroço,"[StandardAccuracy(1,1)] |cffffffffde chance de acerto|r

Começa um alvoroço, causando [StandardDamage(1,1)] de dano tipo [School()].

O alvoroço dura [numTurns()] |4rodada:rodadas;.",132176,7,3,0,0
125,Teste de Atordoamento 2.0,TESTE: Atordoamento de Patty Mac,460857,3,0,0,0
131,Teste de Aura de Atordoamento 2.0,,0,-1,0,3,0
132,Teste de Efeito com Script Personalizado,,132090,0,0,0,0
133,Aura - Escudo Danificador 2.0,,0,-1,0,2,0
134,Escudo Danificador 2.0teste,,0,0,0,0,0
135,Armadilha Impecável,Tenta capturar uma mascote com menos de 35% dos pontos de vida. A chance de captura aumenta em 30% cada vez que você falha.,638662,0,0,0,6
149,Teste de Cura 2.0,,538569,4,0,0,0
150,Teste de Turno com Script Personalizado,,236216,4,0,0,0
151,Presa de Veneno,"Causa [StandardDamage(1,1)] de dano tipo [School()] a cada rodada.

|cFF1EFF00Envenenado|r.",136067,7,0,25,1
