ID,Name_lang,Description_lang,Flags,ClassMask,SpellIconFileID,RaceMasks[0],RaceMasks[1]
1,Teleporte,Teleporta você para uma cidade grande.,0,128,237509,1309324210,-1440044374
8,Teleporte,Teleporta você para uma cidade grande.,0,128,237509,-1321907123,1427461461
9,Chamar Ajudante,Chama um ajudante ativo para acompanhar você.,0,4,132161,-1,-1
10,Evocar Demônio,Evoca um dos seus demônios.,0,256,136082,-1,-1
11,Portal,"Cria um portal, que permite teleportar integrantes do grupo para uma cidade grande.",0,128,135744,1309324210,-1440044374
12,Portal,"Cria um portal, que permite teleportar integrantes do grupo para uma cidade grande.",0,128,135748,-1321907123,1427461461
66,Venenos,Aplica venenos poderosos em suas armas.,0,8,136242,-1,-1
67,Grimório do Serviço,"Evoca instantaneamente um outro demônio, que luta por 25 segundos.",0,256,538444,-1,-1
84,Caminho do Herói: Mists of Pandaria,Teleporta para a entrada de uma masmorra de Mists of Pandaria em que você tenha obtido uma medalha de Ouro ou a conquista Herói da Pedra-chave Mítica. A recarga desses feitiços será concluída quando você concluir uma Masmorra de Pedra-chave Mítica.,0,-1,519384,-1,-1
92,Variantes de Polimorfia,"Variações cosméticas alternativas de Polimorfia, que transformam seu alvo em várias criaturas.",0,128,575586,-1,-1
93,Munições Exóticas,Modifica sua arma de longo alcance para usar munições exóticas.,0,4,249177,-1,-1
96,Caminho do Herói: Warlords of Draenor,Teleporta para a entrada de uma masmorra de Warlords of Draenor em que você tenha obtido uma medalha de Ouro ou a conquista Herói da Pedra-chave Mítica. A recarga desses feitiços será concluída quando você concluir uma Masmorra de Pedra-chave Mítica.,0,-1,519384,-1,-1
103,Utilitário de Ajudante,Algumas ferramentas para gerenciar seu ajudante.,0,4,132179,-1,-1
106,Variantes de Bagata,"Variantes cosméticas de Bagara, que transformam seu alvo em uma variedade de criaturas.",0,64,538518,-1,-1
217,Instrumentos Kyrianos,Toque um instrumento dos kyrianos.,0,0,454048,-1,-1
219,Adaptação,"Adapta-se a um tipo de magia, mudando seu ataque de sopro.",0,4096,254886,-1,-1
220,Caminho do Herói: Shadowlands,Teleporta para a entrada de uma masmorra de Shadowlands em que você tenha obtido a conquista Herói da Pedra-chave Mítica. A recarga desses feitiços será concluída quando você concluir uma Masmorra de Pedra-chave Mítica.,0,-1,519384,-1,-1
222,Caminho do Herói: Raides de Shadowlands,Teleporta para a entrada de uma Raide de Shadowlands. Disponível somente após obter a conquista Mítico: Raides Fatídicos de Shadowlands.,0,-1,519384,-1,-1
223,Caminho do Herói: Battle for Azeroth,Teleporta para a entrada de uma masmorra de Battle for Azeroth em que você tenha obtido a conquista Herói da Pedra-chave Mítica. A recarga desses feitiços será concluída quando você concluir uma Masmorra de Pedra-chave Mítica.,0,-1,519384,-1,-1
224,Caminho do Herói: Legion,Teleporta para a entrada de uma masmorra de Legion em que você tenha obtido a conquista Herói da Pedra-chave Mítica. A recarga desses feitiços será concluída quando você concluir uma Masmorra de Pedra-chave Mítica.,0,-1,519384,-1,-1
225,Rastreamento de Caçador,Mostra a localização de tipos de criaturas próximos no minimapa.,0,4,132328,-1,-1
226,Série 3 de Dragonflight,Mostra a localização de reagentes de coleta próximos no minimapa.,0,-1,134441,-1,-1
227,Caminho do Herói: Dragonflight,Teleporta para a entrada de uma masmorra de Dragonflight em que você tenha obtido a conquista Herói da Pedra-chave Mítica. A recarga desses feitiços será concluída quando você concluir uma Masmorra de Pedra-chave Mítica.,0,-1,519384,-1,-1
229,Pilotagem Aérea,"Suba aos céus em montarias de pilotagem aérea, usando estas habilidades para navegar.",0,-1,4640486,-1,-1
230,Caminho do Herói: Cataclysm,Teleporta para a entrada de uma masmorra de Cataclysm em que você tenha obtido a conquista Herói da Pedra-chave Mítica. A recarga desses feitiços será concluída quando você concluir uma Masmorra de Pedra-chave Mítica.,0,-1,519384,-1,-1
231,Caminho do Herói: raides de Dragonflight,Teleporta para a entrada de uma Raide de Dragonflight. Disponível somente após obter a conquista Mítico: despertar as raides de Dragonflight.,0,-1,519384,-1,-1
232,Caminho do Herói: The War Within,Teleporta para a entrada de uma masmorra de The War Within em que você tenha obtido a conquista Herói da Pedra-chave Mítica. A recarga desses feitiços será concluída quando você concluir uma Masmorra de Pedra-chave Mítica.,0,-1,519384,-1,-1
235,Bandos de Guerra,Maximize o potencial colaborativo de seu Bando de Guerra com essas habilidades.,0,16383,6124644,-1,-1
236,Sequências Numéricas,Insira uma sequência numérica em um dispositivo próximo.,0,-1,3610509,-1,-1
237,Arsenal Aéreo de Perennius,Habilidades concedidas por Perennius para usar contra certos inimigos da Legião. Só podem ser usadas em Ataques Aéreos.,0,-1,1029590,-1,-1
238,Afiar a Faca,Várias técnicas para Afiar a Faca.,0,-1,4046656,-1,-1
239,Sobrecarga de Plantas,Várias técnicas para fazer a sobrecarga de plantas especiais.,0,-1,4554443,-1,-1
240,Sobrecarga de Minério,Várias técnicas para fazer a sobrecarga de veios de minério.,0,-1,4554442,-1,-1
241,Dedo Verde,Várias técnicas para usar seu Dedo Verde.,0,-1,348566,-1,-1
242,Caminho do Herói: Raides de War Within,Teleporte para a entrada de um raide de War Within. Disponível ao atingir o máximo de Renome com determinadas facções ou realizar outros feitos heroicos.,0,-1,519384,-1,-1
243,Estilo de Voo de Pilotagem Aérea,Modifica como sua montaria voa.,0,-1,5145511,-1,-1
244,Caminho do Herói: Temporada 1 de Midnight,Teleporta para a entrada de uma masmorra da série em que você tenha obtido a conquista Herói da Pedra-chave. A recarga desses feitiços será concluída quando você concluir uma Masmorra de Pedra-chave Mítica.,0,-1,511651,-1,-1
245,Trinchar Carne,Várias técnicas para Trinchar Carne durante Esfolamentos.,0,-1,1059120,-1,-1
246,Caminho do Herói: Midnight,Teleporta para a entrada de uma masmorra de Midnight em que você tenha obtido a conquista Herói da Pedra-chave Mítica. A recarga desses feitiços será concluída quando você concluir uma Masmorra de Pedra-chave Mítica.,0,-1,519384,-1,-1
247,Armadilhas,"Retarda, desorienta ou atrapalha de modo geral os Caçadores no encalço dos Escondidos.",0,0,461122,0,0
