ID,TutorialText_lang,SpellID,ActionBarOverrideSpellID,SpellLabel,UiTextureKitID,UiPriority
1,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,170108,0,5289,0
2,Habilidade da área kyriana desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,313347,313335,0,5290,100
3,Habilidade da área kyriana desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,326526,326532,0,5290,200
4,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,170097,0,5289,0
5,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,170109,0,5289,0
6,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,166499,0,5291,0
7,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,166498,0,5291,0
8,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,161693,0,5292,0
9,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,161694,0,5293,0
10,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,168474,0,5294,0
11,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,166502,0,5295,0
12,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,162131,0,5296,0
13,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,168478,0,5297,0
14,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,171333,0,5298,0
15,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,171334,0,5298,0
16,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,166500,0,5295,0
17,Habilidade da área da guarnição desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,161691,162130,0,5299,0
18,,211390,0,193,5300,0
19,,251463,0,321,0,0
20,,264739,0,391,0,0
21,,314955,0,851,5300,0
22,Habilidade da área venthyr desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,313347,315593,0,5303,100
23,Habilidade da área venthyr desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,326526,329350,0,5303,200
24,Habilidade da área venthyr desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,313347,329887,0,5303,100
26,Habilidade da área dos Feérios Noturnos desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,313347,331114,0,5310,100
27,Habilidade da área dos Feérios Noturnos desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,313347,331119,0,5310,100
28,Habilidade da área dos Feérios Noturnos desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,326526,331120,0,5310,200
29,Habilidade da área dos Necrolordes desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,313347,334387,0,5311,100
30,Habilidade da área dos Necrolordes desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,326526,334388,0,5311,200
31,Habilidade da área venthyr desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,326526,340716,0,5303,200
32,Habilidade da área kyriana desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,326526,340757,0,5290,200
33,Habilidade kyriana desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,313347,340835,0,5290,100
34,Habilidade exclusiva kyriana desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,326526,341085,0,5290,200
35,Habilidade dos necrolordes desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,313347,341090,0,5311,100
36,Habilidade exclusiva dos necrolordes desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,326526,341091,0,5311,200
37,Habilidade venthyr desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,313347,341093,0,5303,100
38,Habilidade exclusiva venthyr desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,326526,341092,0,5303,200
39,Habilidade de Ardena desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,313347,341086,0,5310,100
40,Habilidade exclusiva de Ardena desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,326526,341089,0,5310,200
41,Habilidade de constructo desbloqueada.|n|nVocê pode arrastá-la para a sua barra de ações.,347013,0,1156,5311,100
44,Habilidade disponível|n|nVocê pode arrastá-la para sua barra de ações.,356550,0,1312,5311,100
45,Habilidade da Thanator desbloqueada.|n|nVocê pode arrastá-la para a sua barra de ações.,357857,0,1332,5405,90
46,,264739,358145,0,5310,0
47,,264739,358022,0,5290,0
48,,264739,358150,0,5311,0
49,,264739,358157,0,5303,0
50,Habilidade da área dos Necrolordes desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,313347,362180,0,5311,100
51,Evocação de Pocopoc desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,360078,362639,0,5421,100
52,[PH] Reuse ME,0,0,0,5303,100
53,,0,0,0,5428,90
54,Habilidade de Shikaar desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,376280,0,1533,5469,100
55,Habilidade de Shikaar desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,384522,0,1758,5469,100
57,Lançar a bola em uma meta.,385265,0,1779,5428,1
58,Ajuda de Celormu disponível |n |nVocê pode arrastá-la para sua barra de ações.,385535,0,2291,5471,100
59,Recarregar Ânimo|n|nVocê pode arrastar para sua barra de ações.,409295,409302,0,5471,100
60,Redefinir posição|n|nVocê pode arrastar para sua barra de ações.,409349,409350,0,5471,101
61,Atire no barril com a Pistola do Filinto,248082,0,2797,5299,100
62,Assistência de Masmorra |n |nVocê pode arrastá-la para sua barra de ações.,426756,426758,0,5428,100
65,[PH] This is the ability you use for companion extra actions. |n |nYou can drag this to your action bar.,433878,0,0,5299,0
66,[PH] This is the ability you use for scenario extra actions. |n |nYou can drag this to your action bar.,434240,0,0,5299,0
67,Habilidade de Trilha Temporal desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,436521,0,3174,5556,103
68,Habilidade de Trilha Temporal desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,436524,0,3175,5556,104
69,Habilidade de Trilha Temporal desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,439053,0,3233,5556,101
70,Habilidade de Trilha Temporal desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,439052,0,3234,5556,100
