Text_lang,Text1_lang,ID,LanguageID,ConditionID,EmotesID,Flags,ChatBubbleDurationMs,VoiceOverPriorityID,SoundKitID[0],SoundKitID[1],EmoteID[0],EmoteID[1],EmoteID[2],EmoteDelay[0],EmoteDelay[1],EmoteDelay[2]
"Socorro, socorro! Estão me reprimindo!",,1,0,0,0,70,0,0,0,0,0,0,0,0,0,0
Sequência de autodestruição ativada.,,3927,0,0,0,69,0,0,0,0,0,0,0,0,0,0
Sejam purificados pelo fogo!,,9426,0,0,0,71,0,0,8046,0,0,0,0,0,0,0
,"Venha, por aqui.",15708,7,0,0,68,0,0,0,44118,0,0,0,0,0,0
"Pare aí mesmo, orquisa! Desmonte e renda-se ou, então, morra!","Pare aí mesmo, orquisa! Desmonte e renda-se ou, então, morra!",33630,0,8193,0,69,0,0,0,0,0,0,0,0,0,0
,"Saiam da frente, tolos!",33631,0,8193,0,69,0,0,0,0,0,0,0,0,0,0
Perda de vida inevitável.,,33996,0,0,0,65,0,0,0,0,0,0,0,0,0,0
Faço o que é preciso.,,33997,0,0,0,65,0,0,0,0,0,0,0,0,0,0
Vocês estão... sem tempo.,,34001,0,0,0,65,0,0,0,0,0,0,0,0,0,0
"Talvez seja a sua imperfeição, aquela que lhes concede o livre arbítrio, que permite que perseverem contra todas as probabilidades calculadas de modo cósmico. Vocês prevalecem onde as próprias criações perfeitas dos Titãs fracassaram.",,34012,0,0,0,65,0,0,0,0,0,0,0,0,0,0
,Capitão! Navio a pique a estibordo! Parece que há sobreviventes!,39672,0,0,0,71,0,0,0,20916,0,0,0,0,0,0
"Agora concentrem-se! Daqui a uma hora, estaremos matando orcs!",,41964,0,0,1,71,0,0,21208,0,0,0,0,0,0,0
Em formação!,,41984,0,0,22,71,0,0,21205,0,0,0,0,0,0,0
Nosso destino é aquela ilha no horizonte.,,42092,0,0,1,71,0,0,21185,0,0,0,0,0,0,0
"É lá que cumpriremos o nosso dever, pelo nosso rei, por Ventobravo e por seu povo...",,42093,0,0,1,71,0,0,21186,0,0,0,0,0,0,0
Grito Infernal mandou seus melhores homens para tomar a ilha. Cuidaremos para que nenhum volte para casa...,,42095,0,0,1,71,0,0,21188,0,0,0,0,0,0,0
Ventobravo nunca cairá!,,42097,0,0,53,71,0,0,21190,0,0,0,0,0,0,0
,"Vão, minhasss nagasss! Recccebam o poderoso Caçççador das Marésss em Azeroth!",42407,0,0,1,118,0,0,0,18874,0,0,0,0,0,0
Você e seus vermes escamosos não são páreo para mim...,,42434,0,0,0,118,0,0,19457,0,0,0,0,0,0,0
,Ssseu tolo! Essste ssserá ssseu último dia de vida!,42435,0,0,15,118,0,0,0,18875,0,0,0,0,0,0
"Você chegou longe demais, serpente. Você sofrerá muito pela transgressão!",,42518,0,0,0,118,0,0,19463,0,0,0,0,0,0,0
,"Venham a mim, meusss ssservosss! Ataquem agora!",42545,0,0,15,118,0,0,0,18876,0,0,0,0,0,0
,Agora! Libertem o kraken!,44211,0,0,15,118,0,0,0,18877,0,0,0,0,0,0
Aaaaaahhh...,,44212,0,0,0,118,0,0,19464,0,0,0,0,0,0,0
,"Sigam-me, meusss bichinhosss! Enfim, o reino do poderoso Neptulon é nossso!",44213,0,0,15,118,0,0,0,18878,0,0,0,0,0,0
"E agora, velho amigo?",,44214,0,0,1,118,0,0,21217,0,0,0,0,0,0,0
Sofremos uma derrota trágica.,,44215,0,0,396,118,0,0,19526,0,0,0,0,0,0,0
Todas as esperanças pelo futuro de nosso mundo se turvaram.,,44216,0,0,396,118,0,0,19527,0,0,0,0,0,0,0
Thrall precisa saber o que aconteceu hoje.,,44217,0,0,396,118,0,0,19528,0,0,0,0,0,0,0
Ele guiará nossos próximos passos.,,44218,0,0,396,118,0,0,19529,0,0,0,0,0,0,0
Erunak! Nããoo!,,44219,0,0,1,118,0,0,21218,0,0,0,0,0,0,0
Graaaahahhhh!,,44220,0,0,396,118,0,0,19530,0,0,0,0,0,0,0
,"Você era um verdadeiro homem do povo, Liam. Diferente de qualquer nobre que já conheci. Eles vão pagar por isso.",44223,0,0,0,71,0,0,0,19686,66,0,0,0,0,0
"E então, xamã, e agora?",,44225,0,0,1,118,0,0,21319,0,0,0,0,0,0,0
Erunak! Atrás de você!,,44226,0,0,1,118,0,0,21320,0,0,0,0,0,0,0
"Que a Luz guarde os espíritos de nossos ancestrais, pois eles permitiram que meu filho repousasse neste solo sagrado.",,50471,0,0,1,71,0,0,19713,0,0,0,0,0,0,0
"O lugar dele é aqui, cercado pelos heróis e patriotas de Guilnéas.",,50472,0,0,1,71,0,0,19714,0,0,0,0,0,0,0
"Nós voltaremos, Liam. Eu juro.",,50473,0,0,66,71,0,0,19715,0,0,0,0,0,0,0
"Guilnéas nunca se esquecerá de sua coragem, Liam.",,50477,0,0,66,71,0,0,19497,0,0,0,0,0,0,0
"Eu peço desculpas pelo engodo, mas foi necessário.",,56129,0,0,0,70,0,0,28571,0,0,0,0,0,0,0
"Em milhares de anos, nunca tínhamos visto um da sua raça.",,56130,0,13211,0,70,0,0,28572,0,0,0,0,0,0,0
Era necessário que eu primeiro avaliasse a natureza do seu coração.,,56131,0,0,0,70,0,0,28573,0,0,0,0,0,0,0
"Venha comigo, pequeno ser. Há algo que quero que você veja.",,56154,0,0,0,70,0,0,28574,0,0,0,0,0,0,0
"Vamos transformar este lugar num redemoinho, heh.",,57715,0,0,0,70,0,0,30625,0,5,0,0,0,0,0
[NOTE: Many placeholder visuals in this cinematic. Expecting Observatory WMO & charge up visuals.],,57899,0,0,0,70,0,0,0,0,0,0,0,0,0,0
"Corre, muçum! Como tipo que nem tu no lanchinho da manhã!",,58170,0,0,0,70,0,0,0,0,0,0,0,0,0,0
"Eu sou Anduin Wrynn, Príncipe de Ventobravo. Eu não morrerei aqui. Não desse jeito!",,58171,0,0,0,70,0,0,27577,0,0,0,0,0,0,0
Por Pandária!,,59411,0,15760,4,70,0,0,31905,0,0,0,0,0,0,0
,Está dando certo! A ferida está fechando!,60365,0,0,1,69,0,0,0,27417,0,0,0,0,0,0
,"Arriscamos tudo, mas conseguimos. Shen-zi Su ficará bem.",60627,0,0,1,69,0,0,0,27418,0,0,0,0,0,0
"Nossa história começa há muito tempo, nos dias do monstruoso Imperador Tian.",,61462,0,0,0,68,0,0,0,0,1,0,0,0,0,0
O Imperador estava precisando de mensageiros e entregadores de confiança.,,61463,0,0,0,68,0,0,0,0,1,0,0,0,0,0
Então ele pegou uma pequena criatura estranha que ele encontrou e a transformou com os poderes do Vale.,,61464,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"O que ele criou foi um ""grômulo"".",,61465,0,0,0,68,0,0,0,0,1,0,0,0,0,0
Vamos falar da natureza do poder. Em minhas mãos eu seguro uma espada. Eu pergunto a você: Quem detém o poder?,,61470,0,0,0,68,0,0,30130,0,1,0,0,0,0,0
"Eu, pois eu tenho a espada!",,61471,0,0,0,68,0,0,30131,0,1,0,0,0,0,0
Um grômulo pode carregar até 5 vezes o seu próprio peso. Eles nunca suam. Eles têm um olfato impressionante.,,61495,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"E seus crânios são mais duros que granito. Curiosamente, todos eles parecem ser parentes.",,61496,0,0,0,68,0,0,0,0,1,0,0,0,0,0
Antigos heróis pandarens livertaram os grômulos da escravidão.,,61497,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"O chefe yaungol mostrou a cara! Venha, vamos acabar com isso!",,61567,0,0,0,70,0,0,29776,0,0,0,0,0,0,0
"Hoje em dia eles ainda são comerciantes, mensageiros, guias e carregadores para expedições que sobem o monte Kun-Lai.",,61643,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"Eles são um povo bem supersticioso, que gosta de usar os nomes de seus amuletos preferidos, os ""sorte-sims"".",,61647,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"Os grômulos suspeitam de qualquer sorte que não possam cheirar, por isso, ao encontrar um grômulo pela primeira vez, é bom ter o bolso cheio de estrume.",,61649,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"Uma raça bem estranha, de fato.",,61650,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"Há muitos milhares de anos, os mogus detinham todo o poder. Eles governavam esta terra com punhos de ferro. Mas, à medida que o império crescia, eles precisavam de uma maneira de policiá-lo e controlá-lo.",,61798,0,0,0,68,0,0,30132,0,1,0,0,0,0,0
Usaram os poderes do Vale e suas próprias magias de moldar a carne para transformar uma raça de lagartos ferozes em uma arma viva. Eles criaram um exército. Um exército de Sauroks. Selvagens sedentos de sangue criados para impor a vontade do imperador.,,61799,0,0,0,68,0,0,30133,0,1,0,0,0,0,0
"Ah, mas existe um problema ao se criar armas vivas. Você percebe?",,61800,0,0,0,68,0,0,30134,0,1,0,0,0,0,0
"Quem, agora, detém o poder?",,61801,0,0,0,68,0,0,30135,0,1,0,0,0,0,0
"Os cruéis sauroks, mesmo com seus pequenos cérebros de lagarto, logo compreenderam a verdade da situação. Eles mataram os inimigos dos mogus.",,61802,0,0,0,68,0,0,30136,0,1,0,0,0,0,0
Depois eles mataram os súditos dos mogus.,,61803,0,0,0,68,0,0,30137,0,1,0,0,0,0,0
E logo eles começaram a matar os próprios mogus.,,61804,0,0,0,68,0,0,30138,0,1,0,0,0,0,0
"O imperador mogu então ordenou que todos os saruoks fossem eliminados. Ele tentou exterminar a raça saurok inteira, mas não conseguiu. Ainda hoje eles assolam Pandária.",,61805,0,0,0,68,0,0,30139,0,1,0,0,0,0,0
"Portanto, perceba: o poder é facilmente tomado, mas não deve ser dado levianamente.",,61806,0,0,0,68,0,0,30140,0,1,0,0,0,0,0
,"Quando quiser, $p.",61828,0,0,396,69,0,0,0,31373,0,0,0,0,0,0
,"Venha, vou lhe mostrar.",61979,0,0,66,70,0,0,0,31359,0,0,0,0,0,0
,Olhe pela luneta.,61980,0,0,396,71,0,0,0,31360,0,0,0,0,0,0
,O Sha do Ódio está dentro daquela construção mantídea... Acho que ele foi atraído para um poderoso hospedeiro.,61981,0,0,396,70,0,0,0,31361,0,0,0,0,0,0
,"Para entrar, vamos precisar dos cristais sintonizados de alguns chefes dos mantídeos da área.",61982,0,0,396,70,0,0,0,31362,0,0,0,0,0,0
,Encontrei esses líderes aqui...,61983,0,0,396,70,0,0,0,31363,0,0,0,0,0,0
,aqui...,61984,0,0,396,70,0,0,0,31364,0,0,0,0,0,0
,e aqui.,61985,0,0,396,70,0,0,0,31365,0,0,0,0,0,0
,Mate todos. Pegue os cristais. Simples assim.,61986,0,0,396,70,0,0,0,31366,0,0,0,0,0,0
"Olá, viajante! Pelo jeito você provou a minha Cerveja dos Sonhos. As visões são meio verdade, meio ilusão. Quem poderia dizer qual é qual?",,62624,0,0,1,70,0,0,31784,0,0,0,0,0,0,0
Aahhn o quê...?,,62776,0,0,0,70,0,0,32476,0,0,0,0,0,0,0
Que barulho foi esse?,,62777,0,0,0,70,0,0,32477,0,0,0,0,0,0,0
"Veio da muralha, senhor.",,62778,0,0,0,70,0,0,32475,0,0,0,0,0,0,0
"Eu sei de ONDE veio, mas o que foi isso?",,62779,0,0,0,70,0,0,32478,0,0,0,0,0,0,0
Não... não...,,62781,0,0,0,70,0,0,32479,0,0,0,0,0,0,0
Homens! Às armas!,,62782,0,0,0,70,0,0,0,0,0,0,0,0,0,0
Vocês três! $n! Ajudem o capitão Escudo de Carvalho no fronte!,,62783,0,0,0,70,0,0,32480,0,0,0,0,0,0,0
Campo Verde! Solo Negro! Cubram nosso flanco esquerdo! Não quero nenhuma surpresa!,,62784,0,0,0,70,0,0,32481,0,0,0,0,0,0,0
"Leven, cuide do lado direito! Você está por conta própria!",,62785,0,0,0,70,0,0,32482,0,0,0,0,0,0,0
"Todo resto! Quem puder empunhar uma arma, proteja a vila! Não deixem eles passarem dessa linha! Vocês...",,62786,0,0,0,70,0,0,32483,0,0,0,0,0,0,0
Nós não temos a mínima chance...,,62789,0,0,0,70,0,0,32485,0,0,0,0,0,0,0
Recuar! RECU-,,62790,0,0,0,70,0,0,32486,0,0,0,0,0,0,0
Rrraaaaa!!!,,62791,0,0,0,70,0,0,29747,0,0,0,0,0,0,0
Quem são vocês?,,62792,0,0,0,70,0,0,32487,0,0,0,0,0,0,0
Importa quem nós somos? Estamos aqui para ajudar.,,62794,0,0,0,70,0,0,29748,0,0,0,0,0,0,0
Ei! Me dá um desses forcados!,,62795,0,0,0,70,0,0,32504,0,0,0,0,0,0,0
Você está se rendendo? Por quê? Por que esses invasores conseguem derrubar uma muralha?,,62796,0,0,0,70,0,0,29749,0,0,0,0,0,0,0
Você tem outra muralha... feita das pessoas que chamam este lugar de lar.,,62797,0,0,0,70,0,0,0,0,0,0,0,0,0,0
Qualquer um de nós daria a vida para proteger esta terra.,,62798,0,0,0,70,0,0,29750,0,0,0,0,0,0,0
Ela pertence a nós...,,62799,0,0,0,70,0,0,0,0,0,0,0,0,0,0
Pertence aos nossos ancestrais...,,62800,0,0,0,70,0,0,0,0,0,0,0,0,0,0
Ela pertence aos nossos filhos.,,62801,0,0,0,70,0,0,0,0,0,0,0,0,0,0
E não vamos deixar que isso mude.,,62802,0,0,0,70,0,0,0,0,0,0,0,0,0,0
Você chegou tarde demais! O Rei Trovão vai se erguer e tomar essa terra de vocês!,,63378,0,0,0,70,0,0,0,0,0,0,0,0,0,0
Como nos encontraram? Preparem as armas. Temos que sair deste desfiladeiro!,,63387,0,0,0,70,0,0,25871,0,6,0,0,0,0,0
Oh... Acho que perdi minha espada.,,63691,0,0,0,68,0,0,30141,0,0,0,0,0,0,0
"Quando a Cisão rasgou os continentes de Azeroth, nós pandarens pensamos que o resto do mundo havia sido completamente destruído.",,63692,0,0,0,68,0,0,30114,0,0,0,0,0,0,0
"Mas à medida que passavam os séculos, um jovem explorador decidiu ver o que havia lá fora. Seu nome era Liu Lang. E ele saiu para descobrir o mundo... nas costas de uma tartaruga!",,63693,0,0,0,68,0,0,30115,0,0,0,0,0,0,0
"Nós celebramos sua coragem com estátua e canções, mas se você estivesse na praia no dia em que ele partiu... bem, tenho certeza de que ele parecia bem ridículo, de fato.",,63694,0,0,0,68,0,0,30116,0,0,0,0,0,0,0
"Oh, como os pandarens riram dele. Mas Liu Lang era mais esperto do que eles pensavam. Tartarugas marinhas sempre retornam à praia onde nasceram. E assim, apesar das brumas que envolviam nossa terra, ele sempre conseguia voltar pra casa.",,63695,0,0,0,68,0,0,30117,0,0,0,0,0,0,0
