ID,DisplayName_lang,Description_lang,Field_9_0_1_33978_001,MatQualityWeight,Field_10_0_0_44649_004
1,Especificar Aceleração,Receitas de Shadowlands para armaduras e acessórios Raros e Lendários.,0,0,0
3,TEST ONLY,,1,0,0
5,Especificar Maestria,Receitas de Shadowlands para armaduras e acessórios Raros e Lendários.,0,0,0
6,Especificar Acerto Crítico,Receitas de Shadowlands para armaduras e acessórios Raros e Lendários.,0,0,0
7,Especificar Versatilidade,Receitas de Shadowlands para armaduras e acessórios Raros e Lendários.,0,0,0
8,Aumentar Nível de Item,,0,0,0
11,Cinto Afrouxado,,0,0,0
15,Especificar Naipe,,0,0,0
17,Usar,,1,0,0
18,Aumentar Nível de Item,Muitas receitas de equipamento pré-Shadowlands.,0,0,0
25,Diversos,,0,0,0
29,Definir Nível de item,A maioria das receitas de equipamento de Shadowlands.,0,0,0
30,Aumentar Nível de Item,Muitas receitas de equipamento pré-Shadowlands.,0,0,0
31,Aumentar Nível de Item,Muitas receitas de equipamento pré-Shadowlands.,0,0,0
32,Aumentar Nível de Item,Muitas receitas de equipamento pré-Shadowlands.,0,0,0
33,Aumentar Nível de Item,Muitas receitas de equipamento pré-Shadowlands.,0,0,0
35,Engaste de Elétio,,0,0,0
36,Texto aqui.,,1,0,0
37,Microcapacitor Necrostático,,0,0,0
38,Cinturão Reforçado,,0,0,0
39,Bornal do Artesão,,0,0,0
40,Aceleradores Hidrodinâmicos,,0,0,0
41,Pena Luxuosa,,0,0,0
42,Pata de Coelho Sombria,,0,0,0
44,Bornal do Alquimista,,0,0,0
45,Definir Nível de item,A maioria das receitas de acessórios e armaduras de Shadowlands.,0,0,0
46,Aumentar Nível de Item,Receitas de Shadowlands para armaduras e acessórios Raros (azuis).,0,0,0
50,Definir Nível de Item,Receitas de Shadowlands para armaduras e acessórios dignos de se tornarem Lendários.,0,0,0
51,Aumentar Nível de Item,Receitas de Shadowlands para armaduras e acessórios Raros (azuis).,0,0,0
52,Aumentar Nível de Item,Receitas de Shadowlands para armaduras e acessórios Raros (azuis).,0,0,0
53,Aumentar Nível de Item,Receitas de Shadowlands para armaduras e acessórios Raros (azuis).,0,0,0
54,Aumentar Nível de Item,Receitas de Shadowlands para armaduras e acessórios Raros (azuis).,0,0,0
55,Definir Nível de Item,Receitas de Shadowlands para armaduras e acessórios dignos de se tornarem Lendários.,0,0,0
56,Adicionar Núcleo do Progenitor,Receitas de Shadowlands para armaduras e acessórios Raros (azuis).,0,0,0
57,Test Ore,,1,20,1
59,Minério de Dracônio,,0,10,1
60,Minério de Khaz'gorite,,0,14,1
61,Minério de Serevita,,0,3,1
62,Liga Derretida Primeva,,0,48,1
63,Liga de Fogofrio,,0,48,1
64,Liga Calcinada de Obsidiana,,0,78,1
65,Liga em Fúria,,0,33,1
66,Test Optional Reagent with Quality 01,Most Dragon Isles Test with Recipes. (DNT),0,0,0
67,Test Optional Reagent with Quality 02,Most Dragon Isles Test with Recipes. (DNT),0,0,0
68,Test Finishing Reagent,Test finishing reagent slot (DNT),0,0,2
69,Test Finishing Reagent with Quality 01,Test finishing reagent slot (DNT),0,0,2
71,Hochenblume,,0,3,1
72,Ampola Dracônica,,0,11,1
73,Quebra-pedra,,0,6,1
74,Papoula Borbulhante,,0,6,1
75,Casca Retorcida,,0,6,1
76,Poção Elemental de Poder,,0,22,1
77,Omnium Draconis,,0,12,1
78,Convergente Primevo,,0,39,1
79,Frasco da Versatilidade Tépida,,0,32,1
80,Frasco do Caos Elemental,,0,35,1
81,Poção de Concentração Congelada,,0,21,1
83,Definir nível de item,Receitas de Shadowlands de grau 1 para armaduras e acessórios dignos de se tornarem Lendários.,0,0,0
84,10.0 Optional Reagent - Season 1 - End Game Upgrade,Receitas das Ilhas do Dragão para equipamentos épicos feitos com uma Centelha de Engenhosidade.,0,0,0
85,Revestimento Reforçado,Used with Dragon Isles crafted gear for Cantrip. (DNT),0,0,0
87,Espetos de Armadura,Receitas das Ilhas do Dragão para a maioria das armaduras Épicas não adornadas.,0,10,0
88,10.0 Optional Reagent - Outdoor Upgrade Leveling - Non Weapon,Receitas das Ilhas do Dragão para a maioria das armaduras e acessórios Raros (azuis).,0,0,0
89,Poção Elemental Fugaz do Poder,,0,0,1
90,Bebida Suspeitosamente Nebulosa,,0,0,1
91,Caldeirão dos Pookas,,0,42,1
92,Frasco do Olho do Furacão,,0,35,1
93,Frasco de Ar Inerte,,0,35,1
94,Frasco de Preservação Gélida,,0,36,1
95,Frasco Enregelado de Raiva Corruptora,,0,36,1
96,Frasco do Isolamento Carregado,,0,36,1
97,Frasco de Preparação Revigorante,,0,0,1
98,Frasco de Potencialização Estática,,0,33,1
99,Frasco de Aptidão Aerado,,0,17,1
100,Frasco de Finesse Fumegante,,0,17,1
101,Frasco Carregado da Diligência,,0,32,1
102,Poção da Fatalidade Gélida,,0,27,1
103,Frasco de Percepção Cristalino,,0,17,1
104,Podridão Engarrafada,,0,25,1
106,Poção da Clareza Gelada,,0,23,1
107,Poção da Vitalidade Definhante,,0,23,1
108,Agente de Canalização Neural Residual,,0,23,1
109,Suspensão de Esporos Delicada,,0,23,1
110,Poção de Cura Revigorante,,0,11,1
111,Poção Elemental do Poder Extremo,,0,32,1
112,Poção de Mana Aerada,,0,14,1
114,Poção do Zéfiro Silenciado,,0,21,1
115,Poção de Lufadas,,0,20,1
116,Poção da Revelação Chocante,,0,20,1
118,Caldeirão de Poção do Poder,,0,691,1
119,Caldeirão de Poção do Poder Extremo,,0,946,1
120,Incenso da Sagacidade,,0,29,1
121,Incenso Sonífero,,0,14,1
122,Incenso Exultante,,0,14,1
123,Incenso Férvido,,0,14,1
