ID,Name_lang,Description_lang,CategoryID,InventoryIconFileID,SpellWeight,SpellCategory,MaxQty,MaxEarnablePerWeek,Quality,FactionID,ItemGroupSoundsID,XpQuestDifficulty,AwardConditionID,MaxQtyWorldStateID,RechargingAmountPerCycle,RechargingCycleDurationMS,WarbondTransferPercentage,Field_11_1_0_58221_017,Flags[0],Flags[1]
1,Ficha de Teste da Moeda de Troca 4,O texto que descreve este item pode ser visto aqui.,1,133792,1,0,0,0,1,0,0,0,0,0,0,0,0,0,71682,0
2,Ficha de Teste da Moeda de Troca 2,,1,132092,1,2,0,0,1,0,0,0,0,0,0,0,0,0,12289,0
4,Ficha de Teste da Moeda de Troca 5,,1,133790,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,Item de Teste de Birmingham 4,,41,132373,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,Distintivo da Justiça,,1,135884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,Ficha do Joalheiro de Dalaran,A loja Sojoia Kara em Dalaran aceita de bom grado essas fichas por instruções de joalheria raras.,21,134138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,Prêmio do Epicurista,"Visite comerciantes de culinária nas capitais e Dalaran de Nortúndria para comprar receitas especiais de culinária, condimentos e até mesmo um belo chapéu!",1,134411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101,Emblema de Heroísmo,,22,135947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,Emblema de Valor,,22,237547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,Pontos de Arena,,2,135884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,Honor Points DEPRECATED,"If you can read this, you've found a bug. REPORT IT!",2,135884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,Marca de Honra do Vale Alterac,,2,133308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,Marca de Honra da Bacia Arathi,,2,133282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,Marca de Honra do Olho da Tormenta,,2,136032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,Marca de Honra da Baía dos Ancestrais,,2,133276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,Marca de Honra da Ravina Brado Guerreiro,,2,134420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126,Marca de Honra de Invérnia,,2,133408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161,Lasca do Guardião de Pedra,,2,134375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181,Honor Points DEPRECATED2,"If you can read this, you've found a bug. REPORT IT!",2,132484,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
201,Moeda da Empreendimentos S.A.,,2,133799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
221,Emblema da Conquista,,22,135885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241,Selo do Campeão,Concedido por atos de bravura no Coliseu dos Cruzados.,21,236246,0,0,0,0,1,0,0,0,0,0,0,0,100,0,2,0
301,Emblema de Triunfo,,22,135979,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,Marca de Honra da Ilha da Conquista,,2,133314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
341,Emblema de Gelo,,22,334365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,Ficha do Joalheiro Ilustre,"Concedidas a quem demonstra grande habilidade em joalheria, essas fichas podem ser usadas para comprar instruções de joalheria raras e olhos-da-quimera fabulosos.",81,134501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,Fragmento de Arqueologia Enânica,,82,441144,1,5,200,0,1,0,0,0,0,0,0,0,0,0,34,0
385,Fragmento de Arqueologia Troll,,82,441149,1,4,200,0,1,0,0,0,0,0,0,0,0,0,34,0
391,Comenda de Tol Barad,Concedida por atos de bravura em Tol Barad.,2,409548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
393,Fragmento de Arqueologia Fóssil,,82,442734,1,8,200,0,1,0,0,0,0,0,0,0,0,0,34,0
394,Fragmento de Arqueologia Noctiélfico,,82,441146,1,9,200,0,1,0,0,0,0,0,0,0,0,0,34,0
395,Pontos de Justiça,Usados para adquirir armas e armaduras menos poderosas.,142,463446,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8280,0
396,Pontos de Bravura,Usados para adquirir poderosas armas e armaduras de JxA.,142,463447,0,0,300099,100000,4,0,0,0,0,0,0,0,0,0,8264,0
397,Fragmento de Arqueologia Orc,,82,442738,1,10,200,0,1,0,0,0,0,0,0,0,0,0,34,0
398,Fragmento de Arqueologia Draenei,,82,442731,1,11,200,0,1,0,0,0,0,0,0,0,0,0,34,0
399,Fragmento de Arqueologia Vrykul,,82,442742,1,12,200,0,1,0,0,0,0,0,0,0,0,0,34,0
400,Fragmento de Arqueologia Nerubiana,,82,442736,1,13,200,0,1,0,0,0,0,0,0,0,0,0,34,0
401,Fragmento de Arqueologia Tol'vir,,82,442739,1,14,200,0,1,0,0,0,0,0,0,0,0,0,34,0
402,Ficha da Pata de Ferro,Representa seu crédito com a família de cozinheiros Pata de Ferro. Pode ser trocado por ingredientes de Culinária e outras coisas no Estoque do Mercado de Meia Colina.,1,134912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
416,Marca da Árvore do Mundo,Concedida pelos Guardiões de Hyjal. Pode ser usada para comprar reforços para a Invasão das Terras do Fogo.,81,513195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1026,0
483,Meta de Dominação de Arena,,89,463449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1484,0
484,Dominação Meta do CB Ranqueado,,89,463449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1484,0
515,Cupom Premiado de Negraluna,Concedidos a quem ganhar jogos ou realizar favores na Feira de Negraluna,1,134481,0,0,0,0,1,0,0,0,0,0,0,0,100,0,2,0
614,Partícula de Escuridão,"Extraída das forças do Asa da Morte, essa energia negra pode ser usada para potencializar magias prodigiosas.",81,136192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1026,0
615,Essência do Asa da Morte Corrompido,"Extraída do próprio Asa da Morte, essa energia negra potencializa os mais assombrosos encantamentos.",81,132851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1026,0
676,Fragmento de Arqueologia Pandaren,,82,442742,1,39,200,0,1,0,0,0,0,0,0,0,0,0,34,0
677,Fragmento de Arqueologia Mogu,,82,442742,1,40,200,0,1,0,0,0,0,0,0,0,0,0,34,0
692,Dominação Meta do CB Aleatório,,89,463449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1484,0
697,Antigo Amuleto de Boa Sorte,"Possuir o Antigo Amuleto de Boa Sorte permite que o proprietário sortudo arrisque uma moeda para receber uma recompensa-bônus em Galerias Mogu'shan, Coração do Medo, Terraço da Primavera Eterna, Sha da Raiva ou Bando Guerreiro de Salyis.",133,237281,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2114,0
698,Ficha do Joalheiro Zen,"Concedidas a quem demonstra grande habilidade em joalheria, essas fichas podem ser usadas para comprar instruções de joalheria raras e olhos-de-serpente fabulosos.",133,442739,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
738,Amuleto Menor de Boa Sorte,"Possuir o Amuleto Menor de Boa Sorte resulta em grande felicidade e na conversão do item em Selos Forjados para a Guerra, que permite que os jogadores arrisquem uma moeda para receber uma recompensa extra por encontros em raide.",133,237282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0
752,Runa Mogu do Destino,"Possuir a Runa Mogu do Destino permite que o proprietário sortudo arrisque uma moeda para receber uma recompensa-bônus de Trono do Trovão, Nalak ou Oondasta.",133,646678,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2,0
754,Fragmento Arqueológico Mantídeo,,82,839407,1,44,200,0,1,0,0,0,0,0,0,0,0,0,34,0
776,Selo Forjado para a Guerra,"Possuir o Selo Forjado para a Guerra permite que o proprietário sortudo arrisque um selo para receber uma recompensa bônus pelo Cerco a Orgrimmar, pelas Provações Celestiais e por Ordos.",133,514015,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2,0
777,Moeda Perene,"Você sente os dedos sombrios de antigos e futuros donos da moeda mexer na sua mão, como se o próprio tempo fosse um borrão. Gaste-a na Ilha Perene para receber recompensas fluidas e poderosas.",133,900319,0,0,0,0,1,0,0,0,0,0,0,0,100,0,66,0
789,Moeda Sangrenta,Arrancada dos corpos fumegantes de inimigos vencidos em meio às névoas da Ilha Perene.,133,900318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0
810,Fragmento de Ferro Negro,Coletado das armaduras e armas partidas dos invasores da Horda de Ferro.,133,135241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0
821,Fragmento de Arqueologia dos Clãs de Draenor,,82,970886,1,45,250,0,1,0,0,0,0,0,0,0,0,0,34,0
823,Cristal Apexis,"Os cristais Apexis, o legado duradouro de uma civilização perdida, contêm reservas incalculáveis de poder mágico.",137,1061300,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8194,0
824,Recursos da Guarnição,Obtenha recursos para construir e expandir sua guarnição.,137,1005027,0,0,10000,0,1,0,0,0,0,0,0,0,0,0,2,0
828,Fragmento de Arqueologia Ôgrica,,82,136086,1,47,250,0,1,0,0,0,0,0,0,0,0,0,34,0
829,Fragmento de Arqueologia Arakkoa,,82,1002596,1,46,250,0,1,0,0,0,0,0,0,0,0,0,34,0
830,N/D,,82,0,1,48,200,0,1,0,0,0,0,0,0,0,0,0,34,0
897,NÃO USADO,,137,132780,0,0,100,0,1,0,0,0,0,0,0,0,0,0,8194,0
910,Segreto de Alquimia Draenoriana,Permite que você obtenha novas receitas de Alquimia do Laboratório do Alquimista.,137,4620669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
944,Fragmento de Artefato,Pequeno fragmento de artefato Ashran perdido. Cobiçado pelos Ogros do Malho Imponente.,137,1061303,0,0,100000,0,1,0,0,0,0,0,0,0,0,0,8202,0
980,Moedinhas de Ferro,Talvez sejam mais valiosas do que aparentam na superfície.,137,133792,0,0,2000000,0,3,0,0,0,0,0,0,0,0,0,8,0
994,Selo do Destino Temperado,Distorce o destino para conceder uma oportunidade de conseguir tesouros adicionais nos raides do Malho Imponente ou da Fundição da Rocha Negra.,137,838813,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2,0
999,Segredo da Alfaiataria Draenoriana,Permite que você obtenha novas receitas de Alfaiataria no Ateliê de Costura.,137,4620681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1008,Segredo da Joalheria Draenoriana,Possibilita a obtenção de novas receitas de Joalheria.,137,4620677,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1017,Segredo da Couraria Draenoriana,Permite que você obtenha receitas de Couraria no Curtume.,137,4620678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1020,Segredo da Ferraria Draenoriana,Permite que você obtenha novas receitas de Ferraria.,137,4620670,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1101,Latas de Óleo,"Encontrado principalmente na Selva de Tanaan, o Óleo é usado em missões navais.",137,1131085,0,0,100000,0,1,0,0,0,0,0,0,0,0,0,66,0
1129,Selo do Destino Inevitável,Distorce o destino para conceder uma oportunidade de encontrar tesouros adicionais na Cidadela Fogo do Inferno ou nas Masmorras Míticas de Draenor.,137,1119886,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2,0
1149,Olho Cego,"Uma moeda rústica, gravada a mão. Traz um símbolo similar ao do Kirin Tor, com uma diferença fundamental: o olho está fechado.",141,801132,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,2,0
1154,Moedas Sombrias,Apreciada igualmente por batedores de carteira e pelas vítimas deles. Pode ser gasta nos Esgotos sob Dalaran.,141,646678,0,0,500,0,3,0,0,0,0,0,0,0,0,0,0,0
1155,Mana Ancestral,Magia concentrada dos antigos meridianos abaixo de Suramar.,141,1377394,0,0,300,0,1,0,0,0,0,0,0,0,0,0,2359298,0
1166,Insígnia Transtemporal,Obtido em masmorras de Caminhada Temporal. Trocado por mercadorias de Comerciantes da Caminhada Temporal nas capitais.,22,463446,0,0,0,0,3,0,0,0,0,0,0,0,100,0,8194,0
1171,Conhecimento do Artefato,Aumenta a taxa de recebimento de Poder do Artefato.,142,237446,0,0,0,0,6,0,0,0,0,0,0,0,0,0,525376,0
1172,Fragmento de Arqueologia Altaneiro,,82,441146,1,51,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1173,Fragmento de Arqueologia Tauren Altamontês,,82,441146,1,52,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1174,Fragmento de Arqueologia Demoníaco,,82,441146,1,54,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1191,Bravura,Usada para aprimorar equipamentos das Masmorras Míticas+.,142,463447,0,0,0,0,4,0,0,0,108838,22980,0,0,0,0,2105794,1
1220,Recursos da Ordem,"Usados para recrutar tropas, realizar missões e pesquisar aprimoramentos no seu Salão da Ordem.",141,1397630,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134217730,0
1226,Estiléter,Um fragmento de éter cristalizado trazido para Azeroth pela Legião.,141,132775,0,0,0,0,1,0,0,0,0,0,0,0,100,0,134217730,0
1268,Artefato Envelhecido,Um misterioso artefato naga das profundezas do Grande Oceano. O rei Mrgl-Mrgl está procurando por estes artefatos na Barra dos Tempos Idos.,141,1061303,0,0,100000,0,1,0,0,0,0,0,0,0,0,0,8202,0
1273,Selo do Destino Interrompido,Distorce o destino para conceder uma oportunidade de obter tesouros adicionais de chefes de masmorras Míticas e raides de Legion.,141,1604167,0,0,6,0,1,0,0,0,0,0,0,0,0,0,2,0
1275,Moeda Curiosa,"Essa moeda incomum é quente e vibra um pouco em suas mãos. Usada para obter itens com Xur'ios, em Dalaran.",141,1604168,0,0,0,0,4,0,0,0,0,0,0,0,100,0,2,0
1299,Ouro dos Brigões,Dado aos vencedores da Guilda dos Brigões. Use-o para comprar Cartões de Briga e outros itens que alteram o mundo no Câmbio de Ouro dos Brigões.,143,237281,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,2,0
1314,Fragmento de Alma Duradouro,Um fragmento de alma que pertencia a um inimigo poderoso.,141,463284,0,0,40,20,3,0,0,0,0,0,0,0,0,0,2097218,0
