ID,Name_lang,Description_lang,ButtonText_lang,RewardDescription_lang,ContinueDescription_lang,Type,PlayerConditionID,Flags,ButtonActionType,TextureFileDataID,LfgDungeonID,QuestID,BattleMasterListID,PriorityMin,PriorityMax,CurrencyType,CurrencyQuantity,UIMapID,BonusPlayerConditionID[0],BonusPlayerConditionID[1],BonusValue[0],BonusValue[1]
7,Contraforte de Eira dos Montes,Una-se à máquina de guerra dos Renegados em sua marcha sobre Contraforte de Eira dos Montes pela Horda!,Iniciar Missão,,,0,33200,0,3,236779,0,28571,0,9,10,0,0,25,33600,0,1,0
8,Vale Gris,Expulse os Elfos Noturnos do Vale Gris e tome seus recursos para a Horda!,Iniciar Missão,,,0,33201,0,3,236713,0,28493,0,9,10,0,0,63,33636,0,1,0
9,Caverna Ululante,Aventure-se nas Cavernas Ululantes e enfrente os perversos Druidas da Presa.,Entrar no Grupo,,,6,33956,0,1,236450,1,0,0,7,8,0,0,0,33955,33976,0,0
10,Minas Mortas,Explore as minas abandonadas sob o Cerro Oeste onde a Irmandade Défias reúne seu exército de bandoleiros.,Entrar no Grupo,,,6,33202,0,1,236409,6,0,0,7,8,0,0,0,33957,33974,0,0
12,Bastilha da Presa Negra,"Um forte em ruínas pairando sobre a Floresta de Pinhaprata, esta fortaleza sombria serve de lar a um conluio da nobreza decadente guilneana.",Entrar no Grupo,,,6,33774,0,1,463876,8,0,0,7,8,0,0,0,33958,33975,0,0
13,Ravina Brado Guerreiro,Tome a Ravina Brado Guerreiro para a Horda neste campo de batalha de capturar a bandeira.,Entre na Luta!,,,5,33717,1,4,236350,0,0,2,1,7,0,0,0,34691,0,1,0
14,Bacia Arathi,Lute contra jogadores da Aliança pelo controle da Bacia Arathi na corrida por recursos que é este campo de batalha.,Entre na Luta!,,,5,33718,1,4,236712,0,0,3,1,7,0,0,0,34691,0,1,0
17,Cavernas Ígneas,Enfrente o culto sombrio conhecido como Lâmina Calcinante dentro das cavernas vulcânicas sob Orgrimmar!,Entrar no Grupo,,,6,33674,0,1,136216,4,0,0,7,8,0,0,0,33959,33977,0,0
21,Masmorra Aleatória,Entre numa masmorra aleatória de Warlords of Draenor para aprimorar o equipamento do seu personagem!,Entrar no Grupo,,,6,33723,0,1,1042626,788,0,0,7,8,0,0,0,0,0,0,0
27,Campo de Batalha Aleatório,Enfrente outros jogadores num Campo de Batalha Aleatório!,Entre na Luta!,,,5,34154,0,8,132269,0,0,32,2,3,0,0,0,33559,0,4,0
29,Floresta de Pinhaprata,Ajude o Alto Comando dos Renegados a conquistar o porto de Guilnéas para a Horda!,Iniciar Missão,,,0,33561,0,3,236830,0,28568,0,9,10,0,0,21,33596,0,1,0
30,Vashj'ir,"Una-se à frota de invasão para dominar uma nova ilha na costa de Ventobravo, capital da Aliança!",Iniciar Missão,,,0,33562,0,3,409551,0,27718,0,9,10,0,0,203,33597,33748,0,0
31,Monte Hyjal,"Os lacaios de Asa da Morte lançaram um ataque contra a Árvore do Mundo. Nossos aliados, o Círculo Cenariano, precisam de ajuda!",Iniciar Missão,,,0,33563,0,3,409547,0,27721,0,9,10,0,0,198,33598,33748,0,0
32,Geodomo,Thrall e a Harmonia Telúrica precisam de ajuda para o ataque ao plano elemental no Geodomo!,Iniciar Missão,,,0,33564,0,3,409546,0,27722,0,9,10,0,0,207,33599,0,0,0
33,Contraforte de Eira dos Montes,Una-se à máquina de guerra dos Renegados em sua marcha sobre Contraforte de Eira dos Montes pela Horda!,Iniciar Missão,,,0,33565,1,3,236779,0,28089,0,9,10,0,0,0,33600,0,0,0
34,Sertões Setentrionais,Sua ajuda é necessária para proteger os Sertões Setentrionais dos javatuscos e centauros invasores!,Iniciar Missão,,,0,33566,0,3,236717,0,28494,0,9,10,0,0,10,33601,34301,1,1
35,Azshara,Ajude a rechaçar as forças da Aliança e também a reivindicar Azshara para a glória da Horda!,Iniciar Missão,,,0,33567,0,3,236714,0,28496,0,9,10,0,0,76,33602,34632,1,1
36,Mil Agulhas,Una-se às forças da Horda na luta contra os Temível Totem que dominam as Mil Agulhas.,Iniciar Missão,,,0,33568,0,3,236848,0,28504,0,9,10,0,0,64,33603,34328,1,1
37,Tanaris,Ajude a Horda e o Cartel Borraquilha a estabelecer sua presença em Tanaris antes da Aliança!,Iniciar Missão,,,0,33569,0,3,236846,0,28509,0,9,10,0,0,71,33604,0,1,0
38,Feralas,Ajude a Horda a proteger a grande floresta de Feralas contra a Aliança e os Temível Totem.,Iniciar Missão,,,0,33570,0,3,236764,0,28510,0,9,10,0,0,69,33605,34299,1,1
39,Cratera Un'Goro,Dê apoio à equipe da Expedições Marshal enquanto eles revelam os segredos da Cratera Un'Goro.,Iniciar Missão,,,0,33571,0,3,236850,0,28526,0,9,10,0,0,78,33606,0,1,0
40,Silithus,Nossos aliados Cenarianos precisam de ajuda na luta para rechaçar o Martelo do Crepúsculo em Silithus.,Iniciar Missão,,,0,33572,0,3,236829,0,28527,0,9,10,0,0,81,33607,0,1,0
