ID,Name_lang,Location_lang,Description_lang,MapPos[0],MapPos[1],WorldPos[0],WorldPos[1],GarrTypeID,GarrMissionTypeID,GarrFollowerTypeID,MaxFollowers,MissionCost,MissionCostCurrencyTypesID,OfferedGarrMissionTextureID,UiTextureKitID,EnvGarrMechanicID,EnvGarrMechanicTypeID,PlayerConditionID,GarrMissionSetID,TargetLevel,TargetItemLevel,MissionDuration,TravelDuration,OfferDuration,BaseCompletionChance,BaseFollowerXP,OvermaxRewardPackID,FollowerDeathChance,AreaID,Flags,AutoMissionScalar,AutoMissionScalarCurveID,AutoCombatantEnvCasterID
2,Gronnídeos Por Todo Lado,Aproximação da Muralha de Gelo,Os gronnídeos são uma ameaça à região. Devemos nos aliar aos Lobos do Gelo para diminuir a população deles. Algum deles pode até mesmo entrar pra nossa causa.,0,0,0,0,2,3,1,1,0,824,0,101,0,23,26253,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
3,De volta à luta,A Geleira Fumegante,Seria uma ótima ideia vasculhar o navio no qual escapamos da Selva de Tanaan. Deve haver algo de útil lá!,0,0,0,0,2,3,1,1,5,824,0,101,0,23,26251,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
5,Gronnídeo Pulverizado,Cavernas da Guarnição,Ossos de gronnídeos foram descobertos na caverna que fica atrás da guarnição. Seus alquimistas estão interessados em fazer escavações para uma pesquisa.,0,0,0,0,2,18,1,1,10,824,0,0,0,24,26539,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
6,Sovalobos Calafrio,Colina Calafrio,Os ogros Calafrio à leste do Descampado Sopragelo estão maltratando impunemente os lobos do gelo. Inaceitável!,0,0,0,0,2,3,1,1,10,824,0,101,0,12,26320,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
7,Resgate em Furiapedra,Penhascos Furiapedra,Tivemos notícias de um massacre acontecendo nos Penhascos Furiapedra! Acabe com os Catadores Bicagelo e resgate nossos aliados feridos!,0,0,0,0,2,3,1,1,10,824,0,101,0,15,28567,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
36,Poções Congeladas,Descampado Sopragelo,Um batedor localizou uma caixa de poções dos Senhores do Trovão congelada na neve. Recuperá-la permitirá que seus alquimistas aprendam sobre os ingredientes de Draenor.,0,0,0,0,2,18,1,1,10,824,0,0,0,23,26539,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
42,Me dá saque,Casa de Leilões,Pegue o saque todo,0,0,0,0,2,4,1,1,0,824,0,0,0,23,26539,26,90,400,7,0,999999999,50,5,0,0,0,1,1,0,0
43,Patrulha Fogofrio,Planície Sopragelo,Missão de teste do Matt *cornetinhas safadas tocam uma melodia faux-épica*,0,0,0,0,3,13,1,3,0,824,0,101,0,29,26539,26,90,0,10,0,9999999,0,100,0,0,0,0,1,0,0
44,Ameaça Aérea,Aproximação da Muralha de Gelo,Os rylaks da Geleira Fumegante têm atacado nossas caravanas de suprimentos. A matéria-prima tem que fluir!,0,0,0,0,2,3,1,1,0,824,0,101,0,15,26252,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
45,Remédios de Ogro,Geleira Fumegante,Os ogros Giralança da Geleira Fumegante normalmente carregam pacotes com suprimentos quando se aventuram nas dunas da Serra Fogofrio. Talvez eles tenham novos tipos de poções.,0,0,0,0,2,18,1,1,10,824,0,0,0,23,5703,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
