ID,Name_lang,BackgroundFile,Description_lang,OrderIndex,Field_4_4_0_53627_004,ClassMask,CategoryEnumID,SpellIconID,RoleMask,MasterySpellID[0],MasterySpellID[1]
181,Combate,RogueCombat,Um destemido espadachim que faz uso de malícia e agilidade para enfrentar os inimigos frente a frente.,1,0,8,0,0,8,76806,0
182,Assassinato,RogueAssassination,"Um assassino mortal, mestre no uso de venenos, que usa adagas para eliminar impiedosamente as vítimas.",0,0,8,0,0,8,76803,0
183,Subterfúgio,RogueSubtlety,Um espreitador sombrio que se esconde nas trevas para emboscar e eliminar suas vítimas de surpresa.,2,0,8,0,0,8,76808,0
261,Elemental,ShamanElementalCombat,Um lançador de feitiços que comanda os elementos e as destrutivas forças da natureza.,0,0,64,0,0,8,77222,0
262,Restauração,ShamanRestoration,Um curandeiro que convoca espíritos ancestrais e utiliza os poderes purificantes da água para curar os ferimentos dos aliados.,2,0,64,0,0,4,77226,0
263,Aperfeiçoamento,ShamanEnhancement,Um guerreiro totêmico que ataca os inimigos com armas imbuídas em poderes elementais.,1,0,64,0,0,8,77223,0
398,Sangue,DeathKnightBlood,"Um guardião negro, que manipula e corrompe a energia da vida para sobreviver aos ataques inimigos.",0,0,32,0,0,2,77513,0
399,Gelo,DeathKnightFrost,"Um gélido arauto da destruição, que canaliza os poderes rúnicos e desfere ataques rápidos e mortais.",1,0,32,0,0,8,77514,0
400,Profano,DeathKnightUnholy,"Mestre da morte e da decomposição, capaz de espalhar infecções e controlar lacaios mortos-vivos.",2,0,32,0,0,8,77515,0
409,Tenacidade,HunterPetTenacity,,0,0,0,2,0,2,0,0
410,,,,0,0,0,0,0,0,0,0
411,,,,0,0,0,0,0,0,0,0
760,Disciplina,PriestDiscipline,"Protege os aliados com escudos mágicos, além de curar seus ferimentos.",0,0,16,0,0,4,77484,0
795,Sombra,PriestShadow,"Usa a magia das sombras, especialmente os feitiços de dano periódico, para erradicar os inimigos.",2,0,16,0,0,8,77486,0
807,Precisão,HunterMarksmanship,"Um exímio atirador, mestre em abater os inimigos à distância.",1,0,4,0,0,8,76659,0
809,Sobrevivência,HunterSurvival,"Um rastreador ferrenho, que usa peçonhas, explosivos e armadilhas como armas mortais.",2,0,4,0,0,8,76658,0
811,Domínio das Feras,HunterBeastMastery,"Um mestre da vida selvagem, capaz de domar uma enorme variedade de ferras para ajudá-lo em combate.",0,0,4,0,0,8,76657,0
813,Sagrado,PriestHoly,"Um curador muito versátil, podendo curar tanto grupos quanto jogadores individuais, e até mesmo curar depois de morrer!",1,0,16,0,0,4,77485,0
865,Destruição,WarlockDestruction,Mestre do dano imediato que evoca o fogo para queimar e destruir inimigos.,2,0,256,0,0,8,77220,0
867,Demonologia,WarlockSummoning,Mestre da magia demoníaca capaz de se transformar em demônio e obrigar poderes diabólicos a ajudá-lo.,1,0,256,0,0,8,77219,0
871,Suplício,WarlockCurses,"Um mestre da magia das Sombras, especializado em feitiços de medo, drenagens e de dano periódico.",0,0,256,0,0,8,77215,0
2053,,,,0,0,0,0,0,0,0,0
2054,,,,0,0,0,0,0,0,0,0
2058,,,,0,0,0,0,0,0,0,0
2096,,,,0,0,0,0,0,0,0,0
2208,,,,0,0,0,0,0,0,0,0
2213,,,,0,0,0,0,0,0,0,0
2214,,,,0,0,0,0,0,0,0,0
2219,,,,0,0,0,0,0,0,0,0
2223,,,,0,0,0,0,0,0,0,0
2239,,,,0,0,0,0,0,0,0,0
2740,,,,0,0,0,0,0,0,0,0
3279,,,,0,0,0,0,0,0,0,0
