ID,Name_lang,Description_lang,GarrAbilityCategoryID,GarrFollowerTypeID,IconFileDataID,FactionChangeGarrAbilityID,Flags
4,Mata-orcs,Aumenta a chance de sucesso ao enfrentar orcs.,1,1,897144,0,1
5,Nevasca,Lançado por magos para causar dano a muitos inimigos.,0,1,135857,0,0
6,Muralha de Escudos,Usado por guerreiros para reduzir bastante o dano recebido.,0,1,132362,0,0
7,Montanhista,Aumenta a chance de sucesso ao lutar nas montanhas.,6,1,236848,0,1
8,A Sangue-frio,Aumenta a chance de sucesso ao lutar na neve.,6,1,236833,0,1
9,Errante do Ermo,Aumenta a chance de sucesso ao lutar no deserto.,6,1,236846,0,1
10,Salto de Fé,Usado por sacerdotes para ajudar o alvo a fugir do perigo (ou só pra zoar mesmo).,0,1,463835,0,0
11,Prece de Cura,Usado por sacerdotes para curar um grupo de aliados.,0,1,135943,0,0
29,Aluno Aplicado,Aumenta em 50% a experiência que este seguidor recebe de uma missão.,7,1,236225,0,33
30,Líder Nato,Aumenta a EXP recebida por todos os seguidores em uma missão.,0,1,236362,0,3
36,Matademônios,Aumenta a chance de sucesso ao enfrentar demônios.,1,1,254651,0,1
37,Matador de Feras,Aumenta a chance de sucesso ao enfrentar feras.,1,1,298659,0,1
38,Mata-ogros,Aumenta a chance de sucesso ao enfrentar ogros.,1,1,236695,0,1
39,Mata-primevos,Aumenta a chance de sucesso ao enfrentar primevos e seus lacaios.,1,1,254105,0,1
40,Mata-gronns,Aumenta a chance de sucesso ao enfrentar gronns e seus lacaios.,1,1,236412,0,1
41,Mata-fúrias,Aumenta a chance de sucesso ao enfrentar fúrias elementais.,1,1,254652,0,1
42,Mata-aberrações,Aumenta a chance de sucesso ao enfrentar aberrações e mortos-vivos.,1,1,298680,0,1
43,Mata-garras,Aumenta a chance de sucesso ao enfrentar arakkoas e seus lacaios.,1,1,952507,0,1
44,Naturalista,Aumenta a chance de sucesso ao lutar em uma floresta.,6,1,236830,0,1
45,Habitante da Caverna,Aumenta a chance de sucesso ao lutar embaixo da terra.,6,1,409595,0,1
46,Guerrilheiro,Aumenta a chance de sucesso ao lutar na selva.,6,1,236850,0,1
47,Assassino Mestre,Concede um bônus bem grande à chance de sucesso da missão.,11,1,458726,0,19
48,Trilha-pântano,Aumenta a chance de sucesso ao lutar em um pântano.,6,1,236819,0,1
49,Corredor das Planícies,Aumenta a chance de sucesso ao lutar na planície.,6,1,236712,0,1
52,Mineração,Aumenta a produção das ordens de serviço quando designado para a Mina.,5,1,4620679,0,33
53,Herborismo,Concede benefícios de herborismo e acelera as ordens de serviço ao ser designado para o Jardim de Herborismo.,5,1,4620675,0,33
54,Alquimia,Oferece vários benefícios de Alquimia ao ser designado para o Laboratório de Alquimia e aumenta a chance de êxito em missões de Alquimia.,5,1,4620669,0,33
55,Ferraria,"Pode reduzir o dano de durabilidade, aumentar a saída de ordens de serviço ao ser designado para a Forja e aumentar a chance de sucesso em missões de Ferraria.",5,1,4620670,0,33
56,Encantamento,Oferece uma variedade de benefícios de encantamento ao ser designado para o Gabinete do Encantador e aumenta a chance de sucesso nas missões de Encantamento.,5,1,4620672,0,33
57,Engenharia,Vende engenhocas de engenharia e acelera ordens de serviço ao ser designado para a Ala de Engenharia e aumenta a chance de sucesso nas missões de Engenharia.,5,1,136243,0,33
58,Escrivania,"Permite a criação de documentos especiais, acelera ordens de serviço ao ser designado para a Ala do Escriba e aumenta a chance de sucesso nas missões de Escrivania.",5,1,4620676,0,33
59,Joalheria,Oferece uma variedade de benefícios de Joalheria ao ser designado para a Butique de Gemas e aumenta a chance de sucesso nas missões de Joalheria.,5,1,4620677,0,33
