Title_lang,Subtitle_lang,InstructionText_lang,SubIcon_lang,TitleTooltip_lang,SubtitleTooltip_lang,EventToastID,PlayerConditionID,UiTextureAtlasMemberID,UiTextureKitID,EventType,DisplayType,EventAsset,Field_9_1_0_38312_011,IconFileID,UiWidgetSetID,ExtraUiWidgetSetID,TitleTooltipUiWidgetSetID,SubtitleTooltipUiWidgetSetID,ShowSoundKitID,HideSoundKitID,Field_10_2_5_52554_021
Nível %d,Você chegou ao,,,,,1,117398,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,Masmorra desbloqueada!,,,,,2,117398,12015,0,2,3,0,0,0,0,0,0,0,0,0,0
,Nova habilidade desbloqueada!,,,,,3,117398,12014,0,1,3,0,0,0,0,0,0,0,0,0,0
,Raide desbloqueado!,,,,,4,92737,12015,0,3,3,0,0,0,0,0,0,0,0,0,0
,Novo estágio,,,,,5,0,0,5554,14,6,0,0,0,0,0,0,0,0,0,0
,,,,,,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
,Passar de Nível,,,,,8,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0
,Nova habilidade disponível!,,,,,9,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0
Você capturou,,,,,,10,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0
%s%s,,,,,,11,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0
Saque da Área,Recurso destravado!,Saquear um cadáver agora também saqueia todos os cadáveres próximos.,Saque da área desbloqueado,,,12,90425,12015,0,15,3,0,0,1022948,0,0,0,0,183581,0,0
Salão de Skoldus,%19812wº Andar,,,,,14,79354,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Corredores Serpenteantes,%19812wº Andar,,,,,15,79355,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Câmaras de Fratura,%19812wº Andar,,,,,16,79363,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
As Forjas da Alma,%19812wº Andar,,,,,17,79365,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Interstício Frigicordis,%19812wº Andar,,,,,18,79368,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Mort'regar,%19812wº Andar,,,,,19,79366,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Localizador de Masmorras,Recurso destravado!,,Novo recurso desbloqueado: |cffFF4E00|Hlfd:|h[Localizador de Masmorras]|h|r,,,20,90424,12015,0,15,3,0,0,397907,0,0,0,0,0,0,0
Campos de Batalha,Recurso destravado!,,Novo recurso desbloqueado: |cffFF4E00|Hpvpbgs:|h[Campos de Batalha]|h|r,,,21,90427,12015,0,15,3,0,0,132147,0,0,0,0,0,0,0
Especialização,Recurso destravado!,,Novo recurso desbloqueado: |cffFF4E00|Hspecpane:|h[Especializações]|h|r,,,22,90428,12015,0,15,3,0,0,132222,0,0,0,0,0,0,0
Talentos,Recurso destravado!,,Novo recurso desbloqueado: |cffFF4E00|Htalentpane:|h[Talentos]|h|r,,,23,90429,12015,0,15,3,0,0,132222,0,0,0,0,0,0,0
Talentos de JxJ,Recurso destravado!,,Novo recurso desbloqueado: |cffFF4E00|Htalentpanet:|h[Talentos JxJ]|h|r disponíveis!,,,24,90430,12015,0,15,3,0,0,132147,0,0,0,0,0,0,0
Equipamento de Montaria,Recurso destravado!,,Novo recurso desbloqueado: |cffFF4E00|Hmountequipment:|h[Equipamento de Montaria]|h|r disponível!,,,25,5793,12015,0,15,3,0,0,1534178,0,0,0,0,0,0,0
Missões Mundiais,Recurso destravado!,Abra seu Mapa-múndi para ver Missões Mundiais,"Novo recurso desbloqueado: |cffFF4E00|Hworldquest:|h[Missões Mundiais]|h|r
Abra seu Mapa-múndi para ver",,,26,0,12015,0,12,3,43341,0,1064187,0,0,0,0,0,0,0
Recônditos Superiores,%19812wº Andar,,,,,27,79372,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Salão de Arkoban,%19812wº Andar,,,,,28,90416,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Câmara do Tormento: Jaina,%19812wº Andar,,,,,29,90417,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Câmara do Tormento: Thrall,%19812wº Andar,,,,,30,90418,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Câmara do Tormento: Anduin,%19812wº Andar,,,,,31,90420,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Salões Adamantinos,%19812wº Andar,,,,,32,0,0,5281,17,6,358253,0,0,0,0,0,0,0,0,0
Catacumbas Férvidas,%19812wº Andar,,,,,33,90422,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Ossuário dos Banidos,%19812wº Andar,,,,,34,90423,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Completo,|cFFFFFFFFPontuação final: %1921c|r |n|cFF1eff00Saber da Torre ganho: %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,37,0,0,5388,17,8,354027,0,0,511,503,0,0,183157,183155,0
Monte na Gorja,Desbloqueado,,,,,39,0,12015,0,12,3,63994,0,853211,0,0,0,0,183581,0,0
Andar 1 Concluído,,,,,,40,90752,0,5388,16,6,354067,0,0,509,0,0,0,0,0,0
Incompleto,|cFFFFFFFFPontuação final: %1921c|r |n|cFF1eff00Saber da Torre ganho: %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,42,34450,0,5388,17,8,356246,0,0,511,521,0,0,0,0,0
Salões Adamantinos concluídos,|cFF1eff00Bônus de Saber da Torre ganho: %1946c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,43,34450,0,5388,17,6,356432,0,0,0,0,0,0,0,0,0
