ID,Name_lang,Description_lang,DescriptionShort_lang,Icon,Order,ChrRacesID
1,Determinação dos Renegados,"Capaz de remover efeitos de medo, sono e encantamento.","Remove efeitos de encantamento, medo e sono",136187,0,5
2,Canibalizar,Pode consumir cadáveres para recuperar pontos de vida e de mana.,Consome cadáveres para recuperar pontos de vida e de mana,132278,1,5
3,Toque do Túmulo,Drena pontos de vida dos oponentes.,Drena pontos de vida dos oponentes,136157,2,5
4,Resistência à Sombra,Resistente a dano de Sombra.,Resistente a dano de Sombra,136152,3,5
5,O Espírito Humano,"Aceleração, Acerto Crítico, Maestria e Versatilidade aumentadas.","Aceleração, Acerto Crítico, Maestria e Versatilidade aumentadas",132874,0,1
6,Não Há Lugar como o Lar,Bônus para eficácia de Pedra de Regresso,Bônus para eficácia de Pedra de Regresso,134328,1,1
7,Cada Um por Si,Pode se libertar de efeitos de atordoamento.,Pode se libertar de efeitos de atordoamento,136129,2,1
8,Forma de Pedra,Capaz de assumir a forma de pedra.,Capaz de assumir a forma de pedra,136225,0,3
9,Poder da Montanha,Aumenta o efeito de acertos críticos.,Aumenta o efeito de acertos críticos,133042,1,3
10,Resistência ao Gelo,Resistente a dano de Gelo.,Resistente a dano de Gelo,135865,2,3
11,Explorador,Encontra mais fragmentos arqueológicos e reduz o tempo de sondagem.,Encontra mais fragmentos arqueológicos e reduz o tempo de sondagem,237387,3,3
98,História Antiga,Aumenta a perícia em Escrivania.,Bônus na perícia Escrivania,1723985,4,27
99,Afinidade Mágica,Aumenta o dano mágico.,Dano mágico aumentado,1723986,2,27
100,Feitiçaria,Evoca um livro voador que funciona como caixa de correio.,Evoca um livro voador que funciona como caixa de correio,1723988,1,27
101,Abraço Entrópico,Suas habilidades têm chance de lhe conceder o poder da essência do Caos.,Torna-se potencializado pelo Caos,1723992,1,29
102,Conexão Etérea,Reduz o custo do Cofre Etéreo e da Transmogrificação.,Custo reduzido do Cofre Etéreo e da Transmogrificação,1723993,3,29
103,Serenidade Sobrenatural,Seus lançamentos de feitiço não são atrasados ao receber dano.,Lançamentos de feitiço não são atrasados por dano,1724001,2,29
104,Calafrio da Noite,Resistente a dano de Sombra.,Resistente a dano de Sombra,1723989,4,29
105,Fissura Espacial,Rasga uma fenda no espaço permitindo um teleporte.,Teleporta-se por uma fenda no espaço,1724004,0,29
106,Resistência ao Arcano,Resistente a dano Arcano.,Resistente a dano Arcano,1723997,3,27
107,Pulso Arcano,Causa dano e lerdeza a inimigos próximos.,Causa dano e lerdeza a inimigos próximos,1851463,0,27
108,Investida do Touro,"Investe à frente, derrubando os inimigos.","Investe à frente, derrubando os inimigos",1723987,0,28
109,Orgulho de Chifre de Ferro,Aumenta a perícia e a velocidade de mineração.,Bônus na perícia Mineração e maior velocidade de coleta,1724002,4,28
110,"Sabendo Usar, Não Vai Faltar",Chance de coletar mais carne e peixe.,Chance de coletar mais carne e peixe,1724005,3,28
111,Montanhista,Aumenta a Versatilidade.,Versatilidade Aumentada,1723999,2,28
112,Tenacidade Rústica,Reduz o dano recebido de ataques.,Redução de dano recebido de ataques,1724003,1,28
113,Julgamento da Luz,Causa grande dano Sagrado em área.,Causa grande dano Sagrado em área,1724000,0,30
114,Resistência ao Sagrado,Reduz o dano Sagrado recebido.,Resistente a dano Sagrado,1723996,2,30
115,Desforra da Luz,"Irrompe ao morrer, causando dano Sagrado aos inimigos e curando aliados próximos.","Irrompe ao morrer, causando dano aos inimigos e curando aliados próximos",1723994,1,30
116,Forja da Luz,Aumenta a perícia em Ferraria e permite que você evoque uma bigorna.,Bônus na perícia Ferraria e pode evocar uma forja,1723995,3,30
117,Matador de Demônio,Mais experiência obtida ao matar demônios.,Mais experiência obtida ao matar demônios,1723990,4,30
118,Sangue de Fogo,Remove efeitos prejudiciais e fortalece você.,Remove efeitos prejudiciais para fortalecer você,1786406,0,34
119,Explorador de Masmorras,Anda mais rápido em ambientes fechados.,Anda mais rápido em ambientes fechados,1786405,1,34
120,Produção em Massa,"Perícia em Ferraria aumentada, e criação de ferraria mais rápida.",Perícia Ferraria aumentada e criação mais rápida,1786408,2,34
121,Máquina Toupeira,"Se estiver em ambiente aberto, evoca uma Máquina Toupeira que perfura a terra.",Evoca uma máquina toupeira para transporte através da terra,1786409,3,34
122,Forjada nas Chamas,Reduz o dano Físico recebido.,Reduz o dano Físico recebido,1786407,4,34
123,Chamado Ancestral,"Invoca os seus ancestrais, que concederão o poder deles a você.","Invoca os seus ancestrais, que concederão o poder deles a você",2021574,0,36
124,Céu Aberto,Maior velocidade de montaria a céu aberto.,Maior Velocidade de Montaria a céu aberto,2021575,1,36
125,Vigor Solidário,Pontos de vida do ajudante aumentados.,Pontos de vida do ajudante aumentados,2021577,2,36
126,Sangue Selvagem,"Reduz a duração dos efeitos de Maldições, Doenças e Venenos em você.","Duração reduzida de Maldições, Doenças e Venenos",2021576,3,36
127,Aquela Regenerada,Concentre-se para se curar rapidamente.,Cura a si mesmo rapidamente num curto período,1850550,0,31
128,Abraço dos Loas,"Roga a um Loa, obtendo um de seis dons poderosos.",Roga a um Loa para obter um de seis dons poderosos,1850548,1,31
129,Cidade de Ouro,Descobre mais ouro nas criaturas.,Descobre mais ouro nas criaturas,1850547,2,31
130,Rasante do Pterrordax,Evoca um Pterrordax para reduzir sua velocidade de queda.,Evoca um Pterrordax para reduzir sua velocidade de queda,1850549,3,31
131,Esmurramento,"Soca um inimigo, atordoando-o e repelindo-o.","Soca um inimigo, atordoando-o e repelindo-o",2447782,0,32
132,Faz-tudo,Todas as perícias profissionais aumentadas.,Perícia em todas as profissões aumentada,2447783,1,32
133,Arrimo do Velho Marinheiro,Resistente a dano de Gelo e de Natureza.,Resistente a dano de Gelo e de Natureza,2447784,2,32
134,Filhos do Mar,Nade mais rápido e tenha mais fôlego debaixo d'água.,Nada mais rápido e tem mais fôlego debaixo d'água,2447781,3,32
135,Nem Doeu,Aumenta a Versatilidade e cura uma parte do dano recebido.,Aumenta a Versatilidade e cura uma parte do dano recebido,2447780,4,32
144,Gerador de Luz Hiperorgânica,Evoca duplicatas para distrair os inimigos.,Evoca duplicatas para confundir os inimigos,3192686,0,37
145,Mestre Artífice,Você serve de estação de criação pessoal.,Você serve de estação de criação pessoal,3192687,2,37
146,Análise de Combate,Gradualmente ganha poder ao analisar um inimigo em combate.,Aumenta em força ao enfrentar inimigos,3192685,1,37
147,Dedinho Chavoso,Capaz de abrir fechaduras.,Capaz de abrir fechaduras,3192689,3,37
148,Mecanismo de Emergência,Cura automaticamente quando você sofre ferimentos graves.,Cura automaticamente se você estiver gravemente ferido,3192688,4,37
149,Bolsa de Truques / Remexer a Bolsa,Usa um truque para ferir um inimigo ou curar um aliado. Colete truques diferentes pelo mundo afora.,Joga um truque para ferir um inimigo ou curar um amigo,3193416,0,35
150,Montar Acampamento / Retornar ao Acampamento,"Monta um acampamento amistoso no mundo, com a opção de voltar a ele mais tarde.",Escolha um lugar do mundo e faça dele seu acampamento,3193418,1,35
151,Farejar Encrenca,Recebe menos dano da primeira vez que um inimigo atingir você.,Receba menos dano da primeira vez que um inimigo atingir você,3193419,2,35
152,Alforje de Alpaca,Sua mochila tem 8 espaços adicionais.,Sua mochila tem 8 espaços adicionais,3193421,3,35
153,Resistência ao Fogo,Reduz o dano de Fogo recebido.,Resistente a dano de Fogo,3193417,4,35
248,Tirar Fardo,"Dissolve-se em pura ânima, aumentando drasticamente sua velocidade de movimento, diminuindo a velocidade de queda e se propelindo para a frente.

Reduz o raio em que os inimigos conseguem detectar você enquanto durar o efeito.",,298642,0,15
249,Preço Divino,"Lança instantaneamente uma versão potencializada de Choque Sagrado, Escudo do Vingador ou Julgamento que atinge todos os alvos próximos.",,133706,1,15
250,Amalgamar,"Funde-se com um inimigo ou aliado. Você não pode ser alvejado por inimigos, mas também não pode atacar nem lançar feitiços.

Se o nível do inimigo for menor ou igual ao seu, você assumirá o controle enquanto durar o efeito.",,237147,0,16
251,Jura de Sangue,"Faz um juramento de sangue, removendo imediatamente penalidades aplicadas a você e aumentando o dano e a cura das suas habilidades em um valor equivalente aos pontos de vida gastos com essa habilidade.",,133523,0,16
252,Forma do Patrono,"Transforma-se em uma Raposa Espiritual, aumentando sua velocidade de movimento e fazendo com que os inimigos ignorem você.",,797544,0,17
253,Invocar Bosque da Luz,"Cria um Bosque da Luz na área selecionada, restaurando seus pontos de vida e os de um aliado ferido a cada 3 s.

Julgamento tem chance de não entrar em recarga quando usado em um inimigo dentro do Bosque da Luz.",,135931,0,17
254,Porta das Sombras,"Desloca-se pelas sombras, aparecendo no local selecionado.",,134430,0,18
255,Ocaso Cinzento,"Absorve o poder da Luz, drenando pontos de vida dos inimigos próximos para recuperar vida.

Se ao menos um inimigo for drenado, a sua próxima habilidade será crítica.",,461857,0,18
490,Fusão Sombria,Capaz de esconder-se nas sombras.,Capaz de esconder-se nas sombras,132089,0,4
491,Rapidez,Mais difícil de ser atingido.,Mais difícil de ser atingido,132279,1,4
492,Espírito de Fogo-fátuo,Forma diáfana quando morto para uma locomoção mais rápida.,Move-se mais rápido enquanto morto,136116,2,4
493,Resistência à Natureza,Resistente a dano de Natureza.,Resistente a dano de Natureza,136094,3,4
494,Escorregadio,Move-se mais rapidamente enquanto estiver furtivo.,Move-se mais rapidamente enquanto estiver furtivo,132280,4,4
495,Toque de Eluna,Ataques mais rápidos à noite e maior chance de acertos críticos.,Ataques mais rápidos à noite e maior chance de acertos críticos,135900,5,4
496,Artista da Fuga,Capaz de escapar de efeitos que alteram a velocidade.,Capaz de escapar de efeitos que alteram a velocidade,132309,0,7
497,Mente Expansiva,Total de recursos aumentado.,Total de recursos aumentado,132864,1,7
498,Resistência ao Arcano,Resistente a dano Arcano.,Resistente a dano Arcano,136116,2,7
499,Especialização em Engenharia,Bônus na perícia Engenharia.,Bônus na perícia Engenharia,134063,3,7
500,Dedos Leves,Ataques mais rápidos.,Ataques mais rápidos,135641,4,7
501,Lapidação,Bônus na perícia Joalheria.,Bônus na perícia Joalheria,135998,0,11
502,Dádiva dos Naarus,Capaz de realizar cura periódica nos outros e em si mesmo.,Cura os outros e a si mesmo ao longo do tempo,135923,1,11
503,Presença Heroica,"Força, Intelecto e Agilidade aumentados.","Força, Intelecto e Agilidade aumentados",133123,2,11
504,Resistência à Sombra,Resistente a dano de Sombra.,Resistente a dano de Sombra,136152,3,11
505,Voo Noturno,Capaz de mover-se mais rápido periodicamente.,Capaz de mover-se mais rápido periodicamente,366937,0,22
506,Agressividade,Maior chance de acerto crítico.,Maior chance de acerto crítico,132203,1,22
507,Aberração,Resistente a dano de Sombra e de Natureza.,Resistente a dano de Sombra e de Natureza,136121,2,22
508,Esfolador,Bônus e mais rapidez na perícia Esfolamento.,Bônus e mais rapidez na perícia Esfolamento,132140,3,22
509,Palma Trêmula,Consegue fazer inimigos adormecerem com um toque da mão.,Consegue fazer inimigos adormecerem com um toque da mão,572035,0,24
510,Paz Interior,Paz Interior significa duas vezes mais experiência por descanso.,Você recebe duas vezes mais experiência por descanso,572034,1,24
511,Epicurista,Recebe mais benefícios ao comer.,Recebe mais benefícios ao comer,571692,2,24
512,Glutão,Nível de Culinária aumentado.,Nível de Culinária aumentado,571693,3,24
513,Saltitante,Quica e recebe menos dano de quedas.,Quica e recebe menos dano de quedas,572033,4,24
514,Fúria Sangrenta,Capaz de usar a raiva para aumentar o dano.,Usa a raiva para aumentar o dano,135726,0,2
515,Robustez,Resistente a efeitos de atordoamento.,Resistente a efeitos de atordoamento,133125,1,2
516,Comando,Dano causado por ajudantes é maior.,Dano causado por ajudantes é maior,132366,2,2
517,Pisada de Guerra,"Capaz de bater o pé, atordoando os oponentes próximos.","Capaz de bater o pé, atordoando os oponentes próximos",132368,0,6
518,Resistência,Vigor aumentado.,Vigor Aumentado,136112,1,6
519,Cultivo,Bônus na perícia Herborismo e maior velocidade de coleta.,Bônus na perícia Herborismo e maior velocidade de coleta,133938,2,6
520,Resistência à Natureza,Resistente a dano de Natureza.,Resistente a dano de Natureza,136094,3,6
521,Rijeza,Aumenta o efeito de acertos críticos.,Aumenta o efeito de acertos críticos,134174,4,6
522,Berserk,"Berserk, maior velocidade de ataque e de lançamento de feitiços.","Berserk, maior velocidade de ataque e de lançamento de feitiços",135727,0,8
523,Regeneração,Regeneração mais rápida.,Regeneração mais rápida,136077,1,8
524,Matança de Feras,Mais experiência obtida ao matar feras.,Mais experiência obtida ao matar feras,134357,2,8
525,Ginga Vodu,Menor duração de efeitos que dificultam o movimento.,Menor duração de efeitos que dificultam o movimento,134231,3,8
526,Afinidade Arcana,Bônus na perícia Encantamento.,Bônus na perícia Encantamento,132876,0,10
527,Torrente Arcana,"Pode recuperar recursos, como mana ou energia.",Recupera recursos como mana ou energia,136222,1,10
528,Torrente Arcana,Consegue dissipar inimigos próximos.,Dissipa inimigos próximos,136222,2,10
529,Resistência ao Arcano,Resistente a dano Arcano.,Resistente a dano Arcano,136120,3,10
530,Salto do Foguete,"Capaz de saltar para a frente, usando os foguetes do cinto.",Salto de foguete para frente,370769,0,9
531,Barragem de Foguetes,Capaz de lançar foguetes nos inimigos.,Lança foguetes contra inimigos,133032,1,9
532,As Melhores Ofertas,Recebe descontos de comerciantes.,Recebe descontos de comerciantes,369760,2,9
533,Hobgoblin de Carga,Capaz de evocar um banco pessoal periodicamente.,Evoca um banco pessoal,370211,3,9
534,Tempo é Dinheiro,Aceleração aumentada.,Aceleração aumentada,369214,4,9
535,A Poção que Desce Redondo,Bônus na perícia Alquimia e na cura com poções.,Bônus na perícia Alquimia e na cura com poções,370670,5,9
606,Voar Alto/Planar,Use suas asas para planar pelo ar e voar de lugares altos.,Usa suas asas para planar pelo ar e voar de lugares altos,4622485,0,52
607,Decolagem Rápida,Utilize a Pilotagem Aérea para se energizar ao pairar e subir aos céus com mais frequência.,Utilize a Pilotagem Aérea para se energizar ao pairar e subir aos céus com mais frequência.,4622483,1,52
608,Bofetada de Asa,Afasta inimigos com suas asas.,Afasta inimigos com suas asas,4622486,2,52
609,Desperto,Maestria aumentada.,Maestria aumentada,4622481,3,52
610,Olhar Perspicaz,Encontre mais reagentes raros ao coletar.,Encontra mais reagentes raros ao coletar,4630415,4,52
611,Voar Alto/Planar,Use suas asas para planar pelo ar e voar de lugares altos.,Usa suas asas para planar pelo ar e voar de lugares altos,4622485,0,70
612,Decolagem Rápida,Utilize a Pilotagem Aérea para se energizar ao pairar e subir aos céus com mais frequência.,Utilize a Pilotagem Aérea para se energizar ao pairar e subir aos céus com mais frequência.,4622483,1,70
613,Bofetada de Asa,Afasta inimigos com suas asas.,Afasta inimigos com suas asas,4622488,2,70
614,Desperto,Maestria aumentada.,Maestria aumentada,4622481,3,70
615,Olhar Perspicaz,Encontre mais reagentes raros ao coletar.,Encontra mais reagentes raros ao coletar,4630415,4,70
616,Surto de Azerita,Causa dano de Fogo a inimigos e cura seus aliados.,Causa dano de Fogo a inimigos e cura seus aliados.,5788297,0,84
617,Ingestão de Minério,Come gemas para ficar Bem Alimentado por tempo indeterminado.,Come gemas para ficar Bem Alimentado,5788301,1,84
618,Hiperprodutividade,"Finesse aumentada, concedendo a chance de coletar materiais adicionais.",Chance de coletar materiais adicionais,5788298,2,84
619,Robustez Titânica,Aumenta a armadura.,Aumenta a armadura,5788302,3,84
620,Maravilha dos Olhos Arregalados,Concede experiência de exploração aumentada.,Aumenta a experiência de exploração,5788303,4,84
621,Surto de Azerita,Causa dano de Fogo a inimigos e cura seus aliados.,Causa dano de Fogo a inimigos e cura seus aliados.,5788297,0,85
622,Ingestão de Minério,Come gemas para ficar Bem Alimentado por tempo indeterminado.,Come gemas para ficar Bem Alimentado,5788301,1,85
623,Hiperprodutividade,"Finesse aumentada, concedendo a chance de coletar materiais adicionais.",Chance de coletar materiais adicionais,5788298,2,85
624,Robustez Titânica,Aumenta a armadura.,Aumenta a armadura,5788302,3,85
625,Maravilha dos Olhos Arregalados,Concede experiência de exploração aumentada.,Aumenta a experiência de exploração,5788303,4,85
