ID,InfoName_lang,Type,Modifiers,Profession
1,Grupo,0,2,0
21,Classe,0,0,0
41,JxJ,0,0,0
62,Raide,0,0,0
81,Masmorra,0,0,0
82,Evento Mundial,0,0,0
83,Lendário,0,0,0
84,Escolta,0,0,0
85,Heroico,0,0,0
88,Raide (10),0,0,0
89,Raide (25),0,0,0
98,Cenário,0,0,0
104,Missão secundária,0,0,0
107,Artefato,0,0,0
109,Missão Mundial,2,256,0
110,Missão Mundial Épica,2,268,0
111,Missão Mundial de Elite,2,258,0
112,Missão Mundial de Elite Épica,2,334,0
113,Missão Mundial de JxJ,3,256,0
114,Missão Mundial de Primeiros Socorros,1,256,129
115,Missão Mundial de Mascote de Batalha,4,256,0
116,Missão Mundial de Ferraria,1,256,164
117,Missão Mundial de Couraria,1,256,165
118,Missão Mundial de Alquimia,1,256,171
119,Missão Mundial de Herborismo,1,256,182
120,Missão Mundial de Mineração,1,256,186
121,Missão Mundial de Alfaiataria,1,256,197
122,Missão Mundial de Engenharia,1,256,202
123,Missão Mundial de Encantamento,1,256,333
124,Missão Mundial de Esfolamento,1,256,393
125,Missão Mundial de Joalheria,1,256,755
126,Missão Mundial de Escrivania,1,256,773
128,Missão do Emissário,5,272,0
129,Missão Mundial de Arqueologia,1,256,794
130,Missão Mundial de Pesca,1,256,356
131,Missão Mundial de Culinária,1,256,185
135,Missão Mundial Rara,2,257,0
136,Missão Mundial de Elite Rara,2,267,0
137,Missão Mundial de Masmorra,6,267,0
139,Missão Mundial da Invasão da Legião,7,296,0
140,Recompensa Ranqueada,3,272,0
141,Missão Mundial de Raide,8,266,0
142,Missão Mundial de Elite da Invasão da Legião,7,266,0
143,Contribuição para a Queda da Legião,9,272,0
144,Missão Mundial de Queda da Legião,2,334,0
145,Missão Mundial de Masmorra de Queda da Legião,6,331,0
146,Pacote de Missão Mundial da Invasão da Legião,11,0,0
147,Front de Guerra - Sertões,0,0,0
148,Bater Carteira,0,0,0
151,Missão Mundial de Magni - Azerita,2,256,0
152,Tortollan World Quest - 8.0,2,256,0
153,Contribuição para o Front de Guerra,9,272,0
254,Missão da Ilha,0,0,0
255,Modo de Guerra JxJ,0,0,0
256,JxJ de Dominação,10,272,0
259,Missão Mundial Ataque de Facção,12,360,0
260,Missão Mundial Ataque de Facção de Elite,12,330,0
261,Missão Semanal Insular,13,144,0
263,Missão Pública,0,16,0
264,Objetivo de Ameaça,5,272,0
265,Missão Oculta,5,272,0
266,Missão de Aliado de Combate,0,0,0
267,Profissões,0,0,0
268,Invólucro de Ameaça,14,272,0
270,Missão do Emissário de Ameaça,14,272,0
271,Missão de Chamada,15,0,0
272,Missão da festa venthyr,2,448,0
273,Rastreador de Aparecimento de Alma da Gorja,5,272,0
278,Missão Mundial de Elite JxJ,3,258,0
279,Tarefa de Enviado do Recôndito Proibido,9,0,0
281,Corrida Dragoneira,16,0,0
282,Missão importante,0,1024,0
283,Objetivo Bônus com Aviso de Conclusão,0,512,0
284,Metamissão,0,2048,0
286,Missão Mundial Pedra-magna,17,266,0
287,Bloqueador de Pedra-magna,5,272,0
288,Imersão,0,0,0
289,Chefe Mundial,18,334,0
291,Hidden NYI,0,272,0
292,Missão importante (não é possível abandonar),0,1280,0
