ID,EffectDescription_lang,AuraDescription_lang,SpellEffectType,AuraEffectType,PointsSign,TargetType,SchoolMask,EffectOrderIndex,AuraOrderIndex
1,Causa $s@effectindex de dano Físico a um inimigo.,,2,0,1,3,1,50,50
2,Causa $s@effectindex de dano Sagrado a um inimigo.,,2,0,1,3,2,50,50
3,Causa $s@effectindex de dano de Fogo a um inimigo.,,2,0,1,3,4,50,50
4,Causa $s@effectindex de dano de Natureza a um inimigo.,,2,0,1,3,8,50,50
5,Causa $s@effectindex de dano de Gelo a um inimigo.,,2,0,1,3,16,50,50
6,Causa $s@effectindex de dano de Sombra a um inimigo.,,2,0,1,3,32,50,50
7,Causa $s@effectindex de dano Arcano a um inimigo.,,2,0,1,3,64,50,50
8,Causa $s@effectindex de dano de Caos a um inimigo.,,2,0,1,3,127,50,50
9,Causa $s@effectindex de dano Físico aos inimigos em um raio de $A@effectindex m do ponto de impacto.,,2,0,1,5,1,50,50
10,Causa $s@effectindex de dano Sagrado aos inimigos em um raio de $A@effectindex m do ponto de impacto.,,2,0,1,5,2,50,50
11,Causa $s@effectindex de dano de Fogo aos inimigos em um raio de $A@effectindex m do ponto de impacto.,,2,0,1,5,4,50,50
12,Causa $s@effectindex de dano de Natureza aos inimigos em um raio de $A@effectindex m do ponto de impacto.,,2,0,1,5,8,50,50
13,Causa $s@effectindex de dano de Gelo aos inimigos em um raio de $A@effectindex m do ponto de impacto.,,2,0,1,5,16,50,50
14,Causa $s@effectindex de dano de Sombra aos inimigos em um raio de $A@effectindex m do ponto de impacto.,,2,0,1,5,32,50,50
15,Causa $s@effectindex de dano Arcano aos inimigos em um raio de $A@effectindex m do ponto de impacto.,,2,0,1,5,64,50,50
16,Causa $s@effectindex de dano de Caos aos inimigos em um raio de $A@effectindex m do ponto de impacto.,,2,0,1,5,127,50,50
17,Causa $s@effectindex de dano Físico aos inimigos em um raio de $A@effectindex m.,,2,0,1,7,1,50,50
18,Causa $s@effectindex de dano Sagrado aos inimigos em um raio de $A@effectindex m.,,2,0,1,7,2,50,50
19,Causa $s@effectindex de dano de Fogo aos inimigos em um raio de $A@effectindex m.,,2,0,1,7,4,50,50
20,Causa $s@effectindex de dano de Natureza aos inimigos em um raio de $A@effectindex m.,,2,0,1,7,8,50,50
21,Causa $s@effectindex de dano de Gelo aos inimigos em um raio de $A@effectindex m.,,2,0,1,7,16,50,50
22,Causa $s@effectindex de dano de Sombra aos inimigos em um raio de $A@effectindex m.,,2,0,1,7,32,50,50
23,Causa $s@effectindex de dano Arcano aos inimigos em um raio de $A@effectindex m.,,2,0,1,7,64,50,50
24,Causa $s@effectindex de dano de Caos aos inimigos em um raio de $A@effectindex m.,,2,0,1,7,127,50,50
25,Causa $s@effectindex de dano Físico a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano Físico causado a cada $t@effectindex s.,6,3,1,3,1,50,50
26,Causa $s@effectindex de dano Sagrado a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano Sagrado causado a cada $t@effectindex s.,6,3,1,3,2,50,50
27,Causa $s@effectindex de dano de Fogo a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano de Fogo causado a cada $t@effectindex s.,6,3,1,3,4,50,50
28,Causa $s@effectindex de dano de Natureza a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano de Natureza causado a cada $t@effectindex s.,6,3,1,3,8,50,50
29,Causa $s@effectindex de dano de Gelo a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano de Gelo causado a cada $t@effectindex s.,6,3,1,3,16,50,50
30,Causa $s@effectindex de dano de Sombra a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano de Sombra causado a cada $t@effectindex s.,6,3,1,3,32,50,50
31,Causa $s@effectindex de dano Arcano a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano Arcano causado a cada $t@effectindex s.,6,3,1,3,64,50,50
32,Causa $s@effectindex de dano de Caos a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano de Caos causado a cada $t@effectindex s.,6,3,1,3,127,50,50
33,"Atordoa um inimigo, impedindo-o de atacar e de andar por $d.",Atordoado.,6,12,0,3,0,0,0
34,Aumenta em $s@effectindex% as velocidades de ataque e de lançamento de todos os aliados em um raio de $A@effectindex m do ponto de impacto por $d.,Velocidades de ataque e de lançamento aumentadas em $s@effectindex%.,6,193,1,6,0,0,0
35,"Atordoa todos os inimigos em um raio de $A@effectindex m, impedindo-os de atacar e de andar por $d.",Atordoado.,6,12,0,7,0,0,0
36,"Atordoa todos os inimigos em um raio de $A@effectindex m do ponto de impacto, impedindo-os de atacar e de andar por $d.",Atordoado.,6,12,0,5,0,0,0
37,Cura $s@effectindex% do máximo de pontos de vida de um aliado.,,136,0,1,2,0,0,0
38,Imobiliza um inimigo por até $d.,Imobilizado.,6,26,0,3,0,20,0
42,Causa dano de Sombra a um inimigo a cada $t@effectindex s por $d.,Dano de Sombra causado a cada $t@effectindex s.,6,70,1,3,32,50,50
43,Causa dano Físico a um inimigo.,,31,0,1,3,1,50,50
44,Causa dano Sagrado a um inimigo.,,31,0,1,3,2,50,50
45,Causa dano de Fogo a um inimigo.,,31,0,1,3,4,50,50
46,Causa dano de Natureza a um inimigo.,,31,0,1,3,8,50,50
47,Causa dano de Gelo a um inimigo.,,31,0,1,3,16,50,50
48,Causa dano de Sombra a um inimigo.,,31,0,1,3,32,50,50
49,Causa dano Arcano a um inimigo.,,31,0,1,3,64,50,50
50,Causa dano de Caos a um inimigo.,,31,0,1,3,127,50,50
51,Causa dano Físico a um inimigo a cada $t@effectindex s por $d.,Dano Físico causado a cada $t@effectindex s.,6,70,1,3,1,50,50
52,Causa dano Sagrado a um inimigo a cada $t@effectindex s por $d.,Dano Sagrado causado a cada $t@effectindex s.,6,70,1,3,2,50,50
53,Causa dano de Fogo a um inimigo a cada $t@effectindex s por $d.,Dano de Fogo causado a cada $t@effectindex s.,6,70,1,3,4,50,50
54,Causa dano de Natureza a um inimigo a cada $t@effectindex s por $d.,Dano de Natureza causado a cada $t@effectindex s.,6,70,1,3,8,50,50
55,Causa dano de Gelo a um inimigo a cada $t@effectindex s por $d.,Dano de Gelo causado a cada $t@effectindex s.,6,70,1,3,16,50,50
56,Causa dano Arcano a um inimigo a cada $t@effectindex s por $d.,Dano Arcano causado a cada $t@effectindex s.,6,70,1,3,64,50,50
57,Causa dano de Caos a um inimigo a cada $t@effectindex s por $d.,Dano de Caos causado a cada $t@effectindex s.,6,70,1,3,127,50,50
58,Causa $s@effectindex de dano Físico a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano Físico causado a cada $t@effectindex s.,6,3,1,1,1,50,50
59,Causa $s@effectindex de dano Sagrado a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano Sagrado causado a cada $t@effectindex s.,6,3,1,1,2,50,50
60,Causa $s@effectindex de dano de Fogo a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano de Fogo causado a cada $t@effectindex s.,6,3,1,1,4,50,50
61,Causa $s@effectindex de dano de Natureza a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano de Natureza causado a cada $t@effectindex s.,6,3,1,1,8,50,50
62,Causa $s@effectindex de dano de Gelo a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano de Gelo causado a cada $t@effectindex s.,6,3,1,1,16,50,50
63,Causa $s@effectindex de dano de Sombra a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano de Sombra causado a cada $t@effectindex s.,6,3,1,1,32,50,50
64,Causa $s@effectindex de dano Arcano a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano Arcano causado a cada $t@effectindex s.,6,3,1,1,64,50,50
65,Causa $s@effectindex de dano de Caos a um inimigo a cada $t@effectindex s por $d.,$s@effectindex de dano de Caos causado a cada $t@effectindex s.,6,3,1,1,127,50,50
66,Causa dano Físico a um inimigo a cada $t@effectindex s por $d.,Dano Físico causado a cada $t@effectindex s.,6,70,1,1,1,50,50
67,Causa dano Sagrado a um inimigo a cada $t@effectindex s por $d.,Dano Sagrado causado a cada $t@effectindex s.,6,70,1,1,2,50,50
68,Causa dano de Fogo a um inimigo a cada $t@effectindex s por $d.,Dano de Fogo causado a cada $t@effectindex s.,6,70,1,1,4,50,50
69,Causa dano de Natureza a um inimigo a cada $t@effectindex s por $d.,Dano de Natureza causado a cada $t@effectindex s.,6,70,1,1,8,50,50
70,Causa dano de Gelo a um inimigo a cada $t@effectindex s por $d.,Dano de Gelo causado a cada $t@effectindex s.,6,70,1,1,16,50,50
71,Causa dano Arcano a um inimigo a cada $t@effectindex s por $d.,Dano Arcano causado a cada $t@effectindex s.,6,70,1,1,64,50,50
72,Causa dano de Caos a um inimigo a cada $t@effectindex s por $d.,Dano de Caos causado a cada $t@effectindex s.,6,70,1,1,127,50,50
83,Cura $s@effectindex% do máximo de pontos de vida do lançador a cada $t@effectindex s por $d.,Cura $s@effectindex% do máximo de pontos de vida a cada $t@effectindex s.,6,20,1,1,0,0,0
85,Cura $s@effectindex% do máximo de pontos de vida do lançador.,,136,0,1,1,0,0,0
91,Interrompe lançamento de feitiços de todos os inimigos em um raio de $A@effectindex m por $d.,,68,0,0,7,0,30,0
92,Interrompe lançamento de feitiços de um inimigo por $d.,,68,0,1,3,1,30,0
93,"Silencia um inimigo, impedindo-o de lançar feitiços por $d.",Incapaz de lançar feitiços.,6,27,0,3,0,30,0
94,Reduz as velocidades de ataque e de lançamento em $s@effectindex% por $d.,Velocidades de ataque e de lançamento reduzidas em $s@effectindex%.,6,193,2,3,0,0,0
96,Repele um inimigo.,,98,0,1,3,0,0,0
97,Envolve o lançador em um escudo que dura $d e absorve até $s@effectindex de todo o dano recebido.,Absorve $s@effectindex de dano.,6,69,1,1,127,0,0
98,Envolve o lançador em um escudo que dura $d e absorve até $s@effectindex de dano Físico.,Absorve $s@effectindex de dano Físico.,6,69,1,1,1,0,0
99,Envolve o lançador em um escudo que dura $d e absorve até $s@effectindex de dano Sagrado.,Absorve $s@effectindex de dano Sagrado.,6,69,1,1,2,0,0
100,Envolve o lançador em um escudo que dura $d e absorve até $s@effectindex de dano de Fogo.,Absorve $s@effectindex de dano de Fogo.,6,69,1,1,4,0,0
101,Envolve o lançador em um escudo que dura $d e absorve até $s@effectindex de dano de Natureza.,Absorve $s@effectindex de dano de Natureza.,6,69,1,1,8,0,0
102,Envolve o lançador em um escudo que dura $d e absorve até $s@effectindex de dano de Gelo.,Absorve $s@effectindex de dano de Gelo.,6,69,1,1,16,0,0
103,Envolve o lançador em um escudo que dura $d e absorve até $s@effectindex de dano de Sombra.,Absorve $s@effectindex de dano de Sombra.,6,69,1,1,32,0,0
104,Envolve o lançador em um escudo que dura $d e absorve até $s@effectindex de dano Arcano.,Absorve $s@effectindex de dano Arcano.,6,69,1,1,64,0,0
105,Aumenta em $s@effectindex% as velocidades de ataque e de lançamento do lançador por $d.,Velocidades de ataque e de lançamento aumentadas em $s@effectindex%.,6,193,1,1,0,10,0
106,Reduz as velocidades de ataque e de lançamento em $s@effectindex% por $d.,Velocidades de ataque e de lançamento reduzidas em $s@effectindex%.,6,193,2,1,0,0,0
107,Reduz em $s@effectindex% a velocidade de movimento.,Velocidade de movimento reduzida em $s@effectindex%.,6,33,1,1,0,0,0
108,Causa dano Físico a todos os inimigos em um raio de $A@effectindex m do ponto de impacto.,,31,0,1,5,1,50,50
109,Causa dano Sagrado a todos os inimigos em um raio de $A@effectindex m do ponto de impacto.,,31,0,1,5,2,50,50
110,Causa dano de Fogo a todos os inimigos em um raio de $A@effectindex m do impacto.,,31,0,1,5,4,50,50
111,Causa dano de Natureza a todos os inimigos em um raio de $A@effectindex m do ponto de impacto.,,31,0,1,5,8,50,50
112,Causa dano de Gelo a todos os inimigos em um raio de $A@effectindex m do ponto de impacto.,,31,0,1,5,16,50,50
113,Causa dano de Sombra a todos os inimigos em um raio de $A@effectindex m do ponto de impacto.,,31,0,1,5,32,50,50
114,Causa dano Arcano a todos os inimigos em um raio de $A@effectindex m do impacto.,,31,0,1,5,64,50,50
115,Causa dano de Caos a todos os inimigos em um raio de $A@effectindex m do ponto de impacto.,,31,0,1,5,127,50,50
116,Aumenta em $s@effectindex% a velocidade de movimento do lançador por $d.,Velocidade de movimento aumentada em $s@effectindex%.,6,31,1,1,0,10,0
118,Repele todos os inimigos em um raio de $A@effectindex m do ponto de impacto.,,98,0,1,5,0,0,0
119,Causa dano Físico a todos os inimigos em um raio de $A@effectindex m.,,31,0,1,7,1,50,50
120,Causa dano Sagrado a todos os inimigos em um raio de $A@effectindex m.,,31,0,1,7,2,50,50
121,Causa dano de Fogo a todos os inimigos em um raio de $A@effectindex m.,,31,0,1,7,4,50,50
122,Causa dano de Natureza a todos os inimigos em um raio de $A@effectindex m.,,31,0,1,7,8,50,50
123,Causa dano de Gelo a todos os inimigos em um raio de $A@effectindex m.,,31,0,1,7,16,50,50
124,Causa dano de Sombra a todos os inimigos em um raio de $A@effectindex m.,,31,0,1,7,32,50,50
125,Causa dano Arcano a todos os inimigos em um raio de $A@effectindex m.,,31,0,1,7,64,50,50
126,Causa dano de Caos a todos os inimigos em um raio de $A@effectindex m.,,31,0,1,7,127,50,50
127,Reduz em $s@effectindex% a velocidade de movimento de todos os inimigos em um raio de $A@effectindex m por $d.,Velocidade de movimento reduzida em $s@effectindex%.,6,33,1,7,0,10,0
128,Causa dano Físico a todos os inimigos à frente do lançador.,,31,0,1,9,1,50,50
129,Causa dano de Fogo a todos os inimigos na frente do lançador.,,31,0,1,9,4,50,50
130,Faz com que o lançador cause $s@effectindex% a mais de dano.,Dano causado aumentado em $s@effectindex%.,6,79,1,1,127,30,30
131,Reduz em $s@effectindex% a armadura de um inimigo por $d.,Armadura reduzida em $s@effectindex%.,6,101,2,3,1,0,0
132,Causa dano Físico a todos os inimigos em um raio de $A@effectindex m.,,165,0,1,7,1,50,50
136,Causa $s@effectindex de dano de Sombra a todos os inimigos à frente do lançador.,,2,0,1,9,32,50,50
137,Causa $s@effectindex de dano Físico a todos os inimigos à frente do lançador.,,2,0,1,9,1,50,50
138,Causa $s@effectindex de dano de Fogo a todos os inimigos na frente do lançador.,,2,0,1,9,4,50,50
139,Causa $s@effectindex de dano Sagrado a todos os inimigos à frente do lançador.,,2,0,1,9,2,50,50
140,Causa $s@effectindex de dano de Natureza a todos os inimigos à frente do lançador.,,2,0,1,9,8,50,50
141,Causa $s@effectindex de dano de Gelo a todos os inimigos à frente do lançador.,,2,0,1,9,16,50,50
142,Causa $s@effectindex de dano Arcano a todos os inimigos à frente do lançador.,,2,0,1,9,64,50,50
143,Causa $s@effectindex de dano de Caos a todos os inimigos à frente do lançador.,,2,0,1,9,127,50,50
144,Faz com que um inimigo receba $s@effectindex% a mais de dano Físico por $d.,Dano Físico recebido aumentado em $s@effectindex%.,6,87,1,3,1,0,0
145,Faz com que um inimigo receba $s@effectindex% a mais de dano Sagrado por $d.,Dano Sagrado recebido aumentado em $s@effectindex%.,6,87,1,3,2,0,0
