ID,Name_lang,Description_lang,Rarity,SpellID,ResearchBranchID,NumSockets,TextureFileID,RequiredWeight
9,Caneca de Peltre,"Os anões de Altaforja originalmente se constituíam de três clãs: os Barbabronze, os Martelo Feroz e os Ferro Negro. Como resultado de uma guerra civil, os Barbabronze assumiram o controle de Altaforja, enquanto os Martelo Feroz acabaram por se retirar, espalhando-se pelas Terras Agrestes e pelo Planalto do Crepúsculo. Os anões Ferro Negro se instalaram entre as Montanhas Cristarrubra e as Estepes Ardentes, à sombra da Montanha Rocha Negra.",0,86857,1,1,461832,35
13,Test: Rare Dwarf Project Test 1,,1,84796,0,5,0,50
40,Urna Funerária de Cerâmica,"Os anões de Altaforja originalmente se constituíam de três clãs: os Barbabronze, os Martelo Feroz e os Ferro Negro. Como resultado de uma guerra civil, os Barbabronze assumiram o controle de Altaforja, enquanto os Martelo Feroz acabaram por se retirar, espalhando-se pelas Terras Agrestes e pelo Planalto do Crepúsculo. Os anões Ferro Negro se instalaram entre as Montanhas Cristarrubra e as Estepes Ardentes, à sombra da Montanha Rocha Negra.",0,86864,1,1,461832,35
42,Faca de Caça Gasta,"Os anões de Altaforja originalmente se constituíam de três clãs: os Barbabronze, os Martelo Feroz e os Ferro Negro. Como resultado de uma guerra civil, os Barbabronze assumiram o controle de Altaforja, enquanto os Martelo Feroz acabaram por se retirar, espalhando-se pelas Terras Agrestes e pelo Planalto do Crepúsculo. Os anões Ferro Negro se instalaram entre as Montanhas Cristarrubra e as Estepes Ardentes, à sombra da Montanha Rocha Negra.",0,86865,1,0,461832,30
44,Dado de Osso,"Os anões de Altaforja originalmente se constituíam de três clãs: os Barbabronze, os Martelo Feroz e os Ferro Negro. Como resultado de uma guerra civil, os Barbabronze assumiram o controle de Altaforja, enquanto os Martelo Feroz acabaram por se retirar, espalhando-se pelas Terras Agrestes e pelo Planalto do Crepúsculo. Os anões Ferro Negro se instalaram entre as Montanhas Cristarrubra e as Estepes Ardentes, à sombra da Montanha Rocha Negra.",0,86866,1,0,461832,32
70,Grifo de Pedra,"Os anões de Altaforja originalmente se constituíam de três clãs: os Barbabronze, os Martelo Feroz e os Ferro Negro. Como resultado de uma guerra civil, os Barbabronze assumiram o controle de Altaforja, enquanto os Martelo Feroz acabaram por se retirar, espalhando-se pelas Terras Agrestes e pelo Planalto do Crepúsculo. Os anões Ferro Negro se instalaram entre as Montanhas Cristarrubra e as Estepes Ardentes, à sombra da Montanha Rocha Negra.",0,88180,1,1,461832,35
72,Torque de Prata para Pescoço,"Os anões de Altaforja originalmente se constituíam de três clãs: os Barbabronze, os Martelo Feroz e os Ferro Negro. Como resultado de uma guerra civil, os Barbabronze assumiram o controle de Altaforja, enquanto os Martelo Feroz acabaram por se retirar, espalhando-se pelas Terras Agrestes e pelo Planalto do Crepúsculo. Os anões Ferro Negro se instalaram entre as Montanhas Cristarrubra e as Estepes Ardentes, à sombra da Montanha Rocha Negra.",0,88181,1,1,461832,34
77,Boneca Vodu Zandalari,"Os primeiros trolls de que se tem notícia pertenciam à tribo Zandalar, de onde descendem todos os outros trolls. Os Zandalari eram uma casta sacerdotal com jurisdição sobre todos os trolls, além de trabalharem incessantemente para registrar e preservar a sociedade troll e suas tradições. Dentre as muitas tribos que se desgarraram do tronco Zandalari, as duas mais importantes são a tribo Gurubashi e a Amani.",0,88262,8,0,461842,27
87,Fetiche de Hir'eek,"Os primeiros trolls de que se tem notícia pertenciam à tribo Zandalar, de onde descendem todos os outros trolls. Os Zandalari eram uma casta sacerdotal com jurisdição sobre todos os trolls, além de trabalharem incessantemente para registrar e preservar a sociedade troll e suas tradições. Dentre as muitas tribos que se desgarraram do tronco Zandalari, as duas mais importantes são a tribo Gurubashi e a Amani.",0,88907,8,0,461842,30
89,Talismã de Pata de Lagarto,"Os primeiros trolls de que se tem notícia pertenciam à tribo Zandalar, de onde descendem todos os outros trolls. Os Zandalari eram uma casta sacerdotal com jurisdição sobre todos os trolls, além de trabalharem incessantemente para registrar e preservar a sociedade troll e suas tradições. Dentre as muitas tribos que se desgarraram do tronco Zandalari, as duas mais importantes são a tribo Gurubashi e a Amani.",0,88908,8,0,461842,32
